id,utt,annot_utt
57,finna mína kínverska taka með staði í kringum hlemm,finna mína [food_type : kínverska] [order_type : taka með] staði í kringum [place_name : hlemm]
58,finndu mínar tælenskan til að taka með kringum húsdýragarðinn,finndu mínar [food_type : tælenskan] til að [order_type : taka með] kringum [place_name : húsdýragarðinn]
59,hættu við vekjara minn klukkan sjö um morguninn,hættu við vekjara minn klukkan [time : sjö um morguninn]
60,stöðva vekjarann klukkan sjö um morguninn,stöðva vekjarann klukkan [time : sjö um morguninn]
61,hvaða vekjara hef ég stillt,hvaða vekjara hef ég stillt
62,segðu mér hvaða vekjarar eru stilltir,segðu mér hvaða vekjarar eru stilltir
63,teldu upp vekjarana mína,teldu upp vekjarana mína
65,hvað er að gerast í fótbolta í dag,hvað er að gerast í [news_topic : fótbolta] [date : í dag]
66,vinsamlegast spilaðu yesterday með bítlunum,vinsamlegast spilaðu [song_name : yesterday] með [artist_name : bítlunum]
67,mig langar að heyra barcelona með queen,mig langar að heyra [song_name : barcelona] [artist_name : með queen]
68,spila fyrir mig frelsið með nýdönsk,spila fyrir mig [song_name : frelsið] með [artist_name : nýdönsk]
69,ég er hrifinn af rokk tónlist,ég er hrifinn af [music_genre : rokk] tónlist
70,uppáhalds tónlistar hljómsveitin mín er stuðmenn,uppáhalds tónlistar hljómsveitin mín er [artist_name : stuðmenn]
71,ég er hrifinn af ragga bjarna lögum,ég er hrifinn af [artist_name : ragga bjarna] lögum
72,byrja að spila tónlist úr uppáhalds,byrja að spila tónlist úr uppáhalds
73,vinsamlegast spilaðu bestu tónlistina mína,vinsamlegast spilaðu bestu tónlistina mína
74,hvaða hljómsveit er í spilun núna,hvaða hljómsveit er í spilun núna
75,hver samdi tónlistina sem er í spilun,hver samdi tónlistina sem er í spilun
76,hvað er það albúmið sem þessi tónlist kemur frá,hvað er það albúmið sem þessi tónlist kemur frá
77,olly ég er að njóta þessa lags,olly ég er að njóta þessa lags
78,lagið sem þú ert að spila er æðislegt,lagið sem þú ert að spila er æðislegt
79,þetta er eitt af bestu lögunum fyrir mig,þetta er eitt af bestu lögunum fyrir mig
80,stilla ljós birtu hærra,stilla ljós birtu hærra
81,gera ljós bjartari,gera ljós bjartari
82,viltu hækka ljósin í topp,viltu hækka ljósin [change_amount : í topp]
83,hey kveiktu á ryksugu róbot,hey kveiktu á [device_type : ryksugu róbot]
84,kveikja á þrif róbot,kveikja á [device_type : þrif róbot]
85,segðu mér dagsetninguna í dag,segðu mér dagsetninguna [date : í dag]
86,hvaða dagsetning er í dag,hvaða dagsetning er [date : í dag]
87,vinsamlegast pantaðu sushi í kvöldmat,vinsamlegast pantaðu [food_type : sushi] í [meal_type : kvöldmat]
88,hey ég myndi vilja að þú pantar borgara,hey ég myndi vilja að þú pantar [food_type : borgara]
89,geturðu pantað sushi fyrir kvöldmatinn í kvöld,geturðu pantað [food_type : sushi] fyrir [meal_type : kvöldmatinn] [timeofday : í kvöld]
90,hvernig gengur með kvöldmatar pöntunina mína,hvernig gengur með kvöldmatar pöntunina mína
91,get ég pantað kvöldmat til að taka með frá skál,get ég pantað [meal_type : kvöldmat] [order_type : til að taka með] frá [business_name : skál]
92,bíður eldofninn uppá takeaways,bíður [business_name : eldofninn] uppá [order_type : takeaways]
93,settu á vekjara klukkan tólf,settu á vekjara klukkan [time : tólf]
94,stilltu vekjara eftir fjörutíu mínútur,stilltu vekjara [time : eftir fjörutíu mínútur]
95,stilla vekjara fyrir átta alla virka daga,stilla vekjara fyrir [time : átta] [general_frequency : alla virka daga]
96,rignir,[weather_descriptor : rignir]
97,mun rigna,mun [weather_descriptor : rigna]
98,er að snjóa núna,er að [weather_descriptor : snjóa] núna
99,hvað er veðurspá vikunnar,hvað er veðurspá [time : vikunnar]
100,hvernig er spá vikunnar,hvernig er spá [time : vikunnar]
101,hvaða veður er þessa vikuna,hvaða veður er [date : þessa vikuna]
102,hvað er veðrið í þessari viku,hvað er veðrið í [date : þessari viku]
103,segðu mér frá veðrinu í vikunni,segðu mér frá veðrinu [date : í vikunni]
104,segðu mér rúv fréttir,segðu mér [media_type : rúv] fréttir
105,hvað er að frétta frá rúv fréttum,hvað er að frétta frá [media_type : rúv] fréttum
106,hvað eru nýjustu fréttir á rúv,hvað eru nýjustu fréttir á [media_type : rúv]
107,spilaðu stál og hnífur,spilaðu [song_name : stál og hnífur]
108,spilaðu lag sem mér finnst skemmtilegt,spilaðu lag sem mér finnst skemmtilegt
109,settu á hvar er draumurinn,settu á [song_name : hvar er draumurinn]
110,spilaðu emmsjé gauta,spilaðu [artist_name : emmsjé gauta]
111,settu á eitthvað með skítamóral,settu á eitthvað með [artist_name : skítamóral]
112,spilaðu eitthvað með david bowie,spilaðu eitthvað með [artist_name : david bowie]
113,endurtaka í hringi þetta lag,[player_setting : endurtaka í hringi] þetta lag
114,stokka þennan lagalista,[player_setting : stokka] þennan lagalista
115,setja hljóðið á lágt,setja hljóðið [change_amount : á lágt]
116,hvað er í spilun,hvað er í spilun
117,hvaða tónlist er þetta,hvaða tónlist er þetta
118,segðu mér frá tónlistamanninum í þessu lagi,segðu mér frá tónlistamanninum í þessu lagi
119,láttu mig hlæja,láttu mig hlæja
120,olly láttu mig hlægja,olly láttu mig hlægja
121,segðu mér góðan brandara,segðu mér [joke_type : góðan] brandara
122,sendu mér fliss,sendu mér fliss
123,segðu mér brandara,segðu mér brandara
124,olly segðu mér brandara,olly segðu mér brandara
125,alexa segðu mér brandara,alexa segðu mér brandara
126,hresstu mig við,hresstu mig við
127,hvaða dagur er í dag,hvaða dagur er [date : í dag]
128,hver er dagsetningin í dag,hver er dagsetningin í dag
129,segðu mér frá deginum í dag,segðu mér frá [date : deginum] í dag
130,pantaðu pizzu,pantaðu [food_type : pizzu]
131,pantaðu hlölla frá hlöllabátum,pantaðu [food_type : hlölla] frá [business_name : hlöllabátum]
132,panta til að taka með,panta til að [order_type : taka með]
133,hvenær kemur pöntunin mín,hvenær kemur pöntunin mín
134,hversu langt í taka með matinn,hversu langt í [order_type : taka með matinn]
135,spaðinn heimsendingar staða,[business_name : spaðinn] [order_type : heimsendingar] staða
136,hvað er í spilun,hvað er í spilun
137,segðu mér nafnið á þessu lagi,segðu mér nafnið á þessu lagi
138,hvaða lag er þetta,hvaða lag er þetta
139,spila djass lagalistann minn,spila [music_genre : djass] lagalistann minn
140,settu af stað djasslagalistann minn,settu af stað djasslagalistann minn
141,spila uppáhalds lagalistann minn,spila uppáhalds lagalistann minn
142,þetta er gott lag,þetta er gott lag
143,mér líkar það ekki,mér líkar það ekki
144,mér líkar við það,mér líkar við það
145,ég fýla djass,ég fýla [music_genre : djass]
146,geturðu spilað eitthvað djass,geturðu spilað eitthvað [music_genre : djass]
147,mig langar á hlusta á djass,mig langar á hlusta á [music_genre : djass]
148,olly mig langar að hlusta á djass,olly mig langar að hlusta á [music_genre : djass]
149,þetta lag var mjög gott,þetta lag var mjög gott
150,mér líkar við þetta lag,mér líkar við þetta lag
151,spilaðu það aftur,spilaðu það aftur
152,breyta hljóðstyrknum,breyta hljóðstyrknum
153,virkja stokkun,virkja [player_setting : stokkun]
154,vista stillingum,vista stillingum
155,settu birtustig í fimmtíu prósent,settu birtustig í [change_amount : fimmtíu prósent]
156,setja niður birtu,setja niður birtu
157,minnka birtustig,minnka birtustig
158,minnka ljósin,minnka ljósin
159,minnka birtustig,minnka birtustig
160,deyfa ljósin,deyfa ljósin
161,olly deyfðu ljósin,olly deyfðu ljósin
162,búðu til kaffi fyrir mgi,búðu til kaffi fyrir mgi
163,olly búðu til kaffi fyrir mig,olly búðu til kaffi fyrir mig
164,ég þarf kaffi,ég þarf kaffi
165,mig langar í kaffi núna,mig langar í kaffi núna
166,hvernig hefurðu það,hvernig hefurðu það
167,hæ hæ,hæ hæ
168,geta þeir útvegað að taka með,geta þeir útvegað að [order_type : taka með]
169,geta þeir sent heim,geta þeir [order_type : sent heim]
170,senda þeir heim,[order_type : senda] þeir heim
171,olly senda þeir heim,olly [order_type : senda] þeir heim
172,stilla á vekjara klukkan tíu um morguninn,stilla á vekjara klukkan [time : tíu um morguninn]
173,stilla á vekjara á morgun fyrir sex um morguninn,stilla á vekjara [date : á morgun] fyrir [time : sex um morguninn]
174,settu á vekjara fimmtudag klukkan sjö fyrir hádegi,settu á vekjara [date : fimmtudag] klukkan [time : sjö fyrir hádegi]
175,segðu mér frá nýjustu tækni fréttum,segðu mér frá nýjustu [news_topic : tækni] fréttum
176,segðu mér nýjustu tækni fréttir,segðu mér nýjustu [news_topic : tækni] fréttir
177,segðu mér einhverjar viðskipta fréttir,segðu mér einhverjar [news_topic : viðskipta] fréttir
178,segðu mér alþjóðlegar fréttir,segðu mér [place_name : alþjóðlegar] fréttir
179,segðu mér frá veðrinu,segðu mér frá veðrinu
180,hvernig er veðrið núna,hvernig er veðrið núna
181,rignir núna,[weather_descriptor : rignir] núna
182,spilaðu rokklagalistann minn,spilaðu rokklagalistann minn
183,settu af stað michael jackson lagalistann minn,settu af stað [artist_name : michael jackson] lagalistann minn
184,spila pál óskar frá lagalistanum mínum,spila [artist_name : pál óskar] frá lagalistanum mínum
185,kveikja á lagalistanum mínum og spila þriðja lagið í röðinni,kveikja á lagalistanum mínum og spila þriðja lagið í röðinni
186,spilaðu síðasta lagið frá uppáhalds lagalistanum mínum,spilaðu [song_name : síðasta lagið] frá uppáhalds lagalistanum mínum
187,hækka hljóðið upp,hækka hljóðið upp
188,auka hljóðstyrk,auka hljóðstyrk
189,slökkva á hljóðstyrk,slökkva á hljóðstyrk
190,kveikja á kló,kveikja á [device_type : kló]
191,kveikja á klónni,kveikja á [device_type : klónni]
192,kveikja á klónni minni,kveikja á [device_type : klónni] minni
193,segðu mér einhvern brandara,segðu mér einhvern brandara
194,kanntu einhvern brandara,kanntu einhvern brandara
195,hvað er klukkan,hvað er klukkan
196,segðu mér hvað klukkan er,segðu mér hvað klukkan er
197,hvað er klukkan,hvað er klukkan
198,býður dominoes upp á mat til að taka með,býður [food_type : dominoes] upp á mat til að [order_type : taka með]
199,er vinsælasti pítsu staðurinn minn með mat til að taka með,er vinsælasti [food_type : pítsu] staðurinn minn með mat til að [order_type : taka með]
200,get ég pantað mat til að taka með á spænskum stað,get ég pantað [order_type : mat til að taka með] á [food_type : spænskum] stað
201,eyddu vekjaranum sem ég var að stilla,eyddu vekjaranum sem ég var að stilla
202,fjarlægðu vekjaraklukkuna,fjarlægðu vekjaraklukkuna
203,sýndu mér vekjaraklukkurnar sem ég hef sett á,sýndu mér vekjaraklukkurnar sem ég hef sett á
204,er ég með einhverja vekjara í gangi,er ég með einhverja vekjara í gangi
205,sýndu vekjarana,sýndu vekjarana
206,hvernig er veðrið í keflavík,hvernig er veðrið í [place_name : keflavík]
207,segðu mér frá veðrinu á selfossi,segðu mér frá veðrinu á [place_name : selfossi]
209,vinsamlegast gerðu ljósin lestrarvæn,vinsamlegast gerðu ljósin [color_type : lestrarvæn]
210,gerðu ljósin góð til að horfa,gerðu ljósin [color_type : góð til að horfa]
211,gera herbergið bjartara,gera [house_place : herbergið] bjartara
212,og ljósið byrjaði,og ljósið byrjaði
213,hvaða dagsetning er í dag,hvaða dagsetning er [date : í dag]
214,hvaða dagur er í dag,hvaða dagur er [date : í dag]
215,segðu mér dagsetninguna,segðu mér dagsetninguna
216,hvernig er veðrið í dag,hvernig er veðrið [date : í dag]
217,er rigning úti,er [weather_descriptor : rigning] úti
218,er rigning úti olly,er [weather_descriptor : rigning] úti olly
219,ætti ég að taka regnhlíf með á morgun,ætti ég að taka [weather_descriptor : regnhlíf] með [date : á morgun]
220,spila tónlist úr rokklistanum mínum,spila tónlist úr [playlist_name : rokklistanum] mínum
221,breyta ljósum í grænan,breyta ljósum í [color_type : grænan]
222,bættu þessu lagi við listann af uppáhalds lögum,bættu þessu lagi við listann af uppáhalds lögum
223,hvað er þetta lag,hvað er þetta lag
224,olly ljós slökkt,olly ljós slökkt
225,ljós slökkt,ljós slökkt
226,þrífa gólfið takk,þrífa [house_place : gólfið] takk
227,kveikja á innstungunni fyrir hrísgrjónapottinn,kveikja á [device_type : innstungunni fyrir hrísgrjónapottinn]
228,slökkva á innstungu fyrir hrísgrjónapott,slökkva á [device_type : innstungu fyrir hrísgrjónapott]
229,hvað er klukkan í las vegas,hvað er klukkan í [place_name : las vegas]
230,hvað er klukkan í beijing,hvað er klukkan í [place_name : beijing]
231,vinsamlegast aðstoðaðu mig að panta sushi frá hraðlestinni,vinsamlegast aðstoðaðu mig að panta [food_type : sushi] frá [business_name : hraðlestinni]
232,stilltu vekjara klukka sex um morguninn,stilltu vekjara klukka [time : sex] um [timeofday : morguninn]
233,settu á vekjara klukkan fjögur eftir hádegi,settu á vekjara klukkan [time : fjögur] eftir [timeofday : hádegi]
234,olly minntu mig á klukkan þrjú eftir hádegi að fara á tónleikana,olly minntu mig á klukkan [time : þrjú eftir hádegi] að fara á [event_name : tónleikana]
235,minntu mig á klukkan þrjú eftir hádegi að fara á tónleikana,minntu mig á klukkan [time : þrjú eftir hádegi] að fara á [event_name : tónleikana]
236,er ég með vekjara á morgun fyrir flug,er ég með vekjara á [timeofday : morgun] fyrir [event_name : flug]
237,stillti ég vekjara til að vekja mig í fyrramálið,stillti ég vekjara til að [alarm_type : vekja] mig í [timeofday : fyrramálið]
238,eru einhverjir vekjarar,eru einhverjir vekjarar
239,rignir á akureyri núna,[weather_descriptor : rignir] á [place_name : akureyri] núna
240,mun rigna í dag,mun [weather_descriptor : rigna] [date : í dag]
241,hvað er að gerast úti,hvað er að gerast úti
242,hvað er að gerast í ameríku,hvað er að gerast í [place_name : ameríku]
243,hvað er að gerast í heiminum,hvað er að gerast í [place_name : heiminum]
244,hvað er að gerast á ísafirði,hvað er að gerast á [place_name : ísafirði]
245,sýndu mér einhverjar fréttir frá d. v.,sýndu mér einhverjar fréttir frá [media_type : d. v.]
246,olly sýndu mér sumar fréttir af rúv,olly sýndu mér sumar fréttir af [media_type : rúv]
247,spilaðu rúv fréttir,spilaðu [media_type : rúv] fréttir
248,olly hacker news,olly [media_type : hacker news]
249,spila smávegis hipphopp,spila smávegis [music_genre : hipphopp]
250,ég væri til í djass núna hvað með þig,ég væri til í [music_genre : djass] núna hvað með þig
251,olly þungarokk núna,olly [music_genre : þungarokk] núna
252,dauðarokk núna,[music_genre : dauðarokk] núna
254,olly spila gott lag úr uppáhalds djass player mínum,olly spila gott lag úr uppáhalds [music_genre : djass] player mínum
255,olly hvaða tónlist hlusta ég yfirleitt á eftir vinnu,olly hvaða tónlist hlusta ég yfirleitt á eftir vinnu
257,olly spilaðu tónlist frá uppáhalds píanóleikaranum mínum,olly spilaðu tónlist frá uppáhalds [music_genre : píanóleikaranum] mínum
258,ég heyri ekki í þér,ég heyri ekki í þér
259,þú ert of hávært,þú ert of hávært
260,ég heyri varla í þér olly,ég heyri varla í þér olly
261,ég heyri varla í þér,ég heyri varla í þér
262,gerðu ljósin blá,gerðu ljósin [color_type : blá]
263,höfum ljósin blá,höfum ljósin [color_type : blá]
264,gerðu ljósin skínandi blá,gerðu ljósin [color_type : skínandi blá]
265,olly góða nótt slökkva ljós,olly góða nótt slökkva ljós
267,það er hræðilega dimmt hérna,það er hræðilega dimmt hérna
268,gera ljósin bjartari,gera ljósin bjartari
269,olly það er of dimmt ég sé ekki einu sinni á mér hendurnar,olly það er of dimmt ég sé ekki einu sinni á mér hendurnar
270,hvað er klukkan,hvað er klukkan
271,hvað er klukkan í tókýó núna,hvað er klukkan í [place_name : tókýó] núna
273,hvað er lagið,hvað er lagið
274,olly hvað er lagið,olly hvað er lagið
275,hvaða söngvara er verið að tala um í titlinum á laginu með allt á hreinu,hvaða söngvara er verið að tala um í titlinum á laginu [song_name : með allt á hreinu]
276,hver gerði ábreiðu af laginu fallegur dagur,hver gerði ábreiðu af laginu [song_name : fallegur dagur]
277,hvernig er veðrið í reykjavík,hvernig er veðrið í [place_name : reykjavík]
278,hvernig er veðrið á hellisheiði,hvernig er veðrið á [place_name : hellisheiði]
279,hvernig er spáin fyrir daginn í dag fyrir borganes,hvernig er spáin fyrir [date : daginn í dag] fyrir [place_name : borganes]
280,hver er staða brexit viðræðnanna,hver er staða [news_topic : brexit viðræðnanna]
281,hvað er gengi bandaríkjadollara gagnvart sterlingspundinu,hvað er [news_topic : gengi bandaríkjadollara gagnvart sterlingspundinu]
282,hver mun vinna næstu kosningarnar í frakklandi,hver mun vinna næstu [news_topic : kosningarnar] í [place_name : frakklandi]
283,býstu við sól á sunnudag,býstu við [weather_descriptor : sól] á [date : sunnudag]
284,á eftir að rigna í kvöld,á eftir að [weather_descriptor : rigna] í [timeofday : kvöld]
285,verður hvasst á morgun,verður [weather_descriptor : hvasst] [date : á morgun]
286,kveikja á ljósum í eldhúsinu,kveikja á ljósum í [house_place : eldhúsinu]
287,gera lampann við hliðina á sófanum bjartari,gera [device_type : lampann við hliðina á sófanum] bjartari
288,lýsa ljós,lýsa ljós
289,hver er tíminn í moskvu núna,hver er tíminn í [place_name : moskvu] núna
290,gangsetja ryksuguna,gangsetja [device_type : ryksuguna]
291,ryksuga eldhúsið,ryksuga [house_place : eldhúsið]
292,kveikja á ryksugunni,kveikja á [device_type : ryksugunni]
293,hvað er að gerast í heiminum,hvað er að gerast í [place_name : heiminum]
294,segðu mér fréttirnar,segðu mér fréttirnar
295,segðu mér frá fyrirsögnum fréttablaðs dagsins,segðu mér frá fyrirsögnum [media_type : fréttablaðs] [date : dagsins]
296,spilaðu nirvana lagalista,spilaðu [playlist_name : nirvana lagalista]
297,stokkaðu lög með coldplay,[player_setting : stokkaðu] lög með [artist_name : coldplay]
298,spila chopin,spila [artist_name : chopin]
299,hvernig er veðrið,hvernig er veðrið
300,hver er veðurspáin fyrir daginn í dag,hver er veðurspáin fyrir daginn [date : í dag]
301,hvernig er veðrið,hvernig er veðrið
302,heyrðu hvað ertu að gera,heyrðu hvað ertu að gera
303,hvernig hefur þú það,hvernig hefur þú það
304,daginn hvað er að frétta,daginn hvað er að frétta
305,panta pítsu frá flatbökunni,panta [food_type : pítsu] frá [business_name : flatbökunni]
306,alexa ég vil fá sushi geturðu pantað hádegismat fyrir mig,alexa ég vil fá [food_type : sushi] geturðu pantað [meal_type : hádegismat] fyrir mig
307,alexa ég myndi vilja fá sushi geturðu pantað fyrir mig í hádegismat,alexa ég myndi vilja fá [food_type : sushi] geturðu pantað fyrir mig í [meal_type : hádegismat]
308,panta að taka með samloku og súpu frá tryggvaskála,panta að [order_type : taka með] [food_type : samloku] og [food_type : súpu] frá [business_name : tryggvaskála]
309,hve margir dagar eru eftir af þessu ári,hve margir dagar eru eftir af [date : þessu ári]
310,á hvaða degi er gamlársdagur þetta árið,á hvaða degi er gamlársdagur [date : þetta árið]
311,hvaða dag er minningardagurinn í ár,hvaða dag er minningardagurinn [date : í ár]
312,það er of dimmt hérna,það er of dimmt hérna
313,auka birtustig um tuttugu prósent,auka birtustig [change_amount : um tuttugu prósent]
314,setja ljós á fullan styrk,setja ljós á [change_amount : fullan styrk]
315,viltu hafa hljótt í annan klukkutíma,viltu hafa hljótt í [time : annan klukkutíma]
316,þögult,þögult
317,ekki tala í dag,ekki tala [date : í dag]
318,mun rigna á morgun,mun [weather_descriptor : rigna] [date : á morgun]
319,segðu mér veðrið á borganesi eftir tvo daga,segðu mér veðrið á [place_name : borganesi] [time : eftir tvo daga]
320,ætti ég að vera með regnhlíf á morgun,ætti ég að vera með [weather_descriptor : regnhlíf] [date : á morgun]
321,aftengja klónna,aftengja [device_type : klónna]
322,kveiktu á mínu tengi,kveiktu á mínu [device_type : tengi]
323,kveikja á snjall hleðslu,kveikja á [device_type : snjall hleðslu]
324,segðu mér tækni fréttir frá m. b. l.,segðu mér [news_topic : tækni] fréttir frá [media_type : m. b. l.]
325,glaður,glaður
326,kvöld,[timeofday : kvöld]
327,sunnudagur,[date : sunnudagur]
329,í síðasta skipti,[song_name : í síðasta skipti]
330,hljóðar,hljóðar
331,hægar,hægar
332,þögult,þögult
333,hvernig eru veður skilyrðin í keflavík,hvernig eru veður skilyrðin í [place_name : keflavík]
334,mig langar að vita veðrið á selfossi,mig langar að vita veðrið á [place_name : selfossi]
335,hvernig er veðrið á akureyri,hvernig er veðrið á [place_name : akureyri]
336,snjóar í kaliforníu,[weather_descriptor : snjóar] í [place_name : kaliforníu]
339,hey ég þarf kaffi núna,hey ég þarf kaffi núna
340,ég aðstoðaði manneskju í nauð í dag olly,ég aðstoðaði manneskju í nauð [date : í dag] olly
341,kveiktu á kaffivélinni,kveiktu á [device_type : kaffivélinni]
342,hafðu kaffibolla tilbúinn núna,hafðu kaffibolla tilbúinn núna
343,hvernig verður veðrið á morgun,hvernig verður veðrið [date : á morgun]
344,mun vera rigning á morgun,mun vera [weather_descriptor : rigning] [date : á morgun]
345,hvað verður hitastigið þarna úti á morgun,hvað verður [weather_descriptor : hitastigið] þarna úti [date : á morgun]
346,hver er veðurspá morgundagsins,hver er veðurspá [date : morgundagsins]
347,hver er veðurspá morgundags,hver er veðurspá [date : morgundags]
348,mun rigna á morgun,mun [weather_descriptor : rigna] [date : á morgun]
349,mun vera snjór á morgun,mun vera [weather_descriptor : snjór] [date : á morgun]
350,finndu ef veitingastaðurinn gerir taka með mat pantanir,finndu ef [business_type : veitingastaðurinn] gerir [order_type : taka með mat] pantanir
351,leitaðu ef veitingastaðurinn hefur mat að taka með,leitaðu ef [business_type : veitingastaðurinn] hefur mat að [order_type : taka með]
352,er taka með matseðill í boði á veitingastaðnum,er [order_type : taka með] matseðill í boði á [business_type : veitingastaðnum]
353,hvaða dag vikunnar er tuttugasti og annar mars,hvaða dag vikunnar er [date : tuttugasti og annar mars]
354,tuttugasti og níundi mars kemur hvaða dag,[date : tuttugasti og níundi mars] kemur hvaða dag
355,hvaða dag vikunnar er fyrsti apríl,hvaða dag vikunnar er [date : fyrsti apríl]
356,hvað er næsta vekjaraklukka,hvað er næsta vekjaraklukka
357,segður mér frá vekjurunum mínum takk,segður mér frá vekjurunum mínum takk
358,klukkan hvað hringir vekjarinn minn í dag,klukkan hvað hringir vekjarinn minn [date : í dag]
359,geturðu sagt mér hvað klukkan er,geturðu sagt mér hvað klukkan er
360,hvað er klukkan núna,hvað er klukkan núna
361,spilaðu lag átta frá google play tónlist,spilaðu [song_name : lag átta] frá [playlist_name : google play] tónlist
362,spilaðu annað lagið frá bubba lög,spilaðu annað lagið frá [artist_name : bubba] lög
363,spilaðu lag af handahófi úr lagalistanum mínum,spilaðu lag af handahófi úr lagalistanum mínum
364,hver er dagsetningin í dag,hver er dagsetningin í dag
365,er mánudagur í dag,er [date : mánudagur í dag]
366,segðu mér nýjustu fréttir takk,segðu mér nýjustu fréttir takk
367,hvað er í gangi í fréttunum,hvað er í gangi í fréttunum
368,hvernig er veðrið í reykjavík,hvernig er veðrið í [place_name : reykjavík]
369,slökkva á ljósum,slökkva á ljósum
