id,utt,annot_utt
129,დღევანდელი,[date : დღევანდელი]
130,შეუკვეთე პიცა,შეუკვეთე [food_type : პიცა]
131,შეუკვეთე ბაირონი ლოლიტადან,შეუკვეთე [food_type : ბაირონი] ლოლიტადან
132,შეუკვეთე წაღებით,შეუკვეთე [order_type : წაღებით]
133,რამდენ ხანში მოვა ჩემი შეკვეთა,რამდენ ხანში მოვა ჩემი შეკვეთა
134,რამდენი დროა დარჩენილი წაღებამდე,რამდენი დროა დარჩენილი [order_type : წაღებამდე]
135,დომინოს გატანის სერვისი,[business_name : დომინოს] [order_type : გატანის სერვისი]
136,რა უკრავს,რა უკრავს
137,მითხარი ამ სიმღერის სახელი,მითხარი ამ სიმღერის სახელი
138,რომელი სიმღერა არის ეს,რომელი სიმღერა არის ეს
139,დაუკარი ჩემი ჯაზ ფლეილისტი,დაუკარი ჩემი [music_genre : ჯაზ] ფლეილისტი
140,დაიწყე ჩემი ჯაზის სიმღერების სია,დაიწყე ჩემი [music_genre : ჯაზის] სიმღერების სია
141,დაუკარი ჩემი რჩეული ფლეილისტი,დაუკარი ჩემი რჩეული ფლეილისტი
142,ეს კარგი სიმღერაა,ეს კარგი სიმღერაა
143,არ მომწონს ეს,არ მომწონს ეს
144,მე მომწონს ის,მე მომწონს ის
145,მე მიყვარს ჯაზი,მე მიყვარს [music_genre : ჯაზი]
146,შეგიძილია დაუკრა რამე ჯაზიდან,შეგიძილია დაუკრა რამე [music_genre : ჯაზიდან]
147,მე მინდა ჯაზს მოვუსმინო,მე მინდა [music_genre : ჯაზს] მოვუსმინო
148,ოლი მე მიყვარს ჯაზის მოსმენა,ოლი მე მიყვარს [music_genre : ჯაზის] მოსმენა
149,ეს სიმღერა ძალიან კარგი იყო,ეს სიმღერა ძალიან კარგი იყო
150,მე მომწონს ეს სიმღერა,მე მომწონს ეს სიმღერა
151,დაუკარი ეს თავიდან გთხოვ,დაუკარი ეს თავიდან გთხოვ
152,შეცვალე ხმა,შეცვალე ხმა
153,შესაძლებელი გახადე შერევა,შესაძლებელი გახადე [player_setting : შერევა]
154,შეინახე პარამეტრები,შეინახე პარამეტრები
155,დააყენე სიკაშკაშე ორმოცდაათ პროცენტზე,დააყენე სიკაშკაშე [change_amount : ორმოცდაათ პროცენტზე]
156,დაუკელი განათებას,დაუკელი განათებას
157,შეამცირე სიკაშკაშე,შეამცირე სიკაშკაშე
158,დაუწიე განათებას,დაუწიე განათებას
159,დაუწიე სიკაშკაშეს,დაუწიე სიკაშკაშეს
160,შეამცირე სინათლე,შეამცირე სინათლე
161,olly გააფერმკრთალე შუქი,olly გააფერმკრთალე შუქი
162,გამიკეთე ყავა,გამიკეთე ყავა
163,olly ყავა მომიმზადე,olly ყავა მომიმზადე
164,ყავა მინდა,ყავა მინდა
165,ყავა მესიამოვნებოდა ახლა,ყავა მესიამოვნებოდა ახლა
166,როგორ ხარ,როგორ ხარ
167,ჰეი ჰეი,ჰეი ჰეი
168,აქვთ თან წაღების მომსახურება,აქვთ [order_type : თან წაღების მომსახურება]
169,აქვთ მიტანის სერვისი,აქვთ [order_type : მიტანის] სერვისი
170,მიაქვთ სახლში,[order_type : მიაქვთ] სახლში
171,ოლი მოაქვთ სახლში,ოლი [order_type : მოაქვთ] სახლში
172,დილის ათ საათზე,[time : დილის ათ საათზე]
173,ხვალ დილის ექვსზე,[date : ხვალ] [time : დილის ექვსზე]
174,მაღვიძარა ხუთშაბათს დილის შვიდ საათზე,მაღვიძარა [date : ხუთშაბათს] [time : დილის შვიდ საათზე]
175,ტექნოლოგიური,[news_topic : ტექნოლოგიური]
176,მითხარი უახლესი ტექნოლოგიური ახალი ამბვი,მითხარი უახლესი [news_topic : ტექნოლოგიური] ახალი ამბვი
177,ბიზნეს,[news_topic : ბიზნეს]
178,საერთაშორისო,[place_name : საერთაშორისო]
179,მითხარი ამინდი,მითხარი ამინდი
180,რა ამინდია ახლა,რა ამინდია ახლა
181,წვიმს ახლა,[weather_descriptor : წვიმს] ახლა
182,დაუკარი ჩემი როკ ფლეილისტი,დაუკარი ჩემი [music_genre : როკ] ფლეილისტი
183,ჩართე ჩემი ირაკლი ჩარკვიანის ფლეილისტი,ჩართე ჩემი [artist_name : ირაკლი ჩარკვიანის] ფლეილისტი
184,დაუკარი michael jackson ჩემი ფლეილისტიდან,დაუკარი [artist_name : michael jackson] ჩემი ფლეილისტიდან
185,ჩართე ჩემი სიმღერების სიიდან რიგით მესამე სიმღერა,ჩართე ჩემი სიმღერების სიიდან რიგით მესამე სიმღერა
186,დაუკარი ბოლო სიმღერა ჩემი რჩეული ფლეილისტიდან,დაუკარი [song_name : ბოლო სიმღერა] ჩემი რჩეული ფლეილისტიდან
187,აუწიე ხმას,აუწიე ხმას
188,ხმას აუწიე,ხმას აუწიე
189,დაახშე ხმა,დაახშე ხმა
190,ჩართე როზეტი,ჩართე [device_type : როზეტი]
191,ჩართე შტეფსელი,ჩართე [device_type : შტეფსელი]
192,ჩართე ჩემი როზეტი,ჩართე ჩემი [device_type : როზეტი]
193,მომიყევი რამე ანეგდოტი,მომიყევი რამე ანეგდოტი
194,იცი რომელიმე ხუმრობა,იცი რომელიმე ხუმრობა
195,რომელი საათია,რომელი საათია
196,მითხარი საათი,მითხარი საათი
197,რომელი საათია,რომელი საათია
198,აქვს დომინოს თან წაღების მომსახურება,აქვს [food_type : დომინოს] [order_type : თან წაღების] მომსახურება
199,ჩემს საყვარელ პიცას აქვს თან წაღების სერვისი,ჩემს საყვარელ [food_type : პიცას] აქვს [order_type : თან წაღების სერვისი]
200,ქართულ საჭმლს თან წაღებით შევუკვეთავ,[food_type : ქართულ] საჭმლს [order_type : თან წაღებით] შევუკვეთავ
201,წაშალე მაღვიძარა რომელიც ახლახანს დავაყენე,წაშალე მაღვიძარა რომელიც ახლახანს დავაყენე
202,მოაშორე მაღვიძარა,მოაშორე მაღვიძარა
203,მაჩვენე მაღვიძარები,მაჩვენე მაღვიძარები
204,მაქვს მე რაიმე მაღვიძარა,მაქვს მე რაიმე მაღვიძარა
205,მაჩვენე მაღვიძარები,მაჩვენე მაღვიძარები
206,როგორი ამინდია ბეიჯინგში,როგორი ამინდია [place_name : ბეიჯინგში]
207,შანხაიში,[place_name : შანხაიში]
209,გთხოვ გააკეთე შუქი კითხვისთვის კომფორტული,გთხოვ გააკეთე შუქი [color_type : კითხვისთვის კომფორტული]
210,გთხოვ დააყენე შუქი საყურებლად კომფორტულზე,გთხოვ დააყენე შუქი [color_type : საყურებლად კომფორტულზე]
211,გააკეთე ოთახი უფრო ნათელი,გააკეთე [house_place : ოთახი] უფრო ნათელი
212,შუქი ჩაირთო,შუქი ჩაირთო
213,რა რიცხვია დღეს,რა რიცხვია [date : დღეს]
214,რა დღეა დღეს,რა დღეა [date : დღეს]
215,მითხარი თარიღი,მითხარი თარიღი
216,დღეს,[date : დღეს]
217,წვიმს გარეთ,[weather_descriptor : წვიმს] გარეთ
218,წვიმს,[weather_descriptor : წვიმს]
219,მე ხვალ ქოლგა,მე [date : ხვალ] [weather_descriptor : ქოლგა]
220,დაუკარი მუსიკა ჩემი როკ სიიდან,დაუკარი მუსიკა ჩემი [playlist_name : როკ სიიდან]
221,შეცვალე განათება მწვანეზე,შეცვალე განათება [color_type : მწვანეზე]
222,დაამატე ეს სიმღერა ჩემ რჩეულ სიას,დაამატე ეს სიმღერა ჩემ რჩეულ სიას
223,რომელია ეს სიმღერა,რომელია ეს სიმღერა
224,ოლი განათება გამორთე,ოლი განათება გამორთე
225,შუქი გამორთე,შუქი გამორთე
226,მოწმინდე იატაკი,მოწმინდე [house_place : იატაკი]
227,ჩართე ბრინჯის მოსამზადებლის როზეტი,ჩართე [device_type : ბრინჯის მოსამზადებლის როზეტი]
228,გამორთე ბრინჯის მოსამზადებლის როზეტი,გამორთე [device_type : ბრინჯის მოსამზადებლის როზეტი]
229,რა დროა თბილისში,რა დროა [place_name : თბილისში]
230,რომელი საათია თბილისში,რომელი საათია [place_name : თბილისში]
231,შეგიძლია დამეხმარო რომ შევუკვეთო სუში ფორ სიზონიდან,შეგიძლია დამეხმარო რომ შევუკვეთო [food_type : სუში] [business_name : ფორ სიზონიდან]
232,მაღვიძარა ექვსზე დილით,მაღვიძარა [time : ექვსზე] [timeofday : დილით]
233,დააყენე მაღვიძარა შუადღეს ოთხისთვის,დააყენე მაღვიძარა [timeofday : შუადღეს] [time : ოთხისთვის]
234,olly გამაფრთხილე დღის სამზე რომ წავიდე კონცერტზე,olly გამაფრთხილე [time : დღის სამზე] რომ წავიდე [event_name : კონცერტზე]
235,შემატყობინე დღის სამზე რომ წავიდე კონცერტზე,შემატყობინე [time : დღის სამზე] რომ წავიდე [event_name : კონცერტზე]
236,მაქვს მე მაღვიძარა დაყენებული დილის ფრენისთვის,მაქვს მე მაღვიძარა დაყენებული [timeofday : დილის] [event_name : ფრენისთვის]
237,მაღვიძარა გამაღვიძოს დილით,მაღვიძარა [alarm_type : გამაღვიძოს] [timeofday : დილით]
238,რაიმე მაღვიძარა,რაიმე მაღვიძარა
239,წვიმს ბარსელონაში,[weather_descriptor : წვიმს] [place_name : ბარსელონაში]
240,დღეს მოწვიმს,[date : დღეს] [weather_descriptor : მოწვიმს]
241,რა ხდება გარეთ,რა ხდება გარეთ
242,საქართველოში,[place_name : საქართველოში]
243,რა ხდება მსოფლიოში,რა ხდება [place_name : მსოფლიოში]
244,მცხეთაში,[place_name : მცხეთაში]
245,მაჩვენე ზოგიერთი იმედზე,მაჩვენე ზოგიერთი [media_type : იმედზე]
246,მაჩვენე რაიმე იმედზე,მაჩვენე რაიმე [media_type : იმედზე]
247,ფორმულას,[media_type : ფორმულას]
248,ინტერპრესნიუსი,[media_type : ინტერპრესნიუსი]
249,დამიკარი რამდენიმე ჰიპ ჰოპი,დამიკარი რამდენიმე [music_genre : ჰიპ ჰოპი]
250,ჯაზის განწყობაზე ვარ და შენ როგორ ხარ,[music_genre : ჯაზის] განწყობაზე ვარ და შენ როგორ ხარ
251,მეტალი ჩართე,[music_genre : მეტალი] ჩართე
252,ჩართე ძალიან მძმე მეტალი ახლა,ჩართე ძალიან მძმე [music_genre : მეტალი] ახლა
254,ოლლი დაუკარი კარიგი სიმღერა ჩემი ფავორიტი ჯაზის ფლეიერიდან,ოლლი დაუკარი კარიგი სიმღერა ჩემი ფავორიტი [music_genre : ჯაზის] ფლეიერიდან
255,ოლი რა მუსიკა მომწონს მე სამსახურის შემდეგ,ოლი რა მუსიკა მომწონს მე სამსახურის შემდეგ
257,ოლი ჩართე მუსიკა ჩემი ფავორიტი პიანისტის,ოლი ჩართე მუსიკა ჩემი ფავორიტი [music_genre : პიანისტის]
258,არ მესმის შენი ხმა,არ მესმის შენი ხმა
259,ზედმეტად ხმამაღალია,ზედმეტად ხმამაღალია
260,ოლი შენი ძლივს მესმის,ოლი შენი ძლივს მესმის
261,ძლივს მესმის შენი,ძლივს მესმის შენი
262,შეცვალე განათება ლურჯფრად,შეცვალე განათება [color_type : ლურჯფრად]
263,განათება ლურჯი ფერის იყოს,განათება [color_type : ლურჯი] ფერის იყოს
264,გახადე განათებები კაშკაშა ლურჯად,გახადე განათებები [color_type : კაშკაშა ლურჯად]
265,ოლი საღამო მშვიდობის განათება გამორთე,ოლი საღამო მშვიდობის განათება გამორთე
267,საშინლად ბნელა აქ,საშინლად ბნელა აქ
268,გააკეთე განათება უფრო ღია,გააკეთე განათება უფრო ღია
269,olly ძალიან ბნელა ჩემს ხელებსაც კი ვერ ვხედავ,olly ძალიან ბნელა ჩემს ხელებსაც კი ვერ ვხედავ
270,რა დროა,რა დროა
271,რომელი საათია თბილისში ახლა,რომელი საათია [place_name : თბილისში] ახლა
273,რა სიმღერაა ეს,რა სიმღერაა ეს
274,ოლი ეს რა სიმღერა არის,ოლი ეს რა სიმღერა არის
275,რას გულისხმობდა მომღერალი სიმღერის ბოჰემური რაფსოდია დასახელებაში,რას გულისხმობდა მომღერალი სიმღერის [song_name : ბოჰემური რაფსოდია] დასახელებაში
276,კიდევ ვინ იმღერა კიდევ ერთი ფინჯანი ყავა,კიდევ ვინ იმღერა [song_name : კიდევ ერთი ფინჯანი ყავა]
277,რა ამინდია პარიზში,რა ამინდია [place_name : პარიზში]
278,როგორი ამინდია თბილისში,როგორი ამინდია [place_name : თბილისში]
279,დღეს ბერლინი,[date : დღეს] [place_name : ბერლინი]
280,ბრექსითის მოლაპარაკებებზე,[news_topic : ბრექსითის მოლაპარაკებებზე]
281,დოლარის გაცვლითი კურსი ფუნტ სტერლინგზე,[news_topic : დოლარის გაცვლითი კურსი ფუნტ სტერლინგზე]
282,არჩევნები საფრანგეთში,[news_topic : არჩევნები] [place_name : საფრანგეთში]
283,ელოდები კვირას მზეს,ელოდები [date : კვირას] [weather_descriptor : მზეს]
284,საღამოს წვიმს,[timeofday : საღამოს] [weather_descriptor : წვიმს]
285,ხვალ ქარიანი ამინდია მოსალოდნელი,[date : ხვალ] [weather_descriptor : ქარიანი] ამინდია მოსალოდნელი
286,აუწიე განათებას სამზარეულოში,აუწიე განათებას [house_place : სამზარეულოში]
287,გაანათე ლამპა დივნის გვერდით,გაანათე [device_type : ლამპა დივნის გვერდით]
288,უფრო გაანათე ნათურა,უფრო გაანათე ნათურა
289,რომელი საათია თბილისში ახლა,რომელი საათია [place_name : თბილისში] ახლა
290,ჩართე მტვერსასრუტი,ჩართე [device_type : მტვერსასრუტი]
291,მტვერსასრუტით დაასუფთავე სამზარეულო,მტვერსასრუტით დაასუფთავე [house_place : სამზარეულო]
292,ჩართე მტვერსასრუტი,ჩართე [device_type : მტვერსასრუტი]
293,მსოფლიოში,[place_name : მსოფლიოში]
294,მითხარი ახალი ამბები,მითხარი ახალი ამბები
295,დღევანდელი გაზეთების,[date : დღევანდელი] [media_type : გაზეთების]
296,დაუკარი ვაკის პარკის სიმღერები,დაუკარი [playlist_name : ვაკის პარკის სიმღერები]
