id,utt,annot_utt
81,불 더 밝게 만들어 줘,불 더 밝게 만들어 줘
82,조명 최대로 올려주세요,조명 [change_amount : 최대로] 올려주세요
83,로봇 청소기 작동시켜줘,[device_type : 로봇 청소기] 작동시켜줘
84,로봇 청소기 켜,[device_type : 로봇 청소기] 켜
85,오늘의 날짜 말해줘,[date : 오늘의] 날짜 말해줘
86,오늘 은 며칠이야,[date : 오늘] 은 며칠이야
87,저녁에 초밥 주문해줘,[meal_type : 저녁에] [food_type : 초밥] 주문해줘
88,치킨 좀 주문 해줘,[food_type : 치킨] 좀 주문 해줘
89,오늘밤 저녁 짜장면으로 시켜줄래,[timeofday : 오늘밤] [meal_type : 저녁] [food_type : 짜장면으로] 시켜줄래
90,내 저녁 주문 어떻게 되고 있어,내 저녁 주문 어떻게 되고 있어
91,뮤즈레스토랑에서 저녁 포장 시켜도 될까,[business_name : 뮤즈레스토랑에서] [meal_type : 저녁] [order_type : 포장] 시켜도 될까
92,청춘식당에서 포장하나,[business_name : 청춘식당에서] [order_type : 포장하나]
93,열두 시 알람 설정,[time : 열두 시] 알람 설정
94,지금부터 사십 분 후 알람 맞춰줘,[time : 지금부터 사십 분 후] 알람 맞춰줘
95,모든 평일 여덟 시 로 알람 설정해줘,[general_frequency : 모든 평일] [time : 여덟 시] 로 알람 설정해줘
96,비가 오나,[weather_descriptor : 비가 오나]
97,비가 올까,[weather_descriptor : 비가 올까]
98,지금 밖에 눈이 오나,지금 밖에 [weather_descriptor : 눈이 오나]
99,주간 기상정보 알려줘,[time : 주간] 기상정보 알려줘
100,한 주간 예보,한 [time : 주간] 예보
101,이번 주의 날씨는 어때,[date : 이번 주의] 날씨는 어때
102,이번 주의 날씨는 어때,[date : 이번 주의] 날씨는 어때
103,이번 주 날씨 알려줘,[date : 이번 주] 날씨 알려줘
104,k. b. s. 뉴스 말해줘,[media_type : k. b. s.] 뉴스 말해줘
105,k. b. s. 뉴스에 어떤 뉴스 나와,[media_type : k. b. s.] 뉴스에 어떤 뉴스 나와
106,어떤 게 k. b. s. 의 최신 뉴스야,어떤 게 [media_type : k. b. s. 의] 최신 뉴스야
107,첫 눈 틀어줘,[song_name : 첫 눈] 틀어줘
108,내가 좋아하는 노래 재생,내가 좋아하는 노래 재생
109,겨울잠 틀어,[song_name : 겨울잠] 틀어
110,드렁큰 타이거 재생,[artist_name : 드렁큰 타이거] 재생
111,잔나비 좀 틀어줘,[artist_name : 잔나비] 좀 틀어줘
112,넥스트 좀 들려줘,[artist_name : 넥스트] 좀 들려줘
113,이 트랙 반복해줘,이 트랙 [player_setting : 반복해줘]
114,이 재생목록 섞어줘,이 재생목록 [player_setting : 섞어줘]
115,볼륨 낮게 설정해,볼륨 [change_amount : 낮게] 설정해
116,지금 나오는 거,지금 나오는 거
117,이 음악 뭐야,이 음악 뭐야
118,이 노래 아티스트 알려줘,이 노래 아티스트 알려줘
119,나를 웃게해줘,나를 웃게해줘
120,올리 나 웃게 해봐,올리 나 웃게 해봐
121,나한테 재미있는 농담해줘,나한테 [joke_type : 재미있는] 농담해줘
122,내가 킥킥거리는 소리 보내,내가 킥킥거리는 소리 보내
123,농담 해줘,농담 해줘
124,올리 나에게 농담해줘,올리 나에게 농담해줘
125,알렉사 농담해줄래,알렉사 농담해줄래
126,나 기운나게 해줘,나 기운나게 해줘
127,오늘 무슨 날이야,[date : 오늘] 무슨 날이야
128,며칠이야,며칠이야
129,오늘 관련해서 나에게 말해줘,[date : 오늘] 관련해서 나에게 말해줘
130,짜장면 주문해,[food_type : 짜장면] 주문해
131,배달의 민족에서 짜장면 주문해줘,[business_name : 배달의 민족에서] [food_type : 짜장면] 주문해줘
132,테이크아웃 주문해,[order_type : 테이크아웃] 주문해
133,내 주문 언제 도착해,내 주문 언제 도착해
134,제 테이크아웃 얼마나 걸릴까요,제 [order_type : 테이크아웃] 얼마나 걸릴까요
135,교촌 배달 상태,[business_name : 교촌] [order_type : 배달] 상태
136,현재 재생 중인 것,현재 재생 중인 것
137,노래 제목을 말해줘,노래 제목을 말해줘
138,저거 무슨 노래야,저거 무슨 노래야
139,내 재즈 플레이리스트 재생해주세요,내 [music_genre : 재즈] 플레이리스트 재생해주세요
140,나의 재즈 재생 목록 재생,나의 [music_genre : 재즈] 재생 목록 재생
141,내 즐겨찾기 플레이리스트 틀어줘,내 즐겨찾기 플레이리스트 틀어줘
142,그거 좋은 노래 야,그거 좋은 노래 야
143,마음에 안 들어,마음에 안 들어
144,나는 그거 좋아해,나는 그거 좋아해
145,나는 재즈를 좋아해,나는 [music_genre : 재즈를] 좋아해
146,재즈 좀 틀어줄래,[music_genre : 재즈] 좀 틀어줄래
147,재즈 듣고 싶어,[music_genre : 재즈] 듣고 싶어
148,올리 나 재즈 듣는 것 좋아해,올리 나 [music_genre : 재즈] 듣는 것 좋아해
149,이 노래 정말 좋았어,이 노래 정말 좋았어
150,내가 이 노래 좋아해,내가 이 노래 좋아해
151,그것을 다시 재생해주세요,그것을 다시 재생해주세요
152,볼륨 바꿔,볼륨 바꿔
153,셔플 실행,[player_setting : 셔플] 실행
154,설정 저장,설정 저장
155,밝기 오십으로 설정,밝기 [change_amount : 오십으로] 설정
156,밝기 줄여,밝기 줄여
157,밝기 줄여줘,밝기 줄여줘
158,조명 낮춰,조명 낮춰
159,밝기 줄여줘,밝기 줄여줘
160,조명 어둡게 해,조명 어둡게 해
161,조명 어둡게 해,조명 어둡게 해
162,커피 만들어줘,커피 만들어줘
163,커피 내려줘,커피 내려줘
164,나 커피 필요해,나 커피 필요해
165,커피 마시고 싶다,커피 마시고 싶다
166,안녕하세요,안녕하세요
167,야 야,야 야
168,포장 할 수 있어,[order_type : 포장] 할 수 있어
169,배달 가능해,[order_type : 배달] 가능해
170,집으로 배달 해주니,집으로 [order_type : 배달] 해주니
171,올리 집에도 배달돼,올리 집에도 [order_type : 배달돼]
172,오전 열시 알람 맞춰,[time : 오전 열시] 알람 맞춰
173,내일 오전 여섯 시 알람 설정,[date : 내일] [time : 오전 여섯 시] 알람 설정
174,목요일 오전 일곱시 로 기상 설정해줘,[date : 목요일] [time : 오전 일곱시] 로 기상 설정해줘
175,최신 테크놀로지 소식 전해줘,최신 [news_topic : 테크놀로지] 소식 전해줘
176,최신 기술 관련 뉴스를 알려줘,최신 [news_topic : 기술] 관련 뉴스를 알려줘
177,비즈니스 뉴스 말해줘,[news_topic : 비즈니스] 뉴스 말해줘
178,국제 소식 알려주세요,[place_name : 국제] 소식 알려주세요
179,날씨 알려줘,날씨 알려줘
180,지금 날씨 어때,지금 날씨 어때
181,지금 비 와,지금 [weather_descriptor : 비 와]
182,내 락 플레이리스트 재생,내 [music_genre : 락] 플레이리스트 재생
183,나의 싸이 재생 목록 틀어,나의 [artist_name : 싸이] 재생 목록 틀어
184,나의 재생 목록 에서 이문세 재생,나의 재생 목록 에서 [artist_name : 이문세] 재생
185,나의 플레이 리스트 틀어서 세번째 대기하고 있는 음악 틀어줘,나의 플레이 리스트 틀어서 세번째 대기하고 있는 음악 틀어줘
186,내가 좋아하는 플레이리스트 에서 사랑은 늘 도망가 재생,내가 좋아하는 플레이리스트 에서 [song_name : 사랑은 늘 도망가] 재생
187,볼륨 크게 해,볼륨 크게 해
188,볼륨 크게,볼륨 크게
189,볼륨 꺼,볼륨 꺼
190,플러그 켜줘,[device_type : 플러그] 켜줘
191,플러그 켜 줘,[device_type : 플러그] 켜 줘
192,내 플러그 켜 줘,내 [device_type : 플러그] 켜 줘
193,농담 좀 말해줘,농담 좀 말해줘
194,아무 농담 알고 있어,아무 농담 알고 있어
195,몇 시야,몇 시야
196,시간 말해줘,시간 말해줘
197,몇 시야,몇 시야
198,도미노 테이크아웃 돼,[food_type : 도미노] [order_type : 테이크아웃] 돼
199,내가 가장 좋아하는 갈비집 포장 가능해,내가 가장 좋아하는 [food_type : 갈비집] [order_type : 포장] 가능해
200,한식 식당에서 테이크아웃 주문 할 수 있나요,[food_type : 한식] 식당에서 [order_type : 테이크아웃] 주문 할 수 있나요
201,방금 설정한 알람 삭제해 줘,방금 설정한 알람 삭제해 줘
202,알람 지워줘,알람 지워줘
203,내가 설정한 알람들 보여줘,내가 설정한 알람들 보여줘
204,나 알람 있어,나 알람 있어
205,알람들 보여줘,알람들 보여줘
206,서울 날씨 어때,[place_name : 서울] 날씨 어때
207,서울 날씨 알려줘,[place_name : 서울] 날씨 알려줘
209,조명 책 읽기 좋게 만들어 줘,조명 [color_type : 책 읽기 좋게] 만들어 줘
210,보기 좋게 조명 조정해줘,[color_type : 보기 좋게] 조명 조정해줘
211,방 더 밝게 만들어 줘,[house_place : 방] 더 밝게 만들어 줘
212,그리고 조명 켜,그리고 조명 켜
213,오늘 며칠이야,[date : 오늘] 며칠이야
214,오늘 무슨 요일이야,[date : 오늘] 무슨 요일이야
215,날짜 말해줘,날짜 말해줘
216,오늘 날씨 어때,[date : 오늘] 날씨 어때
217,밖에 비가 오나,밖에 [weather_descriptor : 비가 오나]
218,올리야 밖에 비 오니,올리야 밖에 [weather_descriptor : 비] 오니
219,내가 내일 우산 가져가야 하나,내가 [date : 내일] [weather_descriptor : 우산] 가져가야 하나
220,내 록 목록 의 음악 재생,내 [playlist_name : 록 목록] 의 음악 재생
221,등 초록색 으로 바꿔줘,등 [color_type : 초록색] 으로 바꿔줘
222,이 노래 내 최애 리스트에 추가해줘,이 노래 내 최애 리스트에 추가해줘
223,이 노래 뭐야,이 노래 뭐야
224,불 꺼 줘,불 꺼 줘
225,불 꺼 줘,불 꺼 줘
226,바닥 청소 해줘,[house_place : 바닥] 청소 해줘
227,밥솥 플러그 켜,[device_type : 밥솥 플러그] 켜
228,밥 솥 전원 꺼 줘,[device_type : 밥 솥 전원] 꺼 줘
229,라스베이거스 는 몇 시야,[place_name : 라스베이거스] 는 몇 시야
230,북경 은 몇 시야,[place_name : 북경] 은 몇 시야
231,요기요에서 초밥을 주문하는 것을 도와주실 수 있나요,[business_name : 요기요에서] [food_type : 초밥을] 주문하는 것을 도와주실 수 있나요
232,아침 여섯 시 알람 설정,[timeofday : 아침] [time : 여섯 시] 알람 설정
233,오후 네 시 알람 설정,[timeofday : 오후] [time : 네 시] 알람 설정
234,올리 오후 세 시 콘서트 가라고 알려줘,올리 [time : 오후 세 시] [event_name : 콘서트] 가라고 알려줘
235,오후 세시에 콘서트에 가기 알람 켜줘,[time : 오후 세시에] [event_name : 콘서트에] 가기 알람 켜줘
236,나 아침 비행기 를 위해 설정한 알람 있나,나 [timeofday : 아침] [event_name : 비행기] 를 위해 설정한 알람 있나
237,아침 에 일어나기 알람 설정했나,[timeofday : 아침] 에 [alarm_type : 일어나기] 알람 설정했나
238,알람 있어,알람 있어
239,부산 에 비가 오나,[place_name : 부산] 에 [weather_descriptor : 비가 오나]
240,오늘 비가 올까,[date : 오늘] [weather_descriptor : 비가 올까]
241,바깥은 어때,바깥은 어때
242,미국에서 무슨 일이 벌어지고 있니,[place_name : 미국에서] 무슨 일이 벌어지고 있니
243,세계에 무슨 일이 일어나고 있어,[place_name : 세계에] 무슨 일이 일어나고 있어
244,인천에 무슨 일이야,[place_name : 인천에] 무슨 일이야
245,s. b. s. 뉴스 좀 보여 줘,[media_type : s. b. s.] 뉴스 좀 보여 줘
246,올리야 k. b. s.에서 뉴스 보여줘,올리야 [media_type : k. b. s.에서] 뉴스 보여줘
247,m. b. s. 뉴스 읽어줘,[media_type : m. b. s.] 뉴스 읽어줘
248,올리 한국경제,올리 [media_type : 한국경제]
249,힙합 좀 들려줘,[music_genre : 힙합] 좀 들려줘
250,나 지금 재즈 듣고 싶은데 너는 어때,나 지금 [music_genre : 재즈] 듣고 싶은데 너는 어때
251,올리 데스 메탈 지금 틀어,올리 데스 [music_genre : 메탈] 지금 틀어
252,트로트 바로 들려줘,[music_genre : 트로트] 바로 들려줘
254,올리 내가 가장 좋아하는 재즈 연주자 의 좋은 트랙 들려줘,올리 내가 가장 좋아하는 [music_genre : 재즈] 연주자 의 좋은 트랙 들려줘
255,올리 내가 퇴근 후 즐겨 듣는 음악 이 뭐야,올리 내가 퇴근 후 즐겨 듣는 음악 이 뭐야
257,올리야 나의 가장 좋아하는 피아니스트에서 음악 틀어줘,올리야 나의 가장 좋아하는 [music_genre : 피아니스트에서] 음악 틀어줘
258,안 들려,안 들려
259,너 너무 시끄러,너 너무 시끄러
260,올리야 난 네가 거의 안들려,올리야 난 네가 거의 안들려
261,잘 안 들려,잘 안 들려
262,파란색 조명 으로 바꿔줘,[color_type : 파란색] 조명 으로 바꿔줘
263,파란색 불 켜줘,[color_type : 파란색] 불 켜줘
264,불 하늘색 으로 만들어줘,불 [color_type : 하늘색] 으로 만들어줘
265,수면 등 꺼줘,수면 등 꺼줘
267,여기 엄청 어둡다,여기 엄청 어둡다
268,불 더 밝게 해 줘,불 더 밝게 해 줘
269,너무 어두워서 아무것도 안보여,너무 어두워서 아무것도 안보여
270,지금 몇 시야,지금 몇 시야
271,춘천은 지금 몇 시야,[place_name : 춘천은] 지금 몇 시야
273,노래 뭐야,노래 뭐야
274,이 노래 뭐야,이 노래 뭐야
275,그 가수는 회전목마 라는 노래 제목으로 뭘 나타내려 했을까,그 가수는 [song_name : 회전목마] 라는 노래 제목으로 뭘 나타내려 했을까
276,넌 감동이었어 노래 누가 커버했어,[song_name : 넌 감동이었어] 노래 누가 커버했어
277,서울 날씨는 어때,[place_name : 서울] 날씨는 어때
278,진주 날씨는 어때,[place_name : 진주] 날씨는 어때
279,서울 지역 오늘의 날씨 예보는 어때,[place_name : 서울] 지역 [date : 오늘의] 날씨 예보는 어때
280,최근 브렉시트 협상 상황 어때,최근 [news_topic : 브렉시트 협상] 상황 어때
281,미국 달러에서 원화로의 환율 뭐야,[news_topic : 미국 달러에서 원화로의 환율] 뭐야
282,다음 한국 선거 누가 이길까,다음 [place_name : 한국] [news_topic : 선거] 누가 이길까
283,일요일에 해가 비칠까,[date : 일요일에] [weather_descriptor : 해가] 비칠까
284,저녁 에는 비가 올까,[timeofday : 저녁] 에는 [weather_descriptor : 비가 올까]
285,내일 바람이 불까,[date : 내일] [weather_descriptor : 바람이 불까]
286,주방 불 켜 줘,[house_place : 주방] 불 켜 줘
287,소파 옆 스탠드 밝혀줘,[device_type : 소파 옆 스탠드] 밝혀줘
288,조명 켜 줘,조명 켜 줘
289,지금 서울 은 몇 시야,지금 [place_name : 서울] 은 몇 시야
290,청소기 작동 시켜줘,[device_type : 청소기] 작동 시켜줘
291,주방 진공청소기 돌려,[house_place : 주방] 진공청소기 돌려
292,청소기 작동 시켜줘,[device_type : 청소기] 작동 시켜줘
293,세계에 무슨 일 있을까,[place_name : 세계에] 무슨 일 있을까
294,뉴스 알려줘,뉴스 알려줘
295,오늘 신문의 헤드라인 말해줄래,[date : 오늘] [media_type : 신문의] 헤드라인 말해줄래
296,임영웅 플레이리스트 재생,[playlist_name : 임영웅 플레이리스트] 재생
297,이승윤 노래들 셔플해줘,[artist_name : 이승윤] 노래들 [player_setting : 셔플해줘]
298,쇼팽 재생해줘,[artist_name : 쇼팽] 재생해줘
299,날씨 어때,날씨 어때
300,오늘 예보 알려줘,[date : 오늘] 예보 알려줘
301,날씨 어때,날씨 어때
302,헤이 너 뭐해,헤이 너 뭐해
303,당신은 무엇을 하고있나요,당신은 무엇을 하고있나요
304,아침 어떻게 지내,아침 어떻게 지내
305,강정구의 피자생각에서 피자 주문해줘,[business_name : 강정구의 피자생각에서] [food_type : 피자] 주문해줘
306,곰탕 먹고 싶은데 점심 좀 시켜줄래,[food_type : 곰탕] 먹고 싶은데 [meal_type : 점심] 좀 시켜줄래
307,알렉사 나 초밥 먹고 싶어 점심 좀 시켜줄래,알렉사 나 [food_type : 초밥] 먹고 싶어 [meal_type : 점심] 좀 시켜줄래
308,카페마마스에서 샌드위치랑 스프 포장 주문해줘,[business_name : 카페마마스에서] [food_type : 샌드위치랑 스프] [order_type : 포장] 주문해줘
309,올해 며칠 남았어,[date : 올해] 며칠 남았어
310,올해 마지막 날은 무슨 요일이야,[date : 올해] 마지막 날은 무슨 요일이야
311,올해 현충일은 무슨 요일이야,[date : 올해] 현충일은 무슨 요일이야
312,여기 너무 어두워,여기 너무 어두워
313,밝기 이십 퍼센트 높여줘,밝기 [change_amount : 이십 퍼센트] 높여줘
314,불 제일 밝게 설정,불 [change_amount : 제일 밝게] 설정
315,한 시간 더 조용히 해줘,[time : 한 시간 더] 조용히 해줘
316,무음,무음
317,오늘 하루 말하지 마,[date : 오늘] 하루 말하지 마
318,내일 비가 오나,[date : 내일] [weather_descriptor : 비가 오나]
319,이틀 뒤 대전 날씨 어떨지 알려줘,[time : 이틀 뒤] [place_name : 대전] 날씨 어떨지 알려줘
320,내일 우산 챙겨야 하나,[date : 내일] [weather_descriptor : 우산] 챙겨야 하나
321,내 몽실이 비활성화,내 [device_type : 몽실이] 비활성화
322,내 플러그 활성화,내 [device_type : 플러그] 활성화
323,스마트 충전기 켜줘,[device_type : 스마트 충전기] 켜줘
324,카카오에서 기술 관련 뉴스 알려줘,[media_type : 카카오에서] [news_topic : 기술] 관련 뉴스 알려줘
325,행복해,행복해
326,저녁,[timeofday : 저녁]
327,일요일,[date : 일요일]
329,천일동안,[song_name : 천일동안]
330,더 조용히,더 조용히
331,소리 작게,소리 작게
332,조용하게,조용하게
333,서울 날씨 상황이 어떻게 돼,[place_name : 서울] 날씨 상황이 어떻게 돼
334,강릉 날씨 알고 싶은데,[place_name : 강릉] 날씨 알고 싶은데
335,부산 날씨 를 알고싶어,[place_name : 부산] 날씨 를 알고싶어
336,경기도 에 눈이 오나,[place_name : 경기도] 에 [weather_descriptor : 눈이 오나]
339,나 지금 커피 필요해,나 지금 커피 필요해
340,올리야 나 오늘 불쌍한 사람 도와줬어,올리야 나 [date : 오늘] 불쌍한 사람 도와줬어
341,커피 머신 작동 시켜줘,[device_type : 커피 머신] 작동 시켜줘
342,바로 커피 한 잔 가져와,바로 커피 한 잔 가져와
343,내일 날씨는 어떨 것 같아,[date : 내일] 날씨는 어떨 것 같아
344,내일 비가 올까,[date : 내일] [weather_descriptor : 비가 올까]
345,내일 바깥 기온 은 어때,[date : 내일] 바깥 [weather_descriptor : 기온] 은 어때
346,내일 기상 예보가 어떻게 돼,[date : 내일] 기상 예보가 어떻게 돼
347,내일의 기상 예보 알려줘,[date : 내일의] 기상 예보 알려줘
348,내일 비가 올까,[date : 내일] [weather_descriptor : 비가 올까]
349,내일 눈 내릴까,[date : 내일] [weather_descriptor : 눈] 내릴까
350,그 식당 테이크아웃 주문을 하는지 알아봐,그 [business_type : 식당] [order_type : 테이크아웃] 주문을 하는지 알아봐
351,식당 테이크아웃하는지 알아 봐,[business_type : 식당] [order_type : 테이크아웃하는지] 알아 봐
352,식당에 테이크아웃 메뉴 있어,[business_type : 식당에] [order_type : 테이크아웃] 메뉴 있어
353,삼월 이십이일 무슨 요일이야,[date : 삼월 이십이일] 무슨 요일이야
354,삼월 이십구일 무슨 요일이야,[date : 삼월 이십구일] 무슨 요일이야
355,사월 일일 은 무슨 요일이야,[date : 사월 일일] 은 무슨 요일이야
356,다음 알람 뭐야,다음 알람 뭐야
357,내 알람에 대해 알려줘,내 알람에 대해 알려줘
358,오늘 울리는 내 알람 시간 언제야,[date : 오늘] 울리는 내 알람 시간 언제야
359,시간 좀 알려줄래,시간 좀 알려줄래
360,지금 몇 시야,지금 몇 시야
361,google play music 에서 팔 번 트랙 틀어줘,[playlist_name : google play music] 에서 [song_name : 팔 번 트랙] 틀어줘
362,장기하의 노래 중 두 번째 노래 재생,[artist_name : 장기하의] 노래 중 두 번째 노래 재생
363,나의 재생 목록 에서 무작위 로 음악 재생해,나의 재생 목록 에서 무작위 로 음악 재생해
364,현재 날짜 뭐야,현재 날짜 뭐야
365,오늘 월요일 이니,[date : 오늘 월요일] 이니
366,최신 뉴스 알려줘,최신 뉴스 알려줘
367,무슨 뉴스 잇어,무슨 뉴스 잇어
368,서울시 날씨는 어때,[place_name : 서울시] 날씨는 어때
369,불 꺼 줘,불 꺼 줘
370,조명 끄고 싶은데 그렇게 해줄 수 있어,조명 끄고 싶은데 그렇게 해줄 수 있어
374,다음 날씨 정보가 맞는지 알려줘,다음 날씨 정보가 맞는지 알려줘
375,지금 광주 날씨 맑아,지금 [place_name : 광주] 날씨 [weather_descriptor : 맑아]
376,날씨 앱 확인해봐,날씨 앱 확인해봐
377,이 음악 내 플레이리스트에 저장해줘,이 음악 내 플레이리스트에 저장해줘
378,음악 저장해줄래,음악 저장해줄래
379,음악 저장하고 싶은데 그렇게 해줄래,음악 저장하고 싶은데 그렇게 해줄래
380,산들 의 멜로디 틀어주세요,[artist_name : 산들] 의 [song_name : 멜로디] 틀어주세요
381,내 음악 앱 열어서 윤딴딴 의 겨울을 걷는다 틀어줘,내 음악 앱 열어서 [artist_name : 윤딴딴] 의 [song_name : 겨울을 걷는다] 틀어줘
382,검정치마 의 나랑 아니면 노래 재생해주세요,[artist_name : 검정치마] 의 [song_name : 나랑 아니면] 노래 재생해주세요
383,차고 조명 꺼,[house_place : 차고] 조명 꺼
384,조선일보 속보 확인해,[media_type : 조선일보] 속보 확인해
385,중앙일보 의 획기적인 뉴스는 뭐야,[media_type : 중앙일보] 의 획기적인 뉴스는 뭐야
