id,utt,annot_utt
39,مجھے لوکیشن سروسز آن کرنی ہیں کیا آپ چیک کر سکتے ہیں,مجھے لوکیشن سروسز آن کرنی ہیں کیا آپ چیک کر سکتے ہیں
40,میرے بجلی کے استعمال کی حالت چیک کریں,میرے بجلی کے استعمال کی حالت چیک کریں
41,میں اپنی اسکرین کی چمک پر اسٹیٹس چاہتا ہوں,میں اپنی اسکرین کی چمک پر اسٹیٹس چاہتا ہوں
42,میری دستیاب یاداشت کی حالت بتاؤ,میری دستیاب یاداشت کی حالت بتاؤ
43,میں تھکا ہوا نہیں ہوں میں اصل میں خوش ہوں,میں تھکا ہوا نہیں ہوں میں اصل میں خوش ہوں
44,یاسر میں تھکا ہوا نہیں ہوں میں اصل میں خوش ہوں,یاسر میں تھکا ہوا نہیں ہوں میں اصل میں خوش ہوں
45,کیا چل رہا ہے,کیا چل رہا ہے
46,اولے کیا ہو رہا ہے,اولے کیا ہو رہا ہے
47,پاکستان میں کیا وقت ہے,[place_name : پاکستان] میں کیا وقت ہے
48,مجھے ملتان میں وقت بتائیں,مجھے [place_name : ملتان] میں وقت بتائیں
49,مجھے جی. ایم. ٹی. پلس فائیو میں وقت بتائیں,مجھے [time_zone : جی. ایم. ٹی. پلس فائیو] میں وقت بتائیں
50,علی بتائو مبھے وفت جی. ایم. ٹی. پلس پانچ کا,علی بتائو مبھے وفت [time_zone : جی. ایم. ٹی. پلس پانچ] کا
51,olly چائنیز کھانے کے لئے سب سے زیادہ درجہ بندی کی ترسیل کے اختیارات کی فہرست,olly [food_type : چائنیز] کھانے کے لئے سب سے زیادہ درجہ بندی کی [order_type : ترسیل] کے اختیارات کی فہرست
52,چائینیز کے لئے سب سے زیادہ درجہ بندی کی ترسیل کے اختیارات,[food_type : چائینیز] کے لئے سب سے زیادہ درجہ بندی کی [order_type : ترسیل] کے اختیارات
53,چائنیز کے لیے سب سے زیادہ درجہ بند ترسیل کے اختیارات کی فہرست بنائیں,[food_type : چائنیز] کے لیے سب سے زیادہ درجہ بند [order_type : ترسیل] کے اختیارات کی فہرست بنائیں
54,چائینیز کھانے کے لئے اولی سب سے زیادہ درجہ بندی کی ترسیل کے اختیارات,[food_type : چائینیز] کھانے کے لئے اولی سب سے زیادہ درجہ بندی کی [order_type : ترسیل] کے اختیارات
55,میں کسی بھی سفارشات پر جانے کے لیے کچھ سالن چاہتا ہوں,میں کسی بھی سفارشات پر جانے کے لیے کچھ [food_type : سالن] چاہتا ہوں
56,میں چاہتا ہوں کہ کسی بھی سفارشات پر جانے کے لیے کچھ سالناولی,میں چاہتا ہوں کہ کسی بھی سفارشات پر جانے کے لیے کچھ سالناولی
57,مسلم سوسائٹی کے آس پاس میرے بریانی ٹیک وے تلاش کریں,[place_name : مسلم سوسائٹی] کے آس پاس میرے [food_type : بریانی] [order_type : ٹیک وے] تلاش کریں
58,امتیاز مارکیٹ کے آس پاس میرے تھائی ٹیک وے تلاش کریں,[place_name : امتیاز مارکیٹ] کے آس پاس میرے [food_type : تھائی] [order_type : ٹیک وے] تلاش کریں
59,میرا صبح سات بجے کا الارم منسوخ کر دو,میرا [time : صبح سات بجے] کا الارم منسوخ کر دو
60,سات بجے کا الارم بند کرو,[time : سات بجے] کا الارم بند کرو
61,میں نے کیا الارمز لگا رکھا ہے,میں نے کیا الارمز لگا رکھا ہے
62,براہ کرم فعال الارمز کی فہرست بنائیں,براہ کرم فعال الارمز کی فہرست بنائیں
63,مجھے میرے الارم کے بارے میں بتائیں,مجھے میرے الارم کے بارے میں بتائیں
65,آج کرکٹ میں کیا ہو رہا ہے,[date : آج] [news_topic : کرکٹ] میں کیا ہو رہا ہے
66,براہ کرم عاطف اسلم کا رفتہ رفتہ صنم چلائیں,براہ کرم [artist_name : عاطف اسلم] کا [song_name : رفتہ رفتہ صنم] چلائیں
67,میں علی ظفر کا وہ لمحے سننا چاہتا ہوں,میں [artist_name : علی ظفر کا] [song_name : وہ لمحے] سننا چاہتا ہوں
68,مجھے عاطف اسلم کا تیری یادیں سننا ہے,مجھے [artist_name : عاطف اسلم] کا [song_name : تیری یادیں] سننا ہے
69,مجھے راک موسیقی پسند ہے,مجھے [music_genre : راک] موسیقی پسند ہے
70,میرا پسندیدہ موسیقی بینڈ جنون ہے,میرا پسندیدہ موسیقی بینڈ [artist_name : جنون] ہے
71,مجھے سناترا کے گانے پسند ہیں,مجھے [artist_name : سناترا] کے گانے پسند ہیں
72,پسندیدہ سے موسیقی بجانا شروع کریں,پسندیدہ سے موسیقی بجانا شروع کریں
73,براہ کرم میری بہترین موسیقی چلائیں,براہ کرم میری بہترین موسیقی چلائیں
74,بینڈ اب کیا چل رہا ہے,بینڈ اب کیا چل رہا ہے
75,موجودہ موسیقی کا لکھنے والا کون ہے,موجودہ موسیقی کا لکھنے والا کون ہے
76,وہ البم کیا ہے موجودہ موسیقی سے,وہ البم کیا ہے موجودہ موسیقی سے
77,اولی میں واقعی اس گانے سے لطف اندوز ہو رہا ہوں,اولی میں واقعی اس گانے سے لطف اندوز ہو رہا ہوں
78,یہ گانا جو تم نے بجانا اچھا ہے,یہ گانا جو تم نے بجانا اچھا ہے
79,یہ میرے لئے سب سے بہترین گانوں میں سے ایک ہے,یہ میرے لئے سب سے بہترین گانوں میں سے ایک ہے
80,روشنیاں کی چمک زیادہرکهنا,روشنیاں کی چمک زیادہرکهنا
81,روشنی کو روشن بنادو,روشنی کو روشن بنادو
82,براہ کرم لائٹس کو زیادہ سے زیادہ کریں,براہ کرم لائٹس کو [change_amount : زیادہ سے زیادہ] کریں
83,ارے ویکیوم کلینر روبوٹ شروع کرو,ارے [device_type : ویکیوم کلینر روبوٹ] شروع کرو
84,کلینر روبوٹ کو آن کریں,[device_type : کلینر روبوٹ] کو آن کریں
85,آج کی تاریخ بتاؤ,[date : آج کی] تاریخ بتاؤ
86,آج کیا تاریخ ہے,[date : آج] کیا تاریخ ہے
87,براہ کرم رات کے کھانے کے لیے کچھ سوشی آرڈر کریں,براہ کرم [meal_type : رات کے کھانے] کے لیے کچھ [food_type : سوشی] آرڈر کریں
88,ارے میں چاہتا ہوں کہ آپ برگر کا آرڈر دیں,ارے میں چاہتا ہوں کہ آپ [food_type : برگر] کا آرڈر دیں
89,کیا آپ آج رات کے کھانے کے لیے مچھلی آرڈر کر سکتے ہیں,کیا آپ [timeofday : آج] [meal_type : رات کے کھانے] کے لیے [food_type : مچھلی] آرڈر کر سکتے ہیں
90,میرے کھانے کے آرڈرکا کیا ہوا,میرے کھانے کے آرڈرکا کیا ہوا
91,کیا میں سیکنڈ وائف سے ٹیک وے ڈنر آرڈر کر سکتا ہوں,کیا میں [business_name : سیکنڈ وائف] سے [order_type : ٹیک وے] ڈنر [meal_type : آرڈر] کر سکتا ہوں
92,فوڈز ان ٹیک وے کرتا ہے,[business_name : فوڈز ان] [order_type : ٹیک وے] کرتا ہے
93,بارہ کے لیے الارم سیٹ کریں,[time : بارہ] کے لیے الارم سیٹ کریں
94,اب سے چالیس منٹ کے لیے الارم سیٹ کریں,[time : اب سے چالیس منٹ] کے لیے الارم سیٹ کریں
95,ہر ہفتے کے دن آٹھ کے لیے الارم سیٹ کریں,[general_frequency : ہر ہفتے] کے دن [time : آٹھ] کے لیے الارم سیٹ کریں
96,کیا بارش ہو رہی ہے,کیا [weather_descriptor : بارش] ہو رہی ہے
97,کیا بارش ہونے والی ہے,کیا [weather_descriptor : بارش] ہونے والی ہے
98,کیا برف باری ہورہی ہے,کیا [weather_descriptor : برف باری] ہورہی ہے
99,اس ہفتے کی پیشن گوئی,اس [time : ہفتے] کی پیشن گوئی
100,ہفتے کی پیشن گوئی کیا ہے,[time : ہفتے کی] پیشن گوئی کیا ہے
101,اس ہفتے کیا موسم ہے,[date : اس ہفتے] کیا موسم ہے
102,اس ہفتے کا موسم کیسا ہے,[date : اس ہفتے کا] موسم کیسا ہے
103,اس ہفتے کا موسم بتاؤ,[date : اس ہفتے] کا موسم بتاؤ
104,مجھے جیو نیوز بتاؤ,مجھے [media_type : جیو نیوز] بتاؤ
105,اوصاف کی خبریں کیا ہیں,[media_type : اوصاف] کی خبریں کیا ہیں
106,جنگ کی کيا نئی خبر ہے,[media_type : جنگ کی] کيا نئی خبر ہے
107,رفتہ رفتہ صنم چلائیں,[song_name : رفتہ رفتہ صنم] چلائیں
108,گانا چلائیں جو میں پسند کرتا ہوں,گانا چلائیں جو میں پسند کرتا ہوں
109,ہمارا دل پر ڈال دیا,[song_name : ہمارا دل] پر ڈال دیا
110,نوری چلائیں,[artist_name : نوری] چلائیں
111,کچھ نوری پلے لگا ئیں,کچھ [artist_name : نوری] پلے لگا ئیں
112,کچھ عاطف اسلم چلائین,کچھ [artist_name : عاطف اسلم] چلائین
113,یہ گانا دوبارہ دوبارہ چلاؤ,یہ گانا [player_setting : دوبارہ دوبارہ چلاؤ]
114,شفل کرو اس پلے لسٹ کو,[player_setting : شفل] کرو اس پلے لسٹ کو
115,حجم کو کم پر سیٹ کریں,حجم کو [change_amount : کم پر] سیٹ کریں
116,کیا کھیل رہا ہے,کیا کھیل رہا ہے
117,یہ کون سی موسیقی ہے,یہ کون سی موسیقی ہے
118,اس گانے کا آرٹس مجھے بتائیں,اس گانے کا آرٹس مجھے بتائیں
119,مجھے ہنساو,مجھے ہنساو
120,مجھے ہنساو,مجھے ہنساو
121,اچھا لطیفہ سناؤ,[joke_type : اچھا] لطیفہ سناؤ
122,مجھے ایک لطیفہ سناؤ,مجھے ایک لطیفہ سناؤ
123,مجھے کوئی لطیفہ سناؤ,مجھے کوئی لطیفہ سناؤ
124,یاسر مجھے ایک لطیفہ سناؤ,یاسر مجھے ایک لطیفہ سناؤ
125,رابعہ مجھے ایک لطیفہ سناؤ,رابعہ مجھے ایک لطیفہ سناؤ
126,مجھے خوش کرو,مجھے خوش کرو
127,آج کیا دن ہے,[date : آج] کیا دن ہے
128,کیا تاریخ ہے,کیا تاریخ ہے
129,مجھے آج کے دن کے بارے میں بتاؤ,مجھے [date : آج] کے دن کے بارے میں بتاؤ
130,ایک پیزا آرڈر کریں,ایک [food_type : پیزا] آرڈر کریں
131,مجھے ڈیلیوری سے جھینگا کا آرڈر دیں,مجھے ڈیلیوری سے [food_type : جھینگا] کا آرڈر [business_name : دیں]
132,ایک لے جانے کا حکم دیں,ایک [order_type : لے جانے] کا حکم دیں
133,میرا آرڈر کب آرہا ہے,میرا آرڈر کب آرہا ہے
134,میرے لے جانے تک کب تک,میرے [order_type : لے جانے] تک کب تک
135,ڈومینوز کی ترسیل کی صورتحال بتاؤ,[business_name : ڈومینوز] کی [order_type : ترسیل] کی صورتحال بتاؤ
136,کیا کھیل رہا ہے,کیا کھیل رہا ہے
137,مجھے گانے کا نام بتائیں,مجھے گانے کا نام بتائیں
138,یہ کونسا گانا ہے,یہ کونسا گانا ہے
139,میری گانوں کی فہرست میں جاز چلائیں,میری گانوں کی فہرست میں [music_genre : جاز] چلائیں
140,میری گانوں کی فہرست جیز شروع کرو,میری گانوں کی فہرست [music_genre : جیز] شروع کرو
141,میری پسندیدہ پلے لسٹ چلائیں,میری پسندیدہ پلے لسٹ چلائیں
142,یہ ایک اچھا گانا ہے,یہ ایک اچھا گانا ہے
143,یہ مجھے نہیں پسند,یہ مجھے نہیں پسند
144,مجھے یہ پسند پہے,مجھے یہ پسند پہے
145,مجھے جاز پسند ہے,مجھے [music_genre : جاز] پسند ہے
146,کیا آپ کچھ جاز چلاسکتے ہین,کیا آپ کچھ [music_genre : جاز] چلاسکتے ہین
147,مجھے جاز سننا پسند ہے,مجھے [music_genre : جاز] سننا پسند ہے
148,pob میں جاز سننا پسند ہے,pob میں [music_genre : جاز] سننا پسند ہے
149,یہ گانا بہت اچھا ہے,یہ گانا بہت اچھا ہے
150,میں یہ گانا پسند کرنا,میں یہ گانا پسند کرنا
151,برائے کرم اس کو دوبارہ چلائیں,برائے کرم اس کو دوبارہ چلائیں
152,والیوم کو تبدیل کریں,والیوم کو تبدیل کریں
153,شفل کو فعال کریں,[player_setting : شفل] کو فعال کریں
154,ترتیبات کو محفوظ کریں,ترتیبات کو محفوظ کریں
155,چمک کو پچاس فیصد پر سیٹ کریں,چمک کو [change_amount : پچاس فیصد] پر سیٹ کریں
156,چمک کو کم کریں,چمک کو کم کریں
157,چمک کو کم کر نا,چمک کو کم کر نا
158,روشنی کو کم کرو,روشنی کو کم کرو
159,چمک کو کم کریں,چمک کو کم کریں
160,لائٹس کو مدھم کرو,لائٹس کو مدھم کرو
161,ماہی روشنی کو مدھم کر دو,ماہی روشنی کو مدھم کر دو
162,مجھے ایک کافی بنا دو,مجھے ایک کافی بنا دو
163,ماہی میرے لیے کافی بنا دو,ماہی میرے لیے کافی بنا دو
164,مجھے کافی چاہیے,مجھے کافی چاہیے
165,کافی,کافی
166,آپ کیسے ہو,آپ کیسے ہو
167,ارے ارے,ارے ارے
168,کیا وہ ٹیک وے فراہم کر سکتے ہیں,کیا وہ [order_type : ٹیک وے] فراہم کر سکتے ہیں
169,کیا وہ ڈلیوری کر سکتے ہیں,کیا وہ [order_type : ڈلیوری] کر سکتے ہیں
170,کیا وہ گھر پہنچاتے ہیں,کیا وہ گھر [order_type : پہنچاتے] ہیں
171,اولی کیا وہ گھر پہنچاتے ہیں,اولی کیا وہ گھر [order_type : پہنچاتے] ہیں
172,صبح دس بجے الارم لگائیں,[time : صبح دس بجے] الارم لگائیں
173,کل چھ بجے کا الارم لگائیں,[date : کل] [time : چھ بجے] کا الارم لگائیں
174,سات بجے جمعرات کو اٹھنا طے کریں,[time : سات بجے] [date : جمعرات] کو اٹھنا طے کریں
175,بتائو مجھے تازہ ترین ٹیکنالاجی کی خبریں,بتائو مجھے تازہ ترین [news_topic : ٹیکنالاجی] کی خبریں
176,مجھے ٹیکنالوجی کی تازہ ترین خبریں بتائیں,مجھے [news_topic : ٹیکنالوجی] کی تازہ ترین خبریں بتائیں
177,مجھے کچھ کاروباری خبریں بتائیں,مجھے کچھ [news_topic : کاروباری] خبریں بتائیں
178,مجھے بین الاقوامی خبریں بتانا,مجھے [place_name : بین الاقوامی] خبریں بتانا
179,مجھے موسم بتائو,مجھے موسم بتائو
180,اب موسم کیسا ہے,اب موسم کیسا ہے
181,کیا ابھی بارش ہو رہی ہے,کیا ابھی [weather_descriptor : بارش] ہو رہی ہے
182,میری راک چلانے کی فہرست چلادیئں,میری [music_genre : راک] چلانے کی فہرست چلادیئں
183,میری علی عظمت کی پلے لسٹ آن کریں,میری [artist_name : علی عظمت] کی پلے لسٹ آن کریں
184,میری پلے لسٹ سے ابرارالحق چلاؤ,میری پلے لسٹ سے [artist_name : ابرارالحق] چلاؤ
185,میری پلے لسٹ میں تیسرا گانا سجنی چلائیں,میری پلے لسٹ میں تیسرا گانا سجنی چلائیں
186,میری پسندیدہ پلے لسٹ سے آخری گانا چلائیں,میری پسندیدہ پلے لسٹ سے [song_name : آخری گانا] چلائیں
187,والیوم بڑھائیں,والیوم بڑھائیں
188,والیوم بڑھائیں,والیوم بڑھائیں
189,والیوم کو خاموش کردیں,والیوم کو خاموش کردیں
190,پلگ چلادو,[device_type : پلگ] چلادو
191,پلگ چلادو,[device_type : پلگ] چلادو
192,میرا پلگ چلادو,میرا [device_type : پلگ] چلادو
193,مجھے کوئی لطیفہ سناؤ,مجھے کوئی لطیفہ سناؤ
194,کیا آپ کو کوئی لطیفہ معلوم ہے,کیا آپ کو کوئی لطیفہ معلوم ہے
195,کیا وقت ہوا ہے,کیا وقت ہوا ہے
196,مجھے وقت بتاؤ,مجھے وقت بتاؤ
197,کیا وقت ہوا ہے,کیا وقت ہوا ہے
198,کیا dominoes ٹیک وے کرتے ہیں,کیا [food_type : dominoes] [order_type : ٹیک وے] کرتے ہیں
199,کیا میری پسندیدہ پیزا کی جگہ سے باہر لے کے جانا کے لیے دستیاب ہے,کیا میری پسندیدہ [food_type : پیزا] کی جگہ سے [order_type : باہر لے کے جانا] کے لیے دستیاب ہے
200,کیا میں چائنیز جگہ سے ٹیک وے آرڈر کر سکتا ہوں,کیا میں [food_type : چائنیز] جگہ سے [order_type : ٹیک وے] آرڈر کر سکتا ہوں
201,میں نے جو الارم سیٹ کیا ہے اسے ڈیلیٹ کر دو,میں نے جو الارم سیٹ کیا ہے اسے ڈیلیٹ کر دو
202,الارم کو ہٹا دو,الارم کو ہٹا دو
203,مجھے وہ الارمز دکھائیں جو میں نے سیٹ کیا ہے,مجھے وہ الارمز دکھائیں جو میں نے سیٹ کیا ہے
204,کیا میرے پاس کوئی الارم ہے,کیا میرے پاس کوئی الارم ہے
205,الارم دکھائیں,الارم دکھائیں
206,پشاور میں موسم کس طرح کا ہے,[place_name : پشاور] میں موسم کس طرح کا ہے
207,مجھے کراچی کا موسم بتائو,مجھے [place_name : کراچی] کا موسم بتائو
209,براہ کرم روشنی کو پڑھنے کو دوستانہ بنائیں,براہ کرم روشنی کو [color_type : پڑھنے] کو دوستانہ بنائیں
210,براہ کرم لائٹس کو آنکھوں کیلیے آرام دہ بنائیں,براہ کرم لائٹس کو [color_type : آنکھوں کیلیے آرام دہ] بنائیں
211,کمرے کو روشن بنائیں,[house_place : کمرے] کو روشن بنائیں
212,اور روشنی شروع ہوئی,اور روشنی شروع ہوئی
213,آج کیا تاریخ ہے,[date : آج] کیا تاریخ ہے
214,آج کیا دن ہے,[date : آج] کیا دن ہے
215,مجھے تاریخ بتاؤ,مجھے تاریخ بتاؤ
216,آج موسم کس طرح کا ہے,[date : آج] موسم کس طرح کا ہے
217,کیا باہر بارش ہو رہی ہے,کیا باہر [weather_descriptor : بارش ہو رہی] ہے
218,اولے کیا باہر بارش ہو رہی ہے,اولے کیا باہر [weather_descriptor : بارش] ہو رہی ہے
219,کیا میں کل چھتری لے کرآئوں,کیا میں [date : کل] [weather_descriptor : چھتری] لے کرآئوں
220,میری راک لسٹ سے تیرا فطور چلائیں,میری راک لسٹ سے [playlist_name : تیرا فطور] چلائیں
221,روشنی کو ہری میں تبدیل کریں,روشنی کو [color_type : ہری] میں تبدیل کریں
222,میری پسندیدہ لسٹ میں اس کو شامل کردیں,میری پسندیدہ لسٹ میں اس کو شامل کردیں
223,یہ گانا کیسا ہے,یہ گانا کیسا ہے
224,ماہی روشنی بند کرو,ماہی روشنی بند کرو
225,روشنی بند,روشنی بند
226,براہ کرم فرش صاف کریں,براہ کرم [house_place : فرش] صاف کریں
227,چاول ککر ساکٹ آن کریں,[device_type : چاول ککر ساکٹ] آن کریں
228,چاول ککر ساکٹ بند کرو,[device_type : چاول ککر ساکٹ] بند کرو
229,کراچی میں کیا وقت ہے,[place_name : کراچی] میں کیا وقت ہے
230,اسلام آباد میں کیا وقت ہے,[place_name : اسلام آباد] میں کیا وقت ہے
231,براہ کرم ڈیلیوری ہائی وے سے مچھلی منگوانے میں میری مدد کریں,براہ کرم ڈیلیوری [business_name : ہائی وے] سے [food_type : مچھلی] منگوانے میں میری مدد کریں
232,صبح چھے بجے کا الارم لگائیں,[timeofday : صبح] [time : چھے] بجے کا الارم لگائیں
233,دوپہر چار بجے کے لیے الارم لگائیں,[timeofday : دوپہر] [time : چار] بجے کے لیے الارم لگائیں
234,کنسرٹ کے لیے صبح کے تین بجے کا الارم لگا دیں,[event_name : کنسرٹ] کے لیے صبح کے [time : تین بجے] کا الارم لگا دیں
235,مجھے دوپہر کے تین بجے محفل میں جانے کے لیے آگاہ کریں,مجھے [time : دوپہر کے تین بجے] [event_name : محفل] میں جانے کے لیے آگاہ کریں
236,کیا میرے پاس صبح کی پرواز کے لیے الارم سیٹ ہے,کیا میرے پاس [timeofday : صبح] کی [event_name : پرواز] کے لیے الارم سیٹ ہے
237,کیا میں نے صبح اٹھنے کے لیے الارم لگا دیا تھا,کیا میں نے [timeofday : صبح] [alarm_type : اٹھنے] کے لیے الارم لگا دیا تھا
238,کیا کوئی الارمز ہے,کیا کوئی الارمز ہے
239,کیا کراچی میں بارش ہے رہی ہے,کیا [place_name : کراچی] میں [weather_descriptor : بارش] ہے رہی ہے
240,کیا آج بارش ہوگی,کیا [date : آج] [weather_descriptor : بارش] ہوگی
241,باہر کیا ہو رہا ہے,باہر کیا ہو رہا ہے
242,پاکستان میں کیا ہو رہا ہے,[place_name : پاکستان] میں کیا ہو رہا ہے
243,دنیا میں کیا ہو رہا ہے,[place_name : دنیا] میں کیا ہو رہا ہے
244,بیکن ہاؤس میں کیا ہو رہا ہے,[place_name : بیکن ہاؤس] میں کیا ہو رہا ہے
245,مجھے جیو نیوز کی کچھ خبریں دکھاؤ,مجھے [media_type : جیو نیوز] کی کچھ خبریں دکھاؤ
246,حمزہ مجھے اے آر وائے سے کچھ خبریں دکھاؤ,حمزہ مجھے [media_type : اے آر وائے] سے کچھ خبریں دکھاؤ
247,اے آر وائے نیوز چلاؤ,[media_type : اے آر وائے] نیوز چلاؤ
248,حسن سیاست فورم,حسن [media_type : سیاست فورم]
249,میرے لئے کچھ ہی ہاپ چلاؤ,میرے لئے کچھ [music_genre : ہی ہاپ] چلاؤ
250,میں اس وقت دھماکیدار موسیقی کے جیسا محسوس کر رہا ہوں تمہارا کیا حال ہے,میں اس وقت [music_genre : دھماکیدار موسیقی] کے جیسا محسوس کر رہا ہوں تمہارا کیا حال ہے
251,ایمازون ایکو ڈاٹ اب ڈھول باجے,ایمازون ایکو ڈاٹ اب [music_genre : ڈھول باجے]
252,اب ڈیتھ میٹل,اب ڈیتھ [music_genre : میٹل]
254,اولی میرا پسندیدہ گانا پلر کرو قوالی سے,اولی میرا پسندیدہ گانا پلر کرو [music_genre : قوالی] سے
255,اولی میں کام کے بعد عام طور پر کون سی موسیقی پسند کرتا ہوں,اولی میں کام کے بعد عام طور پر کون سی موسیقی پسند کرتا ہوں
257,گوگل نیسٹ ہب میکس میرے پسندیدہ لال کبوتر کی موسیقی چلاؤ,گوگل نیسٹ ہب میکس میرے پسندیدہ [music_genre : لال کبوتر] کی موسیقی چلاؤ
258,میں آپ کو سن نہیں سکتا,میں آپ کو سن نہیں سکتا
259,تم بہت بلند ہو,تم بہت بلند ہو
260,علی میں آپ کو بمشکل سن سکتا ہوں,علی میں آپ کو بمشکل سن سکتا ہوں
261,میں آپ کو بمشکل سن سکتا ہوں,میں آپ کو بمشکل سن سکتا ہوں
262,روشنی کو نیلی چلادو,روشنی کو [color_type : نیلی] چلادو
263,چلو روشنی نیلی ہے,چلو روشنی [color_type : نیلی] ہے
264,روشنی کو نیلے رنگ میں چمکدار نیلا کرو,روشنی کو نیلے رنگ میں [color_type : چمکدار نیلا] کرو
265,ماہی شب بخیر بتیاں بند ہیں,ماہی شب بخیر بتیاں بند ہیں
267,یہاں بہت اندھیرا ہے,یہاں بہت اندھیرا ہے
268,روشنی کو روشن بناءو,روشنی کو روشن بناءو
269,ماہی صبح چھ بجے کافی بناتی ہے,ماہی صبح چھ بجے کافی بناتی ہے
270,کیا وقت ہوا ہے,کیا وقت ہوا ہے
271,اسلام آباد میں ابھی کیا وقت ہو رہا ہے,[place_name : اسلام آباد] میں ابھی کیا وقت ہو رہا ہے
273,گانا کیا ہے,گانا کیا ہے
274,اولی یہ کون سا گانے ہے,اولی یہ کون سا گانے ہے
275,پہلی دفعہ گانے کے عنوان سے گلوکار کا کیا مطلب ہے,[song_name : پہلی دفعہ] گانے کے عنوان سے گلوکار کا کیا مطلب ہے
276,جس نے گانے کو سیلفیاں رے سیلفیاں کا احاطہ کیا,جس نے گانے کو [song_name : سیلفیاں رے سیلفیاں] کا احاطہ کیا
277,پشاور میں موسم کیسا ہے,[place_name : پشاور] میں موسم کیسا ہے
278,فیصل آباد میں موسم کیسا ہے,[place_name : فیصل آباد] میں موسم کیسا ہے
279,کراچی کے لئے آج کی پیشگوئی کیا ہے,[place_name : کراچی] کے لئے [date : آج کی] پیشگوئی کیا ہے
280,بریگزٹ مذاکرات کی موجودہ صورتحال کیا ہے,[news_topic : بریگزٹ مذاکرات] کی موجودہ صورتحال کیا ہے
