id,utt,annot_utt
54,արամ չինական ուտեստների առաքման ամենաբարձր վարկանիշ ունեցող տարբերակներ,արամ [food_type : չինական] ուտեստների [order_type : առաքման] ամենաբարձր վարկանիշ ունեցող տարբերակներ
55,մի քիչ կարրի եմ ուզում որ ցանկացած առաջարկ բավարարի,մի քիչ [food_type : կարրի] եմ ուզում որ ցանկացած առաջարկ բավարարի
56,ես ուզում եմ սպաս հետս տանելու կան որևէ առաջարկներ արամ,ես ուզում եմ [food_type : սպաս] հետս տանելու կան որևէ առաջարկներ արամ
57,գտիր իմ թայլանդական վերցրու հետդ սնունդը օստի շրջակայքում,գտիր իմ [food_type : թայլանդական] [order_type : վերցրու հետդ սնունդը] [place_name : օստի] շրջակայքում
58,սասի մոտ գտիր տանելու թայլանդական պատվերներս,[place_name : սասի մոտ] գտիր [order_type : տանելու] [food_type : թայլանդական] [order_type : պատվերներս]
59,չեղարկիր առավոտյան յոթի իմ զարթուցիչը,չեղարկիր [time : առավոտյան յոթի] իմ զարթուցիչը
60,դադարեցնել առավոտյան յոթի ահազանգը,դադարեցնել [time : առավոտյան յոթի] ահազանգը
61,ինչ զարդուցիչներ ունեմ միացված,ինչ զարդուցիչներ ունեմ միացված
62,խնդրում ենք նշել ակտիվ ահազանգերը,խնդրում ենք նշել ակտիվ ահազանգերը
63,ասս ինձ իմ հիշեցումների մասին,ասս ինձ իմ հիշեցումների մասին
65,ինչ է կատարվում այսօր ֆուտբոլում,ինչ է կատարվում [date : այսօր] [news_topic : ֆուտբոլում]
66,խնդրում եմ միացրու լավ էլի անձրևաշունը,խնդրում եմ միացրու [artist_name : լավ էլի] [song_name : անձրևաշունը]
67,ես կուզենայի լսել քուինս բարսելոնա,ես կուզենայի լսել [artist_name : քուինս] [song_name : բարսելոնա]
68,իվետա մուկուչյանի սիրահարվել եմ միացրու,[artist_name : իվետա մուկուչյանի] [song_name : սիրահարվել եմ] միացրու
69,ես սիրում եմ ռոք երաժշտություն,ես սիրում եմ [music_genre : ռոք] երաժշտություն
70,իմ սիրելի երաժշտական խումբը արցախի ձայներն է,իմ սիրելի երաժշտական խումբը [artist_name : արցախի ձայներն] է
71,ես սիրում եմ էլ էյ փրոջեքթի երգերը,ես սիրում եմ [artist_name : էլ էյ փրոջեքթի] երգերը
72,առանձնացրած երգերը միացրու,առանձնացրած երգերը միացրու
73,խնդրում եմ միացրու իմ լավագույն երաժշտությունը,խնդրում եմ միացրու իմ լավագույն երաժշտությունը
74,ինչ խումբ է այս պահին միացած,ինչ խումբ է այս պահին միացած
75,ով է ներկայիս երաժշտության հեղինակը,ով է ներկայիս երաժշտության հեղինակը
76,որ ալբոմից է ընթացիկ երգը,որ ալբոմից է ընթացիկ երգը
77,օլի ես իսկապես վայելում եմ այս երգը,օլի ես իսկապես վայելում եմ այս երգը
78,երգը որը դու նվագում ես ապշեցուցիչ է,երգը որը դու նվագում ես ապշեցուցիչ է
79,սա ինձ համար լավագույն երգերից մեկն է,սա ինձ համար լավագույն երգերից մեկն է
80,լույսեր պայծառություն ավելի բարձր դնել,լույսեր պայծառություն ավելի բարձր դնել
81,լույսեր ավելի պայծառ դարձնել,լույսեր ավելի պայծառ դարձնել
82,խնդրում եմ լույսերը դնել ամենաուժեղ վրա,խնդրում եմ լույսերը դնել [change_amount : ամենաուժեղ] վրա
83,ողջույն սկսիր ռոբոտ փոշեկուլ անել,ողջույն սկսիր [device_type : ռոբոտ փոշեկուլ] անել
84,միացնել ռոբոտ փոշեկուլ,միացնել ռոբոտ [device_type : փոշեկուլ]
85,ասա այսօրվա ամսաթիվը,ասա [date : այսօրվա] ամսաթիվը
86,այսօր ամսի քանիսն է,[date : այսօր] ամսի քանիսն է
87,խնդրում եմ սուշի պատվիրիր ճաշին,խնդրում եմ [food_type : սուշի] պատվիրիր [meal_type : ճաշին]
88,ես կցանկանայի դուք պատվիրեք բուրգեր,ես կցանկանայի դուք պատվիրեք [food_type : բուրգեր]
89,կարող ես սուշի պատվիրել այսօրվա ընթրիքի համար,կարող ես [food_type : սուշի] պատվիրել [timeofday : այսօրվա] [meal_type : ընթրիքի] համար
90,ինչ կա իմ ճաշի պատվերից,ինչ կա իմ ճաշի պատվերից
91,կարող եմ ես վերցրու հետդ ուտեստ պատվիրել կարասից,կարող եմ ես [order_type : վերցրու հետդ] [meal_type : ուտեստ] պատվիրել [business_name : կարասից]
92,շերեփը թեյքըվեյ պատրաստում ա,[business_name : շերեփը] [order_type : թեյքըվեյ] պատրաստում ա
93,զարթուցիչ դրեք տասներկուսի համարհամար,զարթուցիչ դրեք [time : տասներկուսի] համարհամար
94,զարթուցիչը դրեք այս պահից սկսած քառասուն րոպեից,զարթուցիչը դրեք [time : այս պահից սկսած քառասուն րոպեից]
95,դիր զարթուցիչ ժամը ութին շաբաթվա օրերին,դիր զարթուցիչ ժամը [time : ութին] [general_frequency : շաբաթվա օրերին]
96,անձրև է գալիս,[weather_descriptor : անձրև է գալիս]
97,անձրև է գալու,[weather_descriptor : անձրև է գալու]
98,հիմա ձյուն է գալիս,հիմա [weather_descriptor : ձյուն է գալիս]
99,որն է շաբաթվա եղանակի տեսությունը,որն է [time : շաբաթվա] եղանակի տեսությունը
100,ինչպիսին է շաբաթվա եղանակի կանխատեսումը,ինչպիսին է [time : շաբաթվա] եղանակի կանխատեսումը
101,ինչպիսին է այս շաբաթվա եղանակը,ինչպիսին է [date : այս շաբաթվա] եղանակը
102,ինչպիսին է այս շաբաթվա եղանակը,ինչպիսին է [date : այս շաբաթվա] եղանակը
103,ասա այս շաբաթվա եղանակի մասին,ասա [date : այս շաբաթվա] եղանակի մասին
104,ասա ինձ բի բի սի-ի նորություններ,ասա ինձ [media_type : բի բի սի-ի] նորություններ
105,ինչ նորություններ կա կենտրոն հեռուստաընկերությանից,ինչ նորություններ կա [media_type : կենտրոն հեռուստաընկերությանից]
106,ինչ է բի բի սիի վերջին նորությունները,ինչ է [media_type : բի բի սիի] վերջին նորությունները
107,միացորւ պռեգոմեշ,միացորւ [song_name : պռեգոմեշ]
108,միացրու ինձ դուր եկած երգը,միացրու ինձ դուր եկած երգը
109,միացրու հորովելը,միացրու [song_name : հորովելը]
110,միացրու դաֆթ փանք,միացրու [artist_name : դաֆթ փանք]
111,նեմռայի որևէ երգ դիր,[artist_name : նեմռայի] որևէ երգ դիր
112,միացրու ինչ որ երգ david bowie ից,միացրու ինչ որ երգ [artist_name : david bowie ից]
113,ղեկավարիր այս երգը,[player_setting : ղեկավարիր] այս երգը
114,խառնել այս երգացանկը,[player_setting : խառնել] այս երգացանկը
115,ձայնը ցածրի վրա դիր,ձայնը [change_amount : ցածրի վրա] դիր
116,ինչ է խաղում,ինչ է խաղում
117,ինչ երաժշտություն է սա,ինչ երաժշտություն է սա
118,ասա ինձ այս երգի կատարողին,ասա ինձ այս երգի կատարողին
119,ծիծաղեցրու ինձ,ծիծաղեցրու ինձ
120,աննա ծիծաղեցրու ինձ,աննա ծիծաղեցրու ինձ
121,լավ կատակ պատմիր,[joke_type : լավ] կատակ պատմիր
122,ուղարկիր մի ժպիտ իմ ճանապարհին,ուղարկիր մի ժպիտ իմ ճանապարհին
123,անեկդոտ պատմիր,անեկդոտ պատմիր
124,օլի մի անեկդոտ պատմիր,օլի մի անեկդոտ պատմիր
125,ալեքսա կատակ արա,ալեքսա կատակ արա
126,ուրախացրու ինձ,ուրախացրու ինձ
127,այսօր ինչ օր է,[date : այսօր] ինչ օր է
128,ամսի քանիսն է,ամսի քանիսն է
129,ինձ այսօրվա մասին պատմիր,ինձ [date : այսօրվա] մասին պատմիր
130,պիցցա պատվիրիր,[food_type : պիցցա] պատվիրիր
131,գիրոսից լոշիկ պատվիրի,[business_name : գիրոսից] [food_type : լոշիկ] պատվիրի
132,տանելու պատվեր գրանցիր,[order_type : տանելու] պատվեր գրանցիր
133,երբ է իմ պատվերը հասնելու,երբ է իմ պատվերը հասնելու
134,ինչքան ժամանակից պատրաստ կլինի իմ տանելու սնունդը,ինչքան ժամանակից պատրաստ կլինի իմ [order_type : տանելու սնունդը]
135,տաշիրի առաքման կարգավիճակը,[business_name : տաշիրի] [order_type : առաքման] կարգավիճակը
136,ինչ երաժշտություն է միացած,ինչ երաժշտություն է միացած
137,ասա ինձ երգի անունը,ասա ինձ երգի անունը
138,ինչ երգ է դա,ինչ երգ է դա
139,միացրու իմ ջազային երգացանկը,միացրու իմ [music_genre : ջազային] երգացանկը
140,միացրու իմ ջազի երգացանկը,միացրու իմ [music_genre : ջազի] երգացանկը
141,լսեք իմ սիրած ձայնադարանը,լսեք իմ սիրած ձայնադարանը
142,դա լավ երգ է,դա լավ երգ է
143,դա ինձ դուր չի գալիս,դա ինձ դուր չի գալիս
144,ես հավանում եմ դա,ես հավանում եմ դա
145,ես սիրում եմ ջազ,ես սիրում եմ [music_genre : ջազ]
146,կարող ես մաիցնել ինչ որ ջազ,կարող ես մաիցնել ինչ որ [music_genre : ջազ]
147,ես սիրում եմ լսել ջազ,ես սիրում եմ լսել [music_genre : ջազ]
148,օլի ես ցանկանում եմ ջազ լսել,օլի ես ցանկանում եմ [music_genre : ջազ] լսել
149,այս երգը շատ լավն է,այս երգը շատ լավն է
150,ես հավանում եմ այս երգը,ես հավանում եմ այս երգը
151,խնդրում եմ նորից այն միացրու,խնդրում եմ նորից այն միացրու
152,ձայնը փոխի,ձայնը փոխի
153,միացրու խառը հերթականություն,միացրու [player_setting : խառը հերթականություն]
154,պահպանիր կարգավորումները,պահպանիր կարգավորումները
155,պայծառությունը իջեցնել մինչև հիսուն տոկոս,պայծառությունը իջեցնել [change_amount : մինչև հիսուն տոկոս]
156,թուլացնել պայծառություն,թուլացնել պայծառություն
157,ցածրացնել պայծառություն,ցածրացնել պայծառություն
158,ցածրացնել լույսեր,ցածրացնել լույսեր
159,ցածրացնել պայծառությունը,ցածրացնել պայծառությունը
160,թուլացնել լույսեր,թուլացնել լույսեր
161,olly մգեցրու լույսերը,olly մգեցրու լույսերը
162,ինձ համար մեկ բաժակ սուրճ պատրաստիր,ինձ համար մեկ բաժակ սուրճ պատրաստիր
163,աննա ինձ սուրճ պատրաստիր,աննա ինձ սուրճ պատրաստիր
164,ես սուրճ կարիք ունեմ,ես սուրճ կարիք ունեմ
165,հիմա ես սուրճ կուզենայի,հիմա ես սուրճ կուզենայի
166,ինչպես ես,ինչպես ես
167,հեյ հեյ,հեյ հեյ
168,ուտելիքը տանել լինում է,[order_type : ուտելիքը տանել] լինում է
169,կարող են նրանք իրականացնել առաքում,կարող են նրանք իրականացնել [order_type : առաքում]
170,տուն առաքում են,տուն [order_type : առաքում] են
171,օլլի տուն առաքում են,օլլի տուն [order_type : առաքում են]
172,դիր զարթուցիչ առավոտյան ժամը տասին,դիր զարթուցիչ [time : առավոտյան ժամը տասին]
173,միացրեք զարթուցիչը վաղը առավոտյան ժամը վեցին,միացրեք զարթուցիչը [date : վաղը] [time : առավոտյան ժամը վեցին]
174,արթնանալ հինգշաբթի առավոտյան յոթին,արթնանալ [date : հինգշաբթի] [time : առավոտյան յոթին]
175,պատմիր ինձ տեխնոլոգիայի վերջին նորությունները,պատմիր ինձ [news_topic : տեխնոլոգիայի] վերջին նորությունները
176,պատմիր ինձ տեխնոլոգիայի վերջին նորությունները,պատմիր ինձ [news_topic : տեխնոլոգիայի] վերջին նորությունները
177,ասա ինձ մի քանի բիզնես նորություններ,ասա ինձ մի քանի [news_topic : բիզնես] նորություններ
178,ներկայացրու ինձ միջազգային նորությունները,ներկայացրու ինձ [place_name : միջազգային] նորությունները
179,եղանակն ասա,եղանակն ասա
180,ինչ եղանակ է հիմա,ինչ եղանակ է հիմա
181,անձրև է գալի հիմա,[weather_descriptor : անձրև է գալի] հիմա
182,միացրու իմ ռոք երգացանկը,միացրու իմ [music_genre : ռոք] երգացանկը
183,միացրու իմ michael jackson երգացանկը,միացրու իմ [artist_name : michael jackson] երգացանկը
184,միացրու մայքլ ջեքսոն իմ երգացանկ ից,միացրու [artist_name : մայքլ ջեքսոն] իմ երգացանկ ից
185,միացրու իմ երգացանկը և միացրու երրորդ երգ հերթ,միացրու իմ երգացանկը և միացրու երրորդ երգ հերթ
186,միացրու քամին իմ սիրած երգացանկից,միացրու [song_name : քամին] իմ սիրած երգացանկից
187,ձայնը հանի վերև,ձայնը հանի վերև
188,ձայնը բարձրացրու,ձայնը բարձրացրու
189,ձայնն անջատի,ձայնն անջատի
190,միացնել խցան,միացնել [device_type : խցան]
191,միացնել խցան,միացնել [device_type : խցան]
192,միացնել իմ խցան,միացնել իմ [device_type : խցան]
193,մի քանի կատակ արա,մի քանի կատակ արա
194,ինչ որ կատակ գիտես,ինչ որ կատակ գիտես
195,ժամը քանիսն է,ժամը քանիսն է
196,ասա ժամը,ասա ժամը
197,ժամը քանիսն է,ժամը քանիսն է
198,յասամանը տանելու պատվեր ընդունում է,[food_type : յասամանը] [order_type : տանելու պատվեր] ընդունում է
199,իմ սիրելի պիցցերիան ընդունում է տանելու պատվեր,իմ սիրելի [food_type : պիցցերիան] ընդունում է [order_type : տանելու պատվեր]
200,կարող եմ հայկական ռեստորանից տանելու պատվեր տալ,կարող եմ [food_type : հայկական] ռեստորանից [order_type : տանելու պատվեր] տալ
201,ջնջիր հենց նոր դրած զարթուցիչը,ջնջիր հենց նոր դրած զարթուցիչը
202,հանիր զարթուցիչը,հանիր զարթուցիչը
203,ցույց տվեք իմ դրած ահազանգերը,ցույց տվեք իմ դրած ահազանգերը
204,ունեմ որևէ հիշեցում,ունեմ որևէ հիշեցում
205,ցույց տալ հիշեցումները,ցույց տալ հիշեցումները
206,երևանում ինչպիսի եղանակ է,[place_name : երևանում] ինչպիսի եղանակ է
207,ասա ինձ ինչպիսին է եղանակը երևանում,ասա ինձ ինչպիսին է եղանակը [place_name : երևանում]
209,խնդրում եմ որ լույսերը հարմարեցրեք ընթերցանությանը,խնդրում եմ որ լույսերը հարմարեցրեք [color_type : ընթերցանությանը]
210,խնդրում եմ լույսերը համահունչ դարձրեք դիտելու համար,խնդրում եմ լույսերը [color_type : համահունչ] դարձրեք դիտելու համար
211,դարձնել սենյակ ավելի պայծառ,դարձնել [house_place : սենյակ] ավելի պայծառ
212,և լույսերը սկսվեց,և լույսերը սկսվեց
213,այսօր ամսի քանիսն է,[date : այսօր] ամսի քանիսն է
214,այսօր ինչ օր է,[date : այսօր] ինչ օր է
215,ասա ինձ ամսաթիվը,ասա ինձ ամսաթիվը
216,ինչպիսին է եղանակն այսօր,ինչպիսին է եղանակն [date : այսօր]
217,դրսում անձրևում է,դրսում [weather_descriptor : անձրևում] է
218,դրսում անձրև է օլլի,դրսում [weather_descriptor : անձրև է] օլլի
219,անձրևանոց վերցնեմ վաղը,[weather_descriptor : անձրևանոց] վերցնեմ [date : վաղը]
220,միացրու երգ իմ ռոք ցուցակ,միացրու երգ իմ [playlist_name : ռոք ցուցակ]
221,կանաչ փոխել լույսերը,[color_type : կանաչ] փոխել լույսերը
222,ավելացնել այս երգը իմ սիրելի երգերի ցուցակում,ավելացնել այս երգը իմ սիրելի երգերի ցուցակում
223,ինչ երգ է այս երգը,ինչ երգ է այս երգը
224,աննա անջատել լույսեր,աննա անջատել լույսեր
225,լույսեր անջատել,լույսեր անջատել
226,խնդրում եմ մաքրել հատակ,խնդրում եմ մաքրել [house_place : հատակ]
227,միացնել բրինձ եփող սարք,միացնել [device_type : բրինձ եփող սարք]
228,անջատել բրինձ պատրաստող սարք,անջատել [device_type : բրինձ պատրաստող սարք]
229,las vegas ժամը քանիսն է,[place_name : las vegas] ժամը քանիսն է
230,պեկին ժամը քանիսն է,[place_name : պեկին] ժամը քանիսն է
231,խնդրում եմ կօգնես ինձ սուշի պատվիրել սակուրադայից,խնդրում եմ կօգնես ինձ [food_type : սուշի] պատվիրել [business_name : սակուրադայից]
232,զարթուցիչը դրեք առավոտյան վեցին,զարթուցիչը դրեք [timeofday : առավոտյան] [time : վեցին]
233,զարթուցիչ դիր կեսօրից հետո չորսի համար,զարթուցիչ դիր [timeofday : կեսօրից] հետո [time : չորսի] համար
234,կարեն հիշեցրու ինձ ցերեկը երեքին համերգ գնալու համար,կարեն հիշեցրու ինձ [time : ցերեկը երեքին] [event_name : համերգ] գնալու համար
235,հիշեցրու ինձ ցերեկը ժամը երեքին գնալ համերգի,հիշեցրու ինձ [time : ցերեկը ժամը երեքին] գնալ [event_name : համերգի]
236,առավոտյան թռիչքի համար զարթուցիչ ունեմ,[timeofday : առավոտյան] [event_name : թռիչքի] համար զարթուցիչ ունեմ
237,դիդին զարթուցիչ դրեց առավոտյան արթնանալու համար,դիդին զարթուցիչ դրեց [timeofday : առավոտյան] [alarm_type : արթնանալու] համար
238,կա որևէ ահազանգեր,կա որևէ ահազանգեր
239,անձրևում է դիլիջան,[weather_descriptor : անձրևում է] [place_name : դիլիջան]
240,այսօր անձրև կգա,[date : այսօր] [weather_descriptor : անձրև կգա]
241,ինչ է կատարվում դրսում,ինչ է կատարվում դրսում
242,ինչ է կատարվում ամերիկայում,ինչ է կատարվում [place_name : ամերիկայում]
243,ինչ է կատարվում աշխարհում,ինչ է կատարվում [place_name : աշխարհում]
244,ինչ է կատարվում քեմբրիջում,ինչ է կատարվում [place_name : քեմբրիջում]
245,ցույց տվեք որևէ նորություն բի բի սի-ից,ցույց տվեք որևէ նորություն [media_type : բի բի սի-ից]
246,օլի ինձ որոշ նորություններ ցույց տուր արմնյուզից,օլի ինձ որոշ նորություններ ցույց տուր [media_type : արմնյուզից]
247,միացրեք սի էն էն-ի նորությունները,միացրեք [media_type : սի էն էն-ի] նորությունները
248,օլի հակերնյուս,օլի [media_type : հակերնյուս]
249,ինձ համար մի քիչ ռոք նվագեք,ինձ համար մի քիչ [music_genre : ռոք] նվագեք
250,ես հիմա ջազ եմ ուզում լսել դու ինչ կասես,ես հիմա [music_genre : ջազ] եմ ուզում լսել դու ինչ կասես
251,օլլի հիմա դեթ մետալ,օլլի հիմա դեթ [music_genre : մետալ]
252,ծանր մետալ միացրու հիմա,ծանր [music_genre : մետալ] միացրու հիմա
254,olly միացրու լավ ձայնագրություն իմ սիրելի ջազ նվագողից,olly միացրու լավ ձայնագրություն իմ սիրելի [music_genre : ջազ] նվագողից
255,օլի ինչ երաժշտություն եմ ես սովորաբար սիրում աշխատանքից հետո,օլի ինչ երաժշտություն եմ ես սովորաբար սիրում աշխատանքից հետո
257,օլի միացրու իմ սիրելի դաշնակահար երաժշտություն,օլի միացրու իմ սիրելի [music_genre : դաշնակահար] երաժշտություն
258,քեզ չեմ լսում,քեզ չեմ լսում
259,քո ձայնը շատ բարձր է,քո ձայնը շատ բարձր է
260,քեզ համարյա չեմ լսում olly,քեզ համարյա չեմ լսում olly
261,ես հազիվ եմ լսում քեզ,ես հազիվ եմ լսում քեզ
262,լույսեր կապույտ փոխել,լույսեր [color_type : կապույտ] փոխել
263,արի լույսեր կապույտ դարձնենք,արի լույսեր [color_type : կապույտ] դարձնենք
264,լույսեր պայծառ կապույտ դարձնել,լույսեր [color_type : պայծառ կապույտ] դարձնել
265,օլլի բարի գիշեր անջատել լույսեր,օլլի բարի գիշեր անջատել լույսեր
267,այստեղ ահավոր մութ է,այստեղ ահավոր մութ է
268,լույսեր դարձնել ավելի պայծառ,լույսեր դարձնել ավելի պայծառ
269,արևիկ շատ մութ է ես չեմ կարողանում տեսնել իմ ձեռքերը,արևիկ շատ մութ է ես չեմ կարողանում տեսնել իմ ձեռքերը
270,ժամը քանիսն է,ժամը քանիսն է
271,երևանում ժամը քանիսն է հիմա,[place_name : երևանում] ժամը քանիսն է հիմա
273,ինչ երգ է,ինչ երգ է
274,օլի ինչ երգ է,օլի ինչ երգ է
275,ով է կատարում բոհեմյան ռապսոդին,ով է կատարում [song_name : բոհեմյան ռապսոդին]
276,ով է նորից երգել ծնունդդ շնորհավոր երգը,ով է նորից երգել [song_name : ծնունդդ շնորհավոր] երգը
277,ինչ եղանակ է երևանում,ինչ եղանակ է [place_name : երևանում]
278,ինչպես է եղանակը երևանում,ինչպես է եղանակը [place_name : երևանում]
279,ինչպիսին է այսօրվա եղանակի կանխատեսումը բեռլինի համար,ինչպիսին է [date : այսօրվա] եղանակի կանխատեսումը [place_name : բեռլինի] համար
280,ինչպիսին է այժմ բրեքսիթի բանակցությունների վիճակը,ինչպիսին է այժմ [news_topic : բրեքսիթի բանակցությունների] վիճակը
281,որն է ամն դոլարի փոխարժեքը ֆունտ ստերլինգին,որն է [news_topic : ամն դոլարի փոխարժեքը ֆունտ ստերլինգին]
282,ով է պատրաստվում հաղթել ֆրանսիայի հաջորդ ընտրություններում,ով է պատրաստվում հաղթել [place_name : ֆրանսիայի] հաջորդ [news_topic : ընտրություններում]
283,կիրակի արև ակնկալում ես,[date : կիրակի] [weather_descriptor : արև] ակնկալում ես
284,երեկոյան անձրև գալու է,[timeofday : երեկոյան] [weather_descriptor : անձրև գալու] է
285,վաղը քամոտ է լինելու,[date : վաղը] [weather_descriptor : քամոտ] է լինելու
286,ուժեղացնել խոհանոց լույսեր,ուժեղացնել [house_place : խոհանոց] լույսեր
287,ուժեղացրու բազմոցի կողքի լամպը,ուժեղացրու [device_type : բազմոցի կողքի լամպը]
288,լույսը թուլացրու,լույսը թուլացրու
289,հիմա ժամը քանիսն է երևանում,հիմա ժամը քանիսն է [place_name : երևանում]
290,սկսել փոշեկուլ անել,սկսել [device_type : փոշեկուլ] անել
291,փոշեկուլիր խոհանոց,փոշեկուլիր [house_place : խոհանոց]
292,միացրու փոշեկուլը,միացրու [device_type : փոշեկուլը]
293,ինչ է կատարվում աշխարհում,ինչ է կատարվում [place_name : աշխարհում]
294,պատմիր ինձ լուրերը,պատմիր ինձ լուրերը
295,այսօրվա թերթի վերնագրերն ասա,[date : այսօրվա] [media_type : թերթի] վերնագրերն ասա
296,միացրու արամեի երգացանկը,միացրու [playlist_name : արամեի] երգացանկը
297,խառնել քոլդփլեյ երգերը,[player_setting : խառնել] [artist_name : քոլդփլեյ] երգերը
298,հայկո միացրու,[artist_name : հայկո] միացրու
299,ինչպիսին է եղանակը,ինչպիսին է եղանակը
300,ինչպիսին է եղանակի տեսությունը այսօր,ինչպիսին է եղանակի տեսությունը [date : այսօր]
301,ինչ եղանակ է,ինչ եղանակ է
302,հեյ ինչ ես անում,հեյ ինչ ես անում
