id,utt,annot_utt
74,តើក្រុមកំពុងលេងអ្វីឥឡូវនេះ,តើក្រុមកំពុងលេងអ្វីឥឡូវនេះ
75,តើអ្នកណាជាអ្នកនិពន្ធតន្ត្រីឥឡូវ​នេះ,តើអ្នកណាជាអ្នកនិពន្ធតន្ត្រីឥឡូវ​នេះ
76,តើ នោះ គឺជា​​អាល់ប៊ុម​ចម្រៀងពេល​បច្ចុប្បន្ន,តើ នោះ គឺជា​​អាល់ប៊ុម​ចម្រៀងពេល​បច្ចុប្បន្ន
77,olly ខ្ញុំពិតជា សប្បាយស្ដាប់ បទចម្រៀង នេះ,olly ខ្ញុំពិតជា សប្បាយស្ដាប់ បទចម្រៀង នេះ
78,បទចម្រៀង ដែល អ្នក កំពុងលេងគឺអស្ចារ្យណាស់,បទចម្រៀង ដែល អ្នក កំពុងលេងគឺអស្ចារ្យណាស់
79,នេះគឺជាបទចម្រៀងដ៏ល្អបំផុតមួយសម្រាប់ខ្ញុំ,នេះគឺជាបទចម្រៀងដ៏ល្អបំផុតមួយសម្រាប់ខ្ញុំ
80,កំណត់ ភ្លើង ឲ្យ ភ្លឺ ជាង,កំណត់ ភ្លើង ឲ្យ ភ្លឺ ជាង
81,ធ្វើ ឱ្យ ភ្លើង ភ្លឺជាង,ធ្វើ ឱ្យ ភ្លើង ភ្លឺជាង
82,សូម​ដំឡើង​ភ្លើង​ ឱ្យអស់,សូម​ដំឡើង​ភ្លើង​ [change_amount : ឱ្យអស់]
83,hey ចាប់ផ្ដើម ម៉ាស៊ីនបូមធូលី,hey ចាប់ផ្ដើម [device_type : ម៉ាស៊ីនបូមធូលី]
84,បើក ម៉ាស៊ីនសំអាត,បើក [device_type : ម៉ាស៊ីនសំអាត]
85,ថ្ងៃនេះ,[date : ថ្ងៃនេះ]
86,តើ ថ្ងៃនេះ ជាថ្ងៃណា,តើ [date : ថ្ងៃនេះ] ជាថ្ងៃណា
87,សូមកម្ម៉ង់ ស៊ូស៊ី ខ្លះសម្រាប់ អាហារពេលល្ងាច,សូមកម្ម៉ង់ [food_type : ស៊ូស៊ី] ខ្លះសម្រាប់ [meal_type : អាហារពេលល្ងាច]
88,hey ខ្ញុំចង់ឲ្យអ្នកកម្មង់ ប៊ើហ្គើ សម្រាប់ខ្ញុំ,hey ខ្ញុំចង់ឲ្យអ្នកកម្មង់ [food_type : ប៊ើហ្គើ] សម្រាប់ខ្ញុំ
89,តើអ្នកអាចកម្ម៉ង់ ស៊ូស៊ី សម្រាប់ អាហារពេលល្ងាច នេះបានទេ,តើអ្នកអាចកម្ម៉ង់ [food_type : ស៊ូស៊ី] សម្រាប់ [meal_type : អាហារពេលល្ងាច] នេះបានទេ
90,តើកម្ម៉ង់អ្វីសម្រាប់អាហារពេលល្ងាចរបស់ខ្ញុំ,តើកម្ម៉ង់អ្វីសម្រាប់អាហារពេលល្ងាចរបស់ខ្ញុំ
91,តើខ្ញុំអាច កម្ម៉ង់ខ្ចប់ អាហារពេលយប់ ពី ហាងមាតុភូមិ បានទេ,តើខ្ញុំអាច [order_type : កម្ម៉ង់ខ្ចប់] [meal_type : អាហារពេលយប់] ពី [business_name : ហាងមាតុភូមិ] បានទេ
92,តើ ហាងខយ គាំទ្រ ការកម្មង់ខ្ចប់ ទេ,តើ [business_name : ហាងខយ] គាំទ្រ [order_type : ការកម្មង់ខ្ចប់] ទេ
93,កំណត់ ម៉ោងរោទិ៍ សម្រាប់ ម៉ោងដប់ពីរ,កំណត់ ម៉ោងរោទិ៍ សម្រាប់ [time : ម៉ោងដប់ពីរ]
94,កំណត់ ម៉ោង រោទិ៍ នៅ សែសិប នាទី ចាប់ ពី ឥឡូវ,កំណត់ ម៉ោង រោទិ៍ នៅ [time : សែសិប នាទី ចាប់ ពី ឥឡូវ]
95,កំណត់ ម៉ោង រោទិ៍ រៀង រាល់ សប្ដាហ៍ ម៉ោង ប្រាំ បី,កំណត់ ម៉ោង រោទិ៍ [general_frequency : រៀង រាល់ សប្ដាហ៍] [time : ម៉ោង ប្រាំ បី]
96,មេឃ កំពុង ភ្លៀង ទេ,មេឃ [weather_descriptor : កំពុង ភ្លៀង] ទេ
97,តើ នឹង មាន ភ្លៀង ទេ,តើ នឹង មាន [weather_descriptor : ភ្លៀង] ទេ
98,តើ ឥឡូវ មេឃ កំពុង រលឹម,តើ ឥឡូវ មេឃ [weather_descriptor : កំពុង រលឹម]
99,សប្ដាហ៍,[time : សប្ដាហ៍]
100,ប្រចាំសប្តាហ៍,[time : ប្រចាំសប្តាហ៍]
101,សប្ដាហ៍នេះ,[date : សប្ដាហ៍នេះ]
102,តើ អាកាស ធាតុ សប្ដាហ៍ នេះ យ៉ាង មិច ដែរ,តើ អាកាស ធាតុ [date : សប្ដាហ៍ នេះ] យ៉ាង មិច ដែរ
103,ប្រាប់ ខ្ញុំ អំពី អាកាស ធាតុ សប្ដាហ៍ នេះ,ប្រាប់ ខ្ញុំ អំពី អាកាស ធាតុ [date : សប្ដាហ៍ នេះ]
104,ប្រាប់ខ្ញុំពីព័ត៌មាន ប៉ុស្តិ៍បាយ័ន,ប្រាប់ខ្ញុំពីព័ត៌មាន [media_type : ប៉ុស្តិ៍បាយ័ន]
105,ប៊ីប៊ីស៊ី ព័ត៌មាន,[media_type : ប៊ីប៊ីស៊ី] ព័ត៌មាន
106,ប៉ុស្ដិ៍បាយ័ន,[media_type : ប៉ុស្ដិ៍បាយ័ន]
107,ចាក់បទ ស្អប់អូនដែលធ្វើឱ្យបងយំ,ចាក់បទ [song_name : ស្អប់អូនដែលធ្វើឱ្យបងយំ]
108,បើក ចម្រៀង ដែល ខ្ញុំ ចូលចិត្ត,បើក ចម្រៀង ដែល ខ្ញុំ ចូលចិត្ត
109,ចាក់បទ ស្អប់អូនដែលធ្វើឱ្យបងយំ,ចាក់បទ [song_name : ស្អប់អូនដែលធ្វើឱ្យបងយំ]
110,លេងបទ នីកូ,លេងបទ [artist_name : នីកូ]
111,ដាក់បទ នីកូ ខ្លះ,ដាក់បទ [artist_name : នីកូ] ខ្លះ
112,លេង នីកូ ខ្លះ,លេង [artist_name : នីកូ] ខ្លះ
113,បទ នេះ ម្តងហើយម្ដងទៀត,បទ នេះ [player_setting : ម្តងហើយម្ដងទៀត]
114,រំលង បញ្ជីចាក់ នេះ,[player_setting : រំលង] បញ្ជីចាក់ នេះ
115,សូម បន្ថយ សម្លេង,សូម [change_amount : បន្ថយ] សម្លេង
116,តើកំពុងចាក់បទអ្វី,តើកំពុងចាក់បទអ្វី
117,នេះ តន្រ្តី អ្វី,នេះ តន្រ្តី អ្វី
118,ប្រាប់ខ្ញុំពីអ្នកនិពន្ធបទចម្រៀងនេះ,ប្រាប់ខ្ញុំពីអ្នកនិពន្ធបទចម្រៀងនេះ
119,ធ្វើ​ឱ្យ​ខ្ញុំ​សើច,ធ្វើ​ឱ្យ​ខ្ញុំ​សើច
120,ផល្លី ធ្វើឱ្យខ្ញុំសើច,ផល្លី ធ្វើឱ្យខ្ញុំសើច
121,ប្រាប់ខ្ញុំរឿងកំប្លែង ល្អ,ប្រាប់ខ្ញុំរឿងកំប្លែង [joke_type : ល្អ]
122,ផ្ញើសំណើចទៅផ្លូវរបស់ខ្ញុំ,ផ្ញើសំណើចទៅផ្លូវរបស់ខ្ញុំ
123,ប្រាប់ខ្ញុំពីរឿងកំប្លែងមួយ,ប្រាប់ខ្ញុំពីរឿងកំប្លែងមួយ
124,អូលលីនិយាយរឿងកំប្លែងឱ្យខ្ញុំស្ដាប់,អូលលីនិយាយរឿងកំប្លែងឱ្យខ្ញុំស្ដាប់
125,អាឡិចសា ប្រាប់ខ្ញុំរឿងកំប្លែងមួយ,អាឡិចសា ប្រាប់ខ្ញុំរឿងកំប្លែងមួយ
126,លើកទឹកចិត្តខ្ញុំឡើង,លើកទឹកចិត្តខ្ញុំឡើង
127,ថ្ងៃនេះ,[date : ថ្ងៃនេះ]
128,គឺជាថ្ងៃអ្វី,គឺជាថ្ងៃអ្វី
129,ប្រាប់ខ្ញុំអំពី ថ្ងៃនេះ,ប្រាប់ខ្ញុំអំពី [date : ថ្ងៃនេះ]
130,បញ្ជារទិញ ភីហ្សា,បញ្ជារទិញ [food_type : ភីហ្សា]
131,កម្ម៉ង់ គុយទាវសាច់គោ ពី ចំប៉ីស,កម្ម៉ង់ [food_type : គុយទាវសាច់គោ] ពី [business_name : ចំប៉ីស]
132,កម្ម៉ង់ ខ្ចប់,កម្ម៉ង់ [order_type : ខ្ចប់]
133,តើ ការបញ្ជាទិញ របស់ខ្ញុំមកដល់នៅ,តើ ការបញ្ជាទិញ របស់ខ្ញុំមកដល់នៅ
134,តើពេលណាដែលការ ខ្ចប់ របស់រួចរាល់,តើពេលណាដែលការ [order_type : ខ្ចប់] របស់រួចរាល់
135,តារាង ការដឹក ហាងដូមីណូ,តារាង [order_type : ការដឹក] [business_name : ហាងដូមីណូ]
136,តើអ្វីដែលកំពុងលេង,តើអ្វីដែលកំពុងលេង
137,ប្រាប់ខ្ញុំឈ្មោះបទចម្រៀង,ប្រាប់ខ្ញុំឈ្មោះបទចម្រៀង
138,នោះ ជា បទចម្រៀង មួយ​ណា,នោះ ជា បទចម្រៀង មួយ​ណា
139,លេង បញ្ជី បទ រាំ វង់ របស់ ខ្ញុំ,លេង បញ្ជី បទ [music_genre : រាំ វង់] របស់ ខ្ញុំ
140,បើក បញ្ជី បទ រាំ វង់ របស់ ខ្ញុំ,បើក បញ្ជី បទ [music_genre : រាំ វង់] របស់ ខ្ញុំ
141,លេង បញ្ជីបទចម្រៀង ចំណូលចិត្ត របស់ខ្ញុំ,លេង បញ្ជីបទចម្រៀង ចំណូលចិត្ត របស់ខ្ញុំ
142,នោះ​ជា បទចម្រៀង ​ដ៏​ល្អ,នោះ​ជា បទចម្រៀង ​ដ៏​ល្អ
143,ខ្ញុំមិនចូលចិត្តវាទេ,ខ្ញុំមិនចូលចិត្តវាទេ
144,ខ្ញុំ ចូលចិត្ត វា,ខ្ញុំ ចូលចិត្ត វា
145,ខ្ញុំចូលចិត្ដ ចាស្ស,ខ្ញុំចូលចិត្ដ [music_genre : ចាស្ស]
146,តើអ្នកអាចចាក់ចម្រៀង ចង្វាក់សារ៉ាវ៉ាន់ ខ្លះៗ បានទេ,តើអ្នកអាចចាក់ចម្រៀង [music_genre : ចង្វាក់សារ៉ាវ៉ាន់] ខ្លះៗ បានទេ
147,ខ្ញុំចូលចិត្តស្តាប់ចង្វាក់ jazz,ខ្ញុំចូលចិត្តស្តាប់ចង្វាក់ [music_genre : jazz]
148,olly ខ្ញុំចូលចិត្តស្តាប់ចង្វាក់ jazz,olly ខ្ញុំចូលចិត្តស្តាប់ចង្វាក់ [music_genre : jazz]
149,ចម្រៀង នេះ ពិតជាពិរោះណាស់,ចម្រៀង នេះ ពិតជាពិរោះណាស់
150,ខ្ញុំ ចូលចិត្ត បទចម្រៀង នេះ,ខ្ញុំ ចូលចិត្ត បទចម្រៀង នេះ
151,សូមលេង វា ម្តងទៀត,សូមលេង វា ម្តងទៀត
152,កំណត់ ឧបករណ៍ សម្លែង,កំណត់ ឧបករណ៍ សម្លែង
153,បើក ឆ្លាស់,បើក [player_setting : ឆ្លាស់]
154,រក្សាទុកការកំណត់,រក្សាទុកការកំណត់
155,កំណត់ពន្លឺ ទៅហាសិបភាគរយ,កំណត់ពន្លឺ [change_amount : ទៅហាសិបភាគរយ]
156,បន្ថយ ពន្លឺ បន្តិច,បន្ថយ ពន្លឺ បន្តិច
157,បន្ថយ ពន្លឺ,បន្ថយ ពន្លឺ
158,បន្ថយ ភ្លើង,បន្ថយ ភ្លើង
159,បន្ថយ ពន្លឺ,បន្ថយ ពន្លឺ
160,បិទ ភ្លើង,បិទ ភ្លើង
161,olly បិទ ភ្លើង,olly បិទ ភ្លើង
162,ធ្វើឱ្យខ្ញុំកាហ្វេ,ធ្វើឱ្យខ្ញុំកាហ្វេ
163,olly ឆុងកាហ្វេឲ្យខ្ញុំមួយពែង,olly ឆុងកាហ្វេឲ្យខ្ញុំមួយពែង
164,ខ្ញុំត្រូវការ កាហ្វេ,ខ្ញុំត្រូវការ កាហ្វេ
165,ខ្ញុំចូលចិត្តកាហ្វេខ្លះឥឡូវនេះ,ខ្ញុំចូលចិត្តកាហ្វេខ្លះឥឡូវនេះ
166,តើអ្នក​សុខសប្បាយ​ទេ,តើអ្នក​សុខសប្បាយ​ទេ
167,ហេ ហេ,ហេ ហេ
168,តើអ្នកទទួល ការកម្ម៉ង់ខ្ចប់ ទេ,តើអ្នកទទួល [order_type : ការកម្ម៉ង់ខ្ចប់] ទេ
169,តើពួកគេអាចធ្វើ ការដឹកជញ្ជូន បានទេ,តើពួកគេអាចធ្វើ [order_type : ការដឹកជញ្ជូន] បានទេ
170,តើពួកគេ ដឹកជញ្ជូន ដល់ផ្ទះទេ,តើពួកគេ [order_type : ដឹកជញ្ជូន] ដល់ផ្ទះទេ
171,អូលី តើពួកគេមានសេវា ដឹកជញ្ជូន ដល់ផ្ទះទេ,អូលី តើពួកគេមានសេវា [order_type : ដឹកជញ្ជូន] ដល់ផ្ទះទេ
172,កំណត់ម៉ោងរោទិ៍នៅម៉ោង ដប់ព្រឹក,កំណត់ម៉ោងរោទិ៍នៅម៉ោង [time : ដប់ព្រឹក]
173,កំណត់ ម៉ោង រោទិ៍ ម៉ោង ប្រាំ មួយ ព្រឹក ថ្ងៃ ស្អែក,កំណត់ ម៉ោង រោទិ៍ [time : ម៉ោង ប្រាំ មួយ ព្រឹក] [date : ថ្ងៃ ស្អែក]
174,កំណត់ការ ក្រោក ពីដំណេកនៅ ថ្ងៃព្រហស្បតិ៍ ម៉ោងប្រាំពីរព្រឹក,កំណត់ការ ក្រោក ពីដំណេកនៅ [date : ថ្ងៃព្រហស្បតិ៍] [time : ម៉ោងប្រាំពីរព្រឹក]
175,ប្រាប់ខ្ញុំពីព័ត៌មាន បច្ចេកវិទ្យា ចុងក្រោយ,ប្រាប់ខ្ញុំពីព័ត៌មាន [news_topic : បច្ចេកវិទ្យា] ចុងក្រោយ
176,ប្រាប់ខ្ញុំព័ត៌មាន បច្ចេកវិទ្យា ចុងក្រោយ,ប្រាប់ខ្ញុំព័ត៌មាន [news_topic : បច្ចេកវិទ្យា] ចុងក្រោយ
177,អាជីវកម្ម,[news_topic : អាជីវកម្ម]
178,អន្តរជាតិ,[place_name : អន្តរជាតិ]
179,ប្រាប់ខ្ញុំពីអាកាសធាតុ,ប្រាប់ខ្ញុំពីអាកាសធាតុ
180,ឥឡូវនេះ,ឥឡូវនេះ
181,ឥឡូវ មេឃ កំពុង ភ្លៀង,ឥឡូវ [weather_descriptor : មេឃ កំពុង ភ្លៀង]
182,ចាក់ បទចម្រៀង រ៉ក ពី បញ្ជីបទចម្រៀង របស់ខ្ញុំ,ចាក់ បទចម្រៀង [music_genre : រ៉ក] ពី បញ្ជីបទចម្រៀង របស់ខ្ញុំ
183,បើក បញ្ជីចាក់ នីកូ របស់ខ្ញុំ,បើក បញ្ជីចាក់ [artist_name : នីកូ] របស់ខ្ញុំ
184,លេង នីកូ ពី បញ្ជីចាក់ របស់ខ្ញុំ,លេង [artist_name : នីកូ] ពី បញ្ជីចាក់ របស់ខ្ញុំ
185,បើក ចម្រៀង ជួរ ទីបី របស់ខ្ញុំ,បើក ចម្រៀង ជួរ ទីបី របស់ខ្ញុំ
