id,utt,annot_utt
30,sprząranie jest dobre jest tyle kurzu wyczyść mój dywan,sprząranie jest dobre jest tyle kurzu wyczyść mój [house_place : dywan]
31,odkurzacz w korytarzu,odkurzacz w [house_place : korytarzu]
32,odkurz dywany,odkurz [house_place : dywany]
33,sprawdź kiedy zaczyna się przedstawienie,sprawdź kiedy zaczyna się przedstawienie
34,chcę posłuchać piosenki sanah jeszcze raz,chcę posłuchać piosenki [artist_name : sanah] jeszcze raz
35,chcę grać tą muzykę ponownie,chcę grać tą [media_type : muzykę] ponownie
36,sprawdź czy samochód jest gotów,sprawdź czy samochód jest gotów
37,sprawdż czy mój laptop działa,sprawdż czy mój laptop działa
38,czy jasność mojego ekranu jest niska,czy jasność mojego ekranu jest niska
39,muszę mieć włączone usługi lokalizacyjne czy możesz to sprawdzić,muszę mieć włączone usługi lokalizacyjne czy możesz to sprawdzić
40,sprawdź poziom mojej baterii,sprawdź poziom mojej baterii
41,chcę mieć status jasności mojego ekranu,chcę mieć status jasności mojego ekranu
42,podaj mi status dostępności mojej pamięci,podaj mi status dostępności mojej pamięci
43,nie jestem zmęczony w sumie jestem szczęśliwy,nie jestem zmęczony w sumie jestem szczęśliwy
44,olly nie jestem zmęczony jestem nawet szczęśliwy,olly nie jestem zmęczony jestem nawet szczęśliwy
45,co tam,co tam
46,co słychać olly,co słychać olly
47,która jest godzina w australii,która jest godzina w [place_name : australii]
48,pokaż mi godzinę w moskwie,pokaż mi godzinę w [place_name : moskwie]
49,powiedz mi która jest godzina w strefie greenwich plus pięć,powiedz mi która jest godzina w [time_zone : strefie greenwich plus pięć]
50,olly powiedz mi która godzina jest w strefie g. m. t. plus pięć,olly powiedz mi która godzina jest w strefie [time_zone : g. m. t. plus pięć]
51,wymień mi najwyżej oceniane opcje chińskiego jedzenia z dostawą,wymień mi najwyżej oceniane opcje [food_type : chińskiego] jedzenia z [order_type : dostawą]
52,najwyżej oceniane opcje dostawy chińskiego jedzenie,najwyżej oceniane opcje [order_type : dostawy] [food_type : chińskiego] jedzenie
53,wymień najwyżej oceniane chińskie jedzenie z dostawą,wymień najwyżej oceniane [food_type : chińskie] jedzenie z [order_type : dostawą]
54,najwyżej ocenianie chińskie jedzenie z dostawą,najwyżej ocenianie [food_type : chińskie] jedzenie z [order_type : dostawą]
55,chcę curry na wynos jakieś sugestie,chcę [food_type : curry] na wynos jakieś sugestie
56,chcę jakieś curry na wynos jakieś rekomendacje olly,chcę jakieś [food_type : curry] na wynos jakieś rekomendacje olly
57,znajdź tajskie jedzenie na wynos w pobliżu rynku,znajdź [food_type : tajskie] [order_type : jedzenie na wynos] w pobliżu [place_name : rynku]
58,znajdź mi tajskie jedzenie w dostawie wokół rynku,znajdź mi [food_type : tajskie] [order_type : jedzenie w dostawie] wokół [place_name : rynku]
59,wyłącz mój budzik o siódmej rano,wyłącz mój budzik o [time : siódmej rano]
60,zatrzymaj alarm o siódmej rano,zatrzymaj alarm o [time : siódmej rano]
61,jakie alarmy ustawiłem,jakie alarmy ustawiłem
62,prosze wymień aktywne alarmy,prosze wymień aktywne alarmy
63,pokaż mi moje alarmy,pokaż mi moje alarmy
65,co dzisiaj dzieje się w piłce nożnej,co [date : dzisiaj] dzieje się w [news_topic : piłce nożnej]
66,proszę zagraj yesterday autorstwa beatles,proszę zagraj [song_name : yesterday] autorstwa [artist_name : beatles]
67,chcę usłyszeć barcelona wykonania queen,chcę usłyszeć [song_name : barcelona] wykonania [artist_name : queen]
68,zagraj mi barcelona autorstwa queen,zagraj mi [song_name : barcelona] autorstwa [artist_name : queen]
69,ja lubię rockową muzykę,ja lubię [music_genre : rockową] muzykę
70,moim ulubionym zespołem muzycznym jest queen,moim ulubionym zespołem muzycznym jest [artist_name : queen]
71,lubię piosenki krzysztofa zalewskiego,lubię piosenki [artist_name : krzysztofa zalewskiego]
72,zagraj muzykę z ulubionych,zagraj muzykę z ulubionych
73,proszę zagraj moją ulubioną muzykę,proszę zagraj moją ulubioną muzykę
74,jaki zespół teraz gra,jaki zespół teraz gra
75,kto jest autorem tej muzyki,kto jest autorem tej muzyki
76,co to za album z którego pochodzi ta muzyka,co to za album z którego pochodzi ta muzyka
77,olly ta piosenka naprawdę podoba mi się,olly ta piosenka naprawdę podoba mi się
78,piosenka którą grasz jest niesamowita,piosenka którą grasz jest niesamowita
79,jak dla mnie to jedna z najlepszych piosenek,jak dla mnie to jedna z najlepszych piosenek
80,nastaw wyżej jasność świateł,nastaw wyżej jasność świateł
81,zrób światła jaśniejsze,zrób światła jaśniejsze
82,proszę podkręć światła do maksimum,proszę podkręć światła [change_amount : do maksimum]
83,hej włącz robot sprzątający,hej włącz [device_type : robot sprzątający]
84,włącz robota sprzątającego,włącz [device_type : robota sprzątającego]
85,jaka jest dzisiejsza data,jaka jest [date : dzisiejsza] data
86,który dzisiaj jest,który [date : dzisiaj] jest
87,proszę zamów sushi na kolację,proszę zamów [food_type : sushi] na [meal_type : kolację]
88,cześć chciałbym zamówić burgera,cześć chciałbym zamówić [food_type : burgera]
89,czy mozesz zamówić sushi na dzisiejszą kolację,czy mozesz zamówić [food_type : sushi] na [timeofday : dzisiejszą] [meal_type : kolację]
90,co z moim zamówieniem obiadu,co z moim zamówieniem obiadu
91,czy mogę zamówić obiad na wynos z bombardino,czy mogę zamówić [meal_type : obiad] [order_type : na wynos] z [business_name : bombardino]
92,czy salad story przyjmuje zamówienia do domu,czy [business_name : salad story] przyjmuje [order_type : zamówienia do domu]
93,nastaw alarm na dwunastą,nastaw alarm na [time : dwunastą]
94,nastaw alarm czterdzieści minut od teraz,nastaw alarm [time : czterdzieści minut od teraz]
95,nastaw alarm na ósmą w każdy dzień powszedni,nastaw alarm na [time : ósmą] [general_frequency : w każdy dzień powszedni]
96,czy pada,czy [weather_descriptor : pada]
97,czy będzie padać,czy będzie [weather_descriptor : padać]
98,teraz pada śnieg,teraz [weather_descriptor : pada śnieg]
99,jaka jest pogoda na ten tydzień,jaka jest pogoda [time : na ten tydzień]
100,jaka jest pogoda na ten tydzień,jaka jest pogoda [time : na] ten [time : tydzień]
101,jaka jest pogoda na ten tydzień,jaka jest pogoda [date : na ten tydzień]
102,jaka jest pogoda na ten tydzień,jaka jest pogoda [date : na ten tydzień]
103,podaj mi pogodę na ten tydzień,podaj mi pogodę na [date : ten tydzień]
104,pokaż mi wiadomości z tvn,pokaż mi wiadomości z [media_type : tvn]
105,co nowego w wiadomościach tvn,co nowego w wiadomościach [media_type : tvn]
106,jakie są najnowsze wiadomości tvn,jakie są najnowsze wiadomości [media_type : tvn]
107,graj sen o warszawie,graj [song_name : sen o warszawie]
108,zagraj piosenkę którą ja lubię,zagraj piosenkę którą ja lubię
109,daj cannibal queen,daj [song_name : cannibal queen]
110,odtwórz daft punk,odtwórz [artist_name : daft punk]
111,włącz jakiś coldplay,włącz jakiś [artist_name : coldplay]
112,zagraj jakiegoś davida bowie,zagraj jakiegoś [artist_name : davida bowie]
113,zapętl ten kawałek,[player_setting : zapętl] ten kawałek
114,przetasuj tę playlistę,[player_setting : przetasuj] tę playlistę
115,ustaw głośność na niską,ustaw głośność [change_amount : na niską]
116,co teraz leci,co teraz leci
117,co to za muzyka,co to za muzyka
118,podaj mi wykonawcę tej piosenki,podaj mi wykonawcę tej piosenki
119,rozśmiesz mnie,rozśmiesz mnie
120,olly rozśmiesz mnie,olly rozśmiesz mnie
121,powiedz mi dobry żart,powiedz mi [joke_type : dobry] żart
122,połaskocz mnie,połaskocz mnie
123,opowiedz mi dowcip,opowiedz mi dowcip
124,olly opowiedz dowcip,olly opowiedz dowcip
125,alexo opowiedz dowcip,alexo opowiedz dowcip
126,rozwesej mnie,rozwesej mnie
127,jaki dzisiaj jest dzien,jaki [date : dzisiaj] jest dzien
128,jaka jest data,jaka jest data
129,powiedz mi o dzisiejszym dniu,powiedz mi o [date : dzisiejszym] dniu
130,zamów pizzę,zamów [food_type : pizzę]
131,zamów mi burgera z glovo,zamów mi [food_type : burgera] z [business_name : glovo]
132,zamów na wynos,zamów [order_type : na wynos]
133,kiedy zamówienie dojedzie,kiedy zamówienie dojedzie
134,jak długo mam czekać na dostawę,jak długo mam czekać na [order_type : dostawę]
135,status dostawy z dominium,status [order_type : dostawy] z [business_name : dominium]
136,co to za muzyka,co to za muzyka
137,powiedz mi tytuł tej piosenki,powiedz mi tytuł tej piosenki
138,która to piosenka,która to piosenka
139,odtwórz moją playlistę gatunku jazz,odtwórz moją playlistę gatunku [music_genre : jazz]
140,wystartują moją playlistę jazz,wystartują moją playlistę [music_genre : jazz]
141,otwórz moją ulubioną playlistę,otwórz moją ulubioną playlistę
142,to jest dobra piosenka,to jest dobra piosenka
143,nie lubię tego,nie lubię tego
144,ja lubię to,ja lubię to
145,lubię jazz,lubię [music_genre : jazz]
146,czy możesz zagrać jakiś jazz,czy możesz zagrać jakiś [music_genre : jazz]
147,chcę posłuchać jazzu,chcę posłuchać [music_genre : jazzu]
148,olly chcę posłuchać jazz,olly chcę posłuchać [music_genre : jazz]
149,ta piosenka była bardzo dobra,ta piosenka była bardzo dobra
150,lubię tę piosenkę,lubię tę piosenkę
151,graj to ponownie proszę,graj to ponownie proszę
152,zmien głośność,zmien głośność
153,włącz mieszanie,włącz [player_setting : mieszanie]
154,zachowaj ustawienia,zachowaj ustawienia
155,nastaw moc świateł na pięćdziesiąt procent,nastaw moc świateł na [change_amount : pięćdziesiąt procent]
156,zmniejsz bardziej jasność,zmniejsz bardziej jasność
157,zmniejsz jasność,zmniejsz jasność
158,ściemnij światła,ściemnij światła
159,zmniejsz jasność,zmniejsz jasność
160,przyciemnij światła,przyciemnij światła
161,olly przyciemnij światła,olly przyciemnij światła
162,zrób mi kawę,zrób mi kawę
163,olly zrób mi kawy,olly zrób mi kawy
164,potrzebuję kawy,potrzebuję kawy
165,chciałabym trochę kawy teraz,chciałabym trochę kawy teraz
166,co słychać,co słychać
167,cześć,cześć
168,czy dają jedzenie na wynos,czy dają [order_type : jedzenie na wynos]
169,czy mają dostawę,czy mają [order_type : dostawę]
170,czy dowożą do domu,czy [order_type : dowożą] do domu
171,olly czy dostarczają do domu,olly czy [order_type : dostarczają] do domu
172,ustaw alarm na dziesiątą rano,ustaw alarm na [time : dziesiątą rano]
173,nastaw alarm na jutro na szóstą rano po południu,nastaw alarm na [date : jutro] na [time : szóstą rano] po południu
174,ustaw budzik na czwartek o siódmej rano,ustaw budzik na [date : czwartek] o [time : siódmej rano]
175,pokaż mi najnowsze informacje technologiczne,pokaż mi najnowsze informacje [news_topic : technologiczne]
176,podaj mi najnowsze wiadomości technologiczne,podaj mi najnowsze wiadomości [news_topic : technologiczne]
177,podaj wiadomości ze świata biznesu,podaj wiadomości [news_topic : ze świata biznesu]
178,pokaż mi wiadomości międzynarodowe,pokaż mi wiadomości [place_name : międzynarodowe]
179,powiedz mi pogodą,powiedz mi pogodą
180,jaka jest teraz pogoda,jaka jest teraz pogoda
181,czy teraz pada,czy teraz [weather_descriptor : pada]
182,zagraj moją playlistę rocka,zagraj moją playlistę [music_genre : rocka]
183,włącz moją playlistę michaela jacksona,włącz moją playlistę [artist_name : michaela jacksona]
184,odtwórz utwór michael jackson z mojej playlisty,odtwórz utwór [artist_name : michael jackson] z mojej playlisty
185,włącz moją playlistę i graj trzeci utwór w kolejce,włącz moją playlistę i graj trzeci utwór w kolejce
186,graj ostatni utwór z mojej ulubionej playlisty,graj [song_name : ostatni utwór] z mojej ulubionej playlisty
187,zwieksz głośność,zwieksz głośność
188,zwieksz głośność,zwieksz głośność
189,wycisz głośność,wycisz głośność
190,włącz wtyczkę,włącz [device_type : wtyczkę]
191,włącz wtyczkę,włącz [device_type : wtyczkę]
192,włącz moją wtyczkę,włącz moją [device_type : wtyczkę]
193,opowiedz jakiś dowcip,opowiedz jakiś dowcip
194,czy znasz jakiś dowcip,czy znasz jakiś dowcip
195,która jest godzina,która jest godzina
196,podaj mi godzinę,podaj mi godzinę
197,która jest godzina,która jest godzina
198,czy dominium ma dowozy,czy [food_type : dominium] ma [order_type : dowozy]
199,czy moja ulubiona pizzeria ma dostawy,czy moja ulubiona [food_type : pizzeria] ma [order_type : dostawy]
200,czy mogę zamówić na dowóz z hiszpańskiej restauracji,czy mogę zamówić [order_type : na dowóz] z [food_type : hiszpańskiej] restauracji
201,usuń alarm który ustawiłam,usuń alarm który ustawiłam
202,usuń alarm,usuń alarm
203,pokaż mi alarmy które nastawiłem,pokaż mi alarmy które nastawiłem
204,czy mam jakieś alarmy,czy mam jakieś alarmy
205,pokaż alarmy,pokaż alarmy
206,jaka jest dziś pogoda w wałbrzychu,jaka jest dziś pogoda w [place_name : wałbrzychu]
207,pokaz mi pogodę w warszawie,pokaz mi pogodę w [place_name : warszawie]
209,proszę ustaw światła na odpowiednie do czytania,proszę ustaw światła [color_type : na odpowiednie do czytania]
210,proszę zrób światła na odpowiednie do oglądania,proszę zrób światła [color_type : na odpowiednie do oglądania]
211,zrób jaśniej w pokoju,zrób jaśniej [house_place : w pokoju]
212,i światło się zaczęło,i światło się zaczęło
213,podaj dzisiejszą datę,podaj [date : dzisiejszą] datę
214,jaki jest dzisiaj dzień,jaki jest [date : dzisiaj] dzień
215,powiedz mi datę,powiedz mi datę
216,jaka jest dzisiaj pogoda,jaka jest [date : dzisiaj] pogoda
217,czy na dworzu pada,czy na dworzu [weather_descriptor : pada]
218,czy pada na zewnątrz olly,czy [weather_descriptor : pada] na zewnątrz olly
219,czy mam jutro wziąć parasol,czy mam [date : jutro] wziąć [weather_descriptor : parasol]
220,odtwórz muzykę z mojej playlisty rockowej,odtwórz muzykę z mojej [playlist_name : playlisty rockowej]
221,zmień światła na zielone,zmień światła na [color_type : zielone]
222,dodaj tę piosenkę do listy ulubionych,dodaj tę piosenkę do listy ulubionych
223,co to za piosenka,co to za piosenka
224,olly wyłącz światła,olly wyłącz światła
225,wyłącz światła,wyłącz światła
226,umyj podłogę proszę,umyj [house_place : podłogę] proszę
227,włącz gniazdko urządzenia do gotowania ryżu,włącz [device_type : gniazdko urządzenia do gotowania ryżu]
228,wyłącz gniazdo urządzenia do gotowania ryżu,wyłącz [device_type : gniazdo urządzenia do gotowania ryżu]
229,która jest godzina w las vegas,która jest godzina w [place_name : las vegas]
230,która godzina jest w pekinie,która godzina jest [place_name : w pekinie]
231,czy możesz mi pomóc zamówić sushi z pyszne.pl,czy możesz mi pomóc zamówić [food_type : sushi] z [business_name : pyszne.pl]
232,ustaw alarm na szóstą rano,ustaw alarm na [time : szóstą] [timeofday : rano]
233,staw alarm na czwartą po południu,staw alarm na [time : czwartą] [timeofday : po południu]
234,olly zaalarmuj mnie o piętnastej żeby iść na koncert,olly zaalarmuj mnie o [time : piętnastej] żeby iść na [event_name : koncert]
235,zaalarmuj mnie o piętnastej że mam iść na koncert,zaalarmuj mnie o [time : piętnastej] że mam iść na [event_name : koncert]
236,czy mam ustawiony alarm na poranny lot,czy mam ustawiony alarm na [timeofday : poranny] [event_name : lot]
237,czy ustawiłem budzik na rano,czy ustawiłem budzik na [timeofday : rano]
238,czy są jakieś alarmy,czy są jakieś alarmy
239,czy pada w lublinie,czy [weather_descriptor : pada] w [place_name : lublinie]
240,czy będzie dzisiaj deszcz,czy będzie [date : dzisiaj] [weather_descriptor : deszcz]
241,co się dzieje na zewnątrz,co się dzieje na zewnątrz
242,co się dzieje w ameryce,co się dzieje w [place_name : ameryce]
243,co się dzieje na świecie,co się dzieje na [place_name : świecie]
244,co się dzieje w toruniu,co się dzieje [place_name : w toruniu]
245,pokaż mi informacje z tvn dwadzieścia cztery,pokaż mi informacje z [media_type : tvn dwadzieścia cztery]
246,olly pokaż mi jakieś wiadomości z tvn,olly pokaż mi jakieś wiadomości z [media_type : tvn]
247,odtwórz wiadomości tvn dwadzieścia cztery,odtwórz wiadomości [media_type : tvn dwadzieścia cztery]
248,olly onet,olly [media_type : onet]
249,zagraj jakiś hiphop,zagraj jakiś [music_genre : hiphop]
250,czuję gatunek muzyczny jazz,czuję gatunek muzyczny [music_genre : jazz]
251,olly zagraj death metal,olly zagraj death [music_genre : metal]
252,teraz graj metal,teraz graj [music_genre : metal]
254,olly graj dobry utwór mojego ulubionego jazzowego muzyka,olly graj dobry utwór mojego ulubionego [music_genre : jazzowego] muzyka
255,olly jakiej muzyki zazwyczaj lubię słuchać po pracy,olly jakiej muzyki zazwyczaj lubię słuchać po pracy
257,olly zagraj muzykę mojego ulubionego pianisty,olly zagraj muzykę mojego ulubionego [music_genre : pianisty]
258,nie slysze cie,nie slysze cie
259,jesteś za głośno,jesteś za głośno
260,ledwo cię słyszę olly,ledwo cię słyszę olly
261,ledwo cię słyszę,ledwo cię słyszę
262,przełącz światła na niebieskie,przełącz światła [color_type : na niebieskie]
263,nastawmy niebieskie światła,nastawmy [color_type : niebieskie] światła
264,nastaw światło na świecące niebieskie,nastaw światło [color_type : na świecące niebieskie]
265,olly dobranoc wyłącz światła,olly dobranoc wyłącz światła
267,jest tu strasznie ciemno,jest tu strasznie ciemno
268,zwiększ jasność świateł,zwiększ jasność świateł
269,olly jest za ciemno nie widzę nawet swoich rąk,olly jest za ciemno nie widzę nawet swoich rąk
270,która jest godzina,która jest godzina
271,która jest godzina w tokio,która jest godzina w [place_name : tokio]
273,co za utwór,co za utwór
274,olly co to za piosenka,olly co to za piosenka
275,co piosenkarz miał na myśli nadając tytuł bohemian rhapsody,co piosenkarz miał na myśli nadając tytuł [song_name : bohemian rhapsody]
276,kto przerobił piosenkę ale jazz,kto przerobił piosenkę [song_name : ale jazz]
277,jaka jest pogoda w paryżu,jaka jest pogoda w [place_name : paryżu]
278,jaka jest pogoda w gdyni,jaka jest pogoda w [place_name : gdyni]
279,jaka jest dzisiejsza prognoza dla warszawy,jaka jest [date : dzisiejsza] prognoza dla [place_name : warszawy]
280,jaki jest stan negocjacji brexitowych,jaki jest stan [news_topic : negocjacji brexitowych]
281,jaki jest kurs wymiany dolara do funta,jaki jest [news_topic : kurs wymiany dolara do funta]
282,kto wygra następne wybory we francji,kto wygra następne [news_topic : wybory] we [place_name : francji]
283,czy spodziewasz się słońca w niedzielę,czy spodziewasz się [weather_descriptor : słońca] w [date : niedzielę]
284,czy będzie padać wieczorem,czy będzie [weather_descriptor : padać] [timeofday : wieczorem]
285,czy jutro będzie wietrznie,czy [date : jutro] będzie [weather_descriptor : wietrznie]
286,włącz światła w kuchni,włącz światła w [house_place : kuchni]
287,rozjaśnij lampę obok sofy,rozjaśnij [device_type : lampę obok sofy]
288,rozjaśnij światło,rozjaśnij światło
289,która jest teraz godzina w moskwie,która jest teraz godzina w [place_name : moskwie]
290,włącz odkurzacz,włącz [device_type : odkurzacz]
291,odkurz kuchnię,odkurz [house_place : kuchnię]
292,włącz odkurzacz,włącz [device_type : odkurzacz]
293,co się dzieje na świecie,co się dzieje na [place_name : świecie]
294,podaj mi wiadomości,podaj mi wiadomości
295,podaj mi dzisiejsze nagłówki prasowe,podaj mi [date : dzisiejsze] nagłówki [media_type : prasowe]
296,puść playlistę nirvany,puść [playlist_name : playlistę nirvany]
297,przetasuj piosenki coldplay,[player_setting : przetasuj] piosenki [artist_name : coldplay]
298,zagraj chopina,zagraj [artist_name : chopina]
299,jaka jest pogoda,jaka jest pogoda
300,jaka jest prognoza na dzisiaj,jaka jest prognoza na [date : dzisiaj]
301,jaka jest pogoda,jaka jest pogoda
302,hej co kombinujesz,hej co kombinujesz
303,co słychać,co słychać
304,dzień dobry co słychać,dzień dobry co słychać
305,zamów pizzę z pizza ekspresu,zamów [food_type : pizzę] z [business_name : pizza ekspresu]
306,mam ochotę na sushi możesz mi zamówić lunch,mam ochotę na [food_type : sushi] możesz mi zamówić [meal_type : lunch]
307,alexa chciałbym zjeść sushi czy możesz zamówić mi lunch,alexa chciałbym zjeść [food_type : sushi] czy możesz zamówić mi [meal_type : lunch]
308,zamów kanapkę i zupę na dowóz z ambarasu,zamów [food_type : kanapkę] i [food_type : zupę] [order_type : na dowóz] z [business_name : ambarasu]
309,ile dni zostało w tym roku,ile dni zostało [date : w tym roku]
310,którego dnia jesy sylwester w tym roku,którego dnia jesy sylwester [date : w tym roku]
311,którego dnia jest dzień pamięci w tym roku,którego dnia jest dzień pamięci [date : w tym roku]
312,jest tu za ciemno,jest tu za ciemno
313,zwiększ jasność o dwadzieścia procent,zwiększ jasność [change_amount : o dwadzieścia procent]
314,nastaw światła na moc maksymalną,nastaw światła [change_amount : na moc maksymalną]
315,bądź cicho przez następną godzinę,bądź cicho przez [time : następną godzinę]
316,wycisz,wycisz
317,nie odzywaj sie dzisiaj,nie odzywaj sie [date : dzisiaj]
318,czy będzie jutro padać,czy będzie [date : jutro] [weather_descriptor : padać]
319,podaj mi pogodę w barcelonie dwa dni od teraz,podaj mi pogodę w [place_name : barcelonie] [time : dwa dni od teraz]
320,czy powinnam wziąć jutro parasol,czy powinnam wziąć [date : jutro] [weather_descriptor : parasol]
321,wyłącz mój okug,wyłącz mój [device_type : okug]
322,włącz moją wtyczkę,włącz moją [device_type : wtyczkę]
323,włącz inteligentną ładowarke,włącz [device_type : inteligentną ładowarke]
324,podaj mi wiadomości technologiczne z onetu,podaj mi wiadomości [news_topic : technologiczne] z [media_type : onetu]
325,szczęśliwy,szczęśliwy
326,wieczorem,[timeofday : wieczorem]
327,niedziela,[date : niedziela]
329,siedem lat,[song_name : siedem lat]
330,ciszej,ciszej
331,ciszej,ciszej
332,cisza,cisza
333,jaka jest pogoda w bydgoszczy,jaka jest pogoda w [place_name : bydgoszczy]
334,proszę pogodę w gnieźnie,proszę pogodę w [place_name : gnieźnie]
335,chcę wiedzieć jaka jest pogoda w kołobrzegu,chcę wiedzieć jaka jest pogoda w [place_name : kołobrzegu]
336,czy w łódzkim pada śnieg,czy w [place_name : łódzkim] [weather_descriptor : pada śnieg]
339,potrzebuję teraz kawy,potrzebuję teraz kawy
340,pomogłem dzisiaj biednemu potrzebującemu olly,pomogłem [date : dzisiaj] biednemu potrzebującemu olly
341,włącz ekspres do kawy,włącz [device_type : ekspres do kawy]
342,przygotuj filiżankę kawy teraz,przygotuj filiżankę kawy teraz
343,jaka będzie jutro pogoda,jaka będzie [date : jutro] pogoda
344,czy jutro będzie deszczowo,czy [date : jutro] będzie [weather_descriptor : deszczowo]
345,jaka temperatura będzie jutro,jaka [weather_descriptor : temperatura] będzie [date : jutro]
346,jaka jest jutrzejsza prognoza pogody,jaka jest [date : jutrzejsza] prognoza pogody
347,jaka jest jutrzejsza prognoza pogody,jaka jest [date : jutrzejsza] prognoza pogody
348,czy będzie jutro padać,czy będzie [date : jutro] [weather_descriptor : padać]
349,czy jutro będzie śnieg,czy [date : jutro] będzie [weather_descriptor : śnieg]
350,dowiedz się czy ta restauracja realizuje zamówienia na dowóz,dowiedz się czy ta [business_type : restauracja] realizuje zamówienia [order_type : na dowóz]
351,sprawdź czy można wziąć na wynos z tej restauracji,sprawdź czy można wziąć [order_type : na wynos] z tej [business_type : restauracji]
352,czy w restauracji jest menu na wynos,czy w [business_type : restauracji] jest menu [order_type : na wynos]
353,jaki dzień jest dwudziestego drugiego marca,jaki dzień jest [date : dwudziestego drugiego marca]
354,którego wypada dwudziesty dziewiąty marzec,którego wypada [date : dwudziesty dziewiąty marzec]
355,który dzień tygodnia jest pierwszego kwietnia,który dzień tygodnia jest [date : pierwszego kwietnia]
356,o której jest mój następny alarm,o której jest mój następny alarm
357,proszę pokaż mi moje alarmy,proszę pokaż mi moje alarmy
358,na którą godzinę dzisiaj jest nastawiony mój alarm,na którą godzinę [date : dzisiaj] jest nastawiony mój alarm
359,czy możesz mi podać godzinę,czy możesz mi podać godzinę
360,która jest teraz godzina,która jest teraz godzina
361,graj utwór ósmy z google play music,graj [song_name : utwór ósmy] z [playlist_name : google play] music
362,włącz drugą piosenkę z męskiego grania,włącz drugą piosenkę z [artist_name : męskiego grania]
363,włącz losową piosenkę z mojej playlisty,włącz losową piosenkę z mojej playlisty
364,jaka jest aktualna data,jaka jest aktualna data
365,czy dzisiaj jest poniedziałek,czy [date : dzisiaj jest poniedziałek]
366,prosze powiedz mi jakie są ostatnie wiadomości,prosze powiedz mi jakie są ostatnie wiadomości
367,jakie są nowe wiadomości,jakie są nowe wiadomości
368,jaka jest pogoda we wrocławiu,jaka jest pogoda we [place_name : wrocławiu]
369,wyłącz światła,wyłącz światła
370,chcę wyłączyć światła możesz do dla mnie zrobić,chcę wyłączyć światła możesz do dla mnie zrobić
374,powiedz mi czy to o pogodzie jest prawda,powiedz mi czy to o pogodzie jest prawda
375,jest teraz słonecznie w jastarni,jest teraz [weather_descriptor : słonecznie] w [place_name : jastarni]
376,sprawdż aplikację pogodową czy,sprawdż aplikację pogodową czy
377,można zapisać tę muzykę na mojej playliście,można zapisać tę muzykę na mojej playliście
378,co powiesz żeby zapisać tą muzykę,co powiesz żeby zapisać tą muzykę
379,chcę zapisać muzykę czy możesz to zrobić dla mnie,chcę zapisać muzykę czy możesz to zrobić dla mnie
380,proszę graj ale jazz sanah,proszę graj [song_name : ale jazz] [artist_name : sanah]
381,proszę otwórz moją aplikację muzyczną i zagraj games autorstwa disturbed,proszę otwórz moją aplikację muzyczną i zagraj [song_name : games] autorstwa [artist_name : disturbed]
382,proszę graj piosenkę ale jazz autrostwa sanah,proszę graj piosenkę [song_name : ale jazz] autrostwa [artist_name : sanah]
383,wyłącz światła garażowe,wyłącz światła [house_place : garażowe]
384,sprawdź najnowsze wiadomości times of india,sprawdź najnowsze wiadomości [media_type : times of india]
385,jakie są sensacje w gazecie wyborczej,jakie są sensacje w [media_type : gazecie wyborczej]
386,jakieś informacje w śmierciach w fakcie,jakieś informacje w [news_topic : śmierciach] w [media_type : fakcie]
