id,utt,annot_utt
10,ದಯವಿಟ್ಟು ಓದಲು ಸೂಕ್ತವಾದ ಲೈಟಿಂಗ್ ಹೊಂದಿಸಿ,ದಯವಿಟ್ಟು [color_type : ಓದಲು ಸೂಕ್ತವಾದ] ಲೈಟಿಂಗ್ ಹೊಂದಿಸಿ
11,ದಯವಿಟ್ಟು ಲೈಟ್ಸ್ ಗಳನ್ನು ಟರ್ನ್ ಆಫ್ ಮಾಡಿ,ದಯವಿಟ್ಟು ಲೈಟ್ಸ್ ಗಳನ್ನು ಟರ್ನ್ ಆಫ್ ಮಾಡಿ
12,ನಿದ್ರೆ ಸಮಯ,ನಿದ್ರೆ ಸಮಯ
13,olly ಮಲಗುವ ಸಮಯ,olly ಮಲಗುವ ಸಮಯ
14,ಮತ್ತು ಕತ್ತಲೆ ಬಿದ್ದಿದೆ,ಮತ್ತು ಕತ್ತಲೆ ಬಿದ್ದಿದೆ
15,ಬಾತ್ರೂಮ್ನಲ್ಲಿ ಬೆಳಕನ್ನು ಟರ್ನ್ ಆಫ್ ಮಾಡಿ,[house_place : ಬಾತ್ರೂಮ್ನಲ್ಲಿ] ಬೆಳಕನ್ನು ಟರ್ನ್ ಆಫ್ ಮಾಡಿ
16,ಸಭಾಂಗಣದಲ್ಲಿ ಲೈಟ್ಸ್ ಮಂದಗೊಳಿಸಿ,[house_place : ಸಭಾಂಗಣದಲ್ಲಿ] ಲೈಟ್ಸ್ ಮಂದಗೊಳಿಸಿ
17,ಸಭಾಂಗಣದಲ್ಲಿ ದೀಪಗಳನ್ನು ಮಂದಗೊಳಿಸಿ,[house_place : ಸಭಾಂಗಣದಲ್ಲಿ] ದೀಪಗಳನ್ನು ಮಂದಗೊಳಿಸಿ
18,ಬೆಡ್ರೂಮ್ ಲೈಟ್ಸ್ ಗಳನ್ನು ಟರ್ನ್ ಆಫ್ ಮಾಡಿ,[house_place : ಬೆಡ್ರೂಮ್] ಲೈಟ್ಸ್ ಗಳನ್ನು ಟರ್ನ್ ಆಫ್ ಮಾಡಿ
19,olly ಬೆಡ್ರೂಮ್ ಲೈಟ್ಸ್ ಟರ್ನ್ ಆಫ್ ಮಾಡಿ,olly [house_place : ಬೆಡ್ರೂಮ್] ಲೈಟ್ಸ್ ಟರ್ನ್ ಆಫ್ ಮಾಡಿ
20,ದೀಪಗಳನ್ನು ಇಪ್ಪತ್ತು ಪ್ರತಿಶತಕ್ಕೆ ಹೊಂದಿಸಿ,ದೀಪಗಳನ್ನು [change_amount : ಇಪ್ಪತ್ತು ಪ್ರತಿಶತಕ್ಕೆ] ಹೊಂದಿಸಿ
21,olly ಸೆಟ್ ದೀಪಗಳು ಇಪ್ಪತ್ತು ಶೇಕಡಾ,olly [change_amount : ಸೆಟ್ ದೀಪಗಳು ಇಪ್ಪತ್ತು ಶೇಕಡಾ]
22,ಕಿಚನ್ ಲೈಟ್ಸ್ ಮಂದ ಗೊಳಿಸಿ ಒಲ್ಲಿ,[house_place : ಕಿಚನ್] ಲೈಟ್ಸ್ ಮಂದ ಗೊಳಿಸಿ ಒಲ್ಲಿ
23,ಅಡುಗೆಮನೆಯಲ್ಲಿ ಲೈಟ್ಸ್ ಮಂದಗೊಳಿಸಿ,[house_place : ಅಡುಗೆಮನೆಯಲ್ಲಿ] ಲೈಟ್ಸ್ ಮಂದಗೊಳಿಸಿ
24,ರೂಮ್ ಗಾಢವಾಗಿಸಿ,[house_place : ರೂಮ್] ಗಾಢವಾಗಿಸಿ
25,ಓಲಿ ಫ್ಲಾಟ್ ಅನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ,ಓಲಿ [house_place : ಫ್ಲಾಟ್] ಅನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ
26,ಫ್ಲಾಟ್ ಅನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ,[house_place : ಫ್ಲಾಟ್] ಅನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ
27,ಇಲ್ಲಿ ಕೊಳಕಾಗಿದೆ ಸ್ವಲ್ಪ ಶಬ್ದ ಮಾಡಿ,ಇಲ್ಲಿ ಕೊಳಕಾಗಿದೆ ಸ್ವಲ್ಪ ಶಬ್ದ ಮಾಡಿ
28,ಮನೆಯನ್ನು ನಿರ್ವಾತಗೊಳಿಸಿ,[house_place : ಮನೆಯನ್ನು] ನಿರ್ವಾತಗೊಳಿಸಿ
29,ಮನೆ ಯನ್ನು olly ನಿರ್ವಾತಗೊಳಿಸಿ,[house_place : ಮನೆ] ಯನ್ನು olly ನಿರ್ವಾತಗೊಳಿಸಿ
30,ಶುಚಿಗೊಳಿಸುವುದು ಒಳ್ಳೆಯದು ಧೂಳು ತುಂಬಾ ಕೆಟ್ಟದು ಈಗ ನಿಮ್ಮ ಮ್ಯಾಜಿಕ್ ಮಾಡಿ ನನ್ನ ಕಾರ್ಪೆಟ್ ಅನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ,ಶುಚಿಗೊಳಿಸುವುದು ಒಳ್ಳೆಯದು ಧೂಳು ತುಂಬಾ ಕೆಟ್ಟದು ಈಗ ನಿಮ್ಮ ಮ್ಯಾಜಿಕ್ ಮಾಡಿ ನನ್ನ [house_place : ಕಾರ್ಪೆಟ್] ಅನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ
31,ಹಜಾರವನ್ನು ಹೂವರ್ ಮಾಡಿ,ಹಜಾರವನ್ನು [house_place : ಹೂವರ್] ಮಾಡಿ
32,ಸುತ್ತಲೂ ಕಾರ್ಪೆಟ್ಸ್ ಹೂವರ್ ಮಾಡಿ,ಸುತ್ತಲೂ [house_place : ಕಾರ್ಪೆಟ್ಸ್] ಹೂವರ್ ಮಾಡಿ
33,ಪ್ರದರ್ಶನ ಯಾವಾಗ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ ಎಂಬುದನ್ನು ಪರಿಶೀಲಿಸಿ,ಪ್ರದರ್ಶನ ಯಾವಾಗ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ ಎಂಬುದನ್ನು ಪರಿಶೀಲಿಸಿ
34,ನಾನು ಅರಿಜಿತ್ ಸಿಂಗ್ ಹಾಡನ್ನು ಮತ್ತೊಮ್ಮೆ ಕೇಳಲು ಬಯಸುತ್ತೇನೆ,ನಾನು [artist_name : ಅರಿಜಿತ್ ಸಿಂಗ್] ಹಾಡನ್ನು ಮತ್ತೊಮ್ಮೆ ಕೇಳಲು ಬಯಸುತ್ತೇನೆ
35,ನಾನು ಆ ಸಂಗೀತವನ್ನು ಮತ್ತೊಮ್ಮೆ ಪ್ಲೇ ಮಾಡಲು ಬಯಸುತ್ತೇನೆ,ನಾನು ಆ [media_type : ಸಂಗೀತವನ್ನು] ಮತ್ತೊಮ್ಮೆ ಪ್ಲೇ ಮಾಡಲು ಬಯಸುತ್ತೇನೆ
36,ನನ್ನ ಕಾರು ಸಿದ್ಧವಾಗಿದೆಯೇ ಎಂದು ಪರಿಶೀಲಿಸಿ,ನನ್ನ ಕಾರು ಸಿದ್ಧವಾಗಿದೆಯೇ ಎಂದು ಪರಿಶೀಲಿಸಿ
37,ನನ್ನ ಲ್ಯಾಪ್‌ಟಾಪ್ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿದೆಯೇ ಎಂದು ಪರಿಶೀಲಿಸಿ,ನನ್ನ ಲ್ಯಾಪ್‌ಟಾಪ್ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿದೆಯೇ ಎಂದು ಪರಿಶೀಲಿಸಿ
38,ನನ್ನ ಸ್ಕ್ರೀನ್ ಬ್ರಿಗ್ಟ್ನೆಸ್ ಹೊಳಪು ಕಡಿಮೆಯಾಗಿದೆ,ನನ್ನ ಸ್ಕ್ರೀನ್ ಬ್ರಿಗ್ಟ್ನೆಸ್ ಹೊಳಪು ಕಡಿಮೆಯಾಗಿದೆ
39,ನಾನು ಸ್ಥಳ ಸೇವೆಗಳನ್ನು ಹೊಂದಿರಬೇಕು ನೀವು ಪರಿಶೀಲಿಸಬಹುದೇ,ನಾನು ಸ್ಥಳ ಸೇವೆಗಳನ್ನು ಹೊಂದಿರಬೇಕು ನೀವು ಪರಿಶೀಲಿಸಬಹುದೇ
40,ನನ್ನ ಸ್ಟೇಟಸ್ ಪವರ್ ಸ್ಥಿತಿಯನ್ನು ಪರಿಶೀಲಿಸಿ,ನನ್ನ ಸ್ಟೇಟಸ್ ಪವರ್ ಸ್ಥಿತಿಯನ್ನು ಪರಿಶೀಲಿಸಿ
41,ನನ್ನ ಪರದೆಯ ಹೊಳಪಿನ ಸ್ಥಿತಿಯನ್ನು ನಾನು ಬಯಸುತ್ತೇನೆ,ನನ್ನ ಪರದೆಯ ಹೊಳಪಿನ ಸ್ಥಿತಿಯನ್ನು ನಾನು ಬಯಸುತ್ತೇನೆ
42,ನನ್ನ ಲಭ್ಯವಿರುವ ಮೆಮೊರಿಯ ಸ್ಥಿತಿಯನ್ನು ನನಗೆ ನೀಡಿ,ನನ್ನ ಲಭ್ಯವಿರುವ ಮೆಮೊರಿಯ ಸ್ಥಿತಿಯನ್ನು ನನಗೆ ನೀಡಿ
43,ನಾನು ದಣಿದಿಲ್ಲ ನಾನು ನಿಜವಾಗಿಯೂ ಸಂತೋಷವಾಗಿದ್ದೇನೆ,ನಾನು ದಣಿದಿಲ್ಲ ನಾನು ನಿಜವಾಗಿಯೂ ಸಂತೋಷವಾಗಿದ್ದೇನೆ
44,ಓಲಿ ನಾನು ದಣಿದಿಲ್ಲ ನಾನು ನಿಜವಾಗಿಯೂ ಸಂತೋಷವಾಗಿದ್ದೇನೆ,ಓಲಿ ನಾನು ದಣಿದಿಲ್ಲ ನಾನು ನಿಜವಾಗಿಯೂ ಸಂತೋಷವಾಗಿದ್ದೇನೆ
45,ಎನ್ ಸಮಾಚಾರ,ಎನ್ ಸಮಾಚಾರ
46,ಏನಾಗಿದೆ ಒಲಿ,ಏನಾಗಿದೆ ಒಲಿ
47,ಆಸ್ಟ್ರೇಲಿಯಾದಲ್ಲಿ ಸಮಯ ಎಷ್ಟು,[place_name : ಆಸ್ಟ್ರೇಲಿಯಾದಲ್ಲಿ] ಸಮಯ ಎಷ್ಟು
48,ದೊಡ್ಡಬಳಾಪುರ ಸಮಯ ಹೇಳಿ,[place_name : ದೊಡ್ಡಬಳಾಪುರ] ಸಮಯ ಹೇಳಿ
49,ಜಿ. ಮೀ. ಟಿ. ಜೊತೆಗೆ ಐದು ಹೇಳಿ. ಮೀ. ಟಿ. ಜೊತೆಗೆ ಐದು,[time_zone : ಜಿ. ಮೀ. ಟಿ. ಜೊತೆಗೆ ಐದು] ಹೇಳಿ. ಮೀ. ಟಿ. ಜೊತೆಗೆ ಐದು
50,olly ನನಗೆ ನಲ್ಲಿ ಸಮಯವನ್ನು ಹೇಳು ಜೊತೆಗೆ ಐದು ಜೊತೆಗೆ ಐದು,olly ನನಗೆ ನಲ್ಲಿ ಸಮಯವನ್ನು ಹೇಳು [time_zone : ಜೊತೆಗೆ ಐದು] ಜೊತೆಗೆ ಐದು
51,ಚೈನೀಸ್ ಫುಡ್‌ಗಾಗಿ ಹೆಚ್ಚು ರೇಟ್ ಮಾಡಲಾದ ವಿತರಣಾ ಆಯ್ಕೆಗಳನ್ನು olly ಪಟ್ಟಿಮಾಡಿದೆ,[food_type : ಚೈನೀಸ್] ಫುಡ್‌ಗಾಗಿ ಹೆಚ್ಚು ರೇಟ್ ಮಾಡಲಾದ [order_type : ವಿತರಣಾ] ಆಯ್ಕೆಗಳನ್ನು olly ಪಟ್ಟಿಮಾಡಿದೆ
52,ಮಸಲ್ ಅಕ್ಕಿ ರೋಟಿ ಆಹಾರಕ್ಕಾಗಿ ಹೆಚ್ಚು ದರದ ವಿತರಣಾ ಆಯ್ಕೆಗಳು,[food_type : ಮಸಲ್ ಅಕ್ಕಿ ರೋಟಿ] ಆಹಾರಕ್ಕಾಗಿ ಹೆಚ್ಚು ದರದ [order_type : ವಿತರಣಾ] ಆಯ್ಕೆಗಳು
53,ಚೀನೀ ಆಹಾರಕ್ಕಾಗಿ ಹೆಚ್ಚು ದರದ ವಿತರಣಾ ಆಯ್ಕೆಗಳನ್ನು ಪಟ್ಟಿ ಮಾಡಿ,[food_type : ಚೀನೀ] ಆಹಾರಕ್ಕಾಗಿ ಹೆಚ್ಚು ದರದ [order_type : ವಿತರಣಾ] ಆಯ್ಕೆಗಳನ್ನು ಪಟ್ಟಿ ಮಾಡಿ
54,ಇಂಡಿಯಾ ಆಹಾರಕ್ಕಾಗಿ ಒಲಿ ಹೆಚ್ಚು ದರದ ವಿತರಣಾ ಆಯ್ಕೆಗಳು,[food_type : ಇಂಡಿಯಾ] ಆಹಾರಕ್ಕಾಗಿ ಒಲಿ ಹೆಚ್ಚು ದರದ [order_type : ವಿತರಣಾ] ಆಯ್ಕೆಗಳು
55,ಯಾವುದೇ ಶಿಫಾರಸು ಗಳನ್ನು ಪಡೆಯಲು ನಾನು ಕೆಲವು ಮೇಲೋಗರವನ್ನು ಬಯಸುತ್ತೇನೆ,ಯಾವುದೇ [food_type : ಶಿಫಾರಸು] ಗಳನ್ನು ಪಡೆಯಲು ನಾನು ಕೆಲವು ಮೇಲೋಗರವನ್ನು ಬಯಸುತ್ತೇನೆ
56,ನಾನು ಯಾವುದೇ ಶಿಫಾರಸುಗಳನ್ನು ಹೋಗಬೇಕೆಂದು ನಾನು ಕೆಲವು ಮೇಲೋಗರವನ್ನು ಬಯಸುತ್ತೇನೆ,ನಾನು ಯಾವುದೇ ಶಿಫಾರಸುಗಳನ್ನು ಹೋಗಬೇಕೆಂದು ನಾನು ಕೆಲವು ಮೇಲೋಗರವನ್ನು ಬಯಸುತ್ತೇನೆ
57,ಗ್ರಾಸ್ಮಾರ್ಕೆಟ್ ಸುತ್ತಲೂ ನನ್ನ ಭಾರತೀಯ ಟೇಕ್ಅವೇಗಳನ್ನು ಹುಡುಕಿ,[place_name : ಗ್ರಾಸ್ಮಾರ್ಕೆಟ್] ಸುತ್ತಲೂ ನನ್ನ [food_type : ಭಾರತೀಯ] [order_type : ಟೇಕ್ಅವೇಗಳನ್ನು] ಹುಡುಕಿ
58,ಹುಲ್ಲಿನ ಮಾರುಕಟ್ಟೆ ನನ್ನ ಥಾಯ್ ಟೇಕ್‌ಅವೇಗಳನ್ನು ಹುಡುಕಿ,[place_name : ಹುಲ್ಲಿನ ಮಾರುಕಟ್ಟೆ] ನನ್ನ [food_type : ಥಾಯ್] [order_type : ಟೇಕ್‌ಅವೇಗಳನ್ನು] ಹುಡುಕಿ
59,ನನ್ನ ಮುಂಜಾನೆ ಏಳು ಗಂಟೆಗೆ ಮುಂಜಾನೆ ಅಲಾರಂ ಅನ್ನು ರದ್ದುಮಾಡಿ,ನನ್ನ [time : ಮುಂಜಾನೆ ಏಳು ಗಂಟೆಗೆ] ಮುಂಜಾನೆ ಅಲಾರಂ ಅನ್ನು ರದ್ದುಮಾಡಿ
60,ಮುಂಜಾನೆ ಏಳು ಅಲಾರಾಂ ನಿಲ್ಲಿಸಿ,[time : ಮುಂಜಾನೆ ಏಳು] ಅಲಾರಾಂ ನಿಲ್ಲಿಸಿ
61,ನನ್ನ ಯಾವ ಅಲಾರಾಂಗಳನ್ನು ಹೊಂದಿಸಿದ್ದೇನೆ,ನನ್ನ ಯಾವ ಅಲಾರಾಂಗಳನ್ನು ಹೊಂದಿಸಿದ್ದೇನೆ
62,ದಯವಿಟ್ಟು ಸಕ್ರಿಯ ಅಲಾರಾಂಗಳು ಪಟ್ಟಿ ಮಾಡಿ,ದಯವಿಟ್ಟು ಸಕ್ರಿಯ ಅಲಾರಾಂಗಳು ಪಟ್ಟಿ ಮಾಡಿ
63,ನನ್ನ ಅಲಾರಂಗಳ ಬಗ್ಗೆ ಹೇಳಿ,ನನ್ನ ಅಲಾರಂಗಳ ಬಗ್ಗೆ ಹೇಳಿ
65,ಇಂದು ಫುಟ್‌ಬಾಲ್‌ನಲ್ಲಿ ಏನಾಗುತ್ತಿದೆ,[date : ಇಂದು] [news_topic : ಫುಟ್‌ಬಾಲ್‌ನಲ್ಲಿ] ಏನಾಗುತ್ತಿದೆ
66,ದಯವಿಟ್ಟು ನಿನ್ನೆ ಬೀಲ್ಸ್‌ನಿಂದ ಆಟವಾಡಿ,ದಯವಿಟ್ಟು [song_name : ನಿನ್ನೆ] [artist_name : ಬೀಲ್ಸ್‌ನಿಂದ] ಆಟವಾಡಿ
67,ನಾನು ಮಾಡಿದ ಪ್ರೀತಿ ಮರತಾಳೊ ಮಲ್ಲು ಹುಣಸಗಿ ಕೇಳಲು ಬಯಸುತ್ತೇನೆ,ನಾನು [artist_name : ಮಾಡಿದ ಪ್ರೀತಿ ಮರತಾಳೊ] [song_name : ಮಲ್ಲು ಹುಣಸಗಿ] ಕೇಳಲು ಬಯಸುತ್ತೇನೆ
68,ಶ್ರೇಯ ಘೋಶಾಲ್ ಗಗನವೇ ಬಾಗಿ ಅಂತ ಆಡು,[artist_name : ಶ್ರೇಯ ಘೋಶಾಲ್] [song_name : ಗಗನವೇ ಬಾಗಿ] ಅಂತ ಆಡು
69,ನಾನು ರಾಕ್ ಸಂಗೀತವನ್ನು ಇಷ್ಟಪಡುತ್ತೇನೆ,ನಾನು [music_genre : ರಾಕ್] ಸಂಗೀತವನ್ನು ಇಷ್ಟಪಡುತ್ತೇನೆ
70,ನನ್ನ ನಾವ್ ಮನೆಗ್ ಹೋಗೋದಿಲ್ಲ ಸಂಗೀತ ಸಂಜಿತ್ ಹೆಗ್ಡೆ ಶ್ರೀನಿವಾಸ್,ನನ್ನ ನಾವ್ ಮನೆಗ್ ಹೋಗೋದಿಲ್ಲ ಸಂಗೀತ ಸಂಜಿತ್ ಹೆಗ್ಡೆ [artist_name : ಶ್ರೀನಿವಾಸ್]
71,ನನಗೆ ರಾಜೇಶ್ ಕೃಷ್ಣ ಹಾಡುಗಳು ಇಷ್ಟ,ನನಗೆ [artist_name : ರಾಜೇಶ್ ಕೃಷ್ಣ] ಹಾಡುಗಳು ಇಷ್ಟ
72,ಮೆಚ್ಚಿನವುಗಳಿಂದ ಸಂಗೀತವನ್ನು ನುಡಿಸಲು ಪ್ರಾರಂಭಿಸಿ,ಮೆಚ್ಚಿನವುಗಳಿಂದ ಸಂಗೀತವನ್ನು ನುಡಿಸಲು ಪ್ರಾರಂಭಿಸಿ
73,ದಯವಿಟ್ಟು ನನ್ನ ಬೆಸ್ಟ್ ಮ್ಯೂಸಿಕ್ ವನ್ನು ಪ್ಲೇ ಮಾಡಿ,ದಯವಿಟ್ಟು ನನ್ನ ಬೆಸ್ಟ್ ಮ್ಯೂಸಿಕ್ ವನ್ನು ಪ್ಲೇ ಮಾಡಿ
74,ಬ್ಯಾಂಡ್ ಈಗ ಏನು ನುಡಿಸುತ್ತಿದೆ,ಬ್ಯಾಂಡ್ ಈಗ ಏನು ನುಡಿಸುತ್ತಿದೆ
75,ಪ್ರಸ್ತುತ ಸಂಗೀತದ ಲೇಖಕರು,ಪ್ರಸ್ತುತ ಸಂಗೀತದ ಲೇಖಕರು
76,ಆಲ್ಬಮ್ ಪ್ರಸ್ತುತ ಸಂಗೀತ ಯಾವುದು,ಆಲ್ಬಮ್ ಪ್ರಸ್ತುತ ಸಂಗೀತ ಯಾವುದು
77,olly ನಾನು ಈ ಹಾಡನ್ನು ನಿಜವಾಗಿಯೂ ಆನಂದಿಸುತ್ತಿದ್ದೇನೆ,olly ನಾನು ಈ ಹಾಡನ್ನು ನಿಜವಾಗಿಯೂ ಆನಂದಿಸುತ್ತಿದ್ದೇನೆ
78,ನೀವು ನುಡಿಸುತ್ತಿರುವ ಹಾಡು ಅದ್ಭುತವಾಗಿದೆ,ನೀವು ನುಡಿಸುತ್ತಿರುವ ಹಾಡು ಅದ್ಭುತವಾಗಿದೆ
79,ಇದು ನನಗೆ ಅತ್ಯುತ್ತಮ ಹಾಡುಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ,ಇದು ನನಗೆ ಅತ್ಯುತ್ತಮ ಹಾಡುಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ
80,ದೀಪಗಳ ಹೊಳಪನ್ನು ಹೆಚ್ಚು ಹೊಂದಿಸಿ,ದೀಪಗಳ ಹೊಳಪನ್ನು ಹೆಚ್ಚು ಹೊಂದಿಸಿ
81,ಮಾಡಿ ಲೈಟ್ಸ್ ಪ್ರಕಾಶಮಾನವಾಗಿ,ಮಾಡಿ ಲೈಟ್ಸ್ ಪ್ರಕಾಶಮಾನವಾಗಿ
82,ದಯವಿಟ್ಟು ದೀಪಗಳನ್ನು ಗರಿಷ್ಠಕ್ಕೆ ಹೆಚ್ಚಿಸಿ,ದಯವಿಟ್ಟು ದೀಪಗಳನ್ನು [change_amount : ಗರಿಷ್ಠಕ್ಕೆ] ಹೆಚ್ಚಿಸಿ
83,ಹೇ ಪ್ರಾರಂಭಿಸಿ ವ್ಯಾಕ್ಯೂಮ್ ಕ್ಲೀನರ್ ರೋಬೋಟ್,ಹೇ ಪ್ರಾರಂಭಿಸಿ [device_type : ವ್ಯಾಕ್ಯೂಮ್ ಕ್ಲೀನರ್ ರೋಬೋಟ್]
84,ಕ್ಲೀನರ್ ರೋಬೋಟ್ ಅನ್ನು ಆನ್ ಮಾಡಿ,[device_type : ಕ್ಲೀನರ್ ರೋಬೋಟ್] ಅನ್ನು ಆನ್ ಮಾಡಿ
85,ಇಂದಿನ ದಿನಾಂಕವನ್ನು ಹೇಳಿ,[date : ಇಂದಿನ] ದಿನಾಂಕವನ್ನು ಹೇಳಿ
86,ಇಂದು ಯಾವ ದಿನಾಂಕ,[date : ಇಂದು] ಯಾವ ದಿನಾಂಕ
87,ದಯವಿಟ್ಟು ಊಟಕ್ಕೆ ಸ್ವಲ್ಪ ಸುಶಿಯನ್ನು ಆರ್ಡರ್ ಮಾಡಿ,ದಯವಿಟ್ಟು [meal_type : ಊಟಕ್ಕೆ] ಸ್ವಲ್ಪ [food_type : ಸುಶಿಯನ್ನು] ಆರ್ಡರ್ ಮಾಡಿ
88,ಹಾಯ್ ನೀವು ಬರ್ಗರ್ ಆರ್ಡರ್ ಮಾಡಬೇಕೆಂದು ನಾನು ಬಯಸುತ್ತೇನೆ,ಹಾಯ್ ನೀವು [food_type : ಬರ್ಗರ್] ಆರ್ಡರ್ ಮಾಡಬೇಕೆಂದು ನಾನು ಬಯಸುತ್ತೇನೆ
89,ನೀವು ಇಂದು ರಾತ್ರಿಯ ಊಟಕ್ಕೆ ಸುಶಿಯನ್ನು ಆರ್ಡರ್ ಮಾಡಬಹುದೇ,ನೀವು [timeofday : ಇಂದು ರಾತ್ರಿಯ] [meal_type : ಊಟಕ್ಕೆ] [food_type : ಸುಶಿಯನ್ನು] ಆರ್ಡರ್ ಮಾಡಬಹುದೇ
90,ನನ್ನ ಊಟದ ಆದೇಶದಲ್ಲಿ ಏನಿದೆ,ನನ್ನ ಊಟದ ಆದೇಶದಲ್ಲಿ ಏನಿದೆ
91,ನಾನು ಚಿಕನ್ ಅಂಗಡಿಯಿಂದ ಡೆಲಿವರಿ ಡಿನ್ನರ್ ಅನ್ನು ಆರ್ಡರ್ ಮಾಡಬಹುದೇ,ನಾನು ಚಿಕನ್ [business_name : ಅಂಗಡಿಯಿಂದ] [order_type : ಡೆಲಿವರಿ] [meal_type : ಡಿನ್ನರ್] ಅನ್ನು ಆರ್ಡರ್ ಮಾಡಬಹುದೇ
92,ಕಿರಣ ಅಂಗಡಿ ಟೇಕ್‌ಅವೇಗಳನ್ನು ಬೆಂಬಲಿಸುತ್ತದೆ,[business_name : ಕಿರಣ ಅಂಗಡಿ] [order_type : ಟೇಕ್‌ಅವೇಗಳನ್ನು] ಬೆಂಬಲಿಸುತ್ತದೆ
93,ಹನ್ನೆರಡಕ್ಕೆ ಅಲಾರಾಂ ಹೊಂದಿಸಿ,[time : ಹನ್ನೆರಡಕ್ಕೆ] ಅಲಾರಾಂ ಹೊಂದಿಸಿ
94,ಈಗಿನಿಂದ ನಲವತ್ತು ನಿಮಿಷಗಳ ಎಚ್ಚರಿಕೆಯನ್ನು ಹೊಂದಿಸಿ,[time : ಈಗಿನಿಂದ ನಲವತ್ತು ನಿಮಿಷಗಳ] ಎಚ್ಚರಿಕೆಯನ್ನು ಹೊಂದಿಸಿ
95,ಪ್ರತಿ ವಾರದ ದಿನಕ್ಕೆ ಎಂಟಕ್ಕೆ ಅಲಾರಾಂ ಹೊಂದಿಸಿ,[general_frequency : ಪ್ರತಿ ವಾರದ ದಿನಕ್ಕೆ] [time : ಎಂಟಕ್ಕೆ] ಅಲಾರಾಂ ಹೊಂದಿಸಿ
96,ಮಳೆಯಾಗುತ್ತಿದೆಯೇ,[weather_descriptor : ಮಳೆಯಾಗುತ್ತಿದೆಯೇ]
97,ಮಳೆ ಬೀಳಲಿದೆಯೇ,[weather_descriptor : ಮಳೆ] ಬೀಳಲಿದೆಯೇ
