id,utt,annot_utt
37,నా ల్యాప్‌టాప్ పని చేస్తుందో తనిఖీ చేయండి,నా ల్యాప్‌టాప్ పని చేస్తుందో తనిఖీ చేయండి
38,నా స్క్రీన్ ప్రకాశం తక్కువగా ఉంది,నా స్క్రీన్ ప్రకాశం తక్కువగా ఉంది
39,నేను లొకేషన్ సర్వీస్‌లను కలిగి ఉండాలి మీరు తనిఖీ చేయవచ్చు,నేను లొకేషన్ సర్వీస్‌లను కలిగి ఉండాలి మీరు తనిఖీ చేయవచ్చు
40,నా విద్యుత్ వినియోగం స్టేటస్ తనిఖీ చేయండి,నా విద్యుత్ వినియోగం స్టేటస్ తనిఖీ చేయండి
41,నా స్క్రీన్ ప్రకాశం పై స్టేటస్ కావాలి,నా స్క్రీన్ ప్రకాశం పై స్టేటస్ కావాలి
42,నా అందుబాటులో ఉన్న మెమరీపై నాకు స్థితిని ఇవ్వండి,నా అందుబాటులో ఉన్న మెమరీపై నాకు స్థితిని ఇవ్వండి
43,నేను అలసిపోలేదు నిజానికి సంతోషంగా ఉన్నాను,నేను అలసిపోలేదు నిజానికి సంతోషంగా ఉన్నాను
44,ఒల్లీ నేను అలసిపోలేదు నిజానికి సంతోషంగా ఉన్నాను,ఒల్లీ నేను అలసిపోలేదు నిజానికి సంతోషంగా ఉన్నాను
45,ఏంటి సంగతి,ఏంటి సంగతి
46,olly ఏమైంది,olly ఏమైంది
47,ఆస్ట్రేలియాలో సమయం ఎంత,[place_name : ఆస్ట్రేలియాలో] సమయం ఎంత
48,బక్సాన్ లో సమయం చెప్పు,[place_name : బక్సాన్ లో] సమయం చెప్పు
49,గ్రీన్విచ్ మీన్ టైమ్ జోన్ ప్లస్ ఐదు లో సమయం చెప్పు,[time_zone : గ్రీన్విచ్ మీన్ టైమ్ జోన్ ప్లస్ ఐదు] లో సమయం చెప్పు
50,ఒల్లీ నాకు జి.ఎం.టి. ప్లస్ ఐదు సమయం చెప్పు,ఒల్లీ నాకు [time_zone : జి.ఎం.టి. ప్లస్ ఐదు] సమయం చెప్పు
51,చైనీస్ ఫుడ్ కి డెలివరీ ఆప్షన్ల లిస్టు ఓలి,[food_type : చైనీస్] ఫుడ్ కి [order_type : డెలివరీ] ఆప్షన్ల లిస్టు ఓలి
52,చైనీస్ ఫుడ్ కి బాగా రేటింగ్ వున్న డెలివరి ఆప్షన్లు,[food_type : చైనీస్] ఫుడ్ కి బాగా రేటింగ్ వున్న [order_type : డెలివరి] ఆప్షన్లు
53,చైనీస్ ఫుడ్ కి బాగా రేటింగ్ వున్న డెలివరి ఆప్షన్ల లిస్టు,[food_type : చైనీస్] ఫుడ్ కి బాగా రేటింగ్ వున్న [order_type : డెలివరి] ఆప్షన్ల లిస్టు
54,ఓలి బాగా రేట్ చేయబడిన చైనీస్ ఫుడ్ డెలివరి ఆప్షన్లు,ఓలి బాగా రేట్ చేయబడిన [food_type : చైనీస్] ఫుడ్ [order_type : డెలివరి] ఆప్షన్లు
55,నాకు ఫిష్ ఫ్రై కావాలి ఏమైనా సూచించగలవా,నాకు [food_type : ఫిష్ ఫ్రై] కావాలి ఏమైనా సూచించగలవా
56,నాకు వెజ్ కర్రి కావాలి ఏమైనా రికమండేషన్లు ఇవ్వగలవా olly,నాకు [food_type : వెజ్ కర్రి] కావాలి ఏమైనా రికమండేషన్లు ఇవ్వగలవా olly
57,థాయ్ పెవిలియన్ లో నా థాయ్ టేక్ అవేలు వెతుకు,[place_name : థాయ్ పెవిలియన్] లో నా [food_type : థాయ్] [order_type : టేక్ అవేలు] వెతుకు
58,గడ్డి మార్కెట్ చుట్టుతా నా థాయ్ టేకావేలు వెతుకు,[place_name : గడ్డి మార్కెట్] చుట్టుతా నా [food_type : థాయ్] [order_type : టేకావేలు] వెతుకు
59,నా ఏడు ఏ.ఎం. అలారం రద్దు చేయి,నా [time : ఏడు ఏ.ఎం.] అలారం రద్దు చేయి
60,ఏడు ఏ.ఎం. అలారం ఆపండి,[time : ఏడు ఏ.ఎం.] అలారం ఆపండి
61,నేను ఏమి అలారంలు పెట్టాను,నేను ఏమి అలారంలు పెట్టాను
62,దయచేసి చురుకైన అలారములు చెప్పు,దయచేసి చురుకైన అలారములు చెప్పు
63,నా అలారంల గురించి చెప్పు,నా అలారంల గురించి చెప్పు
65,ఈరోజు ఫుట్‌బాల్‌లో ఏమి జరుగుతోంది,[date : ఈరోజు] [news_topic : ఫుట్‌బాల్‌లో] ఏమి జరుగుతోంది
66,దయచేసి నిన్న బీటిల్స్ నుండి ప్లే చేయి,దయచేసి [song_name : నిన్న] [artist_name : బీటిల్స్] నుండి ప్లే చేయి
67,నేను అవియల్ నాద నాద వినాలనుకుంటున్నాను,నేను [artist_name : అవియల్] [song_name : నాద నాద] వినాలనుకుంటున్నాను
68,మంగ్లి చేత ఊరంతా నాకు ప్లే చేయి,[artist_name : మంగ్లి] చేత [song_name : ఊరంతా] నాకు ప్లే చేయి
69,నాకు రాక్ మ్యూజిక్ అంటే ఇష్టం,నాకు [music_genre : రాక్] మ్యూజిక్ అంటే ఇష్టం
70,నాకు ఇష్టమైన మ్యూజిక్ బ్యాండ్ చౌరస్తా,నాకు ఇష్టమైన మ్యూజిక్ బ్యాండ్ [artist_name : చౌరస్తా]
71,నాకు ఎస్పీ బాలసుబ్రమణ్యం పాటలు అంటే ఇష్టం,నాకు [artist_name : ఎస్పీ బాలసుబ్రమణ్యం] పాటలు అంటే ఇష్టం
72,ఇష్టమైన వాటి నుండి సంగీతాన్నివినిపించండి,ఇష్టమైన వాటి నుండి సంగీతాన్నివినిపించండి
73,నా బెస్ట్ మ్యూజిక్ ప్లే చేయి ప్లీజ్,నా బెస్ట్ మ్యూజిక్ ప్లే చేయి ప్లీజ్
74,బ్యాండ్ ఇప్పుడు ఏమి ప్లే చేస్తోంది,బ్యాండ్ ఇప్పుడు ఏమి ప్లే చేస్తోంది
75,ప్రస్తుత సంగీత రచయిత ఎవరు,ప్రస్తుత సంగీత రచయిత ఎవరు
76,ఆ ఆల్బమ్ ప్రస్తుత సంగీతం ఏది,ఆ ఆల్బమ్ ప్రస్తుత సంగీతం ఏది
77,ఒల్లీ నేను ఈ పాటని బాగా ఎంజాయ్ చేస్తున్నాను,ఒల్లీ నేను ఈ పాటని బాగా ఎంజాయ్ చేస్తున్నాను
78,మీరు ప్లే చేస్తున్న పాట అద్భుతంగా ఉంది,మీరు ప్లే చేస్తున్న పాట అద్భుతంగా ఉంది
79,ఇది నాకు మంచి పాటలలో ఒకటి,ఇది నాకు మంచి పాటలలో ఒకటి
80,లైట్ల ప్రకాశాన్ని ఎక్కువ సెట్ చేయండి,లైట్ల ప్రకాశాన్ని ఎక్కువ సెట్ చేయండి
81,లైట్స్ వెలుతురుగా చేయి,లైట్స్ వెలుతురుగా చేయి
82,దయచేసి లైట్లను గరిష్టంగా పెంచండి,దయచేసి లైట్లను [change_amount : గరిష్టంగా] పెంచండి
83,హే స్టార్ట్ వాక్యూమ్ క్లీనర్ రోబోట్,హే స్టార్ట్ [device_type : వాక్యూమ్ క్లీనర్ రోబోట్]
84,క్లీనర్ రోబోట్‌ని ఆన్ చేయండి,[device_type : క్లీనర్ రోబోట్‌ని] ఆన్ చేయండి
85,ఈ రోజు తారీకు నాకు చెప్పు,[date : ఈ రోజు] తారీకు నాకు చెప్పు
86,ఈ రోజు ఏ తేదీ,[date : ఈ రోజు] ఏ తేదీ
87,లంచ్ కి కొంత స్పెషల్ మిక్సడ్ సూప్ ఆర్డర్ చేయి ప్లీజ్,[meal_type : లంచ్] కి కొంత [food_type : స్పెషల్ మిక్సడ్ సూప్] ఆర్డర్ చేయి ప్లీజ్
88,హే నేను లేంబ్ ఎండ్ టమాటో స్టఫ్ చేసిన బర్గర్ ఆర్డర్ చేయాలి అనుకుంటున్నాను,హే నేను [food_type : లేంబ్ ఎండ్ టమాటో స్టఫ్ చేసిన బర్గర్] ఆర్డర్ చేయాలి అనుకుంటున్నాను
89,ఈరాత్రి విందు కి సుషీ ఆర్డర్ చేయగలవా నువ్వు,[timeofday : ఈరాత్రి] [meal_type : విందు] కి [food_type : సుషీ] ఆర్డర్ చేయగలవా నువ్వు
90,నా డిన్నర్ ఆర్డర్‌లో ఏముంది,నా డిన్నర్ ఆర్డర్‌లో ఏముంది
91,హోటల్ షాదాబ్ నుంచి టేక్ అవే డిన్నర్ నేను ఆర్డర్ చెయ్యవచ్చా,[business_name : హోటల్ షాదాబ్] నుంచి [order_type : టేక్ అవే] [meal_type : డిన్నర్] నేను ఆర్డర్ చెయ్యవచ్చా
92,బైరాన్ యొక్క టేకావేలు ఇస్తుందా,[business_name : బైరాన్ యొక్క] [order_type : టేకావేలు] ఇస్తుందా
93,పన్నెండు కి అలారం పెట్టు,[time : పన్నెండు] కి అలారం పెట్టు
94,ఇప్పటి నుండి నలభై నిముషాలు కి అలారం పెట్టు,[time : ఇప్పటి నుండి నలభై నిముషాలు] కి అలారం పెట్టు
95,ప్రతి వారం రోజు ఎనిమిది కి అలారం సెట్ చేయండి,[general_frequency : ప్రతి వారం రోజు] [time : ఎనిమిది] కి అలారం సెట్ చేయండి
96,వాన కురుస్తున్నదా,[weather_descriptor : వాన కురుస్తున్నదా]
97,వర్షం పడుతుందా,[weather_descriptor : వర్షం పడుతుందా]
98,ఇప్పుడు మంచు పడుతోందా,ఇప్పుడు [weather_descriptor : మంచు పడుతోందా]
99,వారాల అంచనా ఏమిటి,[time : వారాల] అంచనా ఏమిటి
100,ఈ వారం వాతావరణ ప్రకటనలు ఏమిటి,[time : ఈ వారం] వాతావరణ ప్రకటనలు ఏమిటి
101,ఈ వారం వాతావరణము ఏమిటి,[date : ఈ వారం] వాతావరణము ఏమిటి
102,ఈ వారం వాతావరణం ఎలా ఉంది,[date : ఈ వారం] వాతావరణం ఎలా ఉంది
103,ఈ వారం వాతావరణం నాకు చెప్పండి,[date : ఈ వారం] వాతావరణం నాకు చెప్పండి
104,నాకు చెప్పు బి. బి. సి. వార్తలు,నాకు చెప్పు [media_type : బి. బి. సి.] వార్తలు
105,బి.బి.సి. వార్తలు లో న్యూస్ ఎంటి,[media_type : బి.బి.సి.] వార్తలు లో న్యూస్ ఎంటి
106,బి. బి. సి. లో తాజా వార్తలు ఏంటి,[media_type : బి. బి. సి.] లో తాజా వార్తలు ఏంటి
107,నా నా కర్తే ప్లే చేయి,[song_name : నా నా కర్తే] ప్లే చేయి
108,నాకు నచ్చిన పాటను ప్లే చేయండి,నాకు నచ్చిన పాటను ప్లే చేయండి
109,విరించినై విరచించితిని పెట్టు,[song_name : విరించినై విరచించితిని] పెట్టు
110,పరిక్రమ ఆడండి,[artist_name : పరిక్రమ] ఆడండి
111,కొన్ని చరణ్ పాటలు పెట్టు,కొన్ని [artist_name : చరణ్] పాటలు పెట్టు
112,కొన్ని డేవిడ్ బోవీ ప్లే చేయి,కొన్ని [artist_name : డేవిడ్ బోవీ] ప్లే చేయి
113,ఈ ట్రాక్‌ని లూప్ చేయండి,ఈ ట్రాక్‌ని [player_setting : లూప్] చేయండి
114,ఈ ప్లేలిస్ట్ ను షఫుల్ చేయి,ఈ ప్లేలిస్ట్ ను [player_setting : షఫుల్] చేయి
115,వాల్యూమ్‌ను తక్కువగా సెట్ చేయండి,వాల్యూమ్‌ను [change_amount : తక్కువగా] సెట్ చేయండి
116,ఏమి ఆడుతోంది,ఏమి ఆడుతోంది
117,ఇది ఏమి సంగీతం,ఇది ఏమి సంగీతం
118,ఈ పాట ఆర్టిస్ట్ ఎవరో చెప్పండి,ఈ పాట ఆర్టిస్ట్ ఎవరో చెప్పండి
119,నన్ను నవ్వించు,నన్ను నవ్వించు
120,ఒల్లీ నన్ను నవ్వించండి,ఒల్లీ నన్ను నవ్వించండి
121,నాకు ఒక బాగా నవ్వుకునే జోక్ చెప్పు,నాకు ఒక [joke_type : బాగా నవ్వుకునే] జోక్ చెప్పు
122,నవ్వు నా దారికి పంపు,నవ్వు నా దారికి పంపు
123,నాకు ఒక జోక్ చెప్పండి,నాకు ఒక జోక్ చెప్పండి
124,రాజు నాకు ఒక జోక్ చెప్పు,రాజు నాకు ఒక జోక్ చెప్పు
125,alexa నాకు ఒక జోక్ చెప్పు,alexa నాకు ఒక జోక్ చెప్పు
126,నన్ను ఉల్లాసపరచండి,నన్ను ఉల్లాసపరచండి
127,ఈ రోజు ఏమిటి,[date : ఈ రోజు] ఏమిటి
128,తేదీ ఏమిటి,తేదీ ఏమిటి
129,ఈ రోజు గురించి చెప్పు,[date : ఈ రోజు] గురించి చెప్పు
130,పిజ్జా ఆర్డర్ చేయండి,[food_type : పిజ్జా] ఆర్డర్ చేయండి
131,పారడైజ్ నుంచి బిర్యానీ నాకు ఆర్డర్ చేయి,[business_name : పారడైజ్] నుంచి [food_type : బిర్యానీ] నాకు ఆర్డర్ చేయి
132,టేక్ అవే ఆర్డర్ చేయి,[order_type : టేక్ అవే] ఆర్డర్ చేయి
133,నా ఆర్డర్ ఎప్పుడు వస్తుంది,నా ఆర్డర్ ఎప్పుడు వస్తుంది
134,నా తీసుకెళ్ళడం ఇంకా ఎంత సమయము పడుతుంది,నా [order_type : తీసుకెళ్ళడం] ఇంకా ఎంత సమయము పడుతుంది
135,డోమినోస్ డెలివరి పరిస్థితి,[business_name : డోమినోస్] [order_type : డెలివరి] పరిస్థితి
136,ఏమి ఆడుతోంది,ఏమి ఆడుతోంది
137,పాట పేరు చెప్పండి,పాట పేరు చెప్పండి
138,అది ఏ పాట,అది ఏ పాట
139,నా జాజ్ ప్లేజాబితాను ప్లే చేయండి,నా [music_genre : జాజ్] ప్లేజాబితాను ప్లే చేయండి
140,నా జాజ్ ప్లేజాబితా ప్రారంభించండి,నా [music_genre : జాజ్] ప్లేజాబితా ప్రారంభించండి
141,నాకు ఇష్టమైన ప్లేజాబితాను ప్లే చేయండి,నాకు ఇష్టమైన ప్లేజాబితాను ప్లే చేయండి
142,అది మంచి పాట,అది మంచి పాట
143,నాకు అది ఇష్టం లేదు,నాకు అది ఇష్టం లేదు
144,అది నాకు ఇష్టం,అది నాకు ఇష్టం
145,నాకు జాజ్ అంటే ఇష్టం,నాకు [music_genre : జాజ్] అంటే ఇష్టం
146,నువ్వు కొన్ని జాజ్ వాయించగలవా,నువ్వు కొన్ని [music_genre : జాజ్] వాయించగలవా
147,నాకు జాజ్ వినడం ఇష్టం,నాకు [music_genre : జాజ్] వినడం ఇష్టం
148,olly నాకు జాజ్ వినడం ఇష్టం,olly నాకు [music_genre : జాజ్] వినడం ఇష్టం
149,ఈ పాట చాలా బాగున్నింది,ఈ పాట చాలా బాగున్నింది
150,ఈ పాట నాకు ఇష్టం,ఈ పాట నాకు ఇష్టం
151,దయచేసి దీన్ని మళ్లీ ప్లే చేయి,దయచేసి దీన్ని మళ్లీ ప్లే చేయి
152,వాల్యూమ్ మార్చు,వాల్యూమ్ మార్చు
153,షఫుల్‌ని ప్రారంభించండి,[player_setting : షఫుల్‌ని] ప్రారంభించండి
154,అమరికలను భద్రపరచు,అమరికలను భద్రపరచు
155,ప్రకాశాన్ని యాభై శాతానికి సెట్ చేయండి,ప్రకాశాన్ని [change_amount : యాభై శాతానికి] సెట్ చేయండి
156,ప్రకాశాన్ని క్రిందికి తగ్గించండి,ప్రకాశాన్ని క్రిందికి తగ్గించండి
157,ప్రకాశాన్ని తగ్గించండి,ప్రకాశాన్ని తగ్గించండి
158,లైట్లు తగ్గించండి,లైట్లు తగ్గించండి
159,ప్రకాశం తగ్గుతుంది,ప్రకాశం తగ్గుతుంది
160,లైట్లు డిమ్ చేయండి,లైట్లు డిమ్ చేయండి
161,ఓలీ లైట్లు డిమ్,ఓలీ లైట్లు డిమ్
162,నాకు కాఫీ చేయి,నాకు కాఫీ చేయి
163,ఒల్లీ నాకు కాఫీ పెట్టు,ఒల్లీ నాకు కాఫీ పెట్టు
164,నాకు లాతె కావాలి,నాకు లాతె కావాలి
165,నాకు ఇప్పుడు కాఫీ ఇష్టం,నాకు ఇప్పుడు కాఫీ ఇష్టం
166,మీరు ఎలా ఉన్నారు,మీరు ఎలా ఉన్నారు
167,హే హే,హే హే
168,వాళ్ళు టేక్ అవే ఇస్తారా,వాళ్ళు [order_type : టేక్ అవే] ఇస్తారా
169,వారు డెలివరీ చేయగలరా,వారు [order_type : డెలివరీ] చేయగలరా
170,వాళ్ళు హోమ్ డెలివర్ చేస్తారా,వాళ్ళు హోమ్ [order_type : డెలివర్ చేస్తారా]
171,ఒల్లీ వారు ఇంటికి పంపిణీ చేస్తారా,ఒల్లీ వారు ఇంటికి [order_type : పంపిణీ చేస్తారా]
172,పది ఏ.ఎం. కి అలారం పెట్టండి,[time : పది ఏ.ఎం.] కి అలారం పెట్టండి
173,రేపు ఉదయం ఆరు గంటలు అలారం సెట్ చేయి,[date : రేపు] [time : ఉదయం ఆరు గంటలు] అలారం సెట్ చేయి
174,గురువారం ఉదయం ఏడు కు లేచేలా పెట్టు,[date : గురువారం] [time : ఉదయం ఏడు] కు లేచేలా పెట్టు
175,తాజా సాంకేతిక విజ్ఞానం న్యూస్ నాకు చెప్పుము,తాజా [news_topic : సాంకేతిక విజ్ఞానం] న్యూస్ నాకు చెప్పుము
176,సాంకేతిక పరిజ్ఞానం మీద న్యూస్ నాకు చెప్పుము,[news_topic : సాంకేతిక పరిజ్ఞానం] మీద న్యూస్ నాకు చెప్పుము
177,నాకు స్టాక్ మార్కెట్ సమాచారము చెప్పుము,నాకు [news_topic : స్టాక్ మార్కెట్] సమాచారము చెప్పుము
178,నాకు అంతర్జాతీయ వార్తలు చెప్పండి,నాకు [place_name : అంతర్జాతీయ] వార్తలు చెప్పండి
179,నాకు వాతావరణం చెప్పు,నాకు వాతావరణం చెప్పు
180,వాతావరణము ఇప్పుడు ఎలా వుంది,వాతావరణము ఇప్పుడు ఎలా వుంది
181,ఇప్పుడు వర్షం కురుస్తుందా,ఇప్పుడు [weather_descriptor : వర్షం] కురుస్తుందా
182,నా రాక్ ప్లేజాబితా ప్లే చేయి,నా [music_genre : రాక్] ప్లేజాబితా ప్లే చేయి
183,నా మైఖేల్ జాక్సన్ ప్లేలిస్టు ఆన్ చేయి,నా [artist_name : మైఖేల్ జాక్సన్] ప్లేలిస్టు ఆన్ చేయి
184,నా ప్లేలిస్టు లో ఎల్విస్ ప్రెస్లి ప్లే చేయి,నా ప్లేలిస్టు లో [artist_name : ఎల్విస్ ప్రెస్లి] ప్లే చేయి
185,నా ప్లేజాబితాను ఆన్ చేసి వరుస లో మూడవ పాట ప్లే చేయి,నా ప్లేజాబితాను ఆన్ చేసి వరుస లో మూడవ పాట ప్లే చేయి
186,నాకు ఇష్టమైన ప్లేజాబితా నుండి చివరి పాటను వాయించండి,నాకు ఇష్టమైన ప్లేజాబితా నుండి చివరి [song_name : పాటను] వాయించండి
187,వాల్యూమ్ పెంచండి,వాల్యూమ్ పెంచండి
188,వాల్యూమ్ పెంచు,వాల్యూమ్ పెంచు
189,వాల్యూమ్ మ్యూట్,వాల్యూమ్ మ్యూట్
190,ప్లగ్ ఆన్ చెయ్యి,[device_type : ప్లగ్] ఆన్ చెయ్యి
191,ప్లగ్ ఆన్ చేయండి,[device_type : ప్లగ్] ఆన్ చేయండి
192,నా ప్లగ్ టర్న్ ఆన్ చేయి,నా [device_type : ప్లగ్] టర్న్ ఆన్ చేయి
193,నాకు ఒక జోక్ చెప్పు,నాకు ఒక జోక్ చెప్పు
194,మీకు ఏదైనా పని మీద జోక్ తెలుసా,మీకు ఏదైనా పని మీద జోక్ తెలుసా
195,టైం ఎంత,టైం ఎంత
196,సమయము చెప్పు,సమయము చెప్పు
197,ఇప్పుడు సమయం ఎంత,ఇప్పుడు సమయం ఎంత
198,డొమినోస్ టేక్‌అవే చేస్తుంది,[food_type : డొమినోస్] [order_type : టేక్‌అవే] చేస్తుంది
199,నా ఇష్టమైన మెక్సికన్ ఫుడ్ స్థానము టేక్ అవే ఇస్తుందా,నా ఇష్టమైన [food_type : మెక్సికన్ ఫుడ్] స్థానము [order_type : టేక్ అవే] ఇస్తుందా
200,తలాస ఈటరి బార్ నుంచి టేక్ అవే ఆర్డర్ చెయ్యవచ్చా నేను,[food_type : తలాస ఈటరి బార్] నుంచి [order_type : టేక్ అవే] ఆర్డర్ చెయ్యవచ్చా నేను
201,నేను ఇప్పుడే పెట్టిన అలారంను తీసివేయి,నేను ఇప్పుడే పెట్టిన అలారంను తీసివేయి
202,అలారం తొలగించండి,అలారం తొలగించండి
203,నేను సెట్ చేసిన అలారములు నాకు చూపించు,నేను సెట్ చేసిన అలారములు నాకు చూపించు
204,నాకు ఏమైనా అలారంలు ఉన్నాయా,నాకు ఏమైనా అలారంలు ఉన్నాయా
205,అలారములు చూపించు,అలారములు చూపించు
206,ఇటానగర్ లో వాతావరణం ఎలా ఉంది,[place_name : ఇటానగర్] లో వాతావరణం ఎలా ఉంది
207,షాంఘై లో వాతావరణం చెప్పండి,[place_name : షాంఘై] లో వాతావరణం చెప్పండి
209,లైట్స్ చదవటానికి వీలుగా దయచేసి చేయి,లైట్స్ [color_type : చదవటానికి వీలుగా] దయచేసి చేయి
210,లైట్స్ చూడడానికి వీలుగా చేయి ప్లీజ్,లైట్స్ [color_type : చూడడానికి వీలుగా] చేయి ప్లీజ్
211,గదిని ప్రకాశవంతంగా చేయండి,[house_place : గదిని] ప్రకాశవంతంగా చేయండి
212,మరియు కాంతి ప్రారంభమైంది,మరియు కాంతి ప్రారంభమైంది
213,ఈ రోజు తేదీ ఏమిటి,[date : ఈ రోజు] తేదీ ఏమిటి
214,ఈ రోజు ఏమి వారం,[date : ఈ రోజు] ఏమి వారం
215,నాకు తేదీ చెప్పు,నాకు తేదీ చెప్పు
216,ఈరోజు వాతావరణం ఎలా ఉంది,[date : ఈరోజు] వాతావరణం ఎలా ఉంది
217,బయట వాన పడుతోంది,బయట [weather_descriptor : వాన] పడుతోంది
218,బయట వర్షం పడుతోంది కదా ఒల్లీ,బయట [weather_descriptor : వర్షం పడుతోంది] కదా ఒల్లీ
219,నేను రేపు గొడుగు తీసుకువచ్చేదా,నేను [date : రేపు] [weather_descriptor : గొడుగు] తీసుకువచ్చేదా
220,నా రాక్ జాబితా నుండి సంగీతాన్ని ప్లే చేయండి,నా [playlist_name : రాక్ జాబితా] నుండి సంగీతాన్ని ప్లే చేయండి
221,లైట్స్ గ్రీన్ కి మార్చు,లైట్స్ [color_type : గ్రీన్] కి మార్చు
222,ఈ పాటను నాకు ఇష్టమైన జాబితాలో చేర్చు,ఈ పాటను నాకు ఇష్టమైన జాబితాలో చేర్చు
223,ఈ పాట ఏంటి,ఈ పాట ఏంటి
224,ఒల్లీ లైట్స్ ఆఫ్,ఒల్లీ లైట్స్ ఆఫ్
225,లైట్లు ఆఫ్,లైట్లు ఆఫ్
226,దయచేసి నేల శుభ్రం చేయండి,దయచేసి [house_place : నేల] శుభ్రం చేయండి
