id,utt,annot_utt
83,hei nyalakan robot penyedot debu,hei nyalakan [device_type : robot penyedot debu]
84,hidupkan robot pembersih,hidupkan [device_type : robot pembersih]
85,tanggal berapa hari ini,tanggal berapa [date : hari ini]
86,tanggal berapa hari ini,tanggal berapa [date : hari ini]
87,tolong pesan beberapa sushi untuk makan malam,tolong pesan beberapa [food_type : sushi] untuk [meal_type : makan malam]
88,hei saya mau anda untuk memesan burger,hei saya mau anda untuk memesan [food_type : burger]
89,bisakah anda memesan sushi untuk makan malam malam ini,bisakah anda memesan [food_type : sushi] untuk [meal_type : makan malam] [timeofday : malam ini]
90,bagaimana pesanan makan malam saya,bagaimana pesanan makan malam saya
91,bisakah saya memesan makan malam untuk dibawa pulang dari upnormal,bisakah saya memesan [meal_type : makan malam] untuk [order_type : dibawa pulang] dari [business_name : upnormal]
92,apakah bakmi g. m. bisa pesan antar,apakah [business_name : bakmi g. m.] bisa [order_type : pesan antar]
93,atur alarm untuk jam dua belas,atur alarm untuk [time : jam dua belas]
94,setel alarm empat puluh menit dari sekarang,setel alarm [time : empat puluh menit dari sekarang]
95,atur alarm jam delapan untuk setiap hari kerja,atur alarm [time : jam delapan] untuk [general_frequency : setiap hari kerja]
96,apakah sedang hujan,apakah sedang [weather_descriptor : hujan]
97,apakah akan hujan,apakah akan [weather_descriptor : hujan]
98,apakah sekarang sedang bersalju,apakah sekarang sedang [weather_descriptor : bersalju]
99,bagaimana perkiraan cuaca seminggu,bagaimana perkiraan cuaca [time : seminggu]
100,apa perkiraan cuaca minggu ini,apa perkiraan cuaca [time : minggu ini]
101,bagaimana cuaca minggu ini,bagaimana cuaca [date : minggu ini]
102,bagaimana cuaca minggu ini,bagaimana cuaca [date : minggu ini]
103,beri tahu saya cuaca minggu ini,beri tahu saya cuaca [date : minggu ini]
104,kasih tahu aku berita selamat siang indonesia,kasih tahu aku berita [media_type : selamat siang indonesia]
105,ada berita apa di c. n. n. news,ada berita apa di [media_type : c. n. n.] news
106,apa berita terbaru c. n. n. indonesia,apa berita terbaru [media_type : c. n. n. indonesia]
107,putar kesempurnaan cinta,putar [song_name : kesempurnaan cinta]
108,putar lagu yang saya sukai,putar lagu yang saya sukai
109,putarkan cannibal queen,putarkan [song_name : cannibal queen]
110,putar vidi aldiano,putar [artist_name : vidi aldiano]
111,mainkan beberapa lagu coldplay,mainkan beberapa lagu [artist_name : coldplay]
112,mainkan beberapa noah,mainkan beberapa [artist_name : noah]
113,ulang lagu ini,[player_setting : ulang] lagu ini
114,acak daftar putar ini,[player_setting : acak] daftar putar ini
115,atur volume menjadi rendah,atur volume [change_amount : menjadi rendah]
116,apa yang sedang dimainkan,apa yang sedang dimainkan
117,musik apa ini,musik apa ini
118,beritahu saya artis dari lagu ini,beritahu saya artis dari lagu ini
119,buat aku ketawa,buat aku ketawa
120,olly buat saya tertawa,olly buat saya tertawa
121,ceritakan saya lelucon yang lucu,ceritakan saya lelucon yang [joke_type : lucu]
122,kirimkan suara cekikikan ke saya,kirimkan suara cekikikan ke saya
123,ceritakan lelucon,ceritakan lelucon
124,olly ceritakan lelucon,olly ceritakan lelucon
125,alexa ceritakan lelucon,alexa ceritakan lelucon
126,hibur aku,hibur aku
127,hari ini hari apa,[date : hari ini] hari apa
128,tanggal berapa,tanggal berapa
129,beri tahu saya tentang hari ini,beri tahu saya tentang [date : hari ini]
130,pesan pizza,pesan [food_type : pizza]
131,pesankan saya mi ayam dengan gofood,pesankan saya [food_type : mi ayam] dengan [business_name : gofood]
132,pesan bungkus,pesan [order_type : bungkus]
133,kapan pesanan saya sampai,kapan pesanan saya sampai
134,berapa lama sampai pesanan saya dibungkus,berapa lama sampai pesanan saya [order_type : dibungkus]
135,status pengiriman domino's,status [order_type : pengiriman] [business_name : domino's]
136,apa yang sedang diputar,apa yang sedang diputar
137,kasih tahu aku judul lagunya,kasih tahu aku judul lagunya
138,lagu yang mana itu,lagu yang mana itu
139,mainkan daftar putar jazz saya,mainkan daftar putar [music_genre : jazz] saya
140,mulai daftar putar jazz saya,mulai daftar putar [music_genre : jazz] saya
141,putar playlist favorit saya,putar playlist favorit saya
142,itu lagu yang bagus,itu lagu yang bagus
143,aku tidak suka itu,aku tidak suka itu
144,aku suka ini,aku suka ini
145,saya suka dangdut,saya suka [music_genre : dangdut]
146,bisakah kamu putarkan beberapa musik jazz,bisakah kamu putarkan beberapa musik [music_genre : jazz]
147,saya ingin mendengarkan jazz,saya ingin mendengarkan [music_genre : jazz]
148,olly saya ingin mendengar jazz,olly saya ingin mendengar [music_genre : jazz]
149,lagu ini sangat bagus,lagu ini sangat bagus
150,saya suka lagu ini,saya suka lagu ini
151,mainkan itu lagi tolong,mainkan itu lagi tolong
152,ubah volume,ubah volume
153,aktifkan acak,aktifkan [player_setting : acak]
154,simpan pengaturan,simpan pengaturan
155,atur kecerahan sampai lima puluh persen,atur kecerahan [change_amount : sampai lima puluh persen]
156,kurangi kecerahan,kurangi kecerahan
157,kurangi kecerahan,kurangi kecerahan
158,redupkan lampunya,redupkan lampunya
159,kurangi kecerahan,kurangi kecerahan
160,redupkan lampu,redupkan lampu
161,olly redupkan lampu,olly redupkan lampu
162,buatkan aku kopi,buatkan aku kopi
163,olly buatkan aku kopi,olly buatkan aku kopi
164,aku butuh kopi,aku butuh kopi
165,saya ingin kopi sekarang,saya ingin kopi sekarang
166,apa kabar,apa kabar
167,hi hi,hi hi
168,bisakah mereka menyediakan layanan bawa pulang,bisakah mereka menyediakan layanan [order_type : bawa pulang]
169,dapatkah mereka melakukan pesan antar,dapatkah mereka melakukan [order_type : pesan antar]
170,apakah mereka mengantarnya ke rumah,apakah mereka [order_type : mengantarnya] ke rumah
171,olly apakah mereka bisa mengantarkan ke rumah,olly apakah mereka bisa [order_type : mengantarkan] ke rumah
172,atur alarm pukul sepuluh pagi,atur alarm [time : pukul sepuluh pagi]
173,atur alarm besok jam enam pagi,atur alarm [date : besok] [time : jam enam pagi]
174,atur bangun kamis jam tujuh pagi,atur bangun [date : kamis] [time : jam tujuh pagi]
175,beri tahu berita teknologi terbaru,beri tahu berita [news_topic : teknologi] terbaru
176,beritahu saya berita teknologi terbaru,beritahu saya berita [news_topic : teknologi] terbaru
177,beri tahu saya berita bisnis,beri tahu saya berita [news_topic : bisnis]
178,beri tahu saya berita internasional,beri tahu saya berita [place_name : internasional]
179,beri tahu cuacanya,beri tahu cuacanya
180,apa cuaca sekarang,apa cuaca sekarang
181,apakah sekarang hujan,apakah sekarang [weather_descriptor : hujan]
182,putarkan playlist musik rock,putarkan playlist musik [music_genre : rock]
183,putarkan playlist vidi aldiano saya,putarkan playlist [artist_name : vidi aldiano] saya
184,putarkan ari lasso dari playlist saya,putarkan [artist_name : ari lasso] dari playlist saya
185,nyalakan playlist saya dan putar lagu ketiga di dalam antrian,nyalakan playlist saya dan putar lagu ketiga di dalam antrian
186,putar lagu terakhir dari playlist favorit saya,putar [song_name : lagu terakhir] dari playlist favorit saya
187,naikkan volume,naikkan volume
188,naikkan volume,naikkan volume
189,bisukan volume,bisukan volume
190,nyalakan steker,nyalakan [device_type : steker]
191,nyalakan colokan,nyalakan [device_type : colokan]
192,nyalakan steker saya,nyalakan [device_type : steker] saya
193,ceritakan lelucon,ceritakan lelucon
194,apa anda tau lelucon apapun,apa anda tau lelucon apapun
195,jam berapa saat ini,jam berapa saat ini
196,beri tahu saya waktuny,beri tahu saya waktuny
197,jam berapa sekarang,jam berapa sekarang
198,apa dominos terima bawa pulang pesanan,apa [food_type : dominos] terima [order_type : bawa pulang] pesanan
199,apakah tempat pizza favorit saya menyediakan pesanan bungkus,apakah tempat [food_type : pizza] favorit saya menyediakan [order_type : pesanan bungkus]
200,bisakah saya memesan pesan antar dari restoran indonesia,bisakah saya memesan [order_type : pesan antar] dari restoran [food_type : indonesia]
201,hapus alarm yang baru saja saya atur,hapus alarm yang baru saja saya atur
202,hapus alarm saya,hapus alarm saya
203,tunjukkan alarm yang sudah saya atur,tunjukkan alarm yang sudah saya atur
204,apakah saya ada alarm,apakah saya ada alarm
205,perlihatkan alarm,perlihatkan alarm
206,bagaimana cuaca di bogor,bagaimana cuaca di [place_name : bogor]
207,bagaimana cuaca di lhokseumawe,bagaimana cuaca di [place_name : lhokseumawe]
209,tolong buat lampu agar nyaman untuk membaca,tolong buat lampu agar [color_type : nyaman untuk membaca]
210,tolong buat lampu agar cocok untuk menonton,tolong buat lampu agar [color_type : cocok untuk menonton]
211,jadikan ruangan lebih terang,jadikan [house_place : ruangan] lebih terang
212,dan lampu menyala,dan lampu menyala
213,tanggal berapa hari ini,tanggal berapa [date : hari ini]
214,hari ini hari apa,[date : hari ini] hari apa
215,beri tahu saya tanggal,beri tahu saya tanggal
216,bagaimana cuaca hari ini,bagaimana cuaca [date : hari ini]
217,apakah hujan di luar,apakah [weather_descriptor : hujan] di luar
218,apakah di luar hujan olly,apakah di luar [weather_descriptor : hujan] olly
219,haruskah saya membawa payung besok,haruskah saya membawa [weather_descriptor : payung] [date : besok]
220,putar musik dari daftar rock saya,putar musik dari [playlist_name : daftar rock] saya
221,ubah warna lampu jadi hijau,ubah warna lampu jadi [color_type : hijau]
222,tambahkan lagu ini ke daftar favorit saya,tambahkan lagu ini ke daftar favorit saya
223,ini lagu apa,ini lagu apa
224,rian matikan lampu,rian matikan lampu
225,lampu mati,lampu mati
226,tolong bersihkan lantai,tolong bersihkan [house_place : lantai]
227,nyalakan stopkontak penanak nasi,nyalakan [device_type : stopkontak penanak nasi]
228,matikan stopkontak penanak nasi,matikan [device_type : stopkontak penanak nasi]
229,jam berapa di bogor,jam berapa di [place_name : bogor]
230,jam berapa di beijing,jam berapa di [place_name : beijing]
231,bisakah anda membantu saya untuk memesan sushi dari sushi tei,bisakah anda membantu saya untuk memesan [food_type : sushi] dari [business_name : sushi tei]
232,atur alarm jam enam pagi,atur alarm jam [time : enam] [timeofday : pagi]
233,atur alarm untuk jam empat sore,atur alarm untuk jam [time : empat] [timeofday : sore]
234,olly ingatkan saya jam tiga sore untuk pergi ke konser,olly ingatkan saya [time : jam tiga sore] untuk pergi ke [event_name : konser]
235,ingatkan saya jam tiga sore untuk pergi ke konser,ingatkan saya [time : jam tiga sore] untuk pergi ke [event_name : konser]
236,apakah saya ada mengatur alarm untuk penerbangan pagi,apakah saya ada mengatur alarm untuk [event_name : penerbangan] [timeofday : pagi]
237,apakah saya sudah memasang alarm bangun tidur di pagi hari,apakah saya sudah memasang alarm [alarm_type : bangun tidur] di [timeofday : pagi] hari
238,adakah alarm,adakah alarm
239,apakah di padang hujan,apakah di [place_name : padang] [weather_descriptor : hujan]
240,apakah hari ini akan hujan,apakah [date : hari ini] akan [weather_descriptor : hujan]
241,apa yang terjadi di luar,apa yang terjadi di luar
242,apa yang terjadi di indonesia,apa yang terjadi di [place_name : indonesia]
243,apa yang terjadi di dunia,apa yang terjadi di [place_name : dunia]
244,apa yang terjadi di universitas indonesia,apa yang terjadi di [place_name : universitas indonesia]
245,tampilkan saya beberapa berita dari kompas,tampilkan saya beberapa berita dari [media_type : kompas]
246,olly tunjukkan beberapa berita dari metro t. v.,olly tunjukkan beberapa berita dari [media_type : metro t. v.]
247,putar a. n. t. v.,putar [media_type : a. n. t. v.]
248,olly androbuntu,olly [media_type : androbuntu]
249,putarkan beberapa musik hihop,putarkan beberapa musik [music_genre : hihop]
250,saya ingin mendengar jazz sekarang bagaimana denganmu,saya ingin mendengar [music_genre : jazz] sekarang bagaimana denganmu
251,olly death metal sekarang,olly death [music_genre : metal] sekarang
252,death metal sekarang,death [music_genre : metal] sekarang
254,olly mainkan lagu yang bagus dari pemutar jazz dari favorit saya,olly mainkan lagu yang bagus dari pemutar [music_genre : jazz] dari favorit saya
255,olly musik apa yang biasanya saya suka setelah jam kerja,olly musik apa yang biasanya saya suka setelah jam kerja
257,olly putar musik dari pianis kesukaan saya,olly putar musik dari [music_genre : pianis] kesukaan saya
258,saya tidak bisa mendengarmu,saya tidak bisa mendengarmu
259,kamu terlalu bising,kamu terlalu bising
260,saya hampir tidak bisa mendengarmu olly,saya hampir tidak bisa mendengarmu olly
261,aku hampir tidak bisa mendengarmu,aku hampir tidak bisa mendengarmu
262,ganti pencahayaan jadi biru,ganti pencahayaan jadi [color_type : biru]
263,ayo buat lampu jadi biru,ayo buat lampu jadi [color_type : biru]
264,buat warna lampu jadi warna biru,buat warna lampu jadi [color_type : warna biru]
265,olly matikan lampu malam,olly matikan lampu malam
267,di sini gelap betul,di sini gelap betul
268,buat lampu lebih terang,buat lampu lebih terang
269,olly di sini terlalu gelap tanganku sampai gak kelihatan,olly di sini terlalu gelap tanganku sampai gak kelihatan
270,jam berapa saat ini,jam berapa saat ini
271,jam berapa di tegal sekarang,jam berapa di [place_name : tegal] sekarang
273,lagu apa ini,lagu apa ini
274,ratna apa nama lagu ini,ratna apa nama lagu ini
275,apa yang penyanyi maksud dengan judul lagu laskar pelangi,apa yang penyanyi maksud dengan judul lagu [song_name : laskar pelangi]
276,siapa yang mengkover lagu risalah hati,siapa yang mengkover lagu [song_name : risalah hati]
277,bagaimana cuaca di bandung,bagaimana cuaca di [place_name : bandung]
278,bagaimana cuaca di toronto,bagaimana cuaca di [place_name : toronto]
279,bagaimana perkiraan cuaca hari ini di dki jakarta,bagaimana perkiraan cuaca [date : hari ini] di [place_name : dki jakarta]
280,bagaimana keadaan negosiasi timor leste saat ini,bagaimana keadaan [news_topic : negosiasi timor leste] saat ini
281,berapa nilai tukar rupiah terhadap dolar,berapa [news_topic : nilai tukar rupiah terhadap dolar]
282,siapa yang akan memenangkan pemilihan berikutnya di indonesia,siapa yang akan memenangkan [news_topic : pemilihan] berikutnya di [place_name : indonesia]
283,apakah kamu memprediksi akan ada matahari di hari minggu,apakah kamu memprediksi akan ada [weather_descriptor : matahari] di hari [date : minggu]
284,apakah akan hujan malam ini,apakah akan [weather_descriptor : hujan] [timeofday : malam] ini
285,apakah besok akan berangin,apakah [date : besok] akan [weather_descriptor : berangin]
286,naik lampu lampu dapur,naik lampu lampu [house_place : dapur]
287,buat lebih terang lampu di samping sofa,buat lebih terang [device_type : lampu di samping sofa]
288,nyalakan lampu,nyalakan lampu
289,jam berapa sekarang di malang,jam berapa sekarang di [place_name : malang]
290,nyalakan penyedot debu,nyalakan [device_type : penyedot debu]
291,bersihkan dapur dengan penyedot debu,bersihkan [house_place : dapur] dengan penyedot debu
292,nyalakan penyedot debu,nyalakan [device_type : penyedot debu]
293,apa yang sedang terjadi di dunia,apa yang sedang terjadi di [place_name : dunia]
294,beri tahu saya beritanya,beri tahu saya beritanya
295,beri tahu saya berita utama koran hari ini,beri tahu saya berita utama [media_type : koran] [date : hari ini]
296,putar playlist nirvana,putar [playlist_name : playlist nirvana]
297,acak lagu naif,[player_setting : acak] lagu [artist_name : naif]
298,putar noah,putar [artist_name : noah]
299,bagaimana cuaca,bagaimana cuaca
300,bagaimana perkiraan cuaca hari ini,bagaimana perkiraan cuaca [date : hari ini]
301,bagaimana kondisi cuaca,bagaimana kondisi cuaca
302,hei lagi ngapain kamu,hei lagi ngapain kamu
303,bagaimana harimu,bagaimana harimu
304,selamat pagi apa kabar,selamat pagi apa kabar
305,pesan pizza dari pizza hut,pesan [food_type : pizza] dari [business_name : pizza hut]
306,saya ingin makan sushi bisakah kamu memesankan saya makan siang,saya ingin makan [food_type : sushi] bisakah kamu memesankan saya [meal_type : makan siang]
307,alexa saya ingin makan sushi bisakah anda memesankan saya untuk makan siang,alexa saya ingin makan [food_type : sushi] bisakah anda memesankan saya untuk [meal_type : makan siang]
308,pesan bungkus roti lapis dan sup dari restoran itali,pesan [order_type : bungkus] [food_type : roti lapis] dan [food_type : sup] dari [business_name : restoran itali]
309,berapa hari lagi sisa tahun ini,berapa hari lagi sisa [date : tahun ini]
310,malam tahun baru di tahun ini jatuh di hari apa,malam tahun baru di [date : tahun ini] jatuh di hari apa
311,hari peringatan tahun ini jatuh di hari apa,hari peringatan [date : tahun ini] jatuh di hari apa
312,di sini terlalu gelap,di sini terlalu gelap
313,naikan kecerahan dua puluh persen,naikan kecerahan [change_amount : dua puluh persen]
314,atur lampu menjadi paling terang,atur lampu [change_amount : menjadi paling terang]
315,tolong diam selama satu jam lagi,tolong diam selama [time : satu jam lagi]
316,matikan,matikan
317,jangan bicara hari ini,jangan bicara [date : hari ini]
318,apakah besok akan hujan,apakah [date : besok] akan [weather_descriptor : hujan]
319,beri tahu cuaca di bogor dua hari dari sekarang,beri tahu cuaca di [place_name : bogor] [time : dua hari dari sekarang]
320,saya dapat payung besok,saya dapat [weather_descriptor : payung] [date : besok]
321,matikan orami aku,matikan [device_type : orami] aku
322,nyalakan steker saya,nyalakan [device_type : steker] saya
323,nyalakan smart charger,nyalakan [device_type : smart charger]
324,beritahu saya berita teknologi dari androbuntu,beritahu saya berita [news_topic : teknologi] dari [media_type : androbuntu]
325,bahagia,bahagia
326,malam,[timeofday : malam]
327,minggu,[date : minggu]
329,cinta tak harus memiliki,[song_name : cinta tak harus memiliki]
330,lebih senyap,lebih senyap
331,lebih lembut,lebih lembut
332,diam,diam
333,apa kondisi cuaca di jakarta,apa kondisi cuaca di [place_name : jakarta]
334,saya ingin tahu cuaca di semarang,saya ingin tahu cuaca di [place_name : semarang]
335,saya ingin tahu cuaca di d. k. i.,saya ingin tahu cuaca di [place_name : d. k. i.]
336,apakah bersalju di jawa barat,apakah [weather_descriptor : bersalju] di [place_name : jawa barat]
339,yo aku butuh kopi sekarang,yo aku butuh kopi sekarang
340,hari ini saya membantu orang yang membutuhkan olly,[date : hari ini] saya membantu orang yang membutuhkan olly
341,nyalakan mesin pembuat kopi,nyalakan [device_type : mesin pembuat kopi]
342,siapkan secangkir kopi sekarang,siapkan secangkir kopi sekarang
343,bagaimana cuaca besok,bagaimana cuaca [date : besok]
344,apakah besok akan hujan,apakah [date : besok] akan [weather_descriptor : hujan]
345,bagaimana suhu di luar rumah besok,bagaimana [weather_descriptor : suhu] di luar rumah [date : besok]
346,bagaimana ramalan cuaca besok,bagaimana ramalan cuaca [date : besok]
347,bagaimana prediksi cuaca besok,bagaimana prediksi cuaca [date : besok]
348,apakah besok akan hujan,apakah [date : besok] akan [weather_descriptor : hujan]
349,apakah akan turun salju besok,apakah akan turun [weather_descriptor : salju] [date : besok]
350,cari tahu apakah restorannya memiliki layanan bawa pulang,cari tahu apakah [business_type : restorannya] memiliki layanan [order_type : bawa pulang]
351,cari apakah restoran itu ada pesan bungkus,cari apakah [business_type : restoran] itu ada [order_type : pesan bungkus]
352,apakah ada menu pesan dibungkus di restoran ini,apakah ada menu pesan [order_type : dibungkus] di [business_type : restoran] ini
353,tanggal dua puluh tiga maret hari apa,tanggal [date : dua puluh tiga maret] hari apa
354,dua puluh sembilan maret jatuh di hari apa,[date : dua puluh sembilan maret] jatuh di hari apa
355,hari apa tanggal satu april,hari apa [date : tanggal satu april]
356,apa alarm saya berikutnya,apa alarm saya berikutnya
357,beri tahu saya alarm saya,beri tahu saya alarm saya
358,jam berapa alarm saya akan mati hari ini,jam berapa alarm saya akan mati [date : hari ini]
359,beri tahu saya waktunya,beri tahu saya waktunya
360,jam berapa sekarang,jam berapa sekarang
361,mainkan trek kedelapan dari google play musik,mainkan [song_name : trek kedelapan] dari [playlist_name : google play] musik
362,putar lagu kedua lagu noah,putar lagu kedua lagu [artist_name : noah]
363,putar lagu secara acak dari playlist saya,putar lagu secara acak dari playlist saya
364,tanggal berapa saat ini,tanggal berapa saat ini
365,apakah hari ini hari senin,apakah hari ini hari senin
366,beritahu saya berita terbaru,beritahu saya berita terbaru
367,apa yang terjadi di berita,apa yang terjadi di berita
368,bagaimana cuaca di jakarta,bagaimana cuaca di [place_name : jakarta]
369,matikan lampu,matikan lampu
370,saya ingin lampu mati bisa kah kamu melakukannya untukku,saya ingin lampu mati bisa kah kamu melakukannya untukku
374,katakan apakah ini benar tentang cuacanya,katakan apakah ini benar tentang cuacanya
375,apakah sekarang cerah di palangkaraya,apakah sekarang [weather_descriptor : cerah] di [place_name : palangkaraya]
376,periksa aplikasi cuaca untuk melihat apakah,periksa aplikasi cuaca untuk melihat apakah
377,bisakah kau menyimpan musik ini di playlist saya,bisakah kau menyimpan musik ini di playlist saya
378,bagaimana kalau anda menyimpan lagu ini,bagaimana kalau anda menyimpan lagu ini
379,saya ingin musik disimpan bisakah kamu melakukannya,saya ingin musik disimpan bisakah kamu melakukannya
380,tolong mainkan games dari disturbed,tolong mainkan [song_name : games] dari [artist_name : disturbed]
381,tolong buka aplikasi musikku dan putar mungkin nanti dari peterpan,tolong buka aplikasi musikku dan putar [song_name : mungkin nanti] dari [artist_name : peterpan]
382,tolong putar lagu mungkin nanti dari noah,tolong putar lagu [song_name : mungkin nanti] dari [artist_name : noah]
383,matikan lampu garasi,matikan lampu [house_place : garasi]
384,periksa berita hangat di jawa pos,periksa berita hangat di [media_type : jawa pos]
385,apa yang sensasional di jawa pos,apa yang sensasional di [media_type : jawa pos]
386,apa ada berita kematian di jawa pos,apa ada berita [news_topic : kematian] di [media_type : jawa pos]
