id,utt,annot_utt
97,要下雨了嘛,要 [weather_descriptor : 下雨] 了嘛
98,正在下雪吗,正在 [weather_descriptor : 下雪] 吗
99,这周的天气预报怎么样,[time : 这周的] 天气预报怎么样
100,这周的预报啥情况,[time : 这周的] 预报啥情况
101,这周的天气如何,[date : 这周的] 天气如何
102,这周的天气怎么样啊,[date : 这周的] 天气怎么样啊
103,告诉我这周的天气,告诉我 [date : 这周] 的天气
104,告诉我环球时报的新闻,告诉我 [media_type : 环球时报] 的新闻
105,中国新闻网有什么新闻,[media_type : 中国新闻网] 有什么新闻
106,呼市新闻的最新新聞是什么,[media_type : 呼市新闻] 的最新新聞是什么
107,播放小酒窝,播放 [song_name : 小酒窝]
108,播放一首我喜欢的歌曲,播放一首我喜欢的歌曲
109,播放可惜没如果,播放 [song_name : 可惜没如果]
110,播放五月天,播放 [artist_name : 五月天]
111,放一些五月天的音乐,放一些 [artist_name : 五月天] 的音乐
112,播放一些周杰伦的歌,播放一些 [artist_name : 周杰伦] 的歌
113,循环播放这首曲目,[player_setting : 循环播放] 这首曲目
114,随机播放此播放列表,[player_setting : 随机播放] 此播放列表
115,将音量设置为低,将音量设置为 [change_amount : 低]
116,正在播放什么,正在播放什么
117,这是什么音乐,这是什么音乐
118,告诉我谁是这首歌的歌手,告诉我谁是这首歌的歌手
119,让我笑,让我笑
120,olly 让我笑,olly 让我笑
121,给我讲一个有趣的笑话,给我讲一个 [joke_type : 有趣的] 笑话
122,发一个对我点的笑话,发一个对我点的笑话
123,给我讲个笑话,给我讲个笑话
124,olly 给我讲个笑话,olly 给我讲个笑话
125,alexa 给我讲个笑话,alexa 给我讲个笑话
126,鼓励一下我,鼓励一下我
127,今天周几,[date : 今天] 周几
128,日期是多少,日期是多少
129,告诉我今天的情况,告诉我 [date : 今天] 的情况
130,下单比萨,下单 [food_type : 比萨]
131,从美团外卖点比萨,从 [business_name : 美团外卖] 点 [food_type : 比萨]
132,点外卖,点 [order_type : 外卖]
133,我的订单什么时候到,我的订单什么时候到
134,我的外卖还有多久,我的 [order_type : 外卖] 还有多久
135,多米诺的运送情况,[business_name : 多米诺的] [order_type : 运送] 情况
136,正在播放什么,正在播放什么
137,告诉我歌名,告诉我歌名
138,那是什么歌,那是什么歌
139,播放我的爵士乐播放列表,播放我的 [music_genre : 爵士乐] 播放列表
140,开始我的爵士乐播放列表,开始我的 [music_genre : 爵士乐] 播放列表
141,播放我的最愛播放列表,播放我的最愛播放列表
142,那是一首好歌,那是一首好歌
143,我不喜欢这个,我不喜欢这个
144,我喜欢它,我喜欢它
145,我喜欢爵士乐,我喜欢 [music_genre : 爵士乐]
146,你能播放一些爵士乐吗,你能播放一些 [music_genre : 爵士] 乐吗
147,我喜欢听爵士乐,我喜欢听 [music_genre : 爵士乐]
148,olly 我想听爵士乐,olly 我想听 [music_genre : 爵士乐]
149,这首歌非常好,这首歌非常好
150,我喜欢这首歌,我喜欢这首歌
151,请再播放它一次,请再播放它一次
152,改变音量,改变音量
153,启用随机播放,启用 [player_setting : 随机播放]
154,保存设置,保存设置
155,将亮度设置到五成,将亮度设置 [change_amount : 到五成]
156,调低亮度,调低亮度
157,降低亮度,降低亮度
158,调暗灯光,调暗灯光
159,降低亮度,降低亮度
160,把灯光调暗,把灯光调暗
161,小度调暗灯光,小度调暗灯光
162,煮一杯咖啡给我,煮一杯咖啡给我
163,olly 给我泡杯咖啡,olly 给我泡杯咖啡
164,我需要一杯咖啡,我需要一杯咖啡
165,我现在想喝点咖啡,我现在想喝点咖啡
166,你好,你好
167,嘿嘿,嘿嘿
168,他们提供外卖吗,他们提供 [order_type : 外卖] 吗
169,他们送外送吗,他们送 [order_type : 外送] 吗
170,他们外送上门吗,他们 [order_type : 外送] 上门吗
171,olly 他们有外送上门吗,olly 他们有 [order_type : 外送] 上门吗
172,定个十点闹钟,定个 [time : 十点] 闹钟
173,定个明天六点的闹钟,定个 [date : 明天] [time : 六点] 的闹钟
174,定个起床闹钟星期四七点,定个起床闹钟 [date : 星期四] [time : 七点]
175,告诉我最新的科技消息,告诉我最新的 [news_topic : 科技] 消息
176,告诉我最新的科技消息,告诉我最新的 [news_topic : 科技] 消息
177,告诉我一些商业新闻,告诉我一些 [news_topic : 商业] 新闻
178,告诉我国际新闻,告诉我 [place_name : 国际] 新闻
179,告诉我天气如何,告诉我天气如何
180,现在的天气如何,现在的天气如何
181,现在下雨了吗,现在 [weather_descriptor : 下雨] 了吗
182,播放我的摇滚歌单,播放我的 [music_genre : 摇滚] 歌单
183,打开我的周杰伦歌单,打开我的 [artist_name : 周杰伦] 歌单
184,从我的播放列表播放陈奕迅的歌,从我的播放列表播放 [artist_name : 陈奕迅] 的歌
185,打开我的播放列表并播放播放队列的第三首歌,打开我的播放列表并播放播放队列的第三首歌
186,最后一首,[song_name : 最后一首]
187,调高音量,调高音量
188,调高音量,调高音量
189,静音,静音
190,开启智能插座,开启 [device_type : 智能插座]
191,打开插头,打开 [device_type : 插头]
192,开启我的智能插座,开启我的 [device_type : 智能插座]
193,给我讲些笑话把,给我讲些笑话把
194,你知道哪些笑话,你知道哪些笑话
195,几点,几点
196,告诉我现在几点,告诉我现在几点
197,现在几点,现在几点
198,必胜客做外卖吗,[food_type : 必胜客] 做 [order_type : 外卖] 吗
199,我最喜欢的比萨可以点外卖吗,我最喜欢的 [food_type : 比萨] 可以点 [order_type : 外卖] 吗
200,外带西班牙的,[order_type : 外带] [food_type : 西班牙] 的
201,删除我刚刚定的闹钟,删除我刚刚定的闹钟
202,取消闹钟,取消闹钟
203,给我查一下设了哪些闹钟,给我查一下设了哪些闹钟
204,我有设任何闹钟吗,我有设任何闹钟吗
205,显示闹钟,显示闹钟
206,北京天气咋样啊,[place_name : 北京] 天气咋样啊
207,告诉我上海的天气情况,告诉我 [place_name : 上海] 的天气情况
209,调整光线为适合阅读,调整光线为 [color_type : 适合阅读]
210,请调整灯光有利于观看,请调整灯光 [color_type : 有利于观看]
211,使得房间更明亮,使得 [house_place : 房间] 更明亮
212,开灯,开灯
213,今天几月几号,[date : 今天] 几月几号
214,今天是周几,[date : 今天] 是周几
215,告诉我日期,告诉我日期
216,今天天气如何,[date : 今天] 天气如何
217,外面在下雨吗,外面在 [weather_descriptor : 下雨] 吗
218,小爱下雨,小爱 [weather_descriptor : 下雨]
219,明天我该带把伞吗,[date : 明天] 我该带把 [weather_descriptor : 伞] 吗
220,从我的摇滚列表播放音乐,从我的 [playlist_name : 摇滚列表] 播放音乐
221,把灯光改成绿色,把灯光改成 [color_type : 绿色]
222,把这首歌加到我的最爱列表中,把这首歌加到我的最爱列表中
223,这首歌曲叫什么,这首歌曲叫什么
224,olly 关灯,olly 关灯
225,关灯,关灯
226,请打扫地板,请打扫 [house_place : 地板]
227,打开电饭煲插座,打开 [device_type : 电饭煲插座]
228,关掉电饭煲的插座,关掉 [device_type : 电饭煲的插座]
229,拉斯维加斯现在几点,[place_name : 拉斯维加斯] 现在几点
230,北京时间是几点,[place_name : 北京] 时间是几点
231,你能帮我从戶戶送订一些寿司吗,你能帮我从 [business_name : 戶戶送] 订一些 [food_type : 寿司] 吗
232,把闹钟定在早上六点,把闹钟定在 [timeofday : 早上] [time : 六点]
233,设个下午四点的闹钟,设个 [timeofday : 下午] [time : 四点] 的闹钟
234,olly 下午三点提醒我去音乐会,olly [time : 下午三点] 提醒我去 [event_name : 音乐会]
235,提醒我下午三点去音乐会,提醒我 [time : 下午三点] 去 [event_name : 音乐会]
236,早上航班我设闹钟了吗,[timeofday : 早上] [event_name : 航班] 我设闹钟了吗
237,我得定个早上起床的闹钟吗,我得定个 [timeofday : 早上] [alarm_type : 起床] 的闹钟吗
238,定过闹铃吗,定过闹铃吗
239,郑州下雨了吗,[place_name : 郑州] [weather_descriptor : 下雨] 了吗
240,今天下雨吗,[date : 今天] [weather_descriptor : 下雨] 吗
241,外面怎么样,外面怎么样
242,中国发生了什么事,[place_name : 中国] 发生了什么事
243,世界上到底发生了什么,[place_name : 世界] 上到底发生了什么
244,佛山发生了什么,[place_name : 佛山] 发生了什么
245,给我展示一些来自腾讯新闻的消息,给我展示一些来自 [media_type : 腾讯新闻] 的消息
246,展示一些今日头条的新闻,展示一些 [media_type : 今日头条] 的新闻
247,播放中国日报网新闻,播放 [media_type : 中国日报网] 新闻
248,黑客新闻,[media_type : 黑客新闻]
249,给我播放一些嘻哈音乐,给我播放一些 [music_genre : 嘻哈] 音乐
250,我现在想听爵士乐你呢,我现在想听 [music_genre : 爵士乐] 你呢
251,olly 现在播放死亡金属音乐,olly 现在播放 [music_genre : 死亡金属音乐]
252,现在播放死亡金屬音樂,现在播放死亡 [music_genre : 金屬音樂]
254,olly 播放一首我的最喜爱的爵士乐手的曲子,olly 播放一首我的最喜爱的 [music_genre : 爵士] 乐手的曲子
255,下班后我通常喜欢听什么音乐,下班后我通常喜欢听什么音乐
257,olly 播放我最喜欢的钢琴家的音乐,olly 播放我最喜欢的 [music_genre : 钢琴家] 的音乐
258,我听不见你,我听不见你
259,你太大声了,你太大声了
260,欧丽我几乎听不见你说的,欧丽我几乎听不见你说的
261,我几乎听不到你的声音,我几乎听不到你的声音
262,把灯调成蓝色,把灯调成 [color_type : 蓝色]
263,把灯变成蓝色,把灯变成 [color_type : 蓝色]
264,让灯发出蓝色的灯光,让灯发出 [color_type : 蓝色] 的灯光
265,olly 晚安熄灯,olly 晚安熄灯
267,这里太黑了,这里太黑了
268,让灯光更亮,让灯光更亮
269,小度这里太暗了我都看不见我的手了,小度这里太暗了我都看不见我的手了
270,现在几点,现在几点
271,现在南京几点,现在 [place_name : 南京] 几点
273,那首歌是什么,那首歌是什么
274,olly 这是什么歌,olly 这是什么歌
275,歌手把这首歌命名为泡沫是什么意思啊,歌手把这首歌命名为 [song_name : 泡沫] 是什么意思啊
276,谁唱了那首歌爱你,谁唱了那首歌 [song_name : 爱你]
277,北京天气怎么样啊,[place_name : 北京] 天气怎么样啊
278,北京的天气怎么样,[place_name : 北京] 的天气怎么样
279,北京今天的预报,[place_name : 北京] [date : 今天的] 预报
280,英国脱欧谈判进展如何,英国 [news_topic : 脱欧谈判] 进展如何
281,美元对英镑的兑换率是多少,[news_topic : 美元] 对英镑的兑换率是多少
282,谁将赢得下一届法国选举,谁将赢得下一届 [place_name : 法国] [news_topic : 选举]
283,你觉得周天会出太阳吗,你觉得 [date : 周天] 会出 [weather_descriptor : 太阳] 吗
284,晚上下雨吗,[timeofday : 晚上] [weather_descriptor : 下雨] 吗
285,明天会刮风吗,[date : 明天] 会 [weather_descriptor : 刮风] 吗
286,点亮厨房的灯光,点亮 [house_place : 厨房] 的灯光
287,把沙发旁边的灯点亮,把 [device_type : 沙发旁边的灯] 点亮
288,点亮,点亮
289,现在莫斯科几点了,现在 [place_name : 莫斯科] 几点了
290,启动扫地机器人,启动 [device_type : 扫地机器人]
291,帮厨房吸尘,帮 [house_place : 厨房] 吸尘
292,打开吸尘器,打开 [device_type : 吸尘器]
293,世界上有什么事正在发生,[place_name : 世界] 上有什么事正在发生
294,告诉我这个消息,告诉我这个消息
295,告诉我今天的报纸头条,告诉我 [date : 今天] 的 [media_type : 报纸] 头条
296,播放邓紫棋的播放列表,播放 [playlist_name : 邓紫棋的播放列表]
297,随机播放飞轮海的歌,[player_setting : 随机播放] [artist_name : 飞轮海] 的歌
298,播放周杰伦,播放 [artist_name : 周杰伦]
299,天气怎么样,天气怎么样
300,今天预报啥情况,[date : 今天] 预报啥情况
301,天气看起来怎样,天气看起来怎样
302,嗨你在干什么,嗨你在干什么
303,你好吗,你好吗
304,早上好怎么了,早上好怎么了
305,从必胜客点一个比萨,从 [business_name : 必胜客] 点一个 [food_type : 比萨]
306,我想吃寿司你能帮我点个午饭吗,我想吃 [food_type : 寿司] 你能帮我点个 [meal_type : 午饭] 吗
307,艾利克斯我想吃寿司请帮我点午餐,艾利克斯我想吃 [food_type : 寿司] 请帮我点 [meal_type : 午餐]
308,从意大利餐馆点一份三明治和汤外卖,从 [business_name : 意大利] 餐馆点一份 [food_type : 三明治] 和 [food_type : 汤] [order_type : 外卖]
309,今年剩下几天了,[date : 今年] 剩下几天了
310,今年新年前夜是哪一天,[date : 今年] 新年前夜是哪一天
311,今年哪一天是纪念日,[date : 今年] 哪一天是纪念日
312,这里太黑了,这里太黑了
313,将亮度提高两成,将亮度提高 [change_amount : 两成]
314,把灯光开到最亮,把灯光 [change_amount : 开到最亮]
315,请再安静一个小时,请再安静 [time : 一个小时]
316,静音,静音
317,今天不要说话,[date : 今天] 不要说话
318,明天会下雨吗,[date : 明天] 会 [weather_descriptor : 下雨] 吗
319,告诉我两天后上海的天气情况,告诉我 [time : 两天后] [place_name : 上海] 的天气情况
320,明天我该带把伞吗,[date : 明天] 我该带把 [weather_descriptor : 伞] 吗
321,关闭小米智能插座,关闭 [device_type : 小米智能插座]
322,启用我的插头,启用我的 [device_type : 插头]
323,打开智能充电器,打开 [device_type : 智能充电器]
324,告诉我科技日报的技术新闻,告诉我 [media_type : 科技日报] 的 [news_topic : 技术] 新闻
325,快乐,快乐
326,晚上,[timeofday : 晚上]
327,周日,[date : 周日]
329,突然好想你,[song_name : 突然好想你]
330,安静些,安静些
331,更柔和,更柔和
332,安静,安静
333,北京天气情况怎么样啊,[place_name : 北京] 天气情况怎么样啊
334,我想知道北京的天气,我想知道 [place_name : 北京] 的天气
335,我想知道上海的天气,我想知道 [place_name : 上海] 的天气
336,四川省在下雪吗,[place_name : 四川省] 在 [weather_descriptor : 下雪] 吗
339,我现在需要一杯咖啡,我现在需要一杯咖啡
340,今天,[date : 今天]
341,启动咖啡机,启动 [device_type : 咖啡机]
342,立即准备一杯咖啡,立即准备一杯咖啡
343,明天天气如何啊,[date : 明天] 天气如何啊
344,明天下雨吗,[date : 明天] [weather_descriptor : 下雨] 吗
345,明天那边外面温度多少啊,[date : 明天] 那边外面 [weather_descriptor : 温度] 多少啊
346,明天预报,[date : 明天] 预报
347,明天的天气预测怎么样,[date : 明天的] 天气预测怎么样
348,明天下雨吗,[date : 明天] [weather_descriptor : 下雨] 吗
349,明天下雪吗,[date : 明天] [weather_descriptor : 下雪] 吗
350,看看这家饭馆是否有外卖,看看这家 [business_type : 饭馆] 是否有 [order_type : 外卖]
351,餐馆外卖,[business_type : 餐馆] [order_type : 外卖]
352,餐厅有外卖菜单吗,[business_type : 餐厅] 有 [order_type : 外卖] 菜单吗
353,三月二十二号是星期几,[date : 三月二十二号] 是星期几
354,三月二十九日是星期几,[date : 三月二十九日] 是星期几
355,四月一日是星期几,[date : 四月一日] 是星期几
356,我下个闹钟是啥,我下个闹钟是啥
357,告诉我有哪些闹钟,告诉我有哪些闹钟
358,今天我的闹钟几点响啊,[date : 今天] 我的闹钟几点响啊
359,能告诉我现在的时间吗,能告诉我现在的时间吗
360,现在时间是多少,现在时间是多少
361,播放谷歌播放列表音乐的曲目八,播放 [playlist_name : 谷歌播放列表] 音乐的 [song_name : 曲目八]
362,播放第二首周杰伦的歌,播放第二首 [artist_name : 周杰伦的] 歌
363,从我的播放列表中随机播放一首歌曲,从我的播放列表中随机播放一首歌曲
364,今天的日期是什么,今天的日期是什么
365,今天周一吧,[date : 今天周一] 吧
366,请告诉我最新消息,请告诉我最新消息
367,新闻里有什么消息,新闻里有什么消息
368,上海市的天气怎么样,[place_name : 上海市] 的天气怎么样
369,关灯,关灯
370,我想关掉灯你能帮我做吗,我想关掉灯你能帮我做吗
374,告诉我以下关于天气的说法是否正确,告诉我以下关于天气的说法是否正确
375,现在上海晴天吗,现在 [place_name : 上海] [weather_descriptor : 晴天] 吗
376,查一下 weather app 看看是不是,查一下 weather app 看看是不是
377,可以在我的播放列表中保存这些音乐吗,可以在我的播放列表中保存这些音乐吗
378,你把这些音乐保存起来怎么样,你把这些音乐保存起来怎么样
379,我想保存音乐你能帮我吗,我想保存音乐你能帮我吗
380,清播放骚动乐团的游戏,清播放 [artist_name : 骚动乐团] 的 [song_name : 游戏]
381,请打开我的音乐应用程序并播放朴树的平凡之路,请打开我的音乐应用程序并播放 [artist_name : 朴树] 的 [song_name : 平凡之路]
382,请播放王菲的传奇这首歌曲,请播放 [artist_name : 王菲] 的 [song_name : 传奇] 这首歌曲
383,关掉车库的灯,关掉 [house_place : 车库] 的灯
384,查看印度时报的热门的新闻,查看 [media_type : 印度时报] 的热门的新闻
385,在印度有什么轰动的,在 [media_type : 印度] 有什么轰动的
386,中青在线有任何死亡新闻吗,[media_type : 中青在线] 有任何 [news_topic : 死亡] 新闻吗
387,如果有更多关于英国脱欧的消息请尽快告诉我,如果有更多关于英国 [news_topic : 脱欧] 的消息请尽快告诉我
388,关闭智能插头,关闭 [device_type : 智能插头]
389,开启智能插头,开启 [device_type : 智能插头]
390,开关智能插头插座,开关 [device_type : 智能插头] 插座
391,从我的播放列表中随机播放一首歌,从我的播放列表中随机播放一首歌
392,播放我最喜欢的歌曲,播放我最喜欢的歌曲
393,在我的播放列表中播放一首复古歌曲,在我的播放列表中播放一首 [music_genre : 复古] 歌曲
394,如果现在广东是中午那么云南是几点,如果现在 [place_name : 广东] 是 [timeofday : 中午] 那么 [place_name : 云南] 是几点
395,中国时间和太平洋时间相差几小时,[time_zone : 中国] 时间和 [time_zone : 太平洋时间] 相差几小时
396,播放飞轮海的只对你有感觉,播放 [artist_name : 飞轮海] 的 [song_name : 只对你有感觉]
397,播放林俊杰的任何歌曲,播放 [artist_name : 林俊杰] 的任何歌曲
398,明天暖和吗,[date : 明天] [weather_descriptor : 暖和] 吗
399,移除第一个闹钟,移除第一个闹钟
400,播放,播放
401,请播放音乐,请播放音乐
402,你能改变房子里的灯光颜色吗,你能改变 [house_place : 房子里的] 灯光颜色吗
403,你能把房子里灯光色调随机播放吗,你能把 [house_place : 房子里] 灯光色调 [player_setting : 随机播放] 吗
404,你能把房子里的灯改变成昏暗的颜色吗,你能把 [house_place : 房子] 里的灯改变成 [color_type : 昏暗] 的颜色吗
406,我想听流行音乐,我想听 [music_genre : 流行] 音乐
407,你能在下一小时播放摇滚音乐吗,你能在 [time : 下一小时] 播放 [music_genre : 摇滚] 音乐吗
408,我都定哪些闹钟了啊,我都定哪些闹钟了啊
409,说一下我有哪些闹钟,说一下我有哪些闹钟
410,我的闹钟都设在了几点啊,我的闹钟都设在了几点啊
411,你能讲一个笑话吗,你能讲一个笑话吗
412,给我讲一个有趣的笑话,给我讲一个 [joke_type : 有趣的] 笑话
413,把我房间的灯改成蓝色,把我房间的灯改成 [color_type : 蓝色]
414,把我房间的灯改成一些浪漫的颜色,把我房间的灯改成一些 [color_type : 浪漫的] 颜色
415,转换我的房间的灯光好睡觉,转换我的房间的灯光 [color_type : 好睡觉]
416,给我定个八点的闹钟,给我定个 [time : 八点] 的闹钟
417,定个下午四点的闹钟,定个 [time : 下午四点] 的闹钟
418,给我定个八点四十五的叫醒闹钟,给我定个 [time : 八点四十五] 的叫醒闹钟
422,有什么最新消息,有什么最新消息
424,有什么突发新闻,有什么突发新闻
425,什么是最受关注的的消息,什么是 [news_topic : 最受关注的] 的消息
426,把一号插座电源打开,把 [device_type : 一号插座] 电源打开
427,关掉浴室里的灯,关掉 [house_place : 浴室] 里的灯
428,关掉浴室的灯,关掉 [house_place : 浴室] 的灯
429,关掉浴室的灯,关掉 [house_place : 浴室] 的灯
430,现在天气怎么样,现在天气怎么样
431,周五天气怎么样啊,[date : 周五] 天气怎么样啊
432,现在外面天气怎么样啊,现在外面天气怎么样啊
433,现在外面有多暖和啊,现在外面有多 [weather_descriptor : 暖和] 啊
434,今天星期几,[date : 今天] 星期几
435,下周二是本月几号,下 [date : 周二] 是本 [date : 月] 几号
436,播放飞轮海的文件夹,播放 [artist_name : 飞轮海] 的文件夹
437,打开飞轮海的文件夹,打开 [artist_name : 飞轮海] 的文件夹
438,今天下雨吗,[date : 今天] [weather_descriptor : 下雨] 吗
439,今天我该穿外套,[date : 今天] 我该穿 [weather_descriptor : 外套]
440,读新的头条新闻给我听,读新的头条新闻给我听
441,最新的新闻头条是什么,最新的新闻头条是什么
442,新闻中发生了什么,新闻中发生了什么
443,提高音量,提高音量
444,关闭随机播放,[player_setting : 关闭随机播放]
445,重播专辑,[player_setting : 重播] 专辑
446,播放五月天,播放 [artist_name : 五月天]
447,播放传统的圣诞音乐,播放 [music_descriptor : 传统的圣诞] 音乐
448,启动咖啡机,启动 [device_type : 咖啡机]
449,煮咖啡,煮咖啡
450,煮咖啡 olly,煮咖啡 olly
451,帮我查一下东方财富的股价,帮我查一下 [news_topic : 东方财富的股价]
452,在议会选举中世卫组织目前领先,在 [news_topic : 议会选举] 中世卫组织目前领先
453,今天的日期是什么,[date : 今天的] 日期是什么
454,把厨房的灯改成蓝色,把 [house_place : 厨房] 的灯改成 [color_type : 蓝色]
455,把客厅的灯改成红色,把 [house_place : 客厅] 的灯改成 [color_type : 红色]
456,把卧室灯改成绿色,把 [house_place : 卧室] 灯改成 [color_type : 绿色]
458,你能大点声吗,你能大点声吗
459,我听不清你说什么请大声点,我听不清你说什么请大声点
460,说话请大声点,说话请大声点
461,我想听古典音乐,我想听 [music_genre : 古典] 音乐
462,我想听爵士乐,我想听 [music_genre : 爵士乐]
463,今天星期几,今天星期几
