id,utt,annot_utt
89,можешь заказать суши на ужин сегодня вечером,можешь заказать [food_type : суши] на [meal_type : ужин] [timeofday : сегодня вечером]
90,что с моим заказом на ужин,что с моим заказом на ужин
91,можно заказать в гинзе ужин на вынос,можно заказать в [business_name : гинзе] [meal_type : ужин] [order_type : на вынос]
92,в панинаро можно делать заказ на вынос,в [business_name : панинаро] можно делать [order_type : заказ на вынос]
93,установить будильник на двенадцать,установить будильник на [time : двенадцать]
94,установить будильник который прозвенит через сорок минут,установить будильник который прозвенит [time : через сорок минут]
95,поставь будильник на восемь каждый будний день,поставь будильник на [time : восемь] [general_frequency : каждый будний день]
96,идёт дождь,[weather_descriptor : идёт дождь]
97,там собирается дождь,там собирается [weather_descriptor : дождь]
98,там сейчас идёт снег,там сейчас [weather_descriptor : идёт снег]
99,какой прогноз на неделю,какой прогноз на [time : неделю]
100,какой прогноз на эту неделю,какой прогноз на [time : эту неделю]
101,какая погода на этой неделе,какая погода на [date : этой неделе]
102,какая будет погода на этой неделе,какая будет погода [date : на этой неделе]
103,расскажи о погоде на эту неделю,расскажи о погоде [date : на эту неделю]
104,расскажи новости russia today,расскажи новости [media_type : russia today]
105,какие новости по b b c news,какие новости по [media_type : b b c] news
106,какие последние новости в яндекс новостях,какие последние новости в [media_type : яндекс новостях]
107,включи лето на ветер,включи [song_name : лето на ветер]
108,включи песню которая мне нравится,включи песню которая мне нравится
109,включи зеленоглазое такси,включи [song_name : зеленоглазое такси]
110,играй арию,играй [artist_name : арию]
111,поставь короля и шута,поставь [artist_name : короля и шута]
112,играть несколько песен клавы коки,играть несколько песен [artist_name : клавы коки]
113,зацикли этот трек,[player_setting : зацикли] этот трек
114,перемешай этот плейлист,[player_setting : перемешай] этот плейлист
115,установить низкий уровень громкости,установить [change_amount : низкий уровень] громкости
116,что играет,что играет
117,что это за музыка,что это за музыка
118,скажи мне кто исполнитель этой песни,скажи мне кто исполнитель этой песни
119,заставь меня рассмеяться,заставь меня рассмеяться
120,olly рассмеши меня,olly рассмеши меня
121,расскажи мне хорошую шутку,расскажи мне [joke_type : хорошую] шутку
122,пошлите мне смешок,пошлите мне смешок
123,расскажи мне шутку,расскажи мне шутку
124,olly расскажи мне шутку,olly расскажи мне шутку
125,alexa расскажи мне анекдот,alexa расскажи мне анекдот
126,подними мне настроение,подними мне настроение
127,какой сегодня день,какой [date : сегодня] день
128,какая дата сегодня,какая дата сегодня
129,расскажи о сегодняшнем дне,расскажи о [date : сегодняшнем дне]
130,закажи пиццу,закажи [food_type : пиццу]
131,закажи мне шаурму из кулинара,закажи мне [food_type : шаурму] из [business_name : кулинара]
132,закажи на вынос,закажи [order_type : на вынос]
133,когда приедет мой заказ,когда приедет мой заказ
134,сколько еще будет готовиться мой заказ на вынос,сколько еще будет готовиться мой заказ [order_type : на вынос]
135,статус доставки в domino's,статус [order_type : доставки] в [business_name : domino's]
136,что играет,что играет
137,скажи мне название песни,скажи мне название песни
138,что это за песня,что это за песня
139,включи мой джаз плейлист,включи мой [music_genre : джаз] плейлист
140,включи мой джаз плейлист,включи мой [music_genre : джаз] плейлист
141,включи мой любимый плейлист,включи мой любимый плейлист
142,это хорошая песня,это хорошая песня
143,мне это не нравится,мне это не нравится
144,мне это нравится,мне это нравится
145,мне нравится джаз,мне нравится [music_genre : джаз]
146,ты можешь сыграть немного джаза,ты можешь сыграть немного [music_genre : джаза]
147,я люблю слушать джаз,я люблю слушать [music_genre : джаз]
148,olly мне нравиться слушать джаз,olly мне нравиться слушать [music_genre : джаз]
149,эта песня была очень хорошей,эта песня была очень хорошей
150,мне нравится эта песня,мне нравится эта песня
151,послушать снова,послушать снова
152,измени громкость,измени громкость
153,включи перетасовку,включи [player_setting : перетасовку]
154,сохрани настройки,сохрани настройки
155,установи яркость на пятьдесят процентов,установи яркость на [change_amount : пятьдесят процентов]
156,убавь яркость,убавь яркость
157,понизь яркость,понизь яркость
158,приглуши свет,приглуши свет
159,уменьши яркость,уменьши яркость
160,убавь свет,убавь свет
161,olly приглуши свет,olly приглуши свет
162,сделай мне кофе,сделай мне кофе
163,olly сделай мне кофе,olly сделай мне кофе
164,мне нужно кофе,мне нужно кофе
165,сейчас я хочу кофе,сейчас я хочу кофе
166,как ты,как ты
167,эй эй,эй эй
168,у них можно заказать на вынос,у них можно заказать [order_type : на вынос]
169,у них есть доставка,у них есть [order_type : доставка]
170,доставляют ли они домой,[order_type : доставляют] ли они домой
171,оля доставляют ли они на дом,оля [order_type : доставляют] ли они на дом
172,установить будильник на десять утра,установить будильник на [time : десять утра]
173,установи будильник на завтра на шесть утра,установи будильник на [date : завтра] на [time : шесть утра]
174,установить подъём в семь утра в четверг,установить подъём в [time : семь утра] в [date : четверг]
175,расскажи о последних технологических новостях,расскажи о последних [news_topic : технологических] новостях
176,расскажи мне последние новости о технологиях,расскажи мне последние новости о [news_topic : технологиях]
177,расскажи мне деловые новости,расскажи мне [news_topic : деловые] новости
178,расскажи мне международные новости,расскажи мне [place_name : международные] новости
179,расскажи о погоде,расскажи о погоде
180,какая погода сейчас,какая погода сейчас
181,сейчас идёт дождь,сейчас [weather_descriptor : идёт дождь]
182,включи мой рок плейлист,включи мой [music_genre : рок] плейлист
183,включи мой плейлист полины гагариной,включи мой плейлист [artist_name : полины гагариной]
184,включи ивана дорна из моего плейлиста,включи [artist_name : ивана дорна] из моего плейлиста
185,включи мой плейлист и воспроизведи третью песню в очереди,включи мой плейлист и воспроизведи третью песню в очереди
186,воспроизвести последнюю песню из моего любимого плейлиста,воспроизвести [song_name : последнюю песню] из моего любимого плейлиста
187,увеличь громкость,увеличь громкость
188,прибавь громкость,прибавь громкость
189,выключи громкость,выключи громкость
190,включи розетку,включи [device_type : розетку]
191,включи розетку,включи [device_type : розетку]
192,включи мою розетку,включи мою [device_type : розетку]
193,расскажи мне какую-нибудь шутку,расскажи мне какую-нибудь шутку
194,ты знаешь какую нибудь шутку,ты знаешь какую нибудь шутку
195,какое сейчас время,какое сейчас время
196,скажи время,скажи время
197,какое время,какое время
198,в dominoes можно взять на вынос,в [food_type : dominoes] можно взять [order_type : на вынос]
199,можно ли в моей любимой пицце заказать на вынос,можно ли в моей любимой [food_type : пицце] заказать [order_type : на вынос]
200,могу я заказать на вынос из испанского заведения,могу я заказать [order_type : на вынос] из [food_type : испанского] заведения
201,убрать будильник который я только что поставил,убрать будильник который я только что поставил
202,убрать будильник,убрать будильник
203,покажи мне будильники которые я установил,покажи мне будильники которые я установил
204,у меня есть какие-то будильники,у меня есть какие-то будильники
205,покажи будильники,покажи будильники
206,какая погода в пензе,какая погода в [place_name : пензе]
207,расскажи о погоде в шадринске,расскажи о погоде в [place_name : шадринске]
209,пожалуйста сделай свет удобным для чтения,пожалуйста сделай свет [color_type : удобным для чтения]
210,сделай освещение подходящим для просмотра,сделай освещение [color_type : подходящим для просмотра]
211,сделай комнату светлее,сделай [house_place : комнату] светлее
212,и включился свет,и включился свет
213,какое сегодня число,какое [date : сегодня] число
214,какой день недели сегодня,какой день недели [date : сегодня]
215,скажи мне дату,скажи мне дату
216,как там погода сегодня,как там погода [date : сегодня]
217,сейчас идёт дождь,сейчас [weather_descriptor : идёт дождь]
218,на улице идёт дождь алиса,на улице [weather_descriptor : идёт дождь] алиса
219,мне взять зонт завтра,мне взять [weather_descriptor : зонт] [date : завтра]
220,включи музыку из моего рок листа,включи музыку из моего [playlist_name : рок листа]
221,измени свет на зеленый,измени свет на [color_type : зеленый]
222,добавь эту песню в избранное,добавь эту песню в избранное
223,что это за песня,что это за песня
224,olly выключи свет,olly выключи свет
225,выключи свет,выключи свет
226,вымой пол пожалуйста,вымой [house_place : пол] пожалуйста
227,включи розетку для рисоварки,включи [device_type : розетку для рисоварки]
228,выключи розетку рисоварки,выключи [device_type : розетку рисоварки]
229,сколько времени в туле,сколько времени в [place_name : туле]
230,сколько времени в пекине,сколько времени в [place_name : пекине]
231,можешь помочь мне заказать немного суши в достаевском,можешь помочь мне заказать немного [food_type : суши] в [business_name : достаевском]
232,поставь будильник на шесть утра,поставь будильник на [time : шесть] [timeofday : утра]
233,поставить будильник на четыре после полудня,поставить будильник на [time : четыре] [timeofday : после полудня]
234,olly уведоми меня в три часа дня пойти на концерт,olly уведоми меня в [time : три часа дня] пойти на [event_name : концерт]
235,уведоми меня в три часа дня пойти на концерт,уведоми меня в [time : три часа дня] пойти на [event_name : концерт]
236,имею ли я будильник на утренний рейс,имею ли я будильник на [timeofday : утренний] [event_name : рейс]
237,поставил ли я будильник чтобы встать этим утром,поставил ли я будильник чтобы [alarm_type : встать] этим [timeofday : утром]
238,есть ли у меня какие-нибудь будильники,есть ли у меня какие-нибудь будильники
239,сейчас в казани идёт дождь,сейчас в [place_name : казани] [weather_descriptor : идёт дождь]
240,сегодня будет дождь,[date : сегодня] будет [weather_descriptor : дождь]
241,что там с погодой,что там с погодой
242,что происходит в россии,что происходит в [place_name : россии]
243,что происходит в мире,что происходит в [place_name : мире]
244,что происходит в твери,что происходит в [place_name : твери]
245,покажи мне несколько новостей т.а.с.с.,покажи мне несколько новостей [media_type : т.а.с.с.]
246,olly покажи какие нибудь новости с b. b. c.,olly покажи какие нибудь новости с [media_type : b. b. c.]
247,включи новости на первом канале,включи новости на [media_type : первом канале]
248,olly открой hackernews,olly открой [media_type : hackernews]
249,включи немного хип хопа,включи немного [music_genre : хип хопа]
250,хочу послушать джаз включи,хочу послушать [music_genre : джаз] включи
251,включи метал,включи [music_genre : метал]
252,включи дэт метал,включи дэт [music_genre : метал]
254,olly включи хороший трек моего избранного джазового исполнителя,olly включи хороший трек моего избранного [music_genre : джазового] исполнителя
255,olly какую музыку я обычно люблю после работы,olly какую музыку я обычно люблю после работы
257,olly включи музыку моего любимого пианиста,olly включи музыку моего любимого [music_genre : пианиста]
258,я тебя не слышу,я тебя не слышу
259,ты слишком громкий,ты слишком громкий
260,я почти тебя не слышу олли,я почти тебя не слышу олли
261,я тебя почти не слышу,я тебя почти не слышу
262,переключи на синие освещение,переключи на [color_type : синие] освещение
263,давай ка сделаем свет синим,давай ка сделаем свет [color_type : синим]
264,сделай свет ярко синим,сделай свет ярко [color_type : синим]
265,olly доброй ночи выключи свет,olly доброй ночи выключи свет
267,тут жутко темно,тут жутко темно
268,сделай свет поярче,сделай свет поярче
269,olly здесь слишком темно я даже не вижу свои ладони,olly здесь слишком темно я даже не вижу свои ладони
270,сколько сейчас время,сколько сейчас время
271,сколько сейчас времени во владивостоке,сколько сейчас времени во [place_name : владивостоке]
273,что за песня,что за песня
274,олли что за песня,олли что за песня
275,что певец имел ввиду под названием песни что такое осень,что певец имел ввиду под названием песни [song_name : что такое осень]
276,кто сделал кавер на песню я искала тебя,кто сделал кавер на песню [song_name : я искала тебя]
277,какая погода в казани,какая погода в [place_name : казани]
278,какая погода в екатеринбурге,какая погода в [place_name : екатеринбурге]
279,какой прогноз сегодня для москвы,какой прогноз [date : сегодня] для [place_name : москвы]
280,каково текущее положение переговоров по курилам,каково текущее положение [news_topic : переговоров по курилам]
281,какой курс обмена американского доллара к фунту стерлингов,какой [news_topic : курс обмена американского доллара к фунту стерлингов]
282,кто собирается выиграть следующие выборы в россии,кто собирается выиграть следующие [news_topic : выборы] в [place_name : россии]
283,в воскресенье ожидается солнце,в [date : воскресенье] ожидается [weather_descriptor : солнце]
284,вечером собирается пойти дождь,[timeofday : вечером] собирается пойти [weather_descriptor : дождь]
285,завтра обещают ветер,[date : завтра] обещают [weather_descriptor : ветер]
286,зажги свет на кухне,зажги свет на [house_place : кухне]
287,сделай ярче лампу рядом с диваном,сделай ярче [device_type : лампу рядом с диваном]
288,подсвети светильник,подсвети светильник
289,сколько сейчас времени в москве,сколько сейчас времени в [place_name : москве]
290,включить пылесос,включить [device_type : пылесос]
291,пропылесось кухню,пропылесось [house_place : кухню]
292,включи пылесос,включи [device_type : пылесос]
293,что происходит в мире,что происходит в [place_name : мире]
294,расскажи мне новости,расскажи мне новости
295,скажи мне заголовки сегодняшних газет,скажи мне заголовки [date : сегодняшних] [media_type : газет]
296,включи инстасамка плейлист,включи [playlist_name : инстасамка плейлист]
297,включи песни сплин в случайном порядке,включи песни [artist_name : сплин] [player_setting : в случайном порядке]
298,включи глинку,включи [artist_name : глинку]
299,какая погода,какая погода
300,какой на сегодня прогноз погоды,какой на [date : сегодня] прогноз погоды
301,какая погода,какая погода
302,привет что задумал,привет что задумал
303,как поживаешь,как поживаешь
304,утро доброе как делишки,утро доброе как делишки
305,закажи пиццу из два берега,закажи [food_type : пиццу] из [business_name : два берега]
306,я хочу суши можешь заказать мне на обед,я хочу [food_type : суши] можешь заказать мне на [meal_type : обед]
307,алекса я хочу суши закажи мне обед,алекса я хочу [food_type : суши] закажи мне [meal_type : обед]
308,закажи на вынос сэндвич и суп в панинаро,закажи [order_type : на вынос] [food_type : сэндвич] и [food_type : суп] в [business_name : панинаро]
309,сколько дней осталось в этом году,сколько дней осталось в [date : этом году]
310,какой день новогодняя ночь в этом году,какой день новогодняя ночь в [date : этом году]
311,когда в этом году день памяти,когда [date : в этом году] день памяти
312,здесь слишком темно,здесь слишком темно
313,увеличь яркость на двадцать процентов,увеличь яркость [change_amount : на двадцать процентов]
314,включи свет на полную мощность,включи свет [change_amount : на полную мощность]
315,пожалуйста помолчи еще час,пожалуйста помолчи [time : еще час]
316,тихий режим,тихий режим
317,не разговаривай сегодня,не разговаривай [date : сегодня]
318,завтра пойдет дождь,[date : завтра] пойдет [weather_descriptor : дождь]
319,расскажи о погоде в кинешме через два дня,расскажи о погоде в [place_name : кинешме] [time : через два дня]
320,мне завтра нужен будет зонт,мне [date : завтра] нужен будет [weather_descriptor : зонт]
321,выключи мою розетку,выключи мою [device_type : розетку]
322,включи мою розетку,включи мою [device_type : розетку]
323,включи умную зарядку,включи [device_type : умную зарядку]
324,расскажи новости в области технологий с хабра,расскажи новости в [news_topic : области технологий] с [media_type : хабра]
325,счастливый,счастливый
326,вечер,[timeofday : вечер]
327,воскресенье,[date : воскресенье]
329,ягода малинка,[song_name : ягода малинка]
330,тише,тише
331,более мягкий звук,более мягкий звук
332,тихий,тихий
333,какая погода в кирове,какая погода в [place_name : кирове]
334,хочу узнать про погоду в сочи,хочу узнать про погоду в [place_name : сочи]
335,хочу узнать про погоду в санкт петербурге,хочу узнать про погоду в [place_name : санкт петербурге]
336,на камчатке идёт снег,на [place_name : камчатке] [weather_descriptor : идёт снег]
339,йоу сейчас мне нужен кофе,йоу сейчас мне нужен кофе
340,сегодня,[date : сегодня]
341,запусти кофе машину,запусти [device_type : кофе машину]
342,приготовь чашку кофе прямо сейчас,приготовь чашку кофе прямо сейчас
343,какой будет погода завтра,какой будет погода [date : завтра]
344,завтра будет дождь,[date : завтра] будет [weather_descriptor : дождь]
345,какая будет температура там завтра,какая будет [weather_descriptor : температура] там [date : завтра]
346,какой на завтра прогноз погоды,какой на [date : завтра] прогноз погоды
347,какой прогноз погоды на завтра,какой прогноз погоды [date : на завтра]
348,завтра будет дождь,[date : завтра] будет [weather_descriptor : дождь]
349,снег будет завтра,[weather_descriptor : снег] будет [date : завтра]
350,узнай предлагает ли ресторан еду на вынос,узнай предлагает ли [business_type : ресторан] еду [order_type : на вынос]
351,узнай можно ли заказать в ресторане на вынос,узнай можно ли заказать в [business_type : ресторане] [order_type : на вынос]
352,есть для ресторана меню блюд навынос,есть для [business_type : ресторана] меню блюд [order_type : навынос]
353,какой день недели двадцать второе марта,какой день недели [date : двадцать второе марта]
354,двадцать девятое марта приходится на какой день,[date : двадцать девятое марта] приходится на какой день
355,первое апреля выпадает на какой день недели,[date : первое апреля] выпадает на какой день недели
356,какой мой следующий будильник,какой мой следующий будильник
357,пожалуйста скажи мне мои будильники,пожалуйста скажи мне мои будильники
358,во сколько сегодня зазвенит мой будильник,во сколько [date : сегодня] зазвенит мой будильник
359,можешь ли ты мне сказать время,можешь ли ты мне сказать время
360,какое текущее время,какое текущее время
361,включи трек восемь из google play music,включи [song_name : трек восемь] из [playlist_name : google play] music
362,включи вторую песню из песен нилетто,включи вторую песню из песен [artist_name : нилетто]
363,воспроизведи песню случайным образом из моего плейлиста,воспроизведи песню случайным образом из моего плейлиста
364,какая текущая дата,какая текущая дата
365,понедельник сегодня,[date : понедельник сегодня]
366,расскажи мне последние новости,расскажи мне последние новости
367,что происходит в новостях,что происходит в новостях
368,какая будет погода в краснодаре,какая будет погода в [place_name : краснодаре]
369,выключи свет,выключи свет
370,я хочу чтобы ты выключил свет,я хочу чтобы ты выключил свет
374,подтверди что то что ты услышишь про погоду правда,подтверди что то что ты услышишь про погоду правда
375,в геленджике сейчас солнечно,в [place_name : геленджике] сейчас [weather_descriptor : солнечно]
376,проверь приложение о погоде чтобы посмотреть,проверь приложение о погоде чтобы посмотреть
377,сохрани эту музыку в мой плейлист,сохрани эту музыку в мой плейлист
378,как насчет ты сохранишь эту музыку,как насчет ты сохранишь эту музыку
379,я хочу сохранить эту музыку можешь ты это сделать для меня,я хочу сохранить эту музыку можешь ты это сделать для меня
380,пожалуйста включи туман сектора газа,пожалуйста включи [song_name : туман] [artist_name : сектора газа]
