id,utt,annot_utt
87,bestel asseblief soesji vir aandete,bestel asseblief [food_type : soesji] vir [meal_type : aandete]
88,haai ek wil hê jy moet 'n burger bestel,haai ek wil hê jy moet 'n [food_type : burger] bestel
89,kan jy sushi bestel vir vanaand se aandete,kan jy [food_type : sushi] bestel vir [timeofday : vanaand] se [meal_type : aandete]
90,wat gaan aan met my aandete bestelling,wat gaan aan met my aandete bestelling
91,kan ek wegneem aandete bestel van romans,kan ek [order_type : wegneem] [meal_type : aandete] bestel van [business_name : romans]
92,doen biesmiellah wegneem etes,doen [business_name : biesmiellah] [order_type : wegneem etes]
93,stel 'n wekker vir twaalf,stel 'n wekker vir [time : twaalf]
94,stel 'n alarm veertig minute van nou af,stel 'n alarm [time : veertig minute van nou af]
95,stel alarm vir agtuur elke weeksdag,stel alarm vir [time : agtuur] [general_frequency : elke weeksdag]
96,reën dit,[weather_descriptor : reën] dit
97,gaan dit reën,gaan dit [weather_descriptor : reën]
98,sneeu dit tans,[weather_descriptor : sneeu] dit tans
99,wat is die weke se voorspelling,wat is die [time : weke] se voorspelling
100,wat is die week se voorspelling,wat is die [time : week se] voorspelling
101,wat is die week se weer,wat is [date : die week se] weer
102,wat is hierdie week se weer,wat is [date : hierdie week se] weer
103,vertel my van die weer die week,vertel my van die weer [date : die week]
104,vertel my b. b. c. nuus,vertel my [media_type : b. b. c.] nuus
105,wat is die nuss op b. b. c. nuus,wat is die nuss op [media_type : b. b. c.] nuus
106,wat is e nuus se nuutste nuus,wat is [media_type : e nuus] se nuutste nuus
107,speel toe vind ek jou,speel [song_name : toe vind ek jou]
108,speel 'n liedjie waarvan ek hou,speel 'n liedjie waarvan ek hou
109,sit meisie meisie aan,sit [song_name : meisie meisie] aan
110,speel daft punk,speel [artist_name : daft punk]
111,sit aan 'n bietjie coldplay,sit aan 'n bietjie [artist_name : coldplay]
112,speel bietjie david bowie,speel bietjie [artist_name : david bowie]
113,lus dié snit,[player_setting : lus] dié snit
114,skommel hierdie speellys,[player_setting : skommel] hierdie speellys
115,stel die volume na laag,stel die volume [change_amount : na laag]
116,wat speel nou,wat speel nou
117,watter musiek is hierdie,watter musiek is hierdie
118,sê my die kunstenaar van die song,sê my die kunstenaar van die song
119,maak my lag,maak my lag
120,janneman laat my lag,janneman laat my lag
121,vertel my n goeie grappie,vertel my n [joke_type : goeie] grappie
122,stuur 'n giggel na my toe,stuur 'n giggel na my toe
123,vertel my 'n grap,vertel my 'n grap
124,ollie vertel my 'n grap,ollie vertel my 'n grap
125,alexa vertel vir my n grappie,alexa vertel vir my n grappie
126,kikker my op,kikker my op
127,wat is die dag vandag,wat is die dag [date : vandag]
128,wat is die datum,wat is die datum
129,vertel my van vandag,vertel my van [date : vandag]
130,bestel 'n pizza,bestel 'n [food_type : pizza]
131,bestel vir my 'n boerie rolletjie van bo-kaap kombuis,bestel vir my 'n [food_type : boerie rolletjie] van [business_name : bo-kaap kombuis]
132,bestel 'n takeaway,bestel 'n [order_type : takeaway]
133,wanneer kom my bestelling,wanneer kom my bestelling
134,hoe lank nog vir my wegneem ete,hoe lank nog vir my [order_type : wegneem] ete
135,domino's aflewering status,[business_name : domino's] [order_type : aflewering] status
136,wat speel nou,wat speel nou
137,sê vir my die liedjie se naam,sê vir my die liedjie se naam
138,watter liedjie is daardie,watter liedjie is daardie
139,speel my jazz speel lys,speel my [music_genre : jazz] speel lys
140,begin my jazz speellys,begin my [music_genre : jazz] speellys
141,speel my gunsteling speellys,speel my gunsteling speellys
142,dit is a goeie lied,dit is a goeie lied
143,ek hou nie daarvan nie,ek hou nie daarvan nie
144,ek hou daarvan,ek hou daarvan
145,ek hou van jazz,ek hou van [music_genre : jazz]
146,kan jy bietjie jazz speel,kan jy bietjie [music_genre : jazz] speel
147,ek hou daarvan om te luister na jazz,ek hou daarvan om te luister na [music_genre : jazz]
148,janneman ek wil luister na sokkie sokkie,janneman ek wil luister na [music_genre : sokkie sokkie]
149,die liedjie was baie goed,die liedjie was baie goed
150,ek hou van hierdie lied,ek hou van hierdie lied
151,speel dit weer asseblief,speel dit weer asseblief
152,verander die volume,verander die volume
153,skakel aan skommel,skakel aan [player_setting : skommel]
154,stoor verstellings,stoor verstellings
155,stel helderheid op vyftig persent,stel helderheid [change_amount : op vyftig persent]
156,verminder die helderheid,verminder die helderheid
157,verminder die helderheid,verminder die helderheid
158,verlaag die ligte,verlaag die ligte
159,verminder helderheid,verminder helderheid
160,verdoof die ligte,verdoof die ligte
161,olly verdof die ligte,olly verdof die ligte
162,maak vir my koffie,maak vir my koffie
163,olly maak vir my 'n koppie koffie,olly maak vir my 'n koppie koffie
164,ek het koffie nodig,ek het koffie nodig
165,ek lus vir 'n bietjie koffie nou,ek lus vir 'n bietjie koffie nou
166,hoe gaan dit met jou,hoe gaan dit met jou
167,hay hay,hay hay
168,kan hulle wegneem ete voorsien,kan hulle [order_type : wegneem ete] voorsien
169,kan hulle aflewering doen,kan hulle [order_type : aflewering] doen
170,doen hulle tuis aflewering,doen hulle tuis [order_type : aflewering]
171,janneman doen hulle aflewering by die huis,janneman doen hulle [order_type : aflewering] by die huis
172,stel alarm om tien v. m.,stel alarm om [time : tien v. m.]
173,stel alarm vir môre sesuur v. m.,stel alarm vir [date : môre] [time : sesuur v. m.]
174,stel wekker vir donderdag sewe voormiddag,stel wekker vir [date : donderdag] [time : sewe voormiddag]
175,vertel vir my die nuutste tegnologie nuus,vertel vir my die nuutste [news_topic : tegnologie] nuus
176,vertel my die nuutste tegnologie nuus,vertel my die nuutste [news_topic : tegnologie] nuus
177,vertel vir my ñ bietjie besigheids nuus,vertel vir my ñ bietjie [news_topic : besigheids] nuus
178,vertel my oor internasionale nuus,vertel my oor [place_name : internasionale] nuus
179,vertel vir my die weer,vertel vir my die weer
180,wat is die weer nou,wat is die weer nou
181,reën dit nou,[weather_descriptor : reën] dit nou
182,speel my rock speellys,speel my [music_genre : rock] speellys
183,skakel my michael jackson speellys aan,skakel my [artist_name : michael jackson] speellys aan
184,speel michael jackson van my speellys,speel [artist_name : michael jackson] van my speellys
185,open my speellys en speel die derde liedjie in die ry,open my speellys en speel die derde liedjie in die ry
186,speel toe vind ek jou van my gunsteling speellys,speel [song_name : toe vind ek jou] van my gunsteling speellys
187,draai die volume op,draai die volume op
188,volume op,volume op
189,demp volume,demp volume
190,skakel aan die prop,skakel aan die [device_type : prop]
191,skakel aan die prop,skakel aan die [device_type : prop]
192,skakel aan my muurprop,skakel aan my [device_type : muurprop]
193,vertel my 'n grap,vertel my 'n grap
194,ken jy enige grappe,ken jy enige grappe
195,wat is die tyd,wat is die tyd
196,vertel my die tyd,vertel my die tyd
197,watter tyd is dit,watter tyd is dit
198,doen wawiel wegneemetes,doen [food_type : wawiel] [order_type : wegneemetes]
199,is my gunsteling pizza plek beskikbaar vir wegneemetes,is my gunsteling [food_type : pizza] plek beskikbaar vir [order_type : wegneemetes]
200,kan ek wegneem etes van spaanse plek bestel,kan ek [order_type : wegneem] etes van [food_type : spaanse] plek bestel
201,verwyder die wekker wat ek sopas gestel het,verwyder die wekker wat ek sopas gestel het
202,verwyder die wekker,verwyder die wekker
203,wys vir my die alarms wat ek gestel het,wys vir my die alarms wat ek gestel het
204,het ek enige alarms,het ek enige alarms
205,wys alarms,wys alarms
206,hoe is die weer in kaapstad,hoe is die weer in [place_name : kaapstad]
207,sê vir my die weer in pretoria,sê vir my die weer in [place_name : pretoria]
209,asseblief maak die ligte leesvriendelik,asseblief maak die ligte [color_type : leesvriendelik]
210,maak asseblief die ligte kyk vriendelik,maak asseblief die ligte [color_type : kyk vriendelik]
211,maak die vertrek helderder,maak die [house_place : vertrek] helderder
212,en die lig begin,en die lig begin
213,wat is die datum vandag,wat is die datum [date : vandag]
214,watter dag is vandag,watter dag is [date : vandag]
215,gee my 'n datum,gee my 'n datum
216,how is die weer vandag,how is die weer [date : vandag]
217,reën dit buite,[weather_descriptor : reën] dit buite
218,reën dit buite janneman,[weather_descriptor : reën] dit buite janneman
219,moet ek more 'n sambreel bring,moet ek [date : more] 'n [weather_descriptor : sambreel] bring
220,speel musiek van my rock lys,speel musiek van my [playlist_name : rock lys]
221,verander die ligte na groen,verander die ligte na [color_type : groen]
222,voeg hierdie liedjie by my gunstelinge,voeg hierdie liedjie by my gunstelinge
223,wat is hierdie liedjie,wat is hierdie liedjie
224,olly ligte af,olly ligte af
225,ligte af,ligte af
226,maak die vloer skoon asseblief,maak die [house_place : vloer] skoon asseblief
227,skakel aan die ryskoker sok,skakel aan die [device_type : ryskoker sok]
228,skakel af die rys kooker se prop,skakel af die [device_type : rys kooker] se [device_type : prop]
229,watter tyd is dit in las vegas,watter tyd is dit in [place_name : las vegas]
230,watter tyd is dit in beijing,watter tyd is dit in [place_name : beijing]
231,kan jy my help met 'n bestelling vir sushi vanaf mr delivery,kan jy my help met 'n bestelling vir [food_type : sushi] vanaf [business_name : mr delivery]
232,stel 'n alarm om ses in die oggend,stel 'n alarm om [time : ses] in die [timeofday : oggend]
233,stel 'n alarm vir vier uur namiddag,stel 'n alarm vir [time : vier uur] [timeofday : namiddag]
234,olly waarsky my om drie n. m. om na die konsert te gaan,olly waarsky my om [time : drie n. m.] om na die [event_name : konsert] te gaan
235,herinner my om drie n. m. om konsert toe te gaan.,herinner my om [time : drie n. m.] om [event_name : konsert] toe te gaan.
236,het ek 'n alarm gestel vir oggend vlug,het ek 'n alarm gestel vir [timeofday : oggend] [event_name : vlug]
237,het ek 'n alarm gestel om die oggend wakker te word,het ek 'n alarm gestel om die [timeofday : oggend] [alarm_type : wakker te word]
238,is daar enige wekkers,is daar enige wekkers
239,reën dit in pretoria,[weather_descriptor : reën] dit in [place_name : pretoria]
240,gaan dit reën vandag,gaan dit [weather_descriptor : reën] [date : vandag]
241,wat gaan buite aan,wat gaan buite aan
242,wat gebeur in afrika,wat gebeur in [place_name : afrika]
243,wat gaan aan in die wêreld,wat gaan aan in die [place_name : wêreld]
244,wat gebeur in kwa-zulu natal,wat gebeur in [place_name : kwa-zulu natal]
245,wys my sommige nuus vanaf e nuus,wys my sommige nuus vanaf [media_type : e nuus]
246,olly wys my die nuus vanaf b. b. c.,olly wys my die nuus vanaf [media_type : b. b. c.]
247,speel news twenty four nuus,speel [media_type : news twenty four] nuus
248,olly kuberkrakernuus,olly [media_type : kuberkrakernuus]
249,speel my bietjie hip hop,speel my bietjie [music_genre : hip hop]
250,ek voel soos jazz nou en jy,ek voel soos [music_genre : jazz] nou en jy
251,olly death metal nou,olly death [music_genre : metal] nou
252,sokkie nou,[music_genre : sokkie] nou
254,olly speel 'n goeie snit van my gunsteling pop speler,olly speel 'n goeie snit van my gunsteling [music_genre : pop] speler
255,olly van watter musiek hou ek gewoonlik na werk,olly van watter musiek hou ek gewoonlik na werk
257,olly speel musiek van my gunsteling pianis,olly speel musiek van my gunsteling [music_genre : pianis]
258,ek kan jou nie hoor nie,ek kan jou nie hoor nie
259,jy is te hard,jy is te hard
260,ek kan jou skaars hoor janneman,ek kan jou skaars hoor janneman
261,ek kan jou skaars hoor,ek kan jou skaars hoor
262,verander die ligte blou,verander die ligte [color_type : blou]
263,kom ons maak die ligte blou,kom ons maak die ligte [color_type : blou]
264,maak dat die ligte blou skyn,maak dat die ligte [color_type : blou skyn]
265,olly goeie nag ligte af,olly goeie nag ligte af
267,dis verskriklik donker hier,dis verskriklik donker hier
268,maak die ligte meer helder,maak die ligte meer helder
269,olly dit is te donker ek kan nie eers my hande sien nie,olly dit is te donker ek kan nie eers my hande sien nie
270,wat is die tyd,wat is die tyd
271,wat is die tyd nou in durban,wat is die tyd nou in [place_name : durban]
273,wat is die liedjie,wat is die liedjie
274,olly wat is die lied,olly wat is die lied
275,wat die sanger bedoel het deur die titel van die liedjie kaptein,wat die sanger bedoel het deur die titel van die liedjie [song_name : kaptein]
276,wie het die liedjie beautiful in beaufort wes gedek,wie het die liedjie [song_name : beautiful in beaufort wes] gedek
277,wat is die weer in kaapstad,wat is die weer in [place_name : kaapstad]
278,hoe is die weer in pretoria,hoe is die weer in [place_name : pretoria]
279,wat is vandag se voorspelling vir berlyn,wat is [date : vandag se] voorspelling vir [place_name : berlyn]
280,wat is die huidige toestand van die brexit onderhandelings,wat is die huidige toestand van die [news_topic : brexit onderhandelings]
281,wat is die wisselkoers van amerikaanse dollar tot pond sterling,wat is die [news_topic : wisselkoers van amerikaanse dollar tot pond sterling]
282,wie gaan die volgende verkiesing in suid afrika wen,wie gaan die volgende [news_topic : verkiesing] in [place_name : suid afrika] wen
283,verwag jy son op sondag,verwag jy [weather_descriptor : son] op [date : sondag]
284,gaan dit in die aand reën,gaan dit in die [timeofday : aand] [weather_descriptor : reën]
285,gaan dit winderig wees more,gaan dit [weather_descriptor : winderig] wees [date : more]
286,stel die ligte op in die kombuis,stel die ligte op in die [house_place : kombuis]
287,verhelder die lamp langs die bank,verhelder die [device_type : lamp langs die bank]
288,lig die lig,lig die lig
289,watter tyd is dit in moskou nou,watter tyd is dit in [place_name : moskou] nou
290,begin 'n stofsuier,begin 'n [device_type : stofsuier]
291,stofsuig die kombuis,stofsuig die [house_place : kombuis]
292,sit die stofsuier aan,sit die [device_type : stofsuier] aan
293,wat gebeur in die wêreld,wat gebeur in die [place_name : wêreld]
294,vertel vir my die nuus,vertel vir my die nuus
295,vertel my vandag se koerant se opskrifte,vertel my [date : vandag se] [media_type : koerant se] opskrifte
296,speel 'n nirvana speellys,speel 'n [playlist_name : nirvana speellys]
297,skommel liedjies van coldplay,[player_setting : skommel] liedjies van [artist_name : coldplay]
298,speel chopin,speel [artist_name : chopin]
299,wat is die weervoorspelling,wat is die weervoorspelling
300,wat is die voorspelling vir vandag,wat is die voorspelling vir [date : vandag]
301,hoe is die weer,hoe is die weer
302,hey waarme is jy besig,hey waarme is jy besig
303,hoe gaan dit met jou,hoe gaan dit met jou
304,môre wat gaan aan,môre wat gaan aan
305,bestel 'n pizza van domino's,bestel 'n [food_type : pizza] van [business_name : domino's]
306,ek wil graag soesji hê sal jy vir my middagete bestel,ek wil graag [food_type : soesji] hê sal jy vir my [meal_type : middagete] bestel
307,alexa ek wil graag sushi hê kan jy vir my middagete bestel,alexa ek wil graag [food_type : sushi] hê kan jy vir my [meal_type : middagete] bestel
308,bestel 'n wegneem toebroodjie en sop by die rocomamas,bestel 'n [order_type : wegneem] [food_type : toebroodjie] en [food_type : sop] by die [business_name : rocomamas]
309,hoeveel dae is oor in die jaar,hoeveel dae is oor in [date : die jaar]
310,watter dag is oujaarsaand vanjaar,watter dag is oujaarsaand [date : vanjaar]
311,watter dag is gedenkteken dag die jaar,watter dag is gedenkteken dag [date : die jaar]
312,dis te donker hier,dis te donker hier
313,vermeerder helderheid met twintig persent,vermeerder helderheid [change_amount : met twintig persent]
314,stel ligte op volle krag,stel ligte [change_amount : op volle krag]
315,wees asseblief stil vir nog 'n uur,wees asseblief stil vir [time : nog 'n uur]
316,stom,stom
317,moet nie vandag praat nie,moet nie [date : vandag] praat nie
318,gaan dit reën more,gaan dit [weather_descriptor : reën] [date : more]
319,sê vir my die weer in kaapstad twee dae van nou af,sê vir my die weer in [place_name : kaapstad] [time : twee dae van nou af]
320,sal ek môre 'n sambreel kry,sal ek [date : môre] 'n [weather_descriptor : sambreel] kry
321,stel my okug buite werking,stel my [device_type : okug] buite werking
322,sit aan my kragprop,sit aan my [device_type : kragprop]
323,skakel aan die slim herlaaier,skakel aan die [device_type : slim herlaaier]
324,vertel my die nuus in tegnologie van engadget,vertel my die nuus in [news_topic : tegnologie] van [media_type : engadget]
325,gelukkig,gelukkig
326,aand,[timeofday : aand]
327,sondag,[date : sondag]
329,sewe jaar,[song_name : sewe jaar]
330,stiller,stiller
331,sagter,sagter
332,stil,stil
333,wat is die weer toestand in kaapstad,wat is die weer toestand in [place_name : kaapstad]
334,ek wil weet hoe is die weer in kaapstad,ek wil weet hoe is die weer in [place_name : kaapstad]
335,ek wil graag weet hoe is die weer in kaapstad,ek wil graag weet hoe is die weer in [place_name : kaapstad]
336,sneeu dit in kimberley,[weather_descriptor : sneeu] dit in [place_name : kimberley]
339,awe ek benodig nou 'n koffie,awe ek benodig nou 'n koffie
340,ek he 'n arm behoeftige gehelp vandag olly,ek he 'n arm behoeftige gehelp [date : vandag] olly
341,begin die koffiemasjien,begin die [device_type : koffiemasjien]
342,kry nou 'n koppie koffie reg,kry nou 'n koppie koffie reg
343,hoe gaan die weer wees more,hoe gaan die weer wees [date : more]
344,sal dit môre reënerig wees,sal dit [date : môre] [weather_descriptor : reënerig] wees
345,wat gaan die temperatuur môre wees daar buite,wat gaan die [weather_descriptor : temperatuur] [date : môre] wees daar buite
346,wat is môre se weer voorspellings,wat is [date : môre se] weer voorspellings
347,wat is more se weer voorspellings,wat is [date : more se] weer voorspellings
348,gaan dit reën more,gaan dit [weather_descriptor : reën] [date : more]
349,gaan daar môre sneeu wees,gaan daar [date : môre] [weather_descriptor : sneeu] wees
350,find uit of die restaurant wegneem bestellings doen,find uit of die [business_type : restaurant] [order_type : wegneem] bestellings doen
351,soek of die restaurant wegneemetes doen,soek of die [business_type : restaurant] [order_type : wegneemetes] doen
352,is daar 'n wegneemete spyskaart by die restaurant,is daar 'n [order_type : wegneemete] spyskaart by die [business_type : restaurant]
353,watter dag van die week is die twee-en-twintigste maart,watter dag van die week is die [date : twee-en-twintigste maart]
354,die nege en twintigste maart is op watter dag,die [date : nege en twintigste maart] is op watter dag
355,watter dag van die week is die eerste april,watter dag van die week is die [date : eerste april]
356,wat is my volgende wekker,wat is my volgende wekker
357,vertel my asseblief my wekkers,vertel my asseblief my wekkers
358,hoelaat gaan my alarm af vandag,hoelaat gaan my alarm af [date : vandag]
359,kan jy my die tyd vertel,kan jy my die tyd vertel
360,wat is die huidige tyd,wat is die huidige tyd
361,speel die snit agt van google play music,speel die [song_name : snit agt] van [playlist_name : google play] music
362,speel did tweede liedjie van tasché se liedjie,speel did tweede liedjie van tasché se liedjie
363,speel 'n liedjie lukraak van my speellys af,speel 'n liedjie lukraak van my speellys af
364,wat is die huidige datum,wat is die huidige datum
365,is dit maandag vandag,is dit [date : maandag vandag]
366,vertel my asseblief die nuutste nuus,vertel my asseblief die nuutste nuus
367,wat gaan in die nuus aan,wat gaan in die nuus aan
368,wat is die weer in kaapstad,wat is die weer in [place_name : kaapstad]
369,skakel af die ligte,skakel af die ligte
370,ek wil die lig afgeskakel he kan jy dit vir my doen,ek wil die lig afgeskakel he kan jy dit vir my doen
374,vertel my of die volgende waar is oor die weer,vertel my of die volgende waar is oor die weer
375,is dit sonnig in pretoria nou,is dit [weather_descriptor : sonnig] in [place_name : pretoria] nou
376,kyk na die weer-toepassing om te sien of,kyk na die weer-toepassing om te sien of
377,kan jy hierdie musiek stoor in my speellys,kan jy hierdie musiek stoor in my speellys
378,wat van jy stoor hierdie musiek,wat van jy stoor hierdie musiek
379,ek wil hê die musiek moet gestoor word kan jy dit vir my doen,ek wil hê die musiek moet gestoor word kan jy dit vir my doen
380,speel asseblief vuur op die water van elandré,speel asseblief [song_name : vuur op die water] van [artist_name : elandré]
381,asseblief maak my musiek application oop en speel ooh la la by wonderboom,asseblief maak my musiek application oop en speel [song_name : ooh la la] by [artist_name : wonderboom]
382,speel asseblief die song games deur disturbed,speel asseblief die song [song_name : games] deur [artist_name : disturbed]
383,skakel af die motorhuis lig,skakel af die [house_place : motorhuis] lig
384,kyk vir brekende nuus in die sunday times,kyk vir brekende nuus in die [media_type : sunday times]
385,wat is sensasioneel in die times of india,wat is sensasioneel in die [media_type : times of india]
386,enige doods nuus in times of india,enige [news_topic : doods] nuus in [media_type : times of india]
387,laat weet my wanneer daar meer nuus is oor brexit,laat weet my wanneer daar meer nuus is oor [news_topic : brexit]
388,sit af die slim prop,sit af die [device_type : slim prop]
389,sit die slim prop aan,sit die [device_type : slim prop] aan
390,skakel die slim muur prop,skakel die [device_type : slim muur] prop
391,speel 'n ewekansige liedjie uit my speellys,speel 'n ewekansige liedjie uit my speellys
392,speel vir my 'n lied van spoegwolf,speel vir my 'n lied van spoegwolf
393,speel 'n retro liedjie in my speellys,speel 'n [music_genre : retro] liedjie in my speellys
394,as dit middag is in bloemfontein wat is die tyd in windhoek,as dit [timeofday : middag] is in [place_name : bloemfontein] wat is die tyd in [place_name : windhoek]
395,wat is die tyd verskil tussen oostelike tyd en stille oseaan tyd,wat is die tyd verskil tussen [time_zone : oostelike] tyd en [time_zone : stille oseaan tyd]
396,speel why do you sing deur kirk franklin,speel [song_name : why do you sing] deur [artist_name : kirk franklin]
397,speel enige liedjie deur die heuwels fantasties,speel enige liedjie deur [artist_name : die heuwels fantasties]
398,gaan dit warm wees more,gaan dit [weather_descriptor : warm] wees [date : more]
399,verwyder die eerste wekker,verwyder die eerste wekker
400,begin speel,begin speel
401,musiek asseblief,musiek asseblief
402,kan jy die lig kleure in die huis verander,kan jy die lig kleure in die [house_place : huis] verander
403,kan jy die lig kleure in die huis skommel,kan jy die lig kleure in die [house_place : huis] [player_setting : skommel]
404,kan jy die lig kleure na donker verander in die huis,kan jy die lig kleure na [color_type : donker] verander in die [house_place : huis]
406,ek wil asseblief na pop musiek luister,ek wil asseblief na [music_genre : pop] musiek luister
