id,utt,annot_utt
25,olly समतल साफ करें,olly [house_place : समतल] साफ करें
26,समतल साफ करें,[house_place : समतल] साफ करें
27,यह गंदा है यहाँ कुछ आवाज़ उठाओ,यह गंदा है यहाँ कुछ आवाज़ उठाओ
28,मकान साफ करो,[house_place : मकान] साफ करो
29,olly घर को वैक्यूम करें,olly [house_place : घर] को वैक्यूम करें
30,सफाई अच्छी है धूल इतनी खराब है अब अपना जादू करो मेरे कालीन को साफ करो,सफाई अच्छी है धूल इतनी खराब है अब अपना जादू करो मेरे [house_place : कालीन] को साफ करो
31,हुवर को हॉल में चालाओ,हुवर को [house_place : हॉल] में चालाओ
32,चारों ओर carpets को घेरें,चारों ओर [house_place : carpets] को घेरें
33,जांचें कि show कब शुरू होता है,जांचें कि show कब शुरू होता है
34,मैं एक बार फिर अरिजीत सिंह का गाना सुनना चाहता हूं,मैं एक बार फिर [artist_name : अरिजीत सिंह] का गाना सुनना चाहता हूं
35,मैं उस संगीत को फिर से बजाना चाहता हूं,मैं उस [media_type : संगीत] को फिर से बजाना चाहता हूं
36,चेक करो मेरी कार तैयार है,चेक करो मेरी कार तैयार है
37,जांचें कि मेरा लैपटॉप काम कर रहा है,जांचें कि मेरा लैपटॉप काम कर रहा है
38,क्या मेरी स्क्रीन की चमक कम है,क्या मेरी स्क्रीन की चमक कम है
39,मुझे लोकेशन सर्विस की जरूरत है क्या आप चेक कर सकते हैं,मुझे लोकेशन सर्विस की जरूरत है क्या आप चेक कर सकते हैं
40,मेरे बिजली के उपयोग की स्थिति की जाँच करें,मेरे बिजली के उपयोग की स्थिति की जाँच करें
41,मुझे अपनी स्क्रीन की चमक की स्थिति चाहिए,मुझे अपनी स्क्रीन की चमक की स्थिति चाहिए
42,मुझे मेरी उपलब्ध स्मृति पर स्थिति दें,मुझे मेरी उपलब्ध स्मृति पर स्थिति दें
43,मैं थका नहीं हूँ मैं वास्तव में खुश हूँ,मैं थका नहीं हूँ मैं वास्तव में खुश हूँ
44,ओली मैं थक नहीं रहा हूँ मैं वास्तव में खुश हूँ,ओली मैं थक नहीं रहा हूँ मैं वास्तव में खुश हूँ
45,क्या चल रहा है,क्या चल रहा है
46,क्या चल रहा है ओली,क्या चल रहा है ओली
47,भारत में समय क्या है,[place_name : भारत] में समय क्या है
48,मुझे नई दिल्ली में समय बताओ,मुझे [place_name : नई दिल्ली] में समय बताओ
49,मुझे जी. एम. टी. में समय बताओ,मुझे [time_zone : जी. एम. टी.] में समय बताओ
50,olly मुझे जी. एम. टी. में समय बताओ,olly मुझे [time_zone : जी. एम. टी.] में समय बताओ
51,olly बिहारी भोजन के लिए सबसे अधिक रेटेड वितरण विकल्पों की सूची बनाएं,olly [food_type : बिहारी] भोजन के लिए सबसे अधिक रेटेड [order_type : वितरण] विकल्पों की सूची बनाएं
52,chinese भोजन के लिए सबसे अधिक मूल्यांकित delivery विकल्प,[food_type : chinese] भोजन के लिए सबसे अधिक मूल्यांकित [order_type : delivery] विकल्प
53,साउथ इंडियन भोजन के लिए सबसे अधिक मूल्यांकित वितरण विकल्पों की सूची बनाएं,[food_type : साउथ इंडियन] भोजन के लिए सबसे अधिक मूल्यांकित [order_type : वितरण] विकल्पों की सूची बनाएं
54,चीनी भोजन के लिए ऑली मोस्ट रेटेड डिलीवरी विकल्प,[food_type : चीनी] भोजन के लिए ऑली मोस्ट रेटेड [order_type : डिलीवरी] विकल्प
55,मैं कुछ डोसा चाहता हूँ मुझे कुछ सुझाव दो,मैं कुछ [food_type : डोसा] चाहता हूँ मुझे कुछ सुझाव दो
56,olly मुझे डोसा खाना है इसलिए तुम मुझे कोई सुझाव दो,olly मुझे [food_type : डोसा] खाना है इसलिए तुम मुझे कोई सुझाव दो
57,रॉयल इंडियन के आसपास मेरे भारतीय टेकअवे खोजें,[place_name : रॉयल इंडियन] के आसपास मेरे [food_type : भारतीय] [order_type : टेकअवे] खोजें
58,कलिका भोजनालय में मेरे भारतीय टेकअवे का पता लगाओ,[place_name : कलिका भोजनालय] में मेरे [food_type : भारतीय] [order_type : टेकअवे] का पता लगाओ
59,मेरा सुबह सात बजे का अलार्म रद्द करो,मेरा [time : सुबह सात बजे] का अलार्म रद्द करो
60,सुबह सात बजे अलार्म बंद करो,[time : सुबह सात बजे] अलार्म बंद करो
61,मैंने कौन से अलार्म सेट किए हैं,मैंने कौन से अलार्म सेट किए हैं
62,कृपया सक्रिय अलार्म सूचीबद्ध करें,कृपया सक्रिय अलार्म सूचीबद्ध करें
63,मुझे मेरे अलार्म के बारे में बताओ,मुझे मेरे अलार्म के बारे में बताओ
65,आज क्रिकेट में क्या हो रहा है,[date : आज] [news_topic : क्रिकेट] में क्या हो रहा है
66,कृपया अरिजित सिंह के द्वारा तुम ही हो चालू करो,कृपया [artist_name : अरिजित सिंह] के द्वारा [song_name : तुम ही हो] चालू करो
67,अरिजीत सिंह का तुम ही हो चलाओ,[artist_name : अरिजीत सिंह] का [song_name : तुम ही हो] चलाओ
68,नीति मोहन द्वारा इश्क वाला लव चलाओ,[artist_name : नीति मोहन] द्वारा [song_name : इश्क वाला लव] चलाओ
69,मुझे राॅक संगीत पसंद है,मुझे [music_genre : राॅक] संगीत पसंद है
70,मेरा पसंदीदा संगीत बैंड रानी है,मेरा पसंदीदा संगीत बैंड [artist_name : रानी] है
71,मुझे अरिजीत सिंह के गाने पसंद है,मुझे [artist_name : अरिजीत सिंह के] गाने पसंद है
72,पसंदीदा में से संगीत को चलना शुरू करें,पसंदीदा में से संगीत को चलना शुरू करें
73,कृपया मेरे पुराने रेडियो को चलाओ,कृपया मेरे पुराने रेडियो को चलाओ
74,अभी कौन सा बैंड बज रहा है,अभी कौन सा बैंड बज रहा है
75,वर्तमान संगीत के लेखक कौन हैं,वर्तमान संगीत के लेखक कौन हैं
76,अभी जो संगीत बज रहा है ये कौनसी album से है,अभी जो संगीत बज रहा है ये कौनसी album से है
77,olly मैं वास्तव में इस गाने का आनंद ले रहा हूँ,olly मैं वास्तव में इस गाने का आनंद ले रहा हूँ
78,आप जो गाना बजा रहे हैं वह बहुत ही शानदार है,आप जो गाना बजा रहे हैं वह बहुत ही शानदार है
79,यह मेरे लिए सबसे अच्छे गीतों में से एक है,यह मेरे लिए सबसे अच्छे गीतों में से एक है
80,रोशनी की चमक अधिक सेट करे,रोशनी की चमक अधिक सेट करे
81,रोशनी तेज़ करें,रोशनी तेज़ करें
82,कृपया रोशनी को अधिकतम तक बढ़ाएं,कृपया रोशनी को [change_amount : अधिकतम तक] बढ़ाएं
83,अरे वैक्यूम क्लीनर रोबोट शुरू करो,अरे [device_type : वैक्यूम क्लीनर रोबोट] शुरू करो
84,क्लीनर रोबोट को चालू करो,[device_type : क्लीनर रोबोट] को चालू करो
85,आज की तारीख बताओ,[date : आज की] तारीख बताओ
86,आज क्या तारीख है,[date : आज] क्या तारीख है
87,कृपया मेरे dinner के लिए कुछ सूप ऑर्डर केआर दो,कृपया मेरे [meal_type : dinner] के लिए कुछ [food_type : सूप] ऑर्डर केआर दो
88,अरे मैं चाहता हूँ की आप burger ऑर्डर करे,अरे मैं चाहता हूँ की आप [food_type : burger] ऑर्डर करे
89,क्या आप आज रात के खाने के लिए सूप ऑर्डर कर सकते हैं,क्या आप [timeofday : आज रात] [meal_type : के खाने] के लिए [food_type : सूप] ऑर्डर कर सकते हैं
90,मेरे रत के खाने कि खरीदारी के साथ क्या है,मेरे रत के खाने कि खरीदारी के साथ क्या है
91,क्या मैं देवा भोजनालय से टेकअवे डिनर मंगवा सकता हूँ,क्या मैं [business_name : देवा भोजनालय] से [order_type : टेकअवे] [meal_type : डिनर] मंगवा सकता हूँ
92,क्या पिज्जा हट पर साथ ले जाने की सुविधा है,क्या [business_name : पिज्जा हट] पर [order_type : साथ ले जाने] की सुविधा है
93,बारह बजे के लिए अलार्म सेट करें,[time : बारह] बजे के लिए अलार्म सेट करें
94,अभी से चालीस मिनट का अलार्म लगाओ,[time : अभी से चालीस मिनट] का अलार्म लगाओ
95,प्रत्येक सप्ताह के आठ दिनों के लिए अलार्म सेट करें,[general_frequency : प्रत्येक सप्ताह] के [time : आठ दिनों] के लिए अलार्म सेट करें
96,क्या बारिश हो रही है,क्या [weather_descriptor : बारिश हो रही है]
97,क्या बारिश होने वाली है,क्या [weather_descriptor : बारिश] होने वाली है
98,क्या इस समय बर्फ़ पड़ रही है,क्या इस समय [weather_descriptor : बर्फ़] पड़ रही है
99,सप्ताह का पूर्वानुमान क्या है,[time : सप्ताह] का पूर्वानुमान क्या है
100,सप्ताह का पूर्वानुमान क्या है,[time : सप्ताह] का पूर्वानुमान क्या है
101,इस सप्ताह का मौसम क्या है,[date : इस सप्ताह] का मौसम क्या है
102,इस सप्ताह का मौसम क्या है,[date : इस सप्ताह] का मौसम क्या है
103,मुझे इस सप्ताह का मौसम बताओ,मुझे [date : इस सप्ताह] का मौसम बताओ
104,आज तक मुझे सुनाओ,[media_type : आज तक] मुझे सुनाओ
105,बी. बी. सी. समाचार पर क्या खबर है,[media_type : बी. बी. सी.] समाचार पर क्या खबर है
106,इंडिया न्यूज़ ताजा खबर क्या है,[media_type : इंडिया न्यूज़] ताजा खबर क्या है
107,इश्क सूफियाना चलाएं,[song_name : इश्क सूफियाना] चलाएं
108,एक गाना बजाओ जो मुझे पसंद है,एक गाना बजाओ जो मुझे पसंद है
109,तुम ही हो को शुरू पर रखो,[song_name : तुम ही हो] को शुरू पर रखो
110,उदित नारायण चलाओ,[artist_name : उदित नारायण] चलाओ
111,कुछ मोहम्मद रफ़ी का चलाओ,कुछ [artist_name : मोहम्मद रफ़ी] का चलाओ
112,कुछ सोनू निगम खेलें,कुछ [artist_name : सोनू निगम] खेलें
113,इस ट्रैक को लूप करें,इस ट्रैक को [player_setting : लूप] करें
114,इस प्लेलिस्ट को शफ़ल करें,इस प्लेलिस्ट को [player_setting : शफ़ल] करें
115,आवाज़ को कम करो,आवाज़ को [change_amount : कम करो]
116,क्या खेल रहा है,क्या खेल रहा है
117,यह कौन सा संगीत है,यह कौन सा संगीत है
118,मुझे इस गाने के कलाकार बताओ,मुझे इस गाने के कलाकार बताओ
119,मुझे हँसाओ,मुझे हँसाओ
120,ओली मुझे हसाओ,ओली मुझे हसाओ
121,मुझे एक अच्छा चुटकुला सुनाओ,मुझे एक [joke_type : अच्छा] चुटकुला सुनाओ
122,एक हंसी भेजो मेरे रास्ते,एक हंसी भेजो मेरे रास्ते
123,मुझे एक जोक बताओ,मुझे एक जोक बताओ
124,ओली मुझे एक चुटकुला सुनाओ,ओली मुझे एक चुटकुला सुनाओ
125,एलेक्सा मुझे एक चुटकुला सुनाओ,एलेक्सा मुझे एक चुटकुला सुनाओ
126,मुझे खुश करो,मुझे खुश करो
127,आज कौन सा दिन है,[date : आज] कौन सा दिन है
128,तारीख कितनी हैं,तारीख कितनी हैं
129,मुझे आज के बारे में बताओ,मुझे [date : आज] के बारे में बताओ
130,एक पिज़्ज़ा ऑर्डर करो,एक [food_type : पिज़्ज़ा] ऑर्डर करो
131,पंजाबी ढाबा से मेरे लिए एक आलू का पराठा ऑर्डर करो,[business_name : पंजाबी ढाबा] से मेरे लिए एक [food_type : आलू] का [food_type : पराठा] ऑर्डर करो
132,ले जाने के लिए एक खरीदारी करो,[order_type : ले जाने के लिए] एक खरीदारी करो
133,मेरा ऑर्डर कब आ रहा है,मेरा ऑर्डर कब आ रहा है
134,कब तक मेरा टेकअवे,कब तक मेरा [order_type : टेकअवे]
135,domino's चीनी delivery करें,[business_name : domino's] चीनी [order_type : delivery] करें
136,क्या चल रहा है,क्या चल रहा है
137,गाने का नाम बताओ,गाने का नाम बताओ
138,वह कौन सा गाना है,वह कौन सा गाना है
139,मेरी भक्ति प्लेलिस्ट चलाओ,मेरी [music_genre : भक्ति] प्लेलिस्ट चलाओ
140,मेरे भक्ति वाले प्लेलिस्ट को चालू करो,मेरे [music_genre : भक्ति] वाले प्लेलिस्ट को चालू करो
141,मेरा पसंदीदा प्लेलिस्ट चलाओ,मेरा पसंदीदा प्लेलिस्ट चलाओ
142,यह एक अच्छा गाना है,यह एक अच्छा गाना है
143,मुझे यह पसंद नहीं है,मुझे यह पसंद नहीं है
144,मुझे यह पसंद है,मुझे यह पसंद है
145,मैं भजन पसंद करता हूँ,मैं [music_genre : भजन] पसंद करता हूँ
146,क्या आप कुछ भड़कीला गाना गाना प्ले कर सकते हैं,क्या आप कुछ [music_genre : भड़कीला] गाना गाना प्ले कर सकते हैं
147,मुझे शास्त्रीय संगीत सुनना पसंद है,मुझे [music_genre : शास्त्रीय संगीत] सुनना पसंद है
148,olly मुझे शास्त्रीय सुनना पसंद है,olly मुझे [music_genre : शास्त्रीय] सुनना पसंद है
149,यह गाना बहुत अच्छा था,यह गाना बहुत अच्छा था
150,मुझे यह गाना पसंद है,मुझे यह गाना पसंद है
151,कृपया इसको फिर से चालू करो,कृपया इसको फिर से चालू करो
152,वॉल्यूम बदलें,वॉल्यूम बदलें
153,फेरबदल सक्षम करें,[player_setting : फेरबदल] सक्षम करें
154,सेटिंग्स सेव करें,सेटिंग्स सेव करें
155,चमक को पचास प्रतिशत तक सेट करें,चमक को [change_amount : पचास प्रतिशत तक] सेट करें
156,चमक कम करें,चमक कम करें
157,चमक कम करना,चमक कम करना
158,रोशनी कम करें,रोशनी कम करें
159,ब्राइटनेस को कम कर दो,ब्राइटनेस को कम कर दो
160,बत्तियाँ बंद करो,बत्तियाँ बंद करो
161,olly डिम कर दो लाइट्स को,olly डिम कर दो लाइट्स को
162,मेरे लिए एक कॉफी बनाओ,मेरे लिए एक कॉफी बनाओ
163,olly मेरे लिए एक कॉफी बनाओ,olly मेरे लिए एक कॉफी बनाओ
164,मुझे कॉफ़ी चाहिए,मुझे कॉफ़ी चाहिए
165,मुझे अब कुछ कॉफी पसंद है,मुझे अब कुछ कॉफी पसंद है
166,आप कैसे हैं,आप कैसे हैं
167,अरे अरे,अरे अरे
168,क्या वे takeaway प्रदान कर सकते हैं,क्या वे [order_type : takeaway] प्रदान कर सकते हैं
169,क्या वे डिलीवरी कर सकते हैं,क्या वे [order_type : डिलीवरी] कर सकते हैं
170,क्या वें घर deliver करते हैं,क्या वें घर [order_type : deliver] करते हैं
171,ओली क्या वे घर deliver,ओली क्या वे घर [order_type : deliver]
172,प्रातः दस दस बजे अलार्म लगाओ,[time : प्रातः दस] दस बजे अलार्म लगाओ
173,कल सुबह छह बजे अलार्म लगाओ,[date : कल] [time : सुबह छह बजे] अलार्म लगाओ
174,गुरुवार सुबह सात बजे उठना सेट करें,[date : गुरुवार] सुबह [time : सात बजे] उठना सेट करें
175,मुझे नवीनतम प्रौद्योगिकी समाचार बताओ,मुझे नवीनतम [news_topic : प्रौद्योगिकी] समाचार बताओ
176,मुझे नवीनतम प्रौद्योगिकी के समाचार बताओ,मुझे नवीनतम [news_topic : प्रौद्योगिकी] के समाचार बताओ
177,मुझे व्यापार से संबंधित कुछ ख़बरें बताओ,मुझे [news_topic : व्यापार] से संबंधित कुछ ख़बरें बताओ
178,मुझे अंतरराष्ट्रीय समाचार बताओ,मुझे [place_name : अंतरराष्ट्रीय] समाचार बताओ
179,मुझे मौसम बताओ,मुझे मौसम बताओ
180,अभी मौसम क्या है,अभी मौसम क्या है
181,यह अब बारिश हो रही है,यह अब [weather_descriptor : बारिश हो रही है]
182,मेरी शास्त्रीय संगीत की प्लेलिस्ट चलाओ,मेरी [music_genre : शास्त्रीय संगीत] की प्लेलिस्ट चलाओ
183,मेरा अरिजीत सिंह प्लेलिस्ट चालू करें,मेरा [artist_name : अरिजीत सिंह] प्लेलिस्ट चालू करें
184,मेरी प्लेलिस्ट से शंकर महादेवन चालू करें,मेरी प्लेलिस्ट से [artist_name : शंकर महादेवन] चालू करें
185,मेरी प्लेलिस्ट चालू करें और कतार में तीसरा गाना बजाएं,मेरी प्लेलिस्ट चालू करें और कतार में तीसरा गाना बजाएं
186,मेरी पसंदीदा प्लेलिस्ट का आखिरी गाना चलाओ,मेरी पसंदीदा प्लेलिस्ट का [song_name : आखिरी गाना] चलाओ
187,वॉल्यूम बढ़ाओ,वॉल्यूम बढ़ाओ
188,वॉल्यूम बढ़ाएं,वॉल्यूम बढ़ाएं
189,वॉल्यूम म्यूट करो,वॉल्यूम म्यूट करो
190,प्लग चालू करें,[device_type : प्लग] चालू करें
191,प्लग चालू करें,[device_type : प्लग] चालू करें
192,मेरा प्लग चालू करो,मेरा [device_type : प्लग] चालू करो
193,मुझे कोई चुटकुला सुनाओ,मुझे कोई चुटकुला सुनाओ
194,क्या आप कोई चुटकुला जानते हैं,क्या आप कोई चुटकुला जानते हैं
195,समय क्या है,समय क्या है
196,मुझे समय बताओ,मुझे समय बताओ
197,अभी क्या समय है,अभी क्या समय है
198,क्या dominos डिलीवरी करता है,क्या [food_type : dominos] [order_type : डिलीवरी] करता है
199,क्या मेरा पसंदीदा पिज़्ज़ा स्थान टेकअवे के लिए उपलब्ध है,क्या मेरा पसंदीदा [food_type : पिज़्ज़ा] स्थान [order_type : टेकअवे] के लिए उपलब्ध है
200,क्या मैं स्पेनिश जगह से टेकअवे ऑर्डर कर सकता हूं,क्या मैं [food_type : स्पेनिश] जगह से [order_type : टेकअवे] ऑर्डर कर सकता हूं
201,मेरे द्वारा अभी-अभी सेट किया गया अलार्म हटाएं,मेरे द्वारा अभी-अभी सेट किया गया अलार्म हटाएं
202,अलार्म हटा दो,अलार्म हटा दो
203,मुझे मेरे द्वारा सेट किए गए अलार्म दिखाओ,मुझे मेरे द्वारा सेट किए गए अलार्म दिखाओ
204,क्या मेरे पास कोई अलार्म है,क्या मेरे पास कोई अलार्म है
205,अलार्म दिखाओ,अलार्म दिखाओ
206,बीजिंग में मौसम कैसा है,[place_name : बीजिंग] में मौसम कैसा है
207,मुझे शंघाई में मौसम बताओ,मुझे [place_name : शंघाई] में मौसम बताओ
209,कृपया बत्तियों को पढ़ने के अनुकूल बनाएं,कृपया बत्तियों को [color_type : पढ़ने के अनुकूल] बनाएं
210,कृपया रोशनी को अनुकूल बनाओ,कृपया रोशनी को [color_type : अनुकूल] बनाओ
211,कमरे को उज्जवल बनाना,[house_place : कमरे] को उज्जवल बनाना
212,लाइट को ऑन कर दो,लाइट को ऑन कर दो
213,आज की तारीख क्या है,[date : आज] की तारीख क्या है
214,आज कौन सा दिन है,[date : आज] कौन सा दिन है
215,मुझे एक तारीख बताओ,मुझे एक तारीख बताओ
216,आज का मौसम कैसा है,[date : आज] का मौसम कैसा है
217,क्या बाहर बारिश हो रही है,क्या बाहर [weather_descriptor : बारिश हो रही] है
218,शिमला के बाहर क्या बारिश हो रही है,शिमला के बाहर क्या [weather_descriptor : बारिश हो रही है]
219,क्या मुझे कल छाता लाना चाहिए,क्या मुझे [date : कल] [weather_descriptor : छाता] लाना चाहिए
220,मेरी रॉक लिस्ट से गाना चलाओ,मेरी [playlist_name : रॉक लिस्ट] से गाना चलाओ
221,रोशनी को हरे रंग में बदलें,रोशनी को [color_type : हरे] रंग में बदलें
222,मेरी मनपसंद सूची में यह गीत जोड़ो,मेरी मनपसंद सूची में यह गीत जोड़ो
223,this song क्या है,this song क्या है
224,olly बत्ती बंद करें,olly बत्ती बंद करें
225,बत्तियाँ बंद करें,बत्तियाँ बंद करें
226,कृपया फर्श साफ करें,कृपया [house_place : फर्श] साफ करें
227,चावल कुकर सॉकेट चालू करें,[device_type : चावल कुकर सॉकेट] चालू करें
228,चावल कुकर सॉकेट बंद कर दें,[device_type : चावल कुकर सॉकेट] बंद कर दें
229,पणजी में समय क्या हुआ है,[place_name : पणजी] में समय क्या हुआ है
230,मुंबई में कितने बजे हैं,[place_name : मुंबई] में कितने बजे हैं
231,क्या आप होटल ग्रेट इंडिया से कुछ सूप मंगवाने में मेरी मदद कर सकते हैं,क्या आप [business_name : होटल ग्रेट इंडिया] से कुछ [food_type : सूप] मंगवाने में मेरी मदद कर सकते हैं
232,सुबह छह बजे का अलार्म लगाओ,[timeofday : सुबह] [time : छह] बजे का अलार्म लगाओ
233,दोपहर के चार बजे का अलार्म लगाओ,[timeofday : दोपहर] के [time : चार] बजे का अलार्म लगाओ
234,ओली ने मुझे तीन बजे सचेत किया संगीत कार्यक्रम में जाने के लिए,ओली ने मुझे [time : तीन बजे] सचेत किया संगीत [event_name : कार्यक्रम] में जाने के लिए
235,मुझे तीन बजे सचेत करें संगीत कार्यक्रम में जाने के लिए,मुझे [time : तीन बजे] सचेत करें [event_name : संगीत कार्यक्रम] में जाने के लिए
236,क्या मेरे पास सुबह की उड़ान के लिए अलार्म सेट है,क्या मेरे पास [timeofday : सुबह] की [event_name : उड़ान] के लिए अलार्म सेट है
237,क्या मैंने सुबह उठने के लिए अलार्म लगाया है,क्या मैंने [timeofday : सुबह] [alarm_type : उठने] के लिए अलार्म लगाया है
238,क्या कोई भी अलार्म है,क्या कोई भी अलार्म है
239,क्या बाराबंकी में बारिश हो रही है,क्या [place_name : बाराबंकी] में [weather_descriptor : बारिश हो रही है]
240,क्या आज बारिश होगी,क्या [date : आज] [weather_descriptor : बारिश] होगी
241,बाहर क्या हो रहा है,बाहर क्या हो रहा है
242,भारत में क्या हो रहा है,[place_name : भारत] में क्या हो रहा है
243,दुनिया में क्या हो रहा है,[place_name : दुनिया] में क्या हो रहा है
244,भोपाल में क्या हो रहा है,[place_name : भोपाल] में क्या हो रहा है
245,मुझे आज तक से कुछ समाचार दिखाओ,मुझे [media_type : आज तक] से कुछ समाचार दिखाओ
246,olly मुझे आज तक से कुछ समाचार दिखाओ,olly मुझे [media_type : आज तक] से कुछ समाचार दिखाओ
247,आज तक की खबर चलाओ,[media_type : आज तक] की खबर चलाओ
248,ओली ज़ी न्यूज़,ओली [media_type : ज़ी न्यूज़]
249,मेरे लिए कुछ भक्ति चलाओ,मेरे लिए कुछ [music_genre : भक्ति] चलाओ
250,मैं अभी भक्ति की तरह महसूस कर रहा हूँ आप कैसे हैं,मैं अभी [music_genre : भक्ति] की तरह महसूस कर रहा हूँ आप कैसे हैं
251,ओली डेथ मेटल अब,ओली डेथ [music_genre : मेटल] अब
252,भांगड़ा अभी,[music_genre : भांगड़ा] अभी
254,olly मेरे पसंदीदा भक्ति प्लेयर से एक अच्छा गाना बजाओ,olly मेरे पसंदीदा [music_genre : भक्ति] प्लेयर से एक अच्छा गाना बजाओ
255,olly काम के बाद मुझे आमतौर पर कौन सा संगीत पसंद है,olly काम के बाद मुझे आमतौर पर कौन सा संगीत पसंद है
257,olly मेरे पसंदीदा हारमोनिया वादक का संगीत चालू करें,olly मेरे पसंदीदा [music_genre : हारमोनिया वादक] का संगीत चालू करें
258,मैं तुम को नहीं सुन पा रहा हूँ,मैं तुम को नहीं सुन पा रहा हूँ
259,तुम बहुत तेज हो,तुम बहुत तेज हो
260,मैं मुश्किल से आपको सुन सकता हूँ olly,मैं मुश्किल से आपको सुन सकता हूँ olly
261,मैं तुम्हें बड़ी मुश्किल से सुन पा रहा हूँ,मैं तुम्हें बड़ी मुश्किल से सुन पा रहा हूँ
262,बत्तियां नीली कर दो,बत्तियां [color_type : नीली] कर दो
263,चलो रोशनी नीली है,चलो रोशनी [color_type : नीली] है
264,रोशनी को नीली चमकाएं,रोशनी को [color_type : नीली चमकाएं]
265,ऑली शुभ रात्रि बत्तियां बंद,ऑली शुभ रात्रि बत्तियां बंद
267,यहाँ बहुत अंधेरा है,यहाँ बहुत अंधेरा है
268,लाइट्स को तेज़ कर दो,लाइट्स को तेज़ कर दो
269,olly यहाँ बहुत अंधेरा है मैं अपने हाथ भी नहीं देख सकता,olly यहाँ बहुत अंधेरा है मैं अपने हाथ भी नहीं देख सकता
270,समय क्या हुआ है,समय क्या हुआ है
271,नई दिल्ली में अभी समय क्या है,[place_name : नई दिल्ली] में अभी समय क्या है
273,गाना क्या है,गाना क्या है
274,olly गाना क्या है,olly गाना क्या है
275,तू ही है गीत के शीर्षक से गायक का क्या मतलब है,[song_name : तू ही है] गीत के शीर्षक से गायक का क्या मतलब है
276,मुझे अरिजीत सिंह का सनम रे संगीत पसंद है,मुझे अरिजीत सिंह का [song_name : सनम रे] संगीत पसंद है
277,पेरिस में मौसम कैसा है,[place_name : पेरिस] में मौसम कैसा है
278,इंदौर में मौसम कैसा है,[place_name : इंदौर] में मौसम कैसा है
279,गोरखपुर के लिए आज का पूर्वानुमान क्या है,[place_name : गोरखपुर] के लिए [date : आज] का पूर्वानुमान क्या है
280,भारत-चीन वार्ता की वर्तमान स्थिति क्या है,[news_topic : भारत-चीन वार्ता] की वर्तमान स्थिति क्या है
281,अमेरिकी डॉलर से पाउंड स्टर्लिंग की विनिमय दर क्या है,[news_topic : अमेरिकी डॉलर से पाउंड स्टर्लिंग की विनिमय दर] क्या है
282,भारत में अगला चुनाव कौन जीतने जा रहा है,[place_name : भारत] में अगला [news_topic : चुनाव] कौन जीतने जा रहा है
