id,utt,annot_utt
39,የአቅጣጫ ጠቋሚ አገልግሎቴ እንዲከፈት እፈልጋለሁ ያንን ልታዪልኝ ትችያለሽ,የአቅጣጫ ጠቋሚ አገልግሎቴ እንዲከፈት እፈልጋለሁ ያንን ልታዪልኝ ትችያለሽ
40,የእኔ ኃይል አጠቃቀምን ሁኔታ አረጋግጥ,የእኔ ኃይል አጠቃቀምን ሁኔታ አረጋግጥ
41,እኔ የላፕቶፔ እስክሪን ብራይትነስ መስተካከል እፈልጋለሁ,እኔ የላፕቶፔ እስክሪን ብራይትነስ መስተካከል እፈልጋለሁ
42,የእኔ ሜሞሪ ላይ ያለውን ሁኔታ ስጠኝ,የእኔ ሜሞሪ ላይ ያለውን ሁኔታ ስጠኝ
43,አልደከመኝም በእውነቱ ደስተኛ ነኝ,አልደከመኝም በእውነቱ ደስተኛ ነኝ
44,በረከት አልደከመኝም በእውነቱ ደስተኛ ነኝ,በረከት አልደከመኝም በእውነቱ ደስተኛ ነኝ
45,እንዴት ነው,እንዴት ነው
46,ምን ችግር አለ ኦሊ,ምን ችግር አለ ኦሊ
47,ኬንያ ስንት ሰዓት ነው,[place_name : ኬንያ] ስንት ሰዓት ነው
48,አዲስ አበባ ውስጥ ያለውን ጊዜ ንገረኝ,[place_name : አዲስ አበባ] ውስጥ ያለውን ጊዜ ንገረኝ
49,ጂ.ኤም.ቲ. ሲደመር አምስት ስንት ሰኃት እደሆነ ንገረኝ,[time_zone : ጂ.ኤም.ቲ. ሲደመር አምስት] ስንት ሰኃት እደሆነ ንገረኝ
50,አበበ ሰዓቱን በጂ.ኤም.ቲ ሲደመር አምስት ንገረኝ,አበበ ሰዓቱን [time_zone : በጂ.ኤም.ቲ ሲደመር አምስት] ንገረኝ
51,ኦሊ ለቻይና ምግብ በጣም ደረጃ የተሰጣቸው የ ማድረስ አማራጮችን ይዘርዝሩ,ኦሊ ለቻይና ምግብ በጣም ደረጃ የተሰጣቸው የ [order_type : ማድረስ] አማራጮችን ይዘርዝሩ
52,የቻይና ምግቦችን አሪፉ ዴሊቨሪ አማርጭ ምንድነው,[food_type : የቻይና] ምግቦችን አሪፉ [order_type : ዴሊቨሪ] አማርጭ ምንድነው
53,የ ኢትዮጵያ ምግብ ለ ማድረስ በጣም ደረጃ የተሰጣቸው አማራጮችን ይዘርዝሩ,የ [food_type : ኢትዮጵያ] ምግብ ለ [order_type : ማድረስ] በጣም ደረጃ የተሰጣቸው አማራጮችን ይዘርዝሩ
54,ለባህላዊ ምግብ አሪፉ የዴሊቨሪ አማራጭ,[food_type : ለባህላዊ] ምግብ አሪፉ [order_type : የዴሊቨሪ] አማራጭ
55,የሚሄድ ጥብስ እፈልጋልሁ ምን ትምክረኛለህ,የሚሄድ [food_type : ጥብስ] እፈልጋልሁ ምን ትምክረኛለህ
56,ኦሊ ማንኛውም ጥቆማ አለህ የሚሄድ ወጥ እፈልጋለሁ,ኦሊ ማንኛውም ጥቆማ አለህ የሚሄድ [food_type : ወጥ] እፈልጋለሁ
57,የእኔ ን የኢትዮጵያ መውሰድ መንገዶችን ቶቶት ማርኬት ዙሪያ ያግኙ,የእኔ ን [food_type : የኢትዮጵያ] [order_type : መውሰድ] መንገዶችን [place_name : ቶቶት] ማርኬት ዙሪያ ያግኙ
58,የእኔ ን ፍርፍር ማቅረቢያ በ ደሳለች ክትፎ ዙሪያ ያግኙ,የእኔ ን [food_type : ፍርፍር] [order_type : ማቅረቢያ] በ [place_name : ደሳለች ክትፎ] ዙሪያ ያግኙ
59,የእኔ ሰባት ሰዓት ኤ. ኤም. ሰዓት ማንቂያ ሰርዝ,የእኔ [time : ሰባት ሰዓት ኤ. ኤም.] ሰዓት ማንቂያ ሰርዝ
60,የሰባት ኤ. ኤም. የማንቂያ ደውል አቁም,[time : የሰባት ኤ. ኤም.] የማንቂያ ደውል አቁም
61,ምን ምን የማንቂያ ደውሎች ይዣለሁ,ምን ምን የማንቂያ ደውሎች ይዣለሁ
62,እባክዎ ንቁ ማንቂያዎችን ይዘርዝሩ,እባክዎ ንቁ ማንቂያዎችን ይዘርዝሩ
63,ስለ ማንቂያ ደወሎቼ ንገረኝ,ስለ ማንቂያ ደወሎቼ ንገረኝ
65,እግርኳስ ን በተመለከተ ዛሬ ምን እየሆነ ነው,[news_topic : እግርኳስ] ን በተመለከተ [date : ዛሬ] ምን እየሆነ ነው
66,እባኮትን ትናንት ጃኖ ባንድ ተጫወቱ,እባኮትን [song_name : ትናንት] [artist_name : ጃኖ ባንድ] ተጫወቱ
67,የ ሄዋን ገብረወልድ ከምኔው መስማት እፈልጋለሁ,የ [artist_name : ሄዋን ገብረወልድ] [song_name : ከምኔው] መስማት እፈልጋለሁ
68,የእርግብ አሞራ በ ጃሉድ አጫውት,[song_name : የእርግብ አሞራ] በ [artist_name : ጃሉድ] አጫውት
69,እኔ ትዝታ ሙዚቃ እወዳለሁ,እኔ [music_genre : ትዝታ] ሙዚቃ እወዳለሁ
70,የኔ ምወደው ሙዚቃ ባንድ ጃኖ ባንድ ነው,የኔ ምወደው ሙዚቃ ባንድ [artist_name : ጃኖ ባንድ] ነው
71,እኔ መሃሙድ አህመድ ዘፈኖች እወደዋለሁ,እኔ [artist_name : መሃሙድ አህመድ] ዘፈኖች እወደዋለሁ
72,የምወደው ሙዚቃ ማጫወት ጀምር,የምወደው ሙዚቃ ማጫወት ጀምር
73,እባክህ የእኔ ምርጥ ሙዚቃ አጫውት,እባክህ የእኔ ምርጥ ሙዚቃ አጫውት
74,ባንዱ አሁን ምን እየተጫወተ ነው,ባንዱ አሁን ምን እየተጫወተ ነው
75,የዚህ የሙዚቃ ደራሲ ማን ነው,የዚህ የሙዚቃ ደራሲ ማን ነው
76,ያ የአሁን ሙዚቃ አልበም ምንድነው,ያ የአሁን ሙዚቃ አልበም ምንድነው
77,ኦሊ ይሄን ዘፈን የምር እያስደሰተኝ ነው,ኦሊ ይሄን ዘፈን የምር እያስደሰተኝ ነው
78,አንተ የሚጫወተው ዘፈን አስደማሚ ነው,አንተ የሚጫወተው ዘፈን አስደማሚ ነው
79,ይህ ለእኔ ካሉት ምርጥ ዘፈኖች አንዱ ነው,ይህ ለእኔ ካሉት ምርጥ ዘፈኖች አንዱ ነው
80,መብራቶች ከፍተኛ ብርሃናማ አርግ,መብራቶች ከፍተኛ ብርሃናማ አርግ
81,መብራቶች የበለጠ የሚያበራ ያድርጉ,መብራቶች የበለጠ የሚያበራ ያድርጉ
82,እባክዎን መብራቶቹን ወደ ከፍተኛው ከፍ ያድርጉት,እባክዎን መብራቶቹን [change_amount : ወደ ከፍተኛው] ከፍ ያድርጉት
83,የቡና መውቀጫ አስጀምር,[device_type : የቡና መውቀጫ] አስጀምር
84,የሚያጸዳ ሮቦቱን አብራ,[device_type : የሚያጸዳ ሮቦቱን] አብራ
85,የዛሬውን ቀን ንገሩኝ,[date : የዛሬውን] ቀን ንገሩኝ
86,ዛሬ ቀኑ ስንት ነው,[date : ዛሬ] ቀኑ ስንት ነው
87,እባክዎን ለ እራት ክትፎ ይዘዙ,እባክዎን ለ [meal_type : እራት] [food_type : ክትፎ] ይዘዙ
88,ሃይ በርገር ብታዝዙ ደስ ይለኛል,ሃይ [food_type : በርገር] ብታዝዙ ደስ ይለኛል
89,ለዛሬ ማታ እራት ሱሺ ብታዝ,[timeofday : ለዛሬ ማታ] [meal_type : እራት] [food_type : ሱሺ] ብታዝ
90,ከእራት ትእዛዝ ጋር ምን አለ,ከእራት ትእዛዝ ጋር ምን አለ
91,ሸራተን የሚወሰድ እራት ማዘዝ እችላለሁ,[business_name : ሸራተን] [order_type : የሚወሰድ] [meal_type : እራት] ማዘዝ እችላለሁ
92,ሃኒ ፋስት ፉድ የሚሄድ ምግብ ያቀርባሉ,[business_name : ሃኒ] ፋስት ፉድ [order_type : የሚሄድ] ምግብ ያቀርባሉ
93,ለአስራ ሁለት ማንቂያ ያዘጋጁ,[time : ለአስራ ሁለት] ማንቂያ ያዘጋጁ
94,ለ ከአርባ ደቂቃ በኋላ ማንቂያ አዘጋጅ,ለ [time : ከአርባ ደቂቃ በኋላ] ማንቂያ አዘጋጅ
95,በሁሉም የሳምንቱ ቀናት ለስምንት ማንቂያ ያዘጋጁ,[general_frequency : በሁሉም የሳምንቱ ቀናት] [time : ለስምንት] ማንቂያ ያዘጋጁ
96,እየዘነበ ነዉ እንዴ,[weather_descriptor : እየዘነበ] ነዉ እንዴ
97,ልዘንብ ነዉ እንዴ,[weather_descriptor : ልዘንብ] ነዉ እንዴ
98,በረዶ እየወረደ ነዉ እንዴ,[weather_descriptor : በረዶ እየወረደ] ነዉ እንዴ
99,የሳምንታቱ ትንበያ ምን ይመስላል,[time : የሳምንታቱ] ትንበያ ምን ይመስላል
100,የሳምንቱ ትንበያ ምን ይመስላል,[time : የሳምንቱ] ትንበያ ምን ይመስላል
101,የዚህ ሳምንት አየር ሁኔታ ምንድን ነው,[date : የዚህ ሳምንት] አየር ሁኔታ ምንድን ነው
102,የዚህ ሳምንት የአየር ሁኔታ ምን ይመስላል,[date : የዚህ ሳምንት] የአየር ሁኔታ ምን ይመስላል
103,በዚህ ሳምንት ስላለው የአየር ሁኔታን ንገረኝ,[date : በዚህ ሳምንት] ስላለው የአየር ሁኔታን ንገረኝ
104,ኢ. ቢ. ሲ. ዜና ንገረኝ,[media_type : ኢ. ቢ. ሲ.] ዜና ንገረኝ
105,ፋና ዜና ላይ ምን አዲስ ዜና አለ,[media_type : ፋና] ዜና ላይ ምን አዲስ ዜና አለ
106,የኢ.ቲ.ቪ የቅርብ ግዜ ዜና ምንድነው,[media_type : የኢ.ቲ.ቪ] የቅርብ ግዜ ዜና ምንድነው
107,የጥቅምት አበባ አጫዉት,[song_name : የጥቅምት አበባ] አጫዉት
108,የምወደውን ዘፈን አጫውት።,የምወደውን ዘፈን አጫውት።
109,ላምባዲና አጫውት,[song_name : ላምባዲና] አጫውት
110,ቴዲ አፍሮ አጫውት,[artist_name : ቴዲ አፍሮ] አጫውት
111,የቴዲ አፍሮ ጥቂት ክፈት,[artist_name : የቴዲ አፍሮ] ጥቂት ክፈት
112,አንዳንድ መሀሙድ አህመድ,አንዳንድ [artist_name : መሀሙድ አህመድ]
113,ይሄ ዘፈን ደጋግም,ይሄ ዘፈን [player_setting : ደጋግም]
114,ይህ የዘፈን ዝርዝር አሰባጥር,ይህ የዘፈን ዝርዝር [player_setting : አሰባጥር]
115,ድምፅ ወደ ዝቅተኛ አስተካክል,ድምፅ [change_amount : ወደ ዝቅተኛ] አስተካክል
116,ምን እየተጫወተ ነው,ምን እየተጫወተ ነው
117,ይህ ሙዚቃ ምንደነው,ይህ ሙዚቃ ምንደነው
118,የዚህ ዘፈን አርቲስት ንገረኝ,የዚህ ዘፈን አርቲስት ንገረኝ
119,እንድስቅ አርገኝ,እንድስቅ አርገኝ
120,ኦሊ አስቀኝ,ኦሊ አስቀኝ
121,እስት ጥሩ ቀልድ ንገረኝ,እስት [joke_type : ጥሩ] ቀልድ ንገረኝ
122,ወደኔ አንድ ሳቅ ላክ,ወደኔ አንድ ሳቅ ላክ
123,ቀልድ ንገረኝ,ቀልድ ንገረኝ
124,ኦሊ ቀልድ ንገረኝ,ኦሊ ቀልድ ንገረኝ
125,አሌክሳ አንድ ቀልድ ንገሪኝ,አሌክሳ አንድ ቀልድ ንገሪኝ
126,አዝናናኝ,አዝናናኝ
127,ዛሬ ቀኑ ስንት ነው,[date : ዛሬ] ቀኑ ስንት ነው
128,ቀኑ ምንድን ነው,ቀኑ ምንድን ነው
129,ስለ ዛሬ ንገረኝ,ስለ [date : ዛሬ] ንገረኝ
130,ፒዛ እዘዝ,[food_type : ፒዛ] እዘዝ
131,ከ ሸምሱ ሳንቡሳ እዘዝ,ከ [business_name : ሸምሱ] [food_type : ሳንቡሳ] እዘዝ
132,ሚወሰድ ማዘዝ,[order_type : ሚወሰድ] ማዘዝ
133,ትዕዛዝ ኤ መቼ ነው የሚደርሰው,ትዕዛዝ ኤ መቼ ነው የሚደርሰው
134,ቴክ አዌይ ትእዛዜ እዚህ መቼ ነው ሚደርሰው,[order_type : ቴክ አዌይ] ትእዛዜ እዚህ መቼ ነው ሚደርሰው
135,የዶሚኖ ቤት የ ማድረስ ሁኔታ,[business_name : የዶሚኖ] ቤት የ [order_type : ማድረስ] ሁኔታ
136,ምንድነው የሚጫወተው,ምንድነው የሚጫወተው
137,የዘፈን ስም ንገረኝ,የዘፈን ስም ንገረኝ
138,የትኛው ዘፈን ነው ያ,የትኛው ዘፈን ነው ያ
139,የእኔ ጃዝ የአጫዋች ዝርዝር አጫውት,የእኔ [music_genre : ጃዝ] የአጫዋች ዝርዝር አጫውት
140,የእኔ ጃዝ አጫዋች ዝርዝር ጀምር,የእኔ [music_genre : ጃዝ] አጫዋች ዝርዝር ጀምር
141,የምወደው አጫዋች ዝርዝር አጫውት,የምወደው አጫዋች ዝርዝር አጫውት
142,ይህ ጥሩ ዘፈን ነው,ይህ ጥሩ ዘፈን ነው
143,አልወደውም,አልወደውም
144,እኔ እሱን እወደዋለሁ,እኔ እሱን እወደዋለሁ
145,ጃዝ እወዳለሁ,[music_genre : ጃዝ] እወዳለሁ
146,የተወሰነ ጃዝ ትጫወታለህ,የተወሰነ [music_genre : ጃዝ] ትጫወታለህ
147,የጃዝ ሙዚቃ መስማት እወዳለሁ,[music_genre : የጃዝ] ሙዚቃ መስማት እወዳለሁ
148,ኦሊ ጃዝ ማዳመጥ እወዳለሁ,ኦሊ [music_genre : ጃዝ] ማዳመጥ እወዳለሁ
149,ይህ ዘፈን በጣም ጥሩ ነበር,ይህ ዘፈን በጣም ጥሩ ነበር
150,እኔ ይሄን ዘፈን እወደዋለሁ,እኔ ይሄን ዘፈን እወደዋለሁ
151,ይህን ድገም,ይህን ድገም
152,ድምፅ ቀይር,ድምፅ ቀይር
153,ማዘበራረቅ አንቃ,[player_setting : ማዘበራረቅ] አንቃ
154,ቅንብሮች አስቀምጥ,ቅንብሮች አስቀምጥ
155,ብሩህነትን ወደ ሃምሳ በመቶ ያዘጋጁ,ብሩህነትን [change_amount : ወደ ሃምሳ በመቶ] ያዘጋጁ
156,ብርሃኑን ወደታች ቀንሰው,ብርሃኑን ወደታች ቀንሰው
157,ብርሃናማ ይቀንሱ,ብርሃናማ ይቀንሱ
158,መብራቶቹን ቀንስ,መብራቶቹን ቀንስ
159,ብርሃንነቱን ቀንስ,ብርሃንነቱን ቀንስ
160,መብራቶች ማደብዘዝ አደብዝዝ,መብራቶች ማደብዘዝ አደብዝዝ
161,ኦሊ መብራቶቹን አደበዝዝ,ኦሊ መብራቶቹን አደበዝዝ
162,ቡና አፍላልኝ,ቡና አፍላልኝ
163,ኦሊ ቡና አፍይልኝ,ኦሊ ቡና አፍይልኝ
164,ቡና እፈልጋለሁ,ቡና እፈልጋለሁ
165,ቡና አምሮኛል አሁን,ቡና አምሮኛል አሁን
166,እንደምንድነሽ,እንደምንድነሽ
167,ሄይ ሄይ,ሄይ ሄይ
168,ተይዞ መውሰድ ያዘጋጃሉ,[order_type : ተይዞ መውሰድ] ያዘጋጃሉ
169,ማድረስ መስራት ይችላሉ,[order_type : ማድረስ] መስራት ይችላሉ
170,ቤት ማድረስ ይሰራሉ,ቤት [order_type : ማድረስ] ይሰራሉ
171,ኦሊ ቤት ማምጣት ይችላሉ,ኦሊ ቤት [order_type : ማምጣት] ይችላሉ
172,አስር ሰዓት ኤ.ኤም. ማንቂያ ያዘጋጁ,[time : አስር ሰዓት ኤ.ኤም.] ማንቂያ ያዘጋጁ
173,ነገ ስድስት ሰአት ላይ ማንቂያ ያዘጋጁ,[date : ነገ] [time : ስድስት ሰአት] ላይ ማንቂያ ያዘጋጁ
174,ሐሙስ በሰባት ኤ. ኤም. መቀስቀሻ ያዘጋጁ,[date : ሐሙስ] [time : በሰባት ኤ. ኤም.] መቀስቀሻ ያዘጋጁ
175,አዲስ ቴክኖሎጂ ዜናዎች ንገረኝ,አዲስ [news_topic : ቴክኖሎጂ] ዜናዎች ንገረኝ
176,አዳዲስ የ ቴክኖሎጂ ዜናዎችን ንገረኝ,አዳዲስ የ [news_topic : ቴክኖሎጂ] ዜናዎችን ንገረኝ
177,የንግድ ስራ ዜናዎች ንገረኝ,[news_topic : የንግድ ስራ] ዜናዎች ንገረኝ
178,አለም አቀፍዊ ዜናዎችን ንገረኝ,[place_name : አለም አቀፍዊ] ዜናዎችን ንገረኝ
179,የአያር ፀባይ ንገረኝ,የአያር ፀባይ ንገረኝ
180,አሁን የአየር ሁኔታ ምን ይመስላል,አሁን የአየር ሁኔታ ምን ይመስላል
181,አሁን እየዘነበ ነው,አሁን [weather_descriptor : እየዘነበ] ነው
182,የእኔ የሮክ አጫዋች ዝርዝር አጫውት,የእኔ [music_genre : የሮክ] አጫዋች ዝርዝር አጫውት
183,የእኔን ጸሃዬ ዮሃንስ የሙዚቃ ዝርዝር አጫውት,የእኔን [artist_name : ጸሃዬ ዮሃንስ] የሙዚቃ ዝርዝር አጫውት
184,ከእኔ አጫዋች ዝርዝር ሰሎሞን ሃይለ ተጫወት,ከእኔ አጫዋች ዝርዝር [artist_name : ሰሎሞን ሃይለ] ተጫወት
185,የእኔ የዘፈን ዝርዝር ከፈት እና ወረፋ ውስጥ ሶስተኛ ዘፈን አጫውት,የእኔ የዘፈን ዝርዝር ከፈት እና ወረፋ ውስጥ ሶስተኛ ዘፈን አጫውት
186,ከምወደው አጫዋች ዝርዝር የመጨረሻው ዘፈን አጫውት,ከምወደው አጫዋች ዝርዝር [song_name : የመጨረሻው ዘፈን] አጫውት
187,ድምፅ ጨምር,ድምፅ ጨምር
188,ድምፅ ከፍ አድርግ,ድምፅ ከፍ አድርግ
189,ድምፅ አጥፋ,ድምፅ አጥፋ
190,ሶኬቱን አብራ,[device_type : ሶኬቱን] አብራ
191,ሶኬቱን አብራው,[device_type : ሶኬቱን] አብራው
192,የእኔ ን ተሰኪ አብራ,የእኔ ን [device_type : ተሰኪ] አብራ
193,የሆነ ቀልድ ንገሪኝ,የሆነ ቀልድ ንገሪኝ
194,ማንኛውም ቀልድ ታውቃለህ,ማንኛውም ቀልድ ታውቃለህ
195,ስንት ሰዓት ነው,ስንት ሰዓት ነው
196,ጊዜውን ንገረኝ,ጊዜውን ንገረኝ
197,ስንት ሰዓት ነው,ስንት ሰዓት ነው
198,አንግላ ይወስዳሉ,[food_type : አንግላ] [order_type : ይወስዳሉ]
199,የእኔ ተወዳጅ ፒዛ ቦታ የሚሄድ ፒዛ ያቀርባል,የእኔ ተወዳጅ [food_type : ፒዛ] ቦታ [order_type : የሚሄድ] ፒዛ ያቀርባል
200,ከባህላዊ ቤት የሚሄድ ምግብ ማዘዝ እችላለሁ,[food_type : ከባህላዊ] ቤት [order_type : የሚሄድ] ምግብ ማዘዝ እችላለሁ
201,አሁን ያዘጋጀሁትን ማንቂያ አጥፋ,አሁን ያዘጋጀሁትን ማንቂያ አጥፋ
202,ማንቂያውን ያስወግዱ,ማንቂያውን ያስወግዱ
203,ያዘጋጀሁትን ማንቂያዎች አሳየኝ,ያዘጋጀሁትን ማንቂያዎች አሳየኝ
204,ማንኛቸውም ማንቂያዎች አሉኝ,ማንኛቸውም ማንቂያዎች አሉኝ
205,ማንቂያዎች አሳይ,ማንቂያዎች አሳይ
206,አዲስ አበባ አየር ሁኔታ እንዴት ነው,[place_name : አዲስ አበባ] አየር ሁኔታ እንዴት ነው
207,የሰመራን የአየር ሁኔታ ንገረኝ,[place_name : የሰመራን] የአየር ሁኔታ ንገረኝ
209,እባክዎን መብራቶቹን ለማንበብ ተስማሚ አድርግ,እባክዎን መብራቶቹን [color_type : ለማንበብ ተስማሚ] አድርግ
210,መብራቶች ን ምቹ አድርጊልኝ,መብራቶች ን [color_type : ምቹ] አድርጊልኝ
211,ክፍል መስራት እና የበለጠ ብርሃናማ ያድርጉት,[house_place : ክፍል] መስራት እና የበለጠ ብርሃናማ ያድርጉት
212,እናም ብርሃን ተጀመረ,እናም ብርሃን ተጀመረ
213,ዛሬ ቀኑ ስንት ነው,[date : ዛሬ] ቀኑ ስንት ነው
214,የዛሬው ቀን ስንት ነው,[date : የዛሬው] ቀን ስንት ነው
215,ቀኑን ንገረኝ,ቀኑን ንገረኝ
216,ዛሬ የአየር ሁኔታው ​​እንዴት ነው,[date : ዛሬ] የአየር ሁኔታው ​​እንዴት ነው
217,ዉጭ እየዘነበ ነዉ እንዴ,ዉጭ [weather_descriptor : እየዘነበ] ነዉ እንዴ
218,ከሀሮማያ ውጭ እየዘነበ ነው,ከሀሮማያ ውጭ [weather_descriptor : እየዘነበ] ነው
219,እኔ ነገ ጃንጥላ አለብኝ እንዴ,እኔ [date : ነገ] [weather_descriptor : ጃንጥላ] አለብኝ እንዴ
220,ባቲ ዝርዝር ሙዚቃ አጫውት,[playlist_name : ባቲ ዝርዝር] ሙዚቃ አጫውት
221,መብራቶቹን ወደ አረንጓዴ ይለውጡ,መብራቶቹን ወደ [color_type : አረንጓዴ] ይለውጡ
222,ይህን ዘፈን ወደ ተወዳጅ ዝርዝሬ ጨምር,ይህን ዘፈን ወደ ተወዳጅ ዝርዝሬ ጨምር
223,ይህ ዘፈን ምንድነው,ይህ ዘፈን ምንድነው
224,አበበ መብራቶች አጥፋ,አበበ መብራቶች አጥፋ
225,መብራቶች አጥፋ,መብራቶች አጥፋ
226,እባክዎን ወለሉን ያፅዱ,እባክዎን [house_place : ወለሉን] ያፅዱ
227,ሩዝ ማብሰያ ሶኬት ያብሩ,[device_type : ሩዝ ማብሰያ ሶኬት] ያብሩ
228,የ ሩዝ ማብሰያ ሶኬት አጥፋ,የ [device_type : ሩዝ ማብሰያ ሶኬት] አጥፋ
229,አዳማ ላይ ስንት ሰዓት ነው,[place_name : አዳማ] ላይ ስንት ሰዓት ነው
230,አዲስ አበባ ስንት ሰዓት ነው,[place_name : አዲስ አበባ] ስንት ሰዓት ነው
231,እባክዎን አንዳንድ አሳ ጉላሽ ከ ሰብለ አሳ ለማዘዝ እርዳኝ,እባክዎን አንዳንድ [food_type : አሳ ጉላሽ] ከ [business_name : ሰብለ አሳ] ለማዘዝ እርዳኝ
232,ጠዋት በስድስት ማንቂያ ያዘጋጁ,[timeofday : ጠዋት] [time : በስድስት] ማንቂያ ያዘጋጁ
233,ዛሬ ከሰዓት በኃላ አስር ሰዓት ላይ የማንቂያ ደወል ሙላልኝ,ዛሬ [timeofday : ከሰዓት በኃላ] [time : አስር] ሰዓት ላይ የማንቂያ ደወል ሙላልኝ
234,olly ሦስት ገጽ ላይ አስጠንቅቀኝ ሶስት ፒ. ኤም. ወደ የሙዚቃ ድግስ ለመሄድ,olly ሦስት ገጽ ላይ አስጠንቅቀኝ [time : ሶስት ፒ. ኤም.] ወደ [event_name : የሙዚቃ ድግስ] ለመሄድ
