id,utt,annot_utt
70,band musik kesenengan aku armada,band musik kesenengan aku [artist_name : armada]
71,aku tresno senatra lagu,aku tresno [artist_name : senatra] lagu
72,setel musik soko kesenengan,setel musik soko kesenengan
73,tulung puter musik ku paling apik,tulung puter musik ku paling apik
74,band apa sing diputer saiki,band apa sing diputer saiki
75,sing pangarang musik saiki,sing pangarang musik saiki
76,apa sing album iku musik saiki saka,apa sing album iku musik saiki saka
77,olly aku denger kenangan manis iki lagu,olly aku denger kenangan manis iki lagu
78,lagu sing mbok setel apik tenan,lagu sing mbok setel apik tenan
79,lagu iki mlebu lagu paling apik,lagu iki mlebu lagu paling apik
80,nyetel padhange lampu luwih dhuwur,nyetel padhange lampu luwih dhuwur
81,nggawe lampu luwih padhang,nggawe lampu luwih padhang
82,mangga mundhakaken lampu tekan paling gedhe,mangga mundhakaken lampu [change_amount : tekan paling gedhe]
83,hey miwiti robot penyedot debu,hey miwiti [device_type : robot penyedot debu]
84,nguripake robot cleaner,nguripake [device_type : robot cleaner]
85,dina iki tanggal pira,[date : dina iki] tanggal pira
86,dina iki tanggal pira,[date : dina iki] tanggal pira
87,mangga pesen sushi kanggo mangan wengi,mangga pesen [food_type : sushi] kanggo [meal_type : mangan wengi]
88,hey aku pengin sampeyan pesen burger,hey aku pengin sampeyan pesen [food_type : burger]
89,sampeyan bisa pesen sushi kanggo mangan wengi wengi iki,sampeyan bisa pesen [food_type : sushi] kanggo [meal_type : mangan wengi] [timeofday : wengi iki]
90,apa karo pesenan nedha bengi,apa karo pesenan nedha bengi
91,bisakah aku pesen bungkus mangan wengi saka domini,bisakah aku pesen [order_type : bungkus] [meal_type : mangan wengi] saka [business_name : domini]
92,opo domino iso bungkus,opo [business_name : domino] iso [order_type : bungkus]
93,nyetel weker kanggo rolas,nyetel weker kanggo [time : rolas]
94,nyetel weker patang puluh menit saka saiki,nyetel weker [time : patang puluh menit saka saiki]
95,nyetel weker kanggo jam wolu saben dina,nyetel weker kanggo jam [time : wolu] [general_frequency : saben dina]
96,apa lagi udan,apa lagi [weather_descriptor : udan]
97,apa arep udan,apa arep [weather_descriptor : udan]
98,apa saiki udan,apa saiki [weather_descriptor : udan]
99,apa ramalan minggu,apa ramalan [time : minggu]
100,piye ramalan minggu iki,piye ramalan [time : minggu] iki
101,piye cuacane minggu iki,piye cuacane [date : minggu iki]
102,apa cuaca minggu iki,apa cuaca [date : minggu iki]
103,kandhani aku cuaca minggu iki,kandhani aku cuaca [date : minggu iki]
104,golekno beritane b. b. c.,golekno beritane [media_type : b. b. c.]
105,opo berita teko b. b. c.,opo berita teko [media_type : b. b. c.]
106,apa iku b. b. c. warta paling anyar,apa iku [media_type : b. b. c.] warta paling anyar
107,setel bagai bintang di surga,setel [song_name : bagai bintang di surga]
108,setel lagu kesenenganku sing aku seneng,setel lagu kesenenganku sing aku seneng
109,puter umar bakri,puter [song_name : umar bakri]
110,setel didi kempot,setel [artist_name : didi kempot]
111,setel pirangane gesang,setel pirangane [artist_name : gesang]
112,setel lagu soko didi kempot,setel lagu soko [artist_name : didi kempot]
113,baleni bola bali lagu iki bola bali,[player_setting : baleni bola bali] lagu iki bola bali
114,acak daftar tembang iki,[player_setting : acak] daftar tembang iki
115,setel ne volume ne dadi cilik,setel ne volume ne dadi [change_amount : cilik]
116,opo iki,opo iki
117,opo tembang iki,opo tembang iki
118,sopo jeneng artise lagu iki,sopo jeneng artise lagu iki
119,membuat saya tertawa,membuat saya tertawa
120,olly nggawe aku ngguyu,olly nggawe aku ngguyu
121,ngomong guyon apik,ngomong guyon [joke_type : apik]
122,kirim caraku le cekikikan,kirim caraku le cekikikan
123,guyon coba,guyon coba
124,olly ceritake aku guyonan,olly ceritake aku guyonan
125,alexa ngomong guyon,alexa ngomong guyon
126,nglipur aku,nglipur aku
127,dina iki dina apa,[date : dina iki] dina apa
128,tanggal pira,tanggal pira
129,marang kula bab dina iki,marang kula bab [date : dina iki]
130,pesen pizza,pesen [food_type : pizza]
131,pesen pizza kadi domino,pesen [food_type : pizza] kadi [business_name : domino]
132,pesen bungkus,pesen [order_type : bungkus]
133,kapan pesenanku teka,kapan pesenanku teka
134,pirang menit meneh ngasi pesenan bungkus ku,pirang menit meneh ngasi pesenan [order_type : bungkus] ku
135,status domino's ngirim,status [business_name : domino's] [order_type : ngirim]
136,muterno opo,muterno opo
137,kandani aku judul tembang iki,kandani aku judul tembang iki
138,pilih lagu iku,pilih lagu iku
139,puter daftar lagu dangdut ku,puter daftar lagu [music_genre : dangdut] ku
140,miwiti daftar tembang jazz ku,miwiti daftar tembang [music_genre : jazz] ku
141,setel daftar musik kesenengan aku,setel daftar musik kesenengan aku
142,iku lagu sing apik,iku lagu sing apik
143,aku ora tresno,aku ora tresno
144,aku seneng iki,aku seneng iki
145,aku seneng jazz,aku seneng [music_genre : jazz]
146,setelna musik musik jazz,setelna musik musik [music_genre : jazz]
147,aku pengen krungu jazz,aku pengen krungu [music_genre : jazz]
148,setel musik jazz,setel musik [music_genre : jazz]
149,tembang iki apik tenan,tembang iki apik tenan
150,aku seneng lagu iki,aku seneng lagu iki
151,puteren iki maneh tulung,puteren iki maneh tulung
152,ganti en volume ne,ganti en volume ne
153,setel acak,setel [player_setting : acak]
154,simpen setelan,simpen setelan
155,setel padhange dadi seket persen,setel padhange [change_amount : dadi seket persen]
156,pateni mudhun padhangane,pateni mudhun padhangane
157,kurangi padhangane,kurangi padhangane
158,mudunke lampu,mudunke lampu
159,nyuda padhange,nyuda padhange
160,surem lampu,surem lampu
161,olly redupke lampune,olly redupke lampune
162,gaweke aku kopi,gaweke aku kopi
163,olly gaweke aku kopi,olly gaweke aku kopi
164,aku butuh kopi,aku butuh kopi
165,aku seneng kopi saiki,aku seneng kopi saiki
166,kepie kabarmu,kepie kabarmu
167,hey hallo,hey hallo
168,bisa padha nyedhiyani bungkus,bisa padha nyedhiyani [order_type : bungkus]
169,apa iku ana pengiriman e,apa iku ana [order_type : pengiriman] e
170,apa padha ngirim mulih,apa padha [order_type : ngirim] mulih
171,opo resto iku iso ngeterno panganan nang omahku,opo resto iku iso [order_type : ngeterno] panganan nang omahku
172,nyetel weker jam sepuluh esuk,nyetel weker jam [time : sepuluh esuk]
173,nyetel weker sesuk jam enem esuk,nyetel weker [date : sesuk] jam [time : enem esuk]
174,nyetel tangi ana kamis pitu isuk,nyetel tangi ana [date : kamis] [time : pitu isuk]
175,marang kula warta teknologi paling anyar,marang kula warta [news_topic : teknologi] paling anyar
176,marang kula warta teknologi paling anyar,marang kula warta [news_topic : teknologi] paling anyar
177,marang kula sawetara warta bisnis,marang kula sawetara warta [news_topic : bisnis]
178,ngomongke kabar internasional,ngomongke kabar [place_name : internasional]
179,omongke cuacane,omongke cuacane
180,cuaca ne saiki piye,cuaca ne saiki piye
181,apa saiki lagi udan,apa saiki [weather_descriptor : lagi udan]
182,setel daftar tembang rock duwekku,setel daftar tembang [music_genre : rock] duwekku
183,puteren daftar tembang ku didi kempot,puteren daftar tembang ku [artist_name : didi kempot]
184,muter michael jackson saka dhaptar puter ku,muter [artist_name : michael jackson] saka dhaptar puter ku
185,nguripake dhaptar lagu ku lan muter tembang katelu ing antrian,nguripake dhaptar lagu ku lan muter tembang katelu ing antrian
186,muter tembang pungkasan saka dhaptar lagu senengan ku,muter [song_name : tembang pungkasan] saka dhaptar lagu senengan ku
187,setel ne munggah volume ne,setel ne munggah volume ne
188,unggah no volume ne,unggah no volume ne
189,bisuk ne volume ne,bisuk ne volume ne
190,uripno steker,uripno [device_type : steker]
191,uripno steker,uripno [device_type : steker]
192,uripno cepretan ku,uripno [device_type : cepretan] ku
193,ceritakan beberapa lelucon,ceritakan beberapa lelucon
194,apa kowe ngerti lawak liyane,apa kowe ngerti lawak liyane
195,jam piro,jam piro
196,jam pira,jam pira
197,saiki jam pira,saiki jam pira
198,pesen dominoes di bungkus,pesen [food_type : dominoes] di [order_type : bungkus]
199,apa panggonan pizza favoritku kasedhiya kanggo bungkus,apa panggonan [food_type : pizza] favoritku kasedhiya kanggo [order_type : bungkus]
200,opo aku iso pesen bungkus saka panggonan spanyol,opo aku iso pesen [order_type : bungkus] saka panggonan [food_type : spanyol]
201,mbusak weker sing taksetel,mbusak weker sing taksetel
202,mbusak weker,mbusak weker
203,tuduhke weker sing aku setel,tuduhke weker sing aku setel
204,apa aku duwe sembarang weker,apa aku duwe sembarang weker
205,nuduhake weker,nuduhake weker
206,kepiye cuaca ing beijing,kepiye cuaca ing [place_name : beijing]
207,kandhani aku cuaca ing shanghai,kandhani aku cuaca ing [place_name : shanghai]
209,tulung gawe lampu ne bisa nggo maca,tulung gawe lampu ne [color_type : bisa nggo maca]
210,tulung kanggo lampu ramah nonton,tulung kanggo lampu [color_type : ramah nonton]
211,gawe kamar luwih padhang,gawe [house_place : kamar] luwih padhang
212,lan cahya wiwit,lan cahya wiwit
213,dina iki tanggal pira,[date : dina iki] tanggal pira
214,dina iki dina apa,[date : dina iki] dina apa
215,saiki tanggal piro,saiki tanggal piro
216,koyo kepiye cuaca dina iki,koyo kepiye cuaca [date : dina iki]
217,apa ana udan ing njaba,apa ana [weather_descriptor : udan] ing njaba
218,apa udan ing njaba olly,apa [weather_descriptor : udan] ing njaba olly
219,apa aku kudu nggawa payung sesuk,apa aku kudu nggawa [weather_descriptor : payung] [date : sesuk]
220,setel musik kadi tembang jawa,setel musik kadi [playlist_name : tembang jawa]
221,ngganti lampu dadi ijo,ngganti lampu dadi [color_type : ijo]
222,tambahke lagu iku mlebu daftar puter ku,tambahke lagu iku mlebu daftar puter ku
223,tembang opo iki,tembang opo iki
224,olly pateni lampune,olly pateni lampune
225,pateni lampu,pateni lampu
226,tulung resik na lantai,tulung resik na [house_place : lantai]
227,nguripake soket penanak nasi,nguripake [device_type : soket penanak nasi]
228,pateni colokan rice cooker,pateni [device_type : colokan rice cooker]
229,saiki ing jember jam pira,saiki ing [place_name : jember] jam pira
230,ing palembang jam pira,ing [place_name : palembang] jam pira
231,tulung rewangono aku pesen sushi nang deliveroo,tulung rewangono aku pesen [food_type : sushi] nang [business_name : deliveroo]
232,setelke weker jam enem esuk,setelke weker jam [time : enem] [timeofday : esuk]
233,nyetel weker jam papat sore,nyetel weker jam [time : papat] [timeofday : sore]
234,olly tandha kula ing telu sore kanggo pindhah menyang konser,olly tandha kula ing [time : telu sore] kanggo pindhah menyang [event_name : konser]
235,tandha kula ing jam telu sore kanggo pindhah menyang konser,tandha kula ing jam [time : telu sore] kanggo pindhah menyang [event_name : konser]
236,apa aku duwe weker pesawat esuk,apa aku duwe weker [event_name : pesawat] [timeofday : esuk]
237,apa aku nyetel weker kanggo tangi esuk,apa aku nyetel weker kanggo [alarm_type : tangi] [timeofday : esuk]
238,apa ana sembarang weker,apa ana sembarang weker
239,apa saiki lagi udan nang surabaya,apa saiki [weather_descriptor : lagi udan] nang [place_name : surabaya]
240,apa bakal udan dina iki,apa bakal [weather_descriptor : udan] [date : dina iki]
241,ana apa ning njaba,ana apa ning njaba
242,apa sing kedadeyan ing indonesia,apa sing kedadeyan ing [place_name : indonesia]
243,apa sing kedadeyan ing dunya iki,apa sing kedadeyan ing [place_name : dunya] iki
244,ana kedaden apa nang surabaya,ana kedaden apa nang [place_name : surabaya]
245,nuduhake saka b. b. c.,nuduhake saka [media_type : b. b. c.]
246,olly tudokne sawetara berita tekan b. b. c.,olly tudokne sawetara berita tekan [media_type : b. b. c.]
247,dolanan c. n. n. warta,dolanan [media_type : c. n. n.] warta
248,olly kompas,olly [media_type : kompas]
249,setelke sawetara hip hop,setelke sawetara [music_genre : hip hop]
250,aku seneng jazz saiki piye yen kowe,aku seneng [music_genre : jazz] saiki piye yen kowe
251,olly death metal saiki,olly death [music_genre : metal] saiki
252,death metal saiki,death [music_genre : metal] saiki
254,olly puter lagu sing apik saka pemain jazz kesenengan ku,olly puter lagu sing apik saka pemain [music_genre : jazz] kesenengan ku
255,olly opo musik seng biasane aku seneng mari kerjo,olly opo musik seng biasane aku seneng mari kerjo
257,olly setelen musik saka pianis kesenengan ku,olly setelen musik saka [music_genre : pianis] kesenengan ku
258,aku ora iso ngrungok ne kowe,aku ora iso ngrungok ne kowe
259,kowe kebanter en,kowe kebanter en
260,aku ora biso ngrungok ne awakmu olly,aku ora biso ngrungok ne awakmu olly
261,aku ora biso ngrungok ne kowe,aku ora biso ngrungok ne kowe
262,uripno lampu biru,uripno lampu [color_type : biru]
263,ayo padha duwe lampu biru,ayo padha duwe lampu [color_type : biru]
264,nggawe lampu padhang biru,nggawe lampu [color_type : padhang biru]
265,olly sugeng dalu lampu pateni,olly sugeng dalu lampu pateni
267,kene peteng ndhedhet,kene peteng ndhedhet
268,gaweno lampu luwih terang,gaweno lampu luwih terang
269,olly peteng banget aku ora bisa ndeleng tanganku,olly peteng banget aku ora bisa ndeleng tanganku
270,jam pira,jam pira
271,saiki ing jakarta jam pira,saiki ing [place_name : jakarta] jam pira
273,lagu opo,lagu opo
274,olly opo lagu iki,olly opo lagu iki
275,apa sing dimaksud penyanyi kanthi irah-irahan tembang banyu moto,apa sing dimaksud penyanyi kanthi irah-irahan tembang [song_name : banyu moto]
276,sing nutupi tembang one more cup of coffee,sing nutupi tembang [song_name : one more cup of coffee]
277,opo cuaca nang kediri,opo cuaca nang [place_name : kediri]
278,kaya apa cuaca ing gresik,kaya apa cuaca ing [place_name : gresik]
279,apa ramalan dina iki kanggo berlin,apa ramalan [date : dina iki] kanggo [place_name : berlin]
280,apa kahanan saiki negosiasi brexit,apa kahanan saiki [news_topic : negosiasi brexit]
281,opo rata-rata dolar dolar amérikah sarékat kanggo pound sterling,opo [news_topic : rata-rata dolar dolar amérikah sarékat kanggo pound sterling]
282,sing arep menang pilihan ing prancis,sing arep menang [news_topic : pilihan] ing [place_name : prancis]
283,apa sampeyan ngarepake srengenge dina minggu,apa sampeyan ngarepake [weather_descriptor : srengenge] dina [date : minggu]
284,opo arep udan wayah sore,opo arep [weather_descriptor : udan] wayah [timeofday : sore]
285,opo arep ono angin sesuk,opo arep ono [weather_descriptor : angin] [date : sesuk]
286,cahyo padhang lampu ing pawon,cahyo padhang lampu ing [house_place : pawon]
287,padhangake lampu ing jejere sofa,padhangake [device_type : lampu ing jejere sofa]
288,madhangi cahyo,madhangi cahyo
289,saiki jam pira ning temanggung,saiki jam pira ning [place_name : temanggung]
290,urupke penyedot debu,urupke [device_type : penyedot debu]
291,sedotke pawon,sedotke [house_place : pawon]
292,nguripake mesin penyedot debu,nguripake [device_type : mesin penyedot debu]
293,apa sing kedadeyan ing dunya iki,apa sing kedadeyan ing [place_name : dunya] iki
294,kandha marang aku,kandha marang aku
295,dakcritakake judhul koran dina iki,dakcritakake judhul [media_type : koran] [date : dina iki]
296,setel daftar tembang koes plus,setel [playlist_name : daftar tembang koes plus]
297,acak lagu dening didi kempot,[player_setting : acak] lagu dening [artist_name : didi kempot]
298,setel didi kempot,setel [artist_name : didi kempot]
299,apa cuaca,apa cuaca
300,apa ramalan kanggo dina iki,apa ramalan kanggo [date : dina iki]
301,cuacane kaya apa,cuacane kaya apa
302,hei koe lagi ngopo,hei koe lagi ngopo
303,pie kabarmu,pie kabarmu
304,esuk apa kabar,esuk apa kabar
305,pesen o pizza saka domino,pesen o [food_type : pizza] saka [business_name : domino]
306,aku pengin duwe sushi sampeyan bisa pesen mangan awan,aku pengin duwe [food_type : sushi] sampeyan bisa pesen [meal_type : mangan awan]
307,alexa aku arep sushi opo kowe iso order mangan awan,alexa aku arep [food_type : sushi] opo kowe iso order [meal_type : mangan awan]
308,pesen sandwich bungkus lan sup saka mcdonald's,pesen [food_type : sandwich] [order_type : bungkus] lan [food_type : sup] saka [business_name : mcdonald's]
309,pira dina isih ing taun iki,pira dina isih ing [date : taun iki]
310,taun iki tahun baru nang dino opo,[date : taun iki] tahun baru nang dino opo
311,hari pahlawan dina apa taun iki,hari pahlawan dina apa [date : taun iki]
312,murupno lampu,murupno lampu
313,nambah padhange kanthi rongpuluh persen,nambah padhange kanthi [change_amount : rongpuluh persen]
314,setel cahya ing kekuatan penuh,setel cahya ing [change_amount : kekuatan penuh]
315,tulung meneng o nganti sejam meneh,tulung meneng o nganti [time : sejam meneh]
316,bisu,bisu
317,ojo ngomong dino iki,ojo ngomong [date : dino iki]
318,apa sesuk arep udan,apa [date : sesuk] arep [weather_descriptor : udan]
319,omongke cuaca nang surabaya pas rong dina seko saiki,omongke cuaca nang [place_name : surabaya] pas [time : rong dina seko saiki]
320,arep tak payung sesuk,arep tak [weather_descriptor : payung] [date : sesuk]
321,mateni okug,mateni [device_type : okug]
322,uripno colokan ku,uripno [device_type : colokan] ku
323,uripno casan pinter,uripno [device_type : casan pinter]
324,marang kula warta ing teknologi saka rcti,marang kula warta ing [news_topic : teknologi] saka [media_type : rcti]
325,seneng,seneng
326,sore,[timeofday : sore]
327,minggu,[date : minggu]
329,cidro,[song_name : cidro]
330,penenang,penenang
331,alus ne,alus ne
332,meneng,meneng
333,apa kahanan cuaca ing new york,apa kahanan cuaca ing [place_name : new york]
334,aku pengin ngerti cuaca ing san fransico,aku pengin ngerti cuaca ing [place_name : san fransico]
335,aku kepengin ngerti cuaca ing bogor,aku kepengin ngerti cuaca ing [place_name : bogor]
336,apa lagi ana salju ning indonesia,apa lagi [weather_descriptor : ana salju] ning [place_name : indonesia]
339,yo aku butuh kopi saiki,yo aku butuh kopi saiki
340,aku mbantu wong-wong miskin sing butuh dino iki olly,aku mbantu wong-wong miskin sing butuh [date : dino iki] olly
341,miwiti mesin kopi,miwiti [device_type : mesin kopi]
342,siapke secangkir kopi saiki,siapke secangkir kopi saiki
343,cuaca ne sesuk bakal apa,cuaca ne [date : sesuk] bakal apa
344,opo sesuk bakal udan,opo [date : sesuk] bakal [weather_descriptor : udan]
345,sepira bakale suhu njono sesuk,sepira bakale [weather_descriptor : suhu] njono [date : sesuk]
346,apa ramalan cuaca sesuk,apa ramalan cuaca [date : sesuk]
347,apa ramalan cuaca sesuk,apa ramalan cuaca [date : sesuk]
348,apa bakal udan sesuk,apa bakal [weather_descriptor : udan] [date : sesuk]
349,bakal ana salju sesuk,bakal ana [weather_descriptor : salju] [date : sesuk]
350,goleki yen restoran nindakake pesenan bungkus,goleki yen [business_type : restoran] nindakake pesenan [order_type : bungkus]
351,cari restoran lan bungkus,cari [business_type : restoran] lan [order_type : bungkus]
352,ana menu bungkus ing restoran,ana menu [order_type : bungkus] ing [business_type : restoran]
353,dino opo tanggal rolikur maret,dino opo tanggal [date : rolikur maret]
354,sanga likur maret teka ing dina apa,[date : sanga likur maret] teka ing dina apa
355,siji april dina apa,[date : siji april] dina apa
356,apa weker sabanjure,apa weker sabanjure
357,tulung kandhani aku wekerku,tulung kandhani aku wekerku
358,jam pira weker ku muni dino iki,jam pira weker ku muni [date : dino iki]
359,kowe bisa wenehi aku wektu saiki,kowe bisa wenehi aku wektu saiki
360,saiki jam pira,saiki jam pira
361,muter trek wolung saka google play music,muter [song_name : trek wolung] saka [playlist_name : google play] music
362,puteren lagu keloro saka lagu e raisa,puteren lagu keloro saka lagu e [artist_name : raisa]
363,puterna lagu acak tekan dhaptar lagu ku,puterna lagu acak tekan dhaptar lagu ku
364,saiki tanggal pira,saiki tanggal pira
365,senin saiki,[date : senin saiki]
366,tulung kabar ku sing paling anyar,tulung kabar ku sing paling anyar
367,apa kang ana ing pawarta,apa kang ana ing pawarta
368,kaya apa cuaca ing jakarta,kaya apa cuaca ing [place_name : jakarta]
369,patheni lampune,patheni lampune
370,aku pengin lampune dipateni apa kowe isa nindakake iku kanggo aku,aku pengin lampune dipateni apa kowe isa nindakake iku kanggo aku
374,kandha yen ing ngisor iki bener babagan cuaca,kandha yen ing ngisor iki bener babagan cuaca
375,apa saiki ing gonbad cerah,apa saiki ing [place_name : gonbad] [weather_descriptor : cerah]
376,priksa aplikasi weather delok yen,priksa aplikasi weather delok yen
377,bisa nyimpen musik iki ndek daftar puter ku,bisa nyimpen musik iki ndek daftar puter ku
378,simpen musik iki,simpen musik iki
379,simpen musik iki,simpen musik iki
380,tulung setelke cidro saka didi kempot,tulung setelke [song_name : cidro] saka [artist_name : didi kempot]
381,buka aplikasi musik aku dan setel cidro didi kempot,buka aplikasi musik aku dan setel [song_name : cidro] [artist_name : didi kempot]
382,setel tembang cidro soko didi kempot,setel tembang [song_name : cidro] soko [artist_name : didi kempot]
383,pateni lampu garasi,pateni lampu [house_place : garasi]
384,mriksa warta panas ing kompas,mriksa warta panas ing [media_type : kompas]
385,apa sensasional ing antara ning indonesia,apa sensasional ing [media_type : antara ning indonesia]
386,kabar sembarang pati ing times of india,kabar sembarang [news_topic : pati] ing [media_type : times of india]
387,kabari aku yen ana kabar liyane babagan brexit,kabari aku yen ana kabar liyane babagan [news_topic : brexit]
388,pateni steker pinter,pateni [device_type : steker pinter]
389,uripno steker pinter urip,uripno [device_type : steker pinter] urip
390,ngalihke soket colokan pinter,ngalihke soket [device_type : colokan pinter]
391,puter tembang acak saka daftar tembangku,puter tembang acak saka daftar tembangku
392,setel tembang kadi kesenengan aku,setel tembang kadi kesenengan aku
393,setelke lagu lawas soko daftar laguku,setelke lagu [music_genre : lawas] soko daftar laguku
394,yen wis awan ing bandung jam pira ing denpasar,yen wis [timeofday : awan] ing [place_name : bandung] jam pira ing [place_name : denpasar]
395,apa bedane wektu wetan karo wektu pasifik,apa bedane wektu [time_zone : wetan] karo [time_zone : wektu pasifik]
396,setel cidro kadi didi kempot,setel [song_name : cidro] kadi [artist_name : didi kempot]
397,setel sembarang lagu didi kempot,setel sembarang lagu [artist_name : didi kempot]
398,sesuk apa bakal dadi anget,[date : sesuk] apa bakal dadi [weather_descriptor : anget]
399,mbusak weker pisanan,mbusak weker pisanan
400,mulai setel,mulai setel
401,setel musik,setel musik
402,iso kowe genti werna lampu ning omah,iso kowe genti werna lampu ning [house_place : omah]
403,sampeyan bisa acak werna cahya ing omah,sampeyan bisa [player_setting : acak] werna cahya ing [house_place : omah]
404,apa kowe bisa ngganti werna lampu menyang peteng ing omah,apa kowe bisa ngganti werna lampu menyang [color_type : peteng] ing [house_place : omah]
406,tulung aku kepengen rungok na musik pop,tulung aku kepengen rungok na musik [music_genre : pop]
407,setel musik rock sejam,setel musik [music_genre : rock] [time : sejam]
408,alarm apa aku wis nyetel,alarm apa aku wis nyetel
409,maca wekerku,maca wekerku
410,jam pira wekerku disetel,jam pira wekerku disetel
411,mbok gawe guyonan,mbok gawe guyonan
412,ngomong guyon lucu,ngomong guyon [joke_type : lucu]
