id,utt,annot_utt
20,আলোগুলি বিশ শতাংশ পর্যন্ত সেট করুন,আলোগুলি [change_amount : বিশ শতাংশ পর্যন্ত] সেট করুন
21,অলি আলো বিশ শতাংশ পর্যন্ত সেট করুন,অলি আলো [change_amount : বিশ শতাংশ পর্যন্ত] সেট করুন
22,রান্নাঘরের অলিতে আলো নিভিয়ে দাও,[house_place : রান্নাঘরের] অলিতে আলো নিভিয়ে দাও
23,রান্নাঘরের আলো মৃদু করুন,[house_place : রান্নাঘরের] আলো মৃদু করুন
24,একটি ঘর অন্ধকার করুন,একটি [house_place : ঘর] অন্ধকার করুন
25,অলি ফ্ল্যাট পরিষ্কার,অলি [house_place : ফ্ল্যাট] পরিষ্কার
26,ফ্ল্যাট পরিষ্কার করুন,[house_place : ফ্ল্যাট] পরিষ্কার করুন
27,এখানে নোংরা কিছু শোরগোল করো,এখানে নোংরা কিছু শোরগোল করো
28,ঘরটি vaccum করুন,[house_place : ঘরটি] vaccum করুন
29,ঘর অলি ভ্যাকুয়াম,[house_place : ঘর] অলি ভ্যাকুয়াম
30,ধুলোবালি খারাপ জিনিস পরিষ্কার করে রাখা ভাল তাই আমার কার্পেটটি পরিষ্কার করে ফেলুন,ধুলোবালি খারাপ জিনিস পরিষ্কার করে রাখা ভাল তাই আমার [house_place : কার্পেটটি] পরিষ্কার করে ফেলুন
31,বারান্দা ঝাঁটান,[house_place : বারান্দা] ঝাঁটান
32,কার্পেটগুলি চারিদিকে বিছিয়ে দিন,[house_place : কার্পেটগুলি] চারিদিকে বিছিয়ে দিন
33,যখন শো শুরু হয় তা চেক করো,যখন শো শুরু হয় তা চেক করো
34,আমি বাপ্পা মজুমদারের গান আবার শুনে চাই,আমি [artist_name : বাপ্পা মজুমদারের] গান আবার শুনে চাই
35,আমি ঐ গানটা আবার চালাতে চাই,আমি ঐ [media_type : গানটা] আবার চালাতে চাই
36,পরীক্ষা করুন আমার গাড়ী প্রস্তুত,পরীক্ষা করুন আমার গাড়ী প্রস্তুত
37,আমার ল্যাপটপ কাজ করছে চেক করুন,আমার ল্যাপটপ কাজ করছে চেক করুন
38,আমার পর্দার উজ্জ্বলতা কম চলছে,আমার পর্দার উজ্জ্বলতা কম চলছে
39,আমার লোকেশন পরিষেবা থাকা দরকার আপনি চেক করতে পারেন,আমার লোকেশন পরিষেবা থাকা দরকার আপনি চেক করতে পারেন
40,আমার বিমান বাংলাদেশ ব্যবহারের অবস্থা পরীক্ষা করুন,আমার বিমান বাংলাদেশ ব্যবহারের অবস্থা পরীক্ষা করুন
41,আমি আমার পর্দার উজ্জ্বলতায় স্ট্যাটাস চাই,আমি আমার পর্দার উজ্জ্বলতায় স্ট্যাটাস চাই
42,আমার উপলব্ধ স্মৃতিতে আমাকে স্ট্যাটাস দিন,আমার উপলব্ধ স্মৃতিতে আমাকে স্ট্যাটাস দিন
43,আমি ক্লান্ত নই আমি আসলে খুশি,আমি ক্লান্ত নই আমি আসলে খুশি
44,অলি আমি ক্লান্ত নই আমি আসলে খুশি,অলি আমি ক্লান্ত নই আমি আসলে খুশি
45,কি খবর,কি খবর
46,অলি কি খবর,অলি কি খবর
47,বাংলাদেশে সময় কি,[place_name : বাংলাদেশে] সময় কি
48,ঢাকায় এখন কয়টা বাজে বলুন,[place_name : ঢাকায়] এখন কয়টা বাজে বলুন
49,জি. এমটি. প্লাস ফাইভের সময় কত,[time_zone : জি. এমটি. প্লাস ফাইভের] সময় কত
50,olly আমাকে g. m. t. plus five সময় বলুন,olly আমাকে [time_zone : g. m. t. plus five] সময় বলুন
51,পিঁজা খাবারের জন্য অলি তালিকার সবচেয়ে রেট দেওয়া বিতরণ অপশন,[food_type : পিঁজা] খাবারের জন্য অলি তালিকার সবচেয়ে রেট দেওয়া [order_type : বিতরণ] অপশন
52,বাংলাদেশী খাবারের জন্য সবচেয়ে রেট দেওয়া বিতরণ অপশন,[food_type : বাংলাদেশী] খাবারের জন্য সবচেয়ে রেট দেওয়া [order_type : বিতরণ] অপশন
53,বাংলা খাবারের জন্য সবচেয়ে রেট দেওয়া ডেলিভারি বিকল্পের তালিকা করুন,[food_type : বাংলা] খাবারের জন্য সবচেয়ে রেট দেওয়া [order_type : ডেলিভারি] বিকল্পের তালিকা করুন
54,বাংলাদেশী খাবারের জন্য অলি সবচেয়ে রেটেড বিতরণ অপশন,[food_type : বাংলাদেশী] খাবারের জন্য অলি সবচেয়ে রেটেড [order_type : বিতরণ] অপশন
55,আমি কোন সুপারিশ যেতে কিছু তরকারি চাই,আমি কোন সুপারিশ যেতে কিছু [food_type : তরকারি] চাই
56,যেকোনো ফুড পাণ্ডা থেকে অর্ডার করুন বিরিয়ানি,যেকোনো ফুড পাণ্ডা থেকে অর্ডার করুন [food_type : বিরিয়ানি]
57,আমার জন্য বাংলা বাজার থেকে বাংলাদেশী খাদ্য সরবরাহ করুন,আমার জন্য [place_name : বাংলা বাজার] থেকে [food_type : বাংলাদেশী] খাদ্য [order_type : সরবরাহ করুন]
58,বঙ্গবাজার এর চারপাশে আমার জন্য পিঁজা সরবরাহ করুন,[place_name : বঙ্গবাজার] এর চারপাশে আমার জন্য [food_type : পিঁজা] [order_type : সরবরাহ করুন]
59,আমার সাত সকালে অ্যালার্ম বাতিল করুন,আমার [time : সাত সকালে] অ্যালার্ম বাতিল করুন
60,সাত সকালে অ্যালার্ম বন্ধ করুন,[time : সাত সকালে] অ্যালার্ম বন্ধ করুন
61,আমি কি অ্যালার্ম সেট করেছি,আমি কি অ্যালার্ম সেট করেছি
62,সক্রিয় অ্যালার্ম তালিকাভুক্ত করুন,সক্রিয় অ্যালার্ম তালিকাভুক্ত করুন
63,আমাকে আমার alarm গুলো সম্পর্কে বলুন,আমাকে আমার alarm গুলো সম্পর্কে বলুন
65,আজ ফুটবলে কি হচ্ছে,[date : আজ] [news_topic : ফুটবলে] কি হচ্ছে
66,জেমসের বাবা বাজান,[artist_name : জেমসের] [song_name : বাবা] বাজান
67,আর্টসেলের অলস অনুভুতির দেয়াল শুনতে চাই,[artist_name : আর্টসেলের] [song_name : অলস অনুভুতির দেয়াল] শুনতে চাই
68,আমাকে স্বাধীন মিউজিক এর তোর প্রেমেতে অন্ধ হলাম প্লে করান,আমাকে [artist_name : স্বাধীন মিউজিক] এর [song_name : তোর প্রেমেতে অন্ধ হলাম] প্লে করান
69,আমি রক সংগীত পছন্দ করি,আমি [music_genre : রক] সংগীত পছন্দ করি
70,আমার প্রিয় সঙ্গীত ব্যান্ড ফিলিংস,আমার প্রিয় সঙ্গীত ব্যান্ড [artist_name : ফিলিংস]
71,আমি জেমস গান পছন্দ করি,আমি [artist_name : জেমস] গান পছন্দ করি
72,প্রিয় থেকে সঙ্গীত বাজানো শুরু,প্রিয় থেকে সঙ্গীত বাজানো শুরু
73,আমার সেরা সঙ্গীত প্লে করুন,আমার সেরা সঙ্গীত প্লে করুন
74,কোন ব্যান্ডটি এখন বাজছে,কোন ব্যান্ডটি এখন বাজছে
75,কে এই বর্তমান সঙ্গীতের লেখক,কে এই বর্তমান সঙ্গীতের লেখক
76,কোন যে অ্যালবাম থেকে বর্তমান সঙ্গীত টি,কোন যে অ্যালবাম থেকে বর্তমান সঙ্গীত টি
77,অলি আমি সত্যিই এই গানটি উপভোগ করছি,অলি আমি সত্যিই এই গানটি উপভোগ করছি
78,যে গান টি তুমি বাজাচ্ছ তা চমৎকার,যে গান টি তুমি বাজাচ্ছ তা চমৎকার
79,এটি আমার সেরা গানের এক,এটি আমার সেরা গানের এক
80,আলোর উজ্জ্বলতা বেশি সেট করুন,আলোর উজ্জ্বলতা বেশি সেট করুন
81,আলো আরও উজ্জ্বল করুন,আলো আরও উজ্জ্বল করুন
82,সর্বোচ্চ লাইট বাড়াতে দয়া করে,[change_amount : সর্বোচ্চ] লাইট বাড়াতে দয়া করে
83,আরে ভাক্যুম ক্লিনার রোবট শুরু করুন,আরে [device_type : ভাক্যুম ক্লিনার রোবট] শুরু করুন
84,ক্লিনার রোবট চালু করুন,[device_type : ক্লিনার রোবট] চালু করুন
85,আমাকে আজকের তারিখ বলুন,আমাকে [date : আজকের] তারিখ বলুন
86,আজকে কত তারিখ,[date : আজকে] কত তারিখ
87,রাতের খাবার জন্য কিছু বিরিয়ানি অর্ডার করুন,[meal_type : রাতের খাবার] জন্য কিছু [food_type : বিরিয়ানি] অর্ডার করুন
88,আরে আমি চাই আপনি বিরিয়ানি অর্ডার করুন,আরে আমি চাই আপনি [food_type : বিরিয়ানি] অর্ডার করুন
89,আপনি কি আজ রাতের রাতের খাবার জন্য শুশি অর্ডার করতে পারেন,আপনি কি [timeofday : আজ রাতের] [meal_type : রাতের খাবার] জন্য [food_type : শুশি] অর্ডার করতে পারেন
90,আমার রাতের খাবারের অর্ডার কি,আমার রাতের খাবারের অর্ডার কি
91,আমি কি ফুড পাণ্ডার থেকে দুপুরের খাবারের অর্ডার সরবরাহ পারি,আমি কি [business_name : ফুড পাণ্ডার] থেকে [meal_type : দুপুরের খাবারের] অর্ডার [order_type : সরবরাহ] পারি
92,ফুড পাণ্ডার টেকওয়েকে সরবরাহ করা,[business_name : ফুড পাণ্ডার] টেকওয়েকে [order_type : সরবরাহ করা]
93,বারো জন্য একটি অ্যালার্ম সেট করুন,[time : বারো] জন্য একটি অ্যালার্ম সেট করুন
94,এখন থেকে চল্লিশ মিনিটের মধ্যে একটি অ্যালার্ম সেট করুন,[time : এখন থেকে চল্লিশ মিনিটের] মধ্যে একটি অ্যালার্ম সেট করুন
95,প্রতি রবিবার আটটার জন্য alarm সেট করুন,[general_frequency : প্রতি রবিবার] [time : আটটার] জন্য alarm সেট করুন
96,বৃষ্টি পড়ছে,[weather_descriptor : বৃষ্টি পড়ছে]
97,বৃষ্টি হবে কি,[weather_descriptor : বৃষ্টি] হবে কি
98,বর্তমানে কি তুষারপাত হচ্ছে,বর্তমানে কি [weather_descriptor : তুষারপাত] হচ্ছে
99,সপ্তাহের পূর্বাভাস কি,[time : সপ্তাহের] পূর্বাভাস কি
100,সপ্তাহের আবহাওয়া সংক্রান্ত পূর্বাভাস কি,[time : সপ্তাহের] আবহাওয়া সংক্রান্ত পূর্বাভাস কি
101,এই সপ্তাহের আবহাওয়া কি,[date : এই সপ্তাহের] আবহাওয়া কি
102,এই সপ্তাহের আবহাওয়া কেমন,[date : এই সপ্তাহের] আবহাওয়া কেমন
103,এই সপ্তাহের আবহাওয়া সম্পর্কে বলুন,[date : এই সপ্তাহের] আবহাওয়া সম্পর্কে বলুন
104,আমাকে বলুন b. b. c. খবর,আমাকে বলুন [media_type : b. b. c.] খবর
105,বাংলার খবর-এ কি কি খবর আছে,[media_type : বাংলার খবর-এ] কি কি খবর আছে
106,চ্যানেল আইয়ের এর সর্বশেষ খবর,[media_type : চ্যানেল আইয়ের] এর সর্বশেষ খবর
107,স্বর্গ মত ব্যাথা চালান,[song_name : স্বর্গ মত ব্যাথা] চালান
108,আমার পছন্দের একটি গান বাজাও,আমার পছন্দের একটি গান বাজাও
109,তুমি কি সাড়া দিবে পরে নাও,[song_name : তুমি কি সাড়া দিবে] পরে নাও
110,মাইলস বাজান,[artist_name : মাইলস] বাজান
111,কিছু কোল্ডপ্লে চালাও,কিছু [artist_name : কোল্ডপ্লে] চালাও
112,কিছু অর্ণব বাজাও,কিছু [artist_name : অর্ণব] বাজাও
113,এই ট্র্যাক লুপ,এই ট্র্যাক [player_setting : লুপ]
114,এই প্লেলিস্ট অদলবদল করুন,এই প্লেলিস্ট [player_setting : অদলবদল] করুন
115,ভলিউম নিম্নে সেট করুন,ভলিউম [change_amount : নিম্নে] সেট করুন
116,কি বাজছে,কি বাজছে
117,এটা কি সঙ্গীত,এটা কি সঙ্গীত
118,এই গানের শিল্পী কে বলুন,এই গানের শিল্পী কে বলুন
119,আমাকে হাসালে,আমাকে হাসালে
120,অলি আমাকে হসান,অলি আমাকে হসান
121,আমাকে একটি ভাল কৌতুক বলুন,আমাকে একটি [joke_type : ভাল] কৌতুক বলুন
122,আমার পথ একটি হাসি পাঠান,আমার পথ একটি হাসি পাঠান
123,আমাকে একটি কৌতুক বলুন,আমাকে একটি কৌতুক বলুন
124,অলি আমাকে একটা কৌতুক বল,অলি আমাকে একটা কৌতুক বল
125,সুমি আমাকে একটি কৌতুক বলুন,সুমি আমাকে একটি কৌতুক বলুন
126,আমাকে উতসাহিত করুন,আমাকে উতসাহিত করুন
127,আজকে কি বার,[date : আজকে] কি বার
128,কত তারিখ,কত তারিখ
129,আমাকে আজকের সম্পর্কে বলুন,আমাকে [date : আজকের] সম্পর্কে বলুন
130,বিরিয়ানি অর্ডার করুন,[food_type : বিরিয়ানি] অর্ডার করুন
131,আমাকে ফুড পাণ্ডার থেকে একটি বিরিয়ানি অর্ডার করুন,আমাকে [business_name : ফুড পাণ্ডার] থেকে একটি [food_type : বিরিয়ানি] অর্ডার করুন
132,একটি সরবরাহ করুন,একটি [order_type : সরবরাহ করুন]
133,আমার অর্ডার কখন আসছে,আমার অর্ডার কখন আসছে
134,আমার সরবরাহ করা পর্যন্ত কতক্ষণ,আমার [order_type : সরবরাহ করা] পর্যন্ত কতক্ষণ
135,স্টার কাবাব ডেলিভারি স্ট্যাটাস,[business_name : স্টার কাবাব] [order_type : ডেলিভারি] স্ট্যাটাস
136,কি বাজছে,কি বাজছে
137,গানের নাম বল,গানের নাম বল
138,কোন গান ওইটা,কোন গান ওইটা
139,আমার জ্যাজ প্লেলিস্টটি বাজাও,আমার [music_genre : জ্যাজ] প্লেলিস্টটি বাজাও
140,আমার জ্যাজ প্লেলিস্ট শুরু কর,আমার [music_genre : জ্যাজ] প্লেলিস্ট শুরু কর
141,আমার প্রিয় প্লেলিস্ট বাজান,আমার প্রিয় প্লেলিস্ট বাজান
142,এটা একটা ভালো গান,এটা একটা ভালো গান
143,আমি এটা পছন্দ করি না,আমি এটা পছন্দ করি না
144,আমি এটা পছন্দ করি,আমি এটা পছন্দ করি
145,আমি লালনগীতি পছন্দ করি,আমি [music_genre : লালনগীতি] পছন্দ করি
146,তুমি কি কিছু জ্যাজ বাজাতে পারো,তুমি কি কিছু [music_genre : জ্যাজ] বাজাতে পারো
147,আমি জ্যাজ শুনতে চাই,আমি [music_genre : জ্যাজ] শুনতে চাই
148,অলি আমি জ্যাজ শুনতে পছন্দ করব,অলি আমি [music_genre : জ্যাজ] শুনতে পছন্দ করব
149,এই গান খুব ভাল ছিল,এই গান খুব ভাল ছিল
150,আমি এই গানটি পছন্দ করি,আমি এই গানটি পছন্দ করি
151,এটা আবার বাজান,এটা আবার বাজান
152,ভলিউম পরিবর্তন করুন,ভলিউম পরিবর্তন করুন
153,শাফেল সক্ষম করুন,[player_setting : শাফেল] সক্ষম করুন
154,সেটিংস সেভ করুন,সেটিংস সেভ করুন
155,উজ্জ্বলতা পঞ্চাশ শতাংশে সেট করুন,উজ্জ্বলতা [change_amount : পঞ্চাশ শতাংশে] সেট করুন
156,উজ্জ্বলতা কমিয়ে দিন,উজ্জ্বলতা কমিয়ে দিন
157,উজ্জ্বলতা কমিয়ে দিন,উজ্জ্বলতা কমিয়ে দিন
158,আলো কমান,আলো কমান
159,উজ্জ্বলতা কমান,উজ্জ্বলতা কমান
160,আলোগুলি মৃদু করুন,আলোগুলি মৃদু করুন
161,olly আলোগুলি মৃদু করুন,olly আলোগুলি মৃদু করুন
162,আমাকে একটা কফি বানিয়ে দাও,আমাকে একটা কফি বানিয়ে দাও
163,সাবিনা আমাকে একটা কফি বানিয়ে দাও,সাবিনা আমাকে একটা কফি বানিয়ে দাও
164,আমার একটা কফি দরকার,আমার একটা কফি দরকার
165,আমি এখন কিছু কফি পছন্দ করি,আমি এখন কিছু কফি পছন্দ করি
166,আপনি কেমন আছেন,আপনি কেমন আছেন
167,হে হে,হে হে
168,তারা কি গিয়ে নিয়ে আসা প্রদান করতে পারে,তারা কি [order_type : গিয়ে নিয়ে আসা] প্রদান করতে পারে
169,তারা কি বিতরণ করতে পারে,তারা কি [order_type : বিতরণ] করতে পারে
170,তারা কি বাড়িতে বিতরণ দেয়,তারা কি বাড়িতে [order_type : বিতরণ] দেয়
171,অলি তারা বাড়িতে পৌঁছে দিতে,অলি তারা বাড়িতে [order_type : পৌঁছে] দিতে
172,সকাল দশটায় এলার্ম সেট করুন,[time : সকাল দশটায়] এলার্ম সেট করুন
173,আগামীকাল ছয়টায় অ্যালার্ম সেট করুন,[date : আগামীকাল] [time : ছয়টায়] অ্যালার্ম সেট করুন
174,বৃহস্পতিবার সকাল সাতটায় ঘুম থেকে উঠুন,[date : বৃহস্পতিবার] [time : সকাল সাতটায়] ঘুম থেকে উঠুন
175,আমাকে সর্বশেষ প্রযুক্তির খবর বলুন,আমাকে সর্বশেষ [news_topic : প্রযুক্তির] খবর বলুন
176,আমাকে সর্বশেষ প্রযুক্তির খবর বলুন,আমাকে সর্বশেষ [news_topic : প্রযুক্তির] খবর বলুন
177,আমাকে কিছু ব্যবসার খবর বলুন,আমাকে কিছু [news_topic : ব্যবসার] খবর বলুন
178,আমাকে আন্তর্জাতিক খবর বলুন,আমাকে [place_name : আন্তর্জাতিক] খবর বলুন
179,আমাকে আবহাওয়া সম্পর্কে বলুন,আমাকে আবহাওয়া সম্পর্কে বলুন
180,এখন আবহাওয়া কেমন,এখন আবহাওয়া কেমন
181,এখন কি বৃষ্টি পড়ছে,এখন কি [weather_descriptor : বৃষ্টি পড়ছে]
182,আমার রক প্লেলিস্টটি বাজাও,আমার [music_genre : রক] প্লেলিস্টটি বাজাও
183,আমার কুমার শানু প্লেলিস্টটি চালু কর,আমার [artist_name : কুমার শানু] প্লেলিস্টটি চালু কর
184,আমার প্লেলিস্ট থেকে জেমস বাজাও,আমার প্লেলিস্ট থেকে [artist_name : জেমস] বাজাও
185,আমার প্লেলিস্ট চালু করুন এবং সারিতে তৃতীয় গান চালান,আমার প্লেলিস্ট চালু করুন এবং সারিতে তৃতীয় গান চালান
186,আমার প্রিয় প্লেলিস্ট থেকে শেষ গান চালান,আমার প্রিয় প্লেলিস্ট থেকে [song_name : শেষ গান] চালান
187,ভলিউম উপরে চালু কর,ভলিউম উপরে চালু কর
188,ভলিয়ম আপ,ভলিয়ম আপ
189,নিঃশব্দ ভলিউম,নিঃশব্দ ভলিউম
190,প্লাগ চালু করুন,[device_type : প্লাগ] চালু করুন
191,প্লাগ চালু করুন,[device_type : প্লাগ] চালু করুন
192,আমার প্লাগ চালু করুন,আমার [device_type : প্লাগ] চালু করুন
193,আমাকে কিছু কৌতুক বলুন,আমাকে কিছু কৌতুক বলুন
194,আপনি কি কোন কৌতুক জানেন,আপনি কি কোন কৌতুক জানেন
195,ক 'টা বাজে,ক 'টা বাজে
196,আমাকে বলুন সময়,আমাকে বলুন সময়
197,ক 'টা বাজে,ক 'টা বাজে
198,চিলক্স কি টেক এওয়ে করে,[food_type : চিলক্স] কি [order_type : টেক এওয়ে] করে
199,আমার প্রিয় পিৎজা জায়গা কি টেকওয়ের জন্য উপলব্ধ,আমার প্রিয় [food_type : পিৎজা] জায়গা কি [order_type : টেকওয়ের] জন্য উপলব্ধ
200,আমি কি পিঁজা জায়গা থেকে সরবরাহ অর্ডার করতে পারি,আমি কি [food_type : পিঁজা] জায়গা থেকে [order_type : সরবরাহ] অর্ডার করতে পারি
201,আমি এইমাত্র যে অ্যালার্মটি সেট করেছি তা বাতিল করুন,আমি এইমাত্র যে অ্যালার্মটি সেট করেছি তা বাতিল করুন
202,অ্যালার্ম সরান,অ্যালার্ম সরান
203,আমি যে অ্যালার্ম সেট করেছি তা আমাকে দেখান,আমি যে অ্যালার্ম সেট করেছি তা আমাকে দেখান
204,আমার কি কোনো অ্যালার্ম আছে,আমার কি কোনো অ্যালার্ম আছে
205,অ্যালার্ম দেখান,অ্যালার্ম দেখান
206,ঢাকা এর আবহাওয়া কেমন,[place_name : ঢাকা] এর আবহাওয়া কেমন
207,আমাকে সাভারের আবহাওয়া সম্পর্কে বলো,আমাকে [place_name : সাভারের] আবহাওয়া সম্পর্কে বলো
209,দয়া করে আলো পড়ার অনুকূল করুন,দয়া করে আলো [color_type : পড়ার অনুকূল] করুন
210,দয়া করে আলো দেখার জন্য বন্ধুত্বপূর্ণ করুন,দয়া করে আলো [color_type : দেখার জন্য বন্ধুত্বপূর্ণ] করুন
211,কক্ষ উজ্জ্বল করুন,[house_place : কক্ষ] উজ্জ্বল করুন
212,এবং আলোগুলি জ্বালান,এবং আলোগুলি জ্বালান
213,আজ কি তারিখ,[date : আজ] কি তারিখ
214,আজ কি বার,[date : আজ] কি বার
215,আমাকে একটি তারিখ বলুন,আমাকে একটি তারিখ বলুন
216,আজকের আবহাওয়া কেমন,[date : আজকের] আবহাওয়া কেমন
217,বাইরে কি বৃষ্টি পড়ছে,বাইরে কি [weather_descriptor : বৃষ্টি পড়ছে]
218,ঢাকার বাইরে কি বৃষ্টি হচ্ছে,ঢাকার বাইরে কি [weather_descriptor : বৃষ্টি হচ্ছে]
219,আমাকে কি আগামীকাল একটি ছাতা আনতে হবে,আমাকে কি [date : আগামীকাল] একটি [weather_descriptor : ছাতা] আনতে হবে
220,আমার রক লিস্ট থেকে গান বাজাও,আমার [playlist_name : রক লিস্ট] থেকে গান বাজাও
221,আলো সবুজে পরিবর্তন করুন,আলো [color_type : সবুজে] পরিবর্তন করুন
222,আমার ফেভারিটের তালিকায় এই গানটি যোগ করো,আমার ফেভারিটের তালিকায় এই গানটি যোগ করো
223,এই গান কি,এই গান কি
224,olly আলো বন্ধ করুন,olly আলো বন্ধ করুন
225,আলো বন্ধ,আলো বন্ধ
226,দয়া করে মেঝে পরিষ্কার করুন,দয়া করে [house_place : মেঝে] পরিষ্কার করুন
227,রাইস কুকার সকেট চালু করুন,[device_type : রাইস কুকার সকেট] চালু করুন
228,রাইস কুকারের সকেট বন্ধ করুন,[device_type : রাইস কুকারের সকেট] বন্ধ করুন
229,ঢাকায় এখন কয়টা বাজে,[place_name : ঢাকায়] এখন কয়টা বাজে
230,ঢাকা এ কটা বাজে,[place_name : ঢাকা] এ কটা বাজে
231,আপনি কি আমাকে ফুড পাণ্ডার থেকে কিছু বিরিয়ানি অর্ডার করতে সাহায্য করতে পারেন,আপনি কি আমাকে [business_name : ফুড পাণ্ডার] থেকে কিছু [food_type : বিরিয়ানি] অর্ডার করতে সাহায্য করতে পারেন
232,সকাল ছয়টায় একটি অ্যালার্ম সেট করুন,[timeofday : সকাল] [time : ছয়টায়] একটি অ্যালার্ম সেট করুন
233,বিকেল চারটার জন্য একটি অ্যালার্ম সেট করুন,[timeofday : বিকেল] [time : চারটার] জন্য একটি অ্যালার্ম সেট করুন
234,olly বিকেল তিনটেয় অনুষ্ঠান যাওয়ার জন্য আমাকে সতর্ক করান,olly [time : বিকেল তিনটেয়] [event_name : অনুষ্ঠান] যাওয়ার জন্য আমাকে সতর্ক করান
235,আমাকে কনসার্টে যেতে রাত তিনটায় সতর্ক করুন,আমাকে [event_name : কনসার্টে] যেতে রাত [time : তিনটায়] সতর্ক করুন
236,আমার কি সকালের ফ্লাইটের জন্য অ্যালার্ম সেট আছে,আমার কি [timeofday : সকালের] [event_name : ফ্লাইটের] জন্য অ্যালার্ম সেট আছে
237,সকালবেলা জেগে উঠার জন্য কি আমি একটি alarm সেট করেছি,[timeofday : সকালবেলা] [alarm_type : জেগে উঠার] জন্য কি আমি একটি alarm সেট করেছি
238,কোন অ্যালার্ম আছে,কোন অ্যালার্ম আছে
239,ঢাকায় কি বৃষ্টি পড়ছে,[place_name : ঢাকায়] কি [weather_descriptor : বৃষ্টি পড়ছে]
240,আজ কি বৃষ্টি হবে,[date : আজ] কি [weather_descriptor : বৃষ্টি] হবে
241,বাহিরে কি হচ্ছে,বাহিরে কি হচ্ছে
242,ভারত কি ঘটছে,[place_name : ভারত] কি ঘটছে
243,পৃথিবীতে কি হচ্ছে,[place_name : পৃথিবীতে] কি হচ্ছে
244,ঢাকা কি ঘটছে,[place_name : ঢাকা] কি ঘটছে
245,আমাকে চ্যানেল আই থেকে কিছু খবর দেখাও,আমাকে [media_type : চ্যানেল আই] থেকে কিছু খবর দেখাও
246,olly আমাকে চ্যানেল আই থেকে কিছু খবর দেখাও,olly আমাকে [media_type : চ্যানেল আই] থেকে কিছু খবর দেখাও
247,প্রথম আলো খবর চালান,[media_type : প্রথম আলো] খবর চালান
248,অলি চ্যানেল আই,অলি [media_type : চ্যানেল আই]
249,কিছু হিপহপ বাজাও,কিছু [music_genre : হিপহপ] বাজাও
250,আমি এখন jazz মত অনুভব করছি আপনি কেমন আছেন,আমি এখন [music_genre : jazz] মত অনুভব করছি আপনি কেমন আছেন
251,ওলি এখন ডেথ মেটাল বাজাও,ওলি এখন ডেথ [music_genre : মেটাল] বাজাও
252,ডেথ মেটাল এখন,ডেথ [music_genre : মেটাল] এখন
254,অলি আমার প্রিয় jazz শিল্পী এর একটি ভাল track বাজান,অলি আমার প্রিয় [music_genre : jazz] শিল্পী এর একটি ভাল track বাজান
255,অলি আমি সাধারণত কাজের পরে কি গান পছন্দ করি,অলি আমি সাধারণত কাজের পরে কি গান পছন্দ করি
257,ওলি আমার পছন্দের পিয়ানোবাদকের একটা মিউজিক শোনাও,ওলি আমার পছন্দের [music_genre : পিয়ানোবাদকের] একটা মিউজিক শোনাও
258,আমি তোমাকে শুনতে পাচ্ছি না,আমি তোমাকে শুনতে পাচ্ছি না
259,তুমি খুব জোরে,তুমি খুব জোরে
260,আমি খুব কমই আপনার কথা শুনতে পাচ্ছি,আমি খুব কমই আপনার কথা শুনতে পাচ্ছি
261,আমি খুব কমই আপনাকে শুনতে পাচ্ছি,আমি খুব কমই আপনাকে শুনতে পাচ্ছি
262,আলো নীল করুন,আলো [color_type : নীল] করুন
