id,utt,annot_utt
31,koridor u süpür,[house_place : koridor] u süpür
32,halılar ı iyice süpür,[house_place : halılar] ı iyice süpür
33,kar ne zaman başlayacak bir kontrol et,kar ne zaman başlayacak bir kontrol et
34,yine yeniden tarkan şarkısı dinlemek istiyorum,yine yeniden [artist_name : tarkan] şarkısı dinlemek istiyorum
35,o müziği bir kez daha çalmak istiyorum,o [media_type : müziği] bir kez daha çalmak istiyorum
36,arabamın hazır olup olmadığını kontrol et,arabamın hazır olup olmadığını kontrol et
37,laptopumun çalışıp çalışmadığını kontrol et,laptopumun çalışıp çalışmadığını kontrol et
38,benim ekran parlaklığım az mı çalışıyor,benim ekran parlaklığım az mı çalışıyor
39,konum servisinin açık olmasına ihtiyacım var kontrol edebilir misin,konum servisinin açık olmasına ihtiyacım var kontrol edebilir misin
40,güç kullanımı durumumu kontrol et,güç kullanımı durumumu kontrol et
41,ekran parlaklığımın statüsünü istiyorum,ekran parlaklığımın statüsünü istiyorum
42,benim uygun anılarımda durum sağla,benim uygun anılarımda durum sağla
43,yorgun değilim mutluyum aslında,yorgun değilim mutluyum aslında
44,olly aslında mutluyum yorgun değilim,olly aslında mutluyum yorgun değilim
45,naber,naber
46,naber olly,naber olly
47,avustralya'da saat kaç,[place_name : avustralya'da] saat kaç
48,bana moskova'da saatin kaç olduğunu söyle,bana [place_name : moskova'da] saatin kaç olduğunu söyle
49,bana greenwich yerel saati artı beşteki saati söyle,bana [time_zone : greenwich yerel saati artı beşteki] saati söyle
50,olly gmt artı beş in kaç olduğunu söyle bana,olly [time_zone : gmt artı beş] in kaç olduğunu söyle bana
51,olly çin yemeği için en yüksek yıldızlı teslimat opsiyonlarını listele,olly [food_type : çin] yemeği için en yüksek yıldızlı [order_type : teslimat] opsiyonlarını listele
52,çin yemeği için en yüksek yıldızlı adrese teslimat opsiyonlar,[food_type : çin] yemeği için en yüksek yıldızlı adrese [order_type : teslimat] opsiyonlar
53,çin yemeği için en fazla yıldızlı teslimat seçeneklerini listele,[food_type : çin] yemeği için en fazla yıldızlı [order_type : teslimat] seçeneklerini listele
54,olly çin yemeği için en yüksek puanlı teslimat opsiyonları,olly [food_type : çin] yemeği için en yüksek puanlı [order_type : teslimat] opsiyonları
55,paket servis köri istiyorum tavsiyen var mı,paket servis [food_type : köri] istiyorum tavsiyen var mı
56,köri almak istiyorum herhangi bir öneri olly,[food_type : köri] almak istiyorum herhangi bir öneri olly
57,benim migros tan pizza paket siparişimi bul,benim [place_name : migros] tan [food_type : pizza] [order_type : paket] siparişimi bul
58,migrostan benim ıspanaklı börek paketimi bul,[place_name : migrostan] benim [food_type : ıspanaklı börek] [order_type : paketimi] bul
59,sabah yedi alarmımı iptal et,[time : sabah yedi] alarmımı iptal et
60,sabah yedi alarmını durdur,[time : sabah yedi] alarmını durdur
61,hangi alarmları kurdum,hangi alarmları kurdum
62,lütfen aktif alarmları listele,lütfen aktif alarmları listele
63,alarmlarımı söyle,alarmlarımı söyle
65,bugün futbolda neler oluyor,[date : bugün] [news_topic : futbolda] neler oluyor
66,lütfen beatlesdan yesterday oynat,lütfen [artist_name : beatlesdan] [song_name : yesterday] oynat
67,büyük ev ablukada'dan arayan bulur dinlemek istiyorum,[artist_name : büyük ev ablukada'dan] [song_name : arayan bulur] dinlemek istiyorum
68,bana metin arolat'tan dert değil çal,bana [artist_name : metin arolat'tan] [song_name : dert değil] çal
69,rock müziği seviyorum,[music_genre : rock] müziği seviyorum
70,favori müzik grubum mfö,favori müzik grubum [artist_name : mfö]
71,ben kenan doğulu şarkılarını seviyorum,ben [artist_name : kenan doğulu] şarkılarını seviyorum
72,favorilerden müzik çalmaya başla,favorilerden müzik çalmaya başla
73,lütfen benim en iyi müziğimi çal,lütfen benim en iyi müziğimi çal
74,grup şimdi ne çalıyor,grup şimdi ne çalıyor
75,şu anki müziğin yazarı kim,şu anki müziğin yazarı kim
76,şu anki müzik hangi albümden,şu anki müzik hangi albümden
77,olly bu şarkıyı cidden çok seviyorum,olly bu şarkıyı cidden çok seviyorum
78,senin çaldığın şarkı harika,senin çaldığın şarkı harika
79,bu benim için en iyi şarkılardan biri,bu benim için en iyi şarkılardan biri
80,ışıkların parlaklığını daha yüksek ayarla,ışıkların parlaklığını daha yüksek ayarla
81,ışıkları daha parlak yap,ışıkları daha parlak yap
82,lütfen ışıkları maksimuma getir,lütfen ışıkları [change_amount : maksimuma] getir
83,hey robot süpürgeyi başlat,hey [device_type : robot süpürgeyi] başlat
84,temizlik robotunu çalıştır,[device_type : temizlik robotunu] çalıştır
85,bana bugünkü tarihi bildir,bana [date : bugünkü] tarihi bildir
86,bugün günlerden ne,[date : bugün] günlerden ne
87,lütfen akşam yemeği için suşi söyle,lütfen [meal_type : akşam yemeği] için [food_type : suşi] söyle
88,hey senden burger siparişi vermeni istiyorum,hey senden [food_type : burger] siparişi vermeni istiyorum
89,bu gece akşam yemeği için sushi söyler misin,[timeofday : bu gece] [meal_type : akşam yemeği] için [food_type : sushi] söyler misin
90,akşam yemeği siparişimde neler var,akşam yemeği siparişimde neler var
91,çiya'dan akşam yemeği için paket servisi sipariş edebilir miyim,[business_name : çiya'dan] [meal_type : akşam yemeği] için [order_type : paket servisi] sipariş edebilir miyim
92,byron's paket servisini destekliyor mu,[business_name : byron's] [order_type : paket] servisini destekliyor mu
93,on ikiye alarm kur,[time : on ikiye] alarm kur
94,kırk dakika sonraya alarm kur,[time : kırk dakika sonraya] alarm kur
95,hafta içi her gün saat sekize alarm kur,[general_frequency : hafta içi her gün] saat [time : sekize] alarm kur
96,yağmur yağıyor mu,[weather_descriptor : yağmur yağıyor] mu
97,yağmur yağacak mı,[weather_descriptor : yağmur yağacak] mı
98,şu anda kar yağıyor mu,şu anda [weather_descriptor : kar yağıyor] mu
99,haftanın hava tahmini nasıl,[time : haftanın] hava tahmini nasıl
100,haftanın hava durumu tahmini nedir,[time : haftanın] hava durumu tahmini nedir
101,bu hafta hava nasıl,[date : bu hafta] hava nasıl
102,bu haftanın hava durumu nasıl,[date : bu haftanın] hava durumu nasıl
103,bu haftaki hava durumunu söyle,[date : bu haftaki] hava durumunu söyle
104,b. b. c. haberlerini söyle,[media_type : b. b. c.] haberlerini söyle
105,b. b. c. haberlerde haberler nedir,[media_type : b. b. c.] haberlerde haberler nedir
106,halk tv'nin en son haberleri ne,[media_type : halk tv'nin] en son haberleri ne
107,direniyorum u çal,[song_name : direniyorum] u çal
108,benim sevdiğim şarkıyı çal,benim sevdiğim şarkıyı çal
109,güle güle şekerim i çal,[song_name : güle güle şekerim] i çal
110,sezen aksu çal,[artist_name : sezen aksu] çal
111,biraz mor ve ötesi çal,biraz [artist_name : mor ve ötesi] çal
112,biraz zeki müren çal,biraz [artist_name : zeki müren] çal
113,bu şarkıyı döngüye al,bu şarkıyı [player_setting : döngüye] al
114,bu oynatma listesini karıştır,bu oynatma listesini [player_setting : karıştır]
115,sesi düşüğe ayarla,sesi [change_amount : düşüğe] ayarla
116,ne çalıyor,ne çalıyor
117,bu müzik nedir,bu müzik nedir
118,bana bu şarkının sanatçısını söyle,bana bu şarkının sanatçısını söyle
119,beni güldür,beni güldür
120,olly beni güldür,olly beni güldür
121,bana iyi bir fıkra anlat,bana [joke_type : iyi] bir fıkra anlat
122,bir kikirdeme gönder,bir kikirdeme gönder
123,bana bir espri yap,bana bir espri yap
124,olly bana bir fıkra anlat,olly bana bir fıkra anlat
125,alexa bana bir fıkra anlat,alexa bana bir fıkra anlat
126,beni neşelendir,beni neşelendir
127,bugün günlerden ne,[date : bugün] günlerden ne
128,tarih ne,tarih ne
129,bana bugünü anlat,bana [date : bugünü] anlat
130,bir pizza sipariş et,bir [food_type : pizza] sipariş et
131,bana tivoli den içli köfte siparişi ver,bana [business_name : tivoli] den [food_type : içli köfte] siparişi ver
132,paket servisi sipariş et,[order_type : paket] servisi sipariş et
133,siparişim ne zaman geliyor,siparişim ne zaman geliyor
134,paket servisime ne kadar var,[order_type : paket servisime] ne kadar var
135,domino's teslimat durumu,[business_name : domino's] [order_type : teslimat] durumu
136,ne çalıyor,ne çalıyor
137,şarkının adını söyle,şarkının adını söyle
138,şu hangi şarkı,şu hangi şarkı
139,benim jazz çalma listemi oynat,benim [music_genre : jazz] çalma listemi oynat
140,benim jazz playlistimi başlat,benim [music_genre : jazz] playlistimi başlat
141,benim favori çalma listemi aç,benim favori çalma listemi aç
142,bu iyi bir şarkı,bu iyi bir şarkı
143,hoşuma gitmedi,hoşuma gitmedi
144,bunu severim,bunu severim
145,jazz severim,[music_genre : jazz] severim
146,biraz caz çalabilir misin,biraz [music_genre : caz] çalabilir misin
147,caz dinlemek istiyorum,[music_genre : caz] dinlemek istiyorum
148,olly caz dinlemek istiyorum,olly [music_genre : caz] dinlemek istiyorum
149,bu şarkı çok iyiydi,bu şarkı çok iyiydi
150,bu şarkıyı seviyorum,bu şarkıyı seviyorum
151,onu tekrar çal lütfen,onu tekrar çal lütfen
152,ses seviyesini değiştir,ses seviyesini değiştir
153,karışık çalmayı etkinleştir,[player_setting : karışık çalmayı] etkinleştir
154,ayarları kaydet,ayarları kaydet
155,parlaklığı yüzde elliye ayarla,parlaklığı [change_amount : yüzde elliye] ayarla
156,parlaklığı düşür,parlaklığı düşür
157,parlaklığı azalt,parlaklığı azalt
158,ışıkları kıs,ışıkları kıs
159,parlaklığı azalt,parlaklığı azalt
160,ışıkları kıs,ışıkları kıs
161,ışıkları kıs olly,ışıkları kıs olly
162,bana kahve yap,bana kahve yap
163,olly bana kahve yap,olly bana kahve yap
164,bana kahve lazım,bana kahve lazım
165,şimdi kahve istiyorum,şimdi kahve istiyorum
166,nasılsın,nasılsın
167,hey,hey
168,paket servis yapıyorlar mı,[order_type : paket servis] yapıyorlar mı
169,onlar teslimat yapabiliyorlar mı,onlar [order_type : teslimat] yapabiliyorlar mı
170,eve teslim yapıyorlar mı,eve [order_type : teslim] yapıyorlar mı
171,olly eve teslimat yapıyorlar mı,olly eve [order_type : teslimat] yapıyorlar mı
172,alarmı sabah ona kur,alarmı [time : sabah ona] kur
173,yarın sabah altıya alarm kur,[date : yarın] [time : sabah altıya] alarm kur
174,perşembe sabah yedide uyan,[date : perşembe] [time : sabah yedide] uyan
175,bana en son teknoloji haberlerini söyle,bana en son [news_topic : teknoloji] haberlerini söyle
176,bana son teknoloji haberlerini söyle,bana son [news_topic : teknoloji] haberlerini söyle
177,bana biraz iş dünyası haberlerini söyle,bana biraz [news_topic : iş dünyası] haberlerini söyle
178,bana uluslararası haberleri söyle,bana [place_name : uluslararası] haberleri söyle
179,bana havayı göster,bana havayı göster
180,hava şu an nasıl,hava şu an nasıl
181,şu an yağmur yağıyor mu,şu an [weather_descriptor : yağmur yağıyor] mu
182,benim rock çalma listemi çal,benim [music_genre : rock] çalma listemi çal
183,benim michael jackson playlist imi aç,benim [artist_name : michael jackson] playlist imi aç
184,benim çalma listemden tarkan çal,benim çalma listemden [artist_name : tarkan] çal
185,benim şarkı listemi aç ve sıradaki üçüncü şarkıyı çal,benim şarkı listemi aç ve sıradaki üçüncü şarkıyı çal
186,benim favori çalma listemdeki son şarkıyı çal,benim favori çalma listemdeki [song_name : son şarkıyı] çal
187,sesi aç,sesi aç
188,sesi aç,sesi aç
189,sesi kapat,sesi kapat
190,prizi aç,[device_type : prizi] aç
191,fişi aç,[device_type : fişi] aç
192,prizimi aç,[device_type : prizimi] aç
193,bana biraz fıkra anlat,bana biraz fıkra anlat
194,hiç fıkra biliyor musun,hiç fıkra biliyor musun
195,saat kaç,saat kaç
196,bana saati söyle,bana saati söyle
197,saat kaç,saat kaç
198,dominos eve sipariş alıyor mu,[food_type : dominos] [order_type : eve sipariş] alıyor mu
199,benim favori pizza salonum paket servisi için uygun mu,benim favori [food_type : pizza] salonum [order_type : paket servisi] için uygun mu
200,ispanyol lokantasından paket isteyebilir miyim,[food_type : ispanyol] lokantasından [order_type : paket] isteyebilir miyim
201,son kurduğum alarmı sil,son kurduğum alarmı sil
202,alarmı sil,alarmı sil
203,kurduğum alarmları göster,kurduğum alarmları göster
204,herhangi alarmım var mı,herhangi alarmım var mı
205,alarmları göster,alarmları göster
206,istanbul'da hava nasıl,[place_name : istanbul'da] hava nasıl
207,bana istanbul hava durumunu söyle,bana [place_name : istanbul] hava durumunu söyle
209,lütfen ışıkları okumaya uygun yap,lütfen ışıkları [color_type : okumaya uygun] yap
210,lütfen ışığı izlemeye uygun yap,lütfen ışığı [color_type : izlemeye uygun] yap
211,odayı daha parlak yap,[house_place : odayı] daha parlak yap
212,ışık başlasın,ışık başlasın
213,bugün günün tarihi ne,[date : bugün] günün tarihi ne
214,bugün günlerden ne,[date : bugün] günlerden ne
215,bana tarih ver,bana tarih ver
216,bugün hava nasıl,[date : bugün] hava nasıl
217,dışarıda yağmur var mı,dışarıda [weather_descriptor : yağmur] var mı
218,dışarıda yağmur yağıyor mu olly,dışarıda [weather_descriptor : yağmur yağıyor] mu olly
219,yarın şemsiye getireyim mi,[date : yarın] [weather_descriptor : şemsiye] getireyim mi
220,rock listemden müzik çal,[playlist_name : rock listemden] müzik çal
221,ışıkları yeşile çevir,ışıkları [color_type : yeşile] çevir
222,bu şarkıyı favori listeme ekle,bu şarkıyı favori listeme ekle
223,bu şarkı hangisi,bu şarkı hangisi
224,olly ışıkları kapat,olly ışıkları kapat
225,ışıklar kapansın,ışıklar kapansın
226,lütfen yeri temizle,lütfen [house_place : yeri] temizle
227,pilav pişirme soketini aç,[device_type : pilav pişirme soketini] aç
228,pilav pişirme makinesinin fişi kapat,[device_type : pilav pişirme makinesinin fişi] kapat
229,aydın da saat kaç,[place_name : aydın] da saat kaç
230,bayburt'ta saat kaç,[place_name : bayburt'ta] saat kaç
231,çin seddi den suşi siparişi vermeme yardımcı olur musun,[business_name : çin seddi] den [food_type : suşi] siparişi vermeme yardımcı olur musun
232,sabah altıya alarm kur,[timeofday : sabah] [time : altıya] alarm kur
233,öğleden sonra dörde alarm kur,[timeofday : öğleden sonra] [time : dörde] alarm kur
234,olly konsere gitmek için öğleden sonra üçte beni uyar,olly [event_name : konsere] gitmek için [time : öğleden sonra üçte] beni uyar
235,konsere gitmek için beni öğleden sonra saat üçte uyar,[event_name : konsere] gitmek için beni [time : öğleden sonra saat üçte] uyar
236,sabah uçuş için ayarlanmış bir alarmım var mı,[timeofday : sabah] [event_name : uçuş] için ayarlanmış bir alarmım var mı
237,sabah uyanmak için alarm kurdum mu,[timeofday : sabah] [alarm_type : uyanmak] için alarm kurdum mu
238,herhangi bir alarm var mı,herhangi bir alarm var mı
239,muğla'da yağmur yağıyor mu,[place_name : muğla'da] [weather_descriptor : yağmur yağıyor] mu
240,bugün yağmur var mı,[date : bugün] [weather_descriptor : yağmur] var mı
241,dışarıda neler oluyor,dışarıda neler oluyor
242,amerika'da neler oluyor,[place_name : amerika'da] neler oluyor
243,dünya da neler oluyor,[place_name : dünya] da neler oluyor
244,cambridge'de neler oluyor,[place_name : cambridge'de] neler oluyor
245,bana b.b.c.'den birkaç haber göster,bana [media_type : b.b.c.'den] birkaç haber göster
246,olly bana b. b. c. den birkaç haber göster,olly bana [media_type : b. b. c.] den birkaç haber göster
247,c. n. n. haberleri aç,[media_type : c. n. n.] haberleri aç
248,olly teknoloji haberleri,olly [media_type : teknoloji haberleri]
249,bana biraz hip hop çal,bana biraz [music_genre : hip hop] çal
250,şu an canım çok jazz istiyor ya sen,şu an canım çok [music_genre : jazz] istiyor ya sen
251,olly şimdi de death metal,olly şimdi de death [music_genre : metal]
252,şimdi death metal,şimdi death [music_genre : metal]
254,olly benim favori fenerbahçe oyuncumdan güzel bir bölüm oynat,olly benim favori [music_genre : fenerbahçe] oyuncumdan güzel bir bölüm oynat
255,olly ben genellikle işten sonra hangi müziği severim,olly ben genellikle işten sonra hangi müziği severim
257,olly benim en favori piyanistimden müzik çal,olly benim en favori [music_genre : piyanistimden] müzik çal
258,seni duyamıyorum,seni duyamıyorum
259,çok gürültülüsün,çok gürültülüsün
260,seni zar zor duyabiliyorum olly,seni zar zor duyabiliyorum olly
261,seni zar zor duyabiliyorum,seni zar zor duyabiliyorum
262,ışıkları maviye çevir,ışıkları [color_type : maviye] çevir
263,hadi ışıkları mavi yapalım,hadi ışıkları [color_type : mavi] yapalım
264,ışıkları parlak mavi yap,ışıkları [color_type : parlak mavi] yap
265,olly iyi geceler lambaları kapat,olly iyi geceler lambaları kapat
267,burası çok karanlık,burası çok karanlık
268,ışıkları daha aydınlık yap,ışıkları daha aydınlık yap
269,olly çok karanlık elimi bile göremiyorum,olly çok karanlık elimi bile göremiyorum
270,saat kaç,saat kaç
271,şimdi istanbulda saat kaç,şimdi [place_name : istanbulda] saat kaç
273,şarkı ne,şarkı ne
274,olly şarkı ne,olly şarkı ne
275,yaz gülü şarkısında şarkı ismiyle şarkıcı ne demek istedi,[song_name : yaz gülü] şarkısında şarkı ismiyle şarkıcı ne demek istedi
276,son bir gece daha şarkısını kim düzenledi,[song_name : son bir gece daha] şarkısını kim düzenledi
277,paris'te hava nasıl,[place_name : paris'te] hava nasıl
278,toronto'da hava nasıl,[place_name : toronto'da] hava nasıl
279,adana için bugünkü hava nasıl,[place_name : adana] için [date : bugünkü] hava nasıl
280,brexit görüşmeleri için son durum nedir,[news_topic : brexit görüşmeleri] için son durum nedir
281,amerikan doları ingiliz sterlini oranları nedir,[news_topic : amerikan doları ingiliz sterlini oranları] nedir
282,fransa'da sonraki seçimleri kim kazanacak,[place_name : fransa'da] sonraki [news_topic : seçimleri] kim kazanacak
283,pazar günü güneş bekliyor musun,[date : pazar] günü [weather_descriptor : güneş] bekliyor musun
284,akşam yağmur var mı,[timeofday : akşam] [weather_descriptor : yağmur] var mı
285,yarın rüzgârlı mı olacak,[date : yarın] [weather_descriptor : rüzgârlı] mı olacak
286,mutfaktaki ışıkları yükselt,[house_place : mutfaktaki] ışıkları yükselt
287,kanepenin yanındaki lambayı aydınlat,[device_type : kanepenin yanındaki lambayı] aydınlat
288,ışığı aç,ışığı aç
289,moskova'da saat kaç,[place_name : moskova'da] saat kaç
290,elektrik süpürgesini çalıştır,[device_type : elektrik süpürgesini] çalıştır
291,mutfağı süpür,[house_place : mutfağı] süpür
292,vakumlu süpürgeyi aç,[device_type : vakumlu süpürgeyi] aç
293,dünyada neler oluyor,[place_name : dünyada] neler oluyor
294,bana haberleri söyle,bana haberleri söyle
295,bugünkü gazete başlıklarını söyle,[date : bugünkü] [media_type : gazete] başlıklarını söyle
296,nirvana çalma listesini çal,[playlist_name : nirvana çalma listesini] çal
297,volkan konak şarkılarını karıştır,[artist_name : volkan konak] şarkılarını [player_setting : karıştır]
298,harun kolçak çal,[artist_name : harun kolçak] çal
299,hava nasıl,hava nasıl
300,bugün hava nasıl,[date : bugün] hava nasıl
301,hava nasıl,hava nasıl
302,hey ne yapıyorsun,hey ne yapıyorsun
303,nasılsın,nasılsın
304,sabah ne var,sabah ne var
305,pizza express den pizza iste,[business_name : pizza express] den [food_type : pizza] iste
306,sushi yemek istiyorum bana öğle yemeği sipariş eder misin,[food_type : sushi] yemek istiyorum bana [meal_type : öğle yemeği] sipariş eder misin
307,alexa bana öğle yemeği için sushi siparişi verebilir misin,alexa bana [meal_type : öğle yemeği] için [food_type : sushi] siparişi verebilir misin
308,mezzaluna dan eve servis sandviç ve çorba sipariş et,[business_name : mezzaluna] dan [order_type : eve servis] [food_type : sandviç] ve [food_type : çorba] sipariş et
309,bu yıl kaç gün kaldı,[date : bu yıl] kaç gün kaldı
310,bu yıl yeni yıl hangi güne denk geliyor,[date : bu yıl] yeni yıl hangi güne denk geliyor
311,bu yıl cumhuriyet bayramı hangi gün,[date : bu yıl] cumhuriyet bayramı hangi gün
312,içerisi çok karanlık,içerisi çok karanlık
313,parlaklığı yüzde yirmi arttır,parlaklığı [change_amount : yüzde yirmi] arttır
314,ışıkları tam güce ayarla,ışıkları [change_amount : tam güce] ayarla
315,lütfen bir saat daha sessiz ol,lütfen [time : bir saat daha] sessiz ol
316,sessiz,sessiz
317,bugün konuşma,[date : bugün] konuşma
318,yarın yağmur yağacak mı,[date : yarın] [weather_descriptor : yağmur] yağacak mı
319,iki gün sonra bursa'da hava nasıl olacak söyler misin,[time : iki gün sonra] [place_name : bursa'da] hava nasıl olacak söyler misin
320,yarın yanıma şemsiye alayım mı,[date : yarın] yanıma [weather_descriptor : şemsiye] alayım mı
321,fişi çek,[device_type : fişi] çek
322,prizimi etkinleştir,[device_type : prizimi] etkinleştir
323,akıllı şarjı aç,[device_type : akıllı şarjı] aç
324,bana engadget tan teknoloji haberlerini söyle,bana [media_type : engadget] tan [news_topic : teknoloji] haberlerini söyle
325,mutlu,mutlu
326,akşam,[timeofday : akşam]
327,pazar,[date : pazar]
329,yaz dostum,[song_name : yaz dostum]
330,daha sessiz,daha sessiz
331,daha yumuşak,daha yumuşak
332,sessiz,sessiz
333,bayburt'ta hava durumu nasıl,[place_name : bayburt'ta] hava durumu nasıl
334,izmir'deki hava durumunu öğrenmek istiyorum,[place_name : izmir'deki] hava durumunu öğrenmek istiyorum
335,afyon için hava durumunu öğrenmek istiyorum,[place_name : afyon] için hava durumunu öğrenmek istiyorum
336,bolu'da kar yağıyor mu,[place_name : bolu'da] [weather_descriptor : kar yağıyor mu]
339,şimdi bir kahveye ihtiyacım var,şimdi bir kahveye ihtiyacım var
340,bugün ihtiyacı olan birine yardım ettim olly,[date : bugün] ihtiyacı olan birine yardım ettim olly
341,kahve makinesini başlat,[device_type : kahve makinesini] başlat
342,bir kahve hazırla şimdi,bir kahve hazırla şimdi
343,yarın hava nasıl olacak,[date : yarın] hava nasıl olacak
344,yarın yağmurlu mu olacak,[date : yarın] [weather_descriptor : yağmurlu] mu olacak
345,yarın dışarısı kaç derece olacak,[date : yarın] dışarısı kaç [weather_descriptor : derece] olacak
346,yarınki hava için tahminler ne,[date : yarınki] hava için tahminler ne
347,yarının hava tahminleri nasıl,[date : yarının] hava tahminleri nasıl
348,yarın yağmur var mı,[date : yarın] [weather_descriptor : yağmur] var mı
349,yarın kar var mı,[date : yarın] [weather_descriptor : kar] var mı
350,restoran paket servisi siparişi alıyor mu bul,[business_type : restoran] [order_type : paket servisi] siparişi alıyor mu bul
351,restoran eve servis yapıyor mu araştır,[business_type : restoran] [order_type : eve servis] yapıyor mu araştır
352,restoran menu paket servisi yapıyor mu,[business_type : restoran] menu [order_type : paket servisi] yapıyor mu
353,yirmi iki mart haftanın hangi günüdür,[date : yirmi iki mart] haftanın hangi günüdür
354,martın yirmi dokuzu hangi güne denk geliyor,[date : martın yirmi dokuzu] hangi güne denk geliyor
355,bir nisan hangi gün,[date : bir nisan] hangi gün
356,bir sonraki alarmım hangisi,bir sonraki alarmım hangisi
357,lütfen bana alarmlarımı söyle,lütfen bana alarmlarımı söyle
358,bugün alarmım kaçta çalacak,[date : bugün] alarmım kaçta çalacak
359,bana saati söyler misin,bana saati söyler misin
360,mevcut saat kaç,mevcut saat kaç
361,google play müzik den sekizinci parçayı çal,[playlist_name : google play] müzik den [song_name : sekizinci parçayı] çal
362,mirkelam şarkılarından ikinci şarkıyı çal,[artist_name : mirkelam] şarkılarından ikinci şarkıyı çal
363,benim playlist ten rastgele bir şarkı çal,benim playlist ten rastgele bir şarkı çal
364,günün tarihi ne,günün tarihi ne
365,bugün pazartesi mi,[date : bugün pazartesi] mi
366,lütfen bana en son haberleri söyle,lütfen bana en son haberleri söyle
367,haberlerde neler oluyor,haberlerde neler oluyor
368,tekirdağ'da hava nasıl,[place_name : tekirdağ'da] hava nasıl
369,ışıkları kapat,ışıkları kapat
370,ışığın kapanmasını istiyorum bunu benim için yapabilir misin,ışığın kapanmasını istiyorum bunu benim için yapabilir misin
374,bana hava ile ilgili şunların doğru olup olmadığını söyle,bana hava ile ilgili şunların doğru olup olmadığını söyle
375,şu an gaziantep güneşli mi,şu an [place_name : gaziantep] [weather_descriptor : güneşli] mi
376,hava durumu uygulamasını görmek için kontrol et,hava durumu uygulamasını görmek için kontrol et
377,bu müziği benim oynatma listeme kaydedebilirsin,bu müziği benim oynatma listeme kaydedebilirsin
378,bu müziği kaydetmeye ne dersin,bu müziği kaydetmeye ne dersin
379,müziğin kayıt edilmesinin istiyorum benim için onu yapar mısın,müziğin kayıt edilmesinin istiyorum benim için onu yapar mısın
380,athena dan kafama göre yi çal lütfen,[artist_name : athena] dan [song_name : kafama göre] yi çal lütfen
381,lütfen benim müzik aplikasyonumu aç ve athena dan arsız gönül ü çal,lütfen benim müzik aplikasyonumu aç ve [artist_name : athena] dan [song_name : arsız gönül] ü çal
382,lütfen duman dan seni kendime sakladım şarkı sını çal,lütfen [artist_name : duman] dan [song_name : seni kendime sakladım] şarkı sını çal
383,garaj ışıklarını kapat,[house_place : garaj] ışıklarını kapat
384,hürriyet haber için popüler haberleri kontrol et,[media_type : hürriyet haber] için popüler haberleri kontrol et
385,yeni çağ da sansasyonel ne var,[media_type : yeni çağ] da sansasyonel ne var
386,hindistan zamanında herhangi bir ölüm haberi var mı,[media_type : hindistan zamanında] herhangi bir [news_topic : ölüm] haberi var mı
387,brexit hakkında daha fazla haber olur olmaz bana haber ver,[news_topic : brexit] hakkında daha fazla haber olur olmaz bana haber ver
388,akıllı prizi kapat,[device_type : akıllı prizi] kapat
389,akıllı prizi aç,[device_type : akıllı prizi] aç
390,akıllı prizi aç,[device_type : akıllı prizi] aç
391,benim playlist ten bir rastgele şarkı aç,benim playlist ten bir rastgele şarkı aç
392,benim favorilerimden bir şarkı çal,benim favorilerimden bir şarkı çal
