id,utt,annot_utt
187,ongeza sauti,ongeza sauti
188,ongeza sauti,ongeza sauti
189,zima sauti,zima sauti
190,washa plagi,washa [device_type : plagi]
191,washa plagi,washa [device_type : plagi]
192,washa plagi yangu,washa [device_type : plagi] yangu
193,niambie baadhi ya mzaha,niambie baadhi ya mzaha
194,unajua mzaha wowote,unajua mzaha wowote
195,ni saa ngapi,ni saa ngapi
196,niambie saa,niambie saa
197,ni saa ngapi,ni saa ngapi
198,je java inauza chakula cha kubeba,je [food_type : java] inauza chakula [order_type : cha kubeba]
199,mahali pa piza ninayoipenda hufanya huduma ya kubebewa,mahali pa [food_type : piza] ninayoipenda hufanya huduma [order_type : ya kubebewa]
200,naweza kuagiza kuchukua kutoka swahili restaurant,naweza kuagiza [order_type : kuchukua] kutoka [food_type : swahili restaurant]
201,futa kengele nimeiweka tu,futa kengele nimeiweka tu
202,toa kengele,toa kengele
203,nionyeshe kengele nilizoweka,nionyeshe kengele nilizoweka
204,nikona kengele yoyote imewekwa,nikona kengele yoyote imewekwa
205,onyesha kengele,onyesha kengele
206,hali ya hewa ikoje huko beijing,hali ya hewa ikoje huko [place_name : beijing]
207,niambie hali ya hewa ya mombasa,niambie hali ya hewa ya [place_name : mombasa]
209,tafadhali fanya taa inayopendeza kwa kusoma,tafadhali fanya taa [color_type : inayopendeza kwa kusoma]
210,tafadhali fanya taa za kutazama vizuri ziwe za kirafiki,tafadhali fanya taa za [color_type : kutazama vizuri] ziwe za kirafiki
211,fanya chumba kuangaa zaidi,fanya [house_place : chumba] kuangaa zaidi
212,na mwanga ulianza,na mwanga ulianza
213,ni nini tarehe ya leo,ni nini tarehe ya [date : leo]
214,leo ni siku gani,[date : leo] ni siku gani
215,niambie tarehe,niambie tarehe
216,hali ya hewa iko aje leo,hali ya hewa iko aje [date : leo]
217,kunanyesha nje,[weather_descriptor : kunanyesha] nje
218,inanyesha nje ya mombasa,[weather_descriptor : inanyesha] nje ya mombasa
219,nilete mwavuli kesho,nilete [weather_descriptor : mwavuli] [date : kesho]
220,orodha ya rock,[playlist_name : orodha ya rock]
221,badilisha taa ziwe kijani,badilisha taa ziwe [color_type : kijani]
222,ongeza wimbo huu kwa nyimbo nizipendazo,ongeza wimbo huu kwa nyimbo nizipendazo
223,huu ni wimbo upi,huu ni wimbo upi
224,olly zima taa,olly zima taa
225,taa zima,taa zima
226,safisha sakafu tafadhali,safisha [house_place : sakafu] tafadhali
227,washa tundu la jiko la wali,[device_type : washa tundu la jiko la wali]
228,zima soketi ya jiko la mchele,zima [device_type : soketi ya jiko la mchele]
229,ni saa ngapi huko las vegas,ni saa ngapi huko [place_name : las vegas]
230,saa ngapi huko nairobi,saa ngapi huko [place_name : nairobi]
231,tafadhali unaweza nisaidia kutaratibu kaukau kutoka jumia,tafadhali unaweza nisaidia kutaratibu [food_type : kaukau] kutoka [business_name : jumia]
232,weka kengele saa kumi na mbili asubuhi,weka kengele [time : saa kumi na mbili] [timeofday : asubuhi]
233,weka kengele ya saa kumi mchana,weka kengele ya [time : saa kumi] [timeofday : mchana]
234,olly nijulishe saa tisa alasiri kwenda kwa tamasha,olly nijulishe [time : saa tisa alasiri] kwenda kwa [event_name : tamasha]
235,niarifu saa tisa jioni niende tamasha,niarifu [time : saa tisa jioni] niende [event_name : tamasha]
236,nikona kengele imewekwa ya asubuhi ya safari ya ndege,nikona kengele imewekwa ya [timeofday : asubuhi] ya [event_name : safari ya ndege]
237,niliweka kengele ya kuamka asubuhi,niliweka kengele ya [alarm_type : kuamka] [timeofday : asubuhi]
238,kuna kengele zozote,kuna kengele zozote
239,kunanyesha nairobi,[weather_descriptor : kunanyesha] [place_name : nairobi]
240,je itanyesha leo,je [weather_descriptor : itanyesha] [date : leo]
241,nini kinaendelea nje,nini kinaendelea nje
242,nini kinaendelea marekani,nini kinaendelea [place_name : marekani]
243,nini kinaendelea duniani,nini kinaendelea [place_name : duniani]
244,nini inaendelea nairobi,nini inaendelea [place_name : nairobi]
245,nionyeshe baadhi ya habari kutoka k. b. c.,nionyeshe baadhi ya habari kutoka [media_type : k. b. c.]
246,olly nionyeshe baadhi ya habari kutoka k. b. c.,olly nionyeshe baadhi ya habari kutoka [media_type : k. b. c.]
247,cheza habari za c. n. n.,cheza habari za [media_type : c. n. n.]
248,oly ebru news,oly [media_type : ebru news]
249,nichezee hiphop,nichezee [music_genre : hiphop]
250,cheza muziki wa jazi,cheza muziki wa [music_genre : jazi]
251,cheza muziki wa aina ya metal,cheza muziki wa aina ya [music_genre : metal]
252,chuma kifo sasa,[music_genre : chuma] kifo sasa
254,olly kucheza wimbo mzuri kutoka kwa mchezaji yangu nayopenda jazz,olly kucheza wimbo mzuri kutoka kwa mchezaji yangu nayopenda [music_genre : jazz]
255,olly ni muziki gani mimi huskiza baada ya kazi,olly ni muziki gani mimi huskiza baada ya kazi
257,olly cheza wimbo yangu ninayoipenda kwa pianist,olly cheza wimbo yangu ninayoipenda kwa [music_genre : pianist]
258,sikusikii,sikusikii
259,unaongea kwa sauti ya juu sana,unaongea kwa sauti ya juu sana
260,sikusikii kabisa olly,sikusikii kabisa olly
261,sikusikii vizuri,sikusikii vizuri
262,badilisha taa kuwa ya bluu,badilisha taa kuwa ya [color_type : bluu]
263,wacha tuwe na taa za buluu,wacha tuwe na taa za [color_type : buluu]
264,fanya taa ziwake bluu,fanya taa [color_type : ziwake bluu]
265,usiku mwema zimezimwa zima taa,usiku mwema zimezimwa zima taa
267,ni giza sana hapa,ni giza sana hapa
268,fanya taa zing'ae zaidi,fanya taa zing'ae zaidi
269,olly ni giza sana siwezi hata kuona mikono yangu,olly ni giza sana siwezi hata kuona mikono yangu
270,saa ngapi,saa ngapi
271,ni saa ngapi huko tokyo sasa hivi,ni saa ngapi huko [place_name : tokyo] sasa hivi
273,wimbo ni mgani,wimbo ni mgani
274,olly wimbo huo ni upi,olly wimbo huo ni upi
275,nini maana ya mwimbaji kwa jina la wimbo nakupenda malaika,nini maana ya mwimbaji kwa jina la wimbo [song_name : nakupenda malaika]
276,nani aliimba wimbo one more cup of coffee,nani aliimba wimbo [song_name : one more cup of coffee]
277,hali ya hewa huko paris iko aje,hali ya hewa huko [place_name : paris] iko aje
278,hali ya hewa iko aje huko toronto,hali ya hewa iko aje huko [place_name : toronto]
279,nini utabiri wa leo wa berlin,nini utabiri [date : wa leo] wa [place_name : berlin]
280,je ni hali gani ya sasa ya mazungumzo ya brexit,je ni hali gani ya sasa ya [news_topic : mazungumzo ya brexit]
281,mgomo wa madaktari ni nini,[news_topic : mgomo wa madaktari] ni nini
282,ni nani atashinda uchaguzi ujao ufaransa,ni nani atashinda [news_topic : uchaguzi] ujao [place_name : ufaransa]
283,je unatarajia kutakuwa na jua jumapili,je unatarajia kutakuwa na [weather_descriptor : jua] [date : jumapili]
284,ita nyesha jioni,ita [weather_descriptor : nyesha] [timeofday : jioni]
285,kesho kutakuwa na upepo,[date : kesho] kutakuwa na [weather_descriptor : upepo]
286,washa juu taa katika jikoni,washa juu taa katika [house_place : jikoni]
287,kuangaza taa karibu na sofa,kuangaza [device_type : taa karibu na sofa]
288,ongeza mwangaza,ongeza mwangaza
289,ni saa ngapi huko moscow sasa hivi,ni saa ngapi huko [place_name : moscow] sasa hivi
290,anza kisafishaji kifyonza vumbi,anza kisafishaji [device_type : kifyonza vumbi]
291,safisha jikoni,safisha [house_place : jikoni]
292,washa kifyonza vumbi,washa [device_type : kifyonza vumbi]
293,nini kinaendelea duniani,nini kinaendelea [place_name : duniani]
294,niambie habari,niambie habari
295,niambie vichwa vya habari vya magazeti ya leo,niambie vichwa vya habari vya [media_type : magazeti] ya [date : leo]
296,cheza nakupenda malaika,cheza [playlist_name : nakupenda malaika]
297,changanya wimbo wa sauti sol,[player_setting : changanya] wimbo wa [artist_name : sauti sol]
298,cheza franco,cheza [artist_name : franco]
299,hali ya hewa ni gani,hali ya hewa ni gani
300,nini utabiri wa leo,nini utabiri wa [date : leo]
301,hali ya hewa iko aje,hali ya hewa iko aje
302,hey unafanya nini,hey unafanya nini
303,unaendeleaje,unaendeleaje
304,habari ya asubuhi kuna nini,habari ya asubuhi kuna nini
305,agiza biriani kutoka pizza inn,agiza [food_type : biriani] kutoka [business_name : pizza inn]
306,ningependa kula sushi unaweza kuniagiza chakula cha mchana,ningependa kula [food_type : sushi] unaweza kuniagiza [meal_type : chakula cha mchana]
307,aleza ningependa kuwa na samaki wa kupaka unaweza niagizia chamcha,aleza ningependa kuwa na [food_type : samaki wa kupaka] unaweza niagizia [meal_type : chamcha]
308,agiza supu na sandwich ya kuchukua kuenda nayo kutoka moriah chicken grill,agiza [food_type : supu] na [food_type : sandwich] ya [order_type : kuchukua kuenda nayo] kutoka [business_name : moriah chicken grill]
309,zimesalia siku ngapi mwaka huu,zimesalia siku ngapi [date : mwaka huu]
310,ni siku gani ya mkesha wa mwaka mpya mwaka huu,ni siku gani ya mkesha wa mwaka mpya [date : mwaka huu]
311,ni siku gani ya kumbukumbu mwaka huu,ni siku gani ya kumbukumbu [date : mwaka huu]
312,ni giza sana hapa,ni giza sana hapa
313,ongeza mwangaza kwa asilimia ishirini,ongeza mwangaza [change_amount : kwa asilimia ishirini]
314,weka taa kwa nguvu kamili,weka taa [change_amount : kwa nguvu kamili]
315,tafadhali nyamaza kwa lisaa lingine,tafadhali nyamaza kwa [time : lisaa lingine]
316,nyamazisha,nyamazisha
317,usizungumze leo,usizungumze [date : leo]
318,itanyesha kesho,[weather_descriptor : itanyesha] [date : kesho]
319,niambie hali ya hewa ya nairobi siku mbili kutoka sasa,niambie hali ya hewa ya [place_name : nairobi] [time : siku mbili kutoka sasa]
320,nibebe mwavuli kesho,nibebe [weather_descriptor : mwavuli] [date : kesho]
321,zima okug yangu,zima [device_type : okug] yangu
322,wezesha plagi yangu,wezesha [device_type : plagi] yangu
323,washa chaja mahiri,washa [device_type : chaja mahiri]
324,niambie habari ya teknolojia kutoka daily nation,niambie habari ya [news_topic : teknolojia] kutoka [media_type : daily nation]
325,furaha,furaha
326,jioni,[timeofday : jioni]
327,jumapili,[date : jumapili]
329,mapenzi hisia,[song_name : mapenzi hisia]
330,punguza sauti kiasi,punguza sauti kiasi
331,polepole,polepole
332,kimya,kimya
333,hali ya hewa ikoje huko nairobi,hali ya hewa ikoje huko [place_name : nairobi]
334,natamani kujua hali ya hewa huko san francisco,natamani kujua hali ya hewa huko [place_name : san francisco]
335,natamani kujuwa hali ya hewa ya mombasa,natamani kujuwa hali ya hewa ya [place_name : mombasa]
336,kuna theluji huko california,kuna [weather_descriptor : theluji] huko [place_name : california]
339,yo ninahitaji kahawa sasa,yo ninahitaji kahawa sasa
340,nilimsaidia maskini leo olly,nilimsaidia maskini [date : leo] olly
341,washa mashine ya kahawa,washa [device_type : mashine ya kahawa]
342,pata kikombe cha kahawa tayari sasa,pata kikombe cha kahawa tayari sasa
343,hali ya hewa itakuwa aje kesho,hali ya hewa itakuwa aje [date : kesho]
344,kutakuwa na mvua kesho,kutakuwa na [weather_descriptor : mvua] [date : kesho]
345,hali ya joto itakuwaje hapo kesho,hali ya [weather_descriptor : joto] itakuwaje hapo [date : kesho]
346,utabiri wa hali ya hewa wa kesho ni nini,utabiri wa hali ya hewa wa [date : kesho] ni nini
347,utabiri wa hali ya hewa ya kesho ni,utabiri wa hali ya hewa [date : ya kesho] ni
348,itanyesha kesho,[weather_descriptor : itanyesha] [date : kesho]
349,kutakuwa na theluji kesho,kutakuwa na [weather_descriptor : theluji] [date : kesho]
350,angalia kama unaweza kuagiza chakula cha kubeba kutoka mkahawa huo,angalia kama unaweza kuagiza chakula [order_type : cha kubeba] kutoka [business_type : mkahawa] huo
351,tafuta hoteli unaofanya takeaway,tafuta [business_type : hoteli] unaofanya [order_type : takeaway]
352,kunayo menyu ya kubeba kwa mkahawa,kunayo menyu [order_type : ya kubeba] kwa [business_type : mkahawa]
353,siku gani ya juma ni machi tarehe ishirini na mbili,siku gani ya juma ni [date : machi tarehe ishirini na mbili]
354,machi tarehe ishirini na tisa inakuja siku gani,[date : machi tarehe ishirini na tisa] inakuja siku gani
355,siku gani ya juma ni aprili tarehe moja,siku gani ya juma ni [date : aprili tarehe moja]
356,kengele yangu ijayo ni gani,kengele yangu ijayo ni gani
357,tafadhali niambie kengele zangu,tafadhali niambie kengele zangu
358,kengele yangu italia saa ngapi leo,kengele yangu italia saa ngapi [date : leo]
359,unaweza kuniambia saa,unaweza kuniambia saa
360,sasa ni saa ngapi,sasa ni saa ngapi
361,cheza wimbo wa nane kwenye muziki ya google play,cheza [song_name : wimbo wa nane] kwenye muziki ya [playlist_name : google play]
362,cheza wimbo wa pili kutoka fadhili williams,cheza wimbo wa pili kutoka [artist_name : fadhili williams]
363,kucheza wimbo yangu nakupenda malaika kwenye orodha ya kucheza,kucheza wimbo yangu nakupenda malaika kwenye orodha ya kucheza
364,ni tarehe ngapi sasa,ni tarehe ngapi sasa
365,ni jumatatu leo,ni [date : jumatatu leo]
366,tafadhali niambie habari za hivi punde,tafadhali niambie habari za hivi punde
367,nini kinaendelea kwenye habari,nini kinaendelea kwenye habari
368,hali ya hewa ikoje katika jiji la new york,hali ya hewa ikoje katika [place_name : jiji la new york]
369,zima taa,zima taa
370,nataka taa izimwe unaweza kunifanyia,nataka taa izimwe unaweza kunifanyia
374,niambie kama yafuatayo ni kweli kuhusu hali ya anga,niambie kama yafuatayo ni kweli kuhusu hali ya anga
375,je kuna jua gonbad wakati huu,je [weather_descriptor : kuna jua] [place_name : gonbad] wakati huu
