id,utt,annot_utt
38,ความสว่าง ของ หน้าจอ ของฉัน กำลังต่ำใช่ไหม,ความสว่าง ของ หน้าจอ ของฉัน กำลังต่ำใช่ไหม
39,ฉันต้องการเปิดบริการบอกตำแหน่ง ช่วยดูให้หน่อยได้มั้ย,ฉันต้องการเปิดบริการบอกตำแหน่ง ช่วยดูให้หน่อยได้มั้ย
40,ตรวจสอบ สถานะ การใช้งานสายการบิน แอร์เอเชีย ของฉัน,ตรวจสอบ สถานะ การใช้งานสายการบิน แอร์เอเชีย ของฉัน
41,ฉันต้องการสถานะของ ความสว่าง หน้าจอ ของฉัน,ฉันต้องการสถานะของ ความสว่าง หน้าจอ ของฉัน
42,บอกสถานะในหน่วยความจำที่มีอยู่ ของฉัน,บอกสถานะในหน่วยความจำที่มีอยู่ ของฉัน
43,ฉันไม่เหนื่อยเลย ฉันมีความสุขต่างหาก,ฉันไม่เหนื่อยเลย ฉันมีความสุขต่างหาก
44,olly ฉันไม่ได้เหนื่อย ฉันมีความสุขต่างหาก,olly ฉันไม่ได้เหนื่อย ฉันมีความสุขต่างหาก
45,ว่าไง,ว่าไง
46,ว่าไ,ว่าไ
47,เวลาที่ ไทย คือกี่โมง,เวลาที่ [place_name : ไทย] คือกี่โมง
48,บอกเวลาที่ moscow ให้ฉันรู้,บอกเวลาที่ [place_name : moscow] ให้ฉันรู้
49,บอกเวลาเป็น g. m. t. บวกห้า,บอกเวลาเป็น [time_zone : g. m. t. บวกห้า]
50,เวลามาตรฐานสากลบวกห้า,[time_zone : เวลามาตรฐานสากลบวกห้า]
51,แสดงรายการตัวเลือกการจัด ส่ง อาหาร จีน ที่มีคะแนนสูงสุด,แสดงรายการตัวเลือกการจัด [order_type : ส่ง] อาหาร [food_type : จีน] ที่มีคะแนนสูงสุด
52,ตัวเลือกที่ได้รับคะแนน บริการจัดส่ง ที่ดีที่สุดของอาหาร จีน,ตัวเลือกที่ได้รับคะแนน [order_type : บริการจัดส่ง] ที่ดีที่สุดของอาหาร [food_type : จีน]
53,แสดงรายการตัวเลือกการ บริการส่ง อาหาร จีน ที่มีคะแนนสูงสุด,แสดงรายการตัวเลือกการ [order_type : บริการส่ง] อาหาร [food_type : จีน] ที่มีคะแนนสูงสุด
54,บริการส่ง อาหาร จีน,[order_type : บริการส่ง] อาหาร [food_type : จีน]
55,แกง,[food_type : แกง]
56,olly แกงกะหรี่,olly [food_type : แกงกะหรี่]
57,หา ร้านอาหาร ไทย แบบ ซื้อกลับบ้าน ของฉัน แถว ทองหล่อ,หา ร้านอาหาร [food_type : ไทย] แบบ [order_type : ซื้อกลับบ้าน] ของฉัน แถว [place_name : ทองหล่อ]
58,ค้นหา ร้านอาหารไทย แบบซื้อกลับบ้าน ใกล้ใกล้ ฉัน ทองหล่อ,ค้นหา [food_type : ร้านอาหารไทย] [order_type : แบบซื้อกลับบ้าน] ใกล้ใกล้ ฉัน [place_name : ทองหล่อ]
59,ยกเลิก การเตือน ตอน เจ็ดโมงเช้า ของฉัน,ยกเลิก การเตือน ตอน [time : เจ็ดโมงเช้า] ของฉัน
60,หยุดปลุกตอน เจ็ดโมงเช้า,หยุดปลุกตอน [time : เจ็ดโมงเช้า]
61,ฉัน ตั้ง นาฬิกาปลุก อะไรไว้บ้าง,ฉัน ตั้ง นาฬิกาปลุก อะไรไว้บ้าง
62,กรุณาลิสต์ นาฬิกาปลุก ที่ทำงานอยู่,กรุณาลิสต์ นาฬิกาปลุก ที่ทำงานอยู่
63,บอกฉันเกี่ยวกับการแจ้งเตือนของฉัน,บอกฉันเกี่ยวกับการแจ้งเตือนของฉัน
65,เกิดอะไรขึ้นกับ ฟุตบอล ใน วันนี้,เกิดอะไรขึ้นกับ [news_topic : ฟุตบอล] ใน [date : วันนี้]
66,เล่นเพลง นิยามรัก ของ นูโว,เล่นเพลง [song_name : นิยามรัก] ของ [artist_name : นูโว]
67,อยากฟัง ใจสั่งมา ของ โลโซ,อยากฟัง [song_name : ใจสั่งมา] ของ [artist_name : โลโซ]
68,เล่นเพลง แพ้ความอ่อนแอ ของ ซิลลี่ ฟูลส์,เล่นเพลง [song_name : แพ้ความอ่อนแอ] ของ [artist_name : ซิลลี่ ฟูลส์]
69,ผม ชอบ เพลง ร็อก,ผม ชอบ เพลง [music_genre : ร็อก]
70,วง ดนตรี โปรด ของฉัน คือ ทรี แมน ดาวน์,วง ดนตรี โปรด ของฉัน คือ [artist_name : ทรี แมน ดาวน์]
71,ฉัน ชอบ เพลงคาราบาว,ฉัน ชอบ เพลงคาราบาว
72,เปิด เพลง จาก รายการเพลงโปรด,เปิด เพลง จาก รายการเพลงโปรด
73,เปิด เพลง ที่ ชั้น ชอบที่สุด,เปิด เพลง ที่ ชั้น ชอบที่สุด
74,วงที่กำลังเล่นอยู่ตอนนี้คือวงอะไร,วงที่กำลังเล่นอยู่ตอนนี้คือวงอะไร
75,ใครเป็นคนแต่งเพลงที่เล่นอยู่ตอนนี้,ใครเป็นคนแต่งเพลงที่เล่นอยู่ตอนนี้
76,อัลบั้มอะไรคือเพลงปัจจุบันจาก,อัลบั้มอะไรคือเพลงปัจจุบันจาก
77,olly ฉัน ชื่นชอบ เพลง นี้,olly ฉัน ชื่นชอบ เพลง นี้
78,เพลง เธอ คือ คนดี,เพลง เธอ คือ คนดี
79,นี่เป็นเพลงที่ดีที่สุดเพลงหนึ่งสำหรับฉัน,นี่เป็นเพลงที่ดีที่สุดเพลงหนึ่งสำหรับฉัน
80,ตั้งค่า ความสว่าง ของ ไฟ ให้ สูงขึ้น,ตั้งค่า ความสว่าง ของ ไฟ ให้ สูงขึ้น
81,ทำให้ ไฟ สว่างขึ้น อีกสิ,ทำให้ ไฟ สว่างขึ้น อีกสิ
82,ช่วยเพิ่มความสว่าง จนสุด,ช่วยเพิ่มความสว่าง [change_amount : จนสุด]
83,เริ่มใช้งาน หุ่นยนต์ดูดฝุ่น,เริ่มใช้งาน [device_type : หุ่นยนต์ดูดฝุ่น]
84,เปิด หุ่นยนต์ดูดฝุ่น,เปิด [device_type : หุ่นยนต์ดูดฝุ่น]
85,บอกวันที่ของ วันนี้ ให้ฉันรู้,บอกวันที่ของ [date : วันนี้] ให้ฉันรู้
86,วันนี้ วันที่เท่าไหร่,[date : วันนี้] วันที่เท่าไหร่
87,โปรดสั่ง ซูชิ เป็น อาหารเย็น,โปรดสั่ง [food_type : ซูชิ] เป็น [meal_type : อาหารเย็น]
88,สั่ง เบอร์เกอ,สั่ง [food_type : เบอร์เกอ]
89,ซูชิ มื้อเย็น คืนนี้,[food_type : ซูชิ] [meal_type : มื้อเย็น] [timeofday : คืนนี้]
90,เกิดอะไรขึ้นกับคำสั่งซื้ออาหารเย็นของฉัน,เกิดอะไรขึ้นกับคำสั่งซื้ออาหารเย็นของฉัน
91,สัง อาหารเย็น จาก แมคโดนัลด์ กลับบ้าน,สัง [meal_type : อาหารเย็น] จาก [business_name : แมคโดนัลด์] [order_type : กลับบ้าน]
92,แมคโดนัลด์ มี ซื้อกลับบ้าน ไหม,[business_name : แมคโดนัลด์] มี [order_type : ซื้อกลับบ้าน] ไหม
93,ตั้ง นาฬิกาปลุก ตอน เที่ยง,ตั้ง นาฬิกาปลุก ตอน [time : เที่ยง]
94,ตั้งปลุก สี่สิบนาทีจากนี้,ตั้งปลุก [time : สี่สิบนาทีจากนี้]
95,ตั้งปลุก ตอน แปดโมง ทุกวันธรรมดา,ตั้งปลุก ตอน [time : แปดโมง] [general_frequency : ทุกวันธรรมดา]
96,ฝนตก อยู่ใช่มั๊ย,[weather_descriptor : ฝนตก] อยู่ใช่มั๊ย
97,จะมี ฝนตก ไหม,จะมี [weather_descriptor : ฝนตก] ไหม
98,ตอนนี้ ฝน ตกอยู่หรือเปล่า,ตอนนี้ [weather_descriptor : ฝน] ตกอยู่หรือเปล่า
99,พยากรณ์อากาศ อาทิตย์ นี้,พยากรณ์อากาศ [time : อาทิตย์] นี้
100,พยากรณ์อากาศตอน แปดโมง คืออะไร,พยากรณ์อากาศตอน [time : แปดโมง] คืออะไร
101,สภาพอากาศ สัปดาห์นี้ เป็นอย่างไร,สภาพอากาศ [date : สัปดาห์นี้] เป็นอย่างไร
102,สัปดาห์นี้ อากาศเป็นอย่างไร,[date : สัปดาห์นี้] อากาศเป็นอย่างไร
103,รายงานสภาพอากาศ สัปดาห์นี้,รายงานสภาพอากาศ [date : สัปดาห์นี้]
104,เล่าข่าว ไทยรัฐ ให้ฉันฟังหน่อย,เล่าข่าว [media_type : ไทยรัฐ] ให้ฉันฟังหน่อย
105,ข่าว ช่องสาม มีอะไรบ้าง,ข่าว [media_type : ช่องสาม] มีอะไรบ้าง
106,ข่าวล่าสุด ของไทยรัฐ มีอะไรบ้าง,ข่าวล่าสุด [media_type : ของไทยรัฐ] มีอะไรบ้าง
107,เปิด รักเอย,เปิด [song_name : รักเอย]
108,เล่น เพลง ที่ ฉันชอบ,เล่น เพลง ที่ ฉันชอบ
109,เปิด โอมจงเงย,เปิด [song_name : โอมจงเงย]
110,เล่น บอดี้สแลม,เล่น [artist_name : บอดี้สแลม]
111,เพิ่ม บางเพลง ชอง สิงโต นำโชค,เพิ่ม บางเพลง ชอง [artist_name : สิงโต นำโชค]
112,เล่นเพลงของ บอดี้สแลม,เล่นเพลงของ [artist_name : บอดี้สแลม]
113,เล่นวน เพลง นี้,[player_setting : เล่นวน] เพลง นี้
114,สับเปลี่ยน เพลย์ลิสต์ นี้,[player_setting : สับเปลี่ยน] เพลย์ลิสต์ นี้
115,ตั้งค่าเสียง ที่ต่ำลง,ตั้งค่าเสียง [change_amount : ที่ต่ำลง]
116,อะไรกำลังเล่นอยู่,อะไรกำลังเล่นอยู่
117,ดนตรี นี่ คืออะไร,ดนตรี นี่ คืออะไร
118,บอกฉัน ศิลปินของเพลงนี้,บอกฉัน ศิลปินของเพลงนี้
119,ทำให้ฉันหัวเราะที,ทำให้ฉันหัวเราะที
120,olly ทำให้ฉันหัวเราะทีสิ,olly ทำให้ฉันหัวเราะทีสิ
121,เล่าเรื่องตลก ดีดี มาหน่อย,เล่าเรื่องตลก [joke_type : ดีดี] มาหน่อย
122,ส่งรูปยิ้มมาหน่อย,ส่งรูปยิ้มมาหน่อย
123,เล่าเรื่องตลกให้ฟังหน่อย,เล่าเรื่องตลกให้ฟังหน่อย
124,olly เล่าเรื่องตลกให้ฟังหน่อย,olly เล่าเรื่องตลกให้ฟังหน่อย
125,alexa เล่าเรื่องตลกให้ฟังหน่อย,alexa เล่าเรื่องตลกให้ฟังหน่อย
126,ให้กำลังใจฉันทีสิ,ให้กำลังใจฉันทีสิ
127,วันนี้ เป็นวันอะไร,[date : วันนี้] เป็นวันอะไร
128,วันที่เท่าไหร่,วันที่เท่าไหร่
129,วันนี้ เป็นไงบ้าง,[date : วันนี้] เป็นไงบ้าง
130,สั่ง พิซซ่า,สั่ง [food_type : พิซซ่า]
131,สั่ง ส้มตำ จาก เอมเค,สั่ง [food_type : ส้มตำ] จาก [business_name : เอมเค]
132,สั่ง ซื้อกลับบ้าน,สั่ง [order_type : ซื้อกลับบ้าน]
133,เมื่อไหร่ คำสั่งซื้อ ของฉัน จะมาถึง,เมื่อไหร่ คำสั่งซื้อ ของฉัน จะมาถึง
134,ซื้อกลับบ้าน,[order_type : ซื้อกลับบ้าน]
135,domino's บริการส่ง,[business_name : domino's] [order_type : บริการส่ง]
136,อะไรกำลังเล่นอยู่,อะไรกำลังเล่นอยู่
137,บอกชื่อเพลงให้ฉันที,บอกชื่อเพลงให้ฉันที
138,นั่น คือ เพลง อะไร,นั่น คือ เพลง อะไร
139,เล่น เพลย์ลิสต์ แจ๊ส ของฉัน,เล่น เพลย์ลิสต์ [music_genre : แจ๊ส] ของฉัน
140,เปิด เพลย์ลิสต์ เพลง แจ๊ส,เปิด เพลย์ลิสต์ เพลง [music_genre : แจ๊ส]
141,เล่นเพลงจาก เพลย์ลิสต์ เพลงที่ชอบที่สุด,เล่นเพลงจาก เพลย์ลิสต์ เพลงที่ชอบที่สุด
142,นั่นเป็น เพลง ที่ดี,นั่นเป็น เพลง ที่ดี
143,ฉันไม่ชอบมัน,ฉันไม่ชอบมัน
144,ฉัน ชอบ มัน,ฉัน ชอบ มัน
145,ฉันชอบเพลง แจ๊ส,ฉันชอบเพลง [music_genre : แจ๊ส]
146,แจ๊ส บางเพลง,[music_genre : แจ๊ส] บางเพลง
147,ฉันอยากฟังเพลง แจ๊ส,ฉันอยากฟังเพลง [music_genre : แจ๊ส]
148,olly อยากฟัง แจ๊ส,olly อยากฟัง [music_genre : แจ๊ส]
149,เพลง นี้ ดีมาก,เพลง นี้ ดีมาก
150,ฉัน ชอบ เพลง นี้,ฉัน ชอบ เพลง นี้
151,เล่นเพลง นั้น อีกครั้ง,เล่นเพลง นั้น อีกครั้ง
152,เปลี่ยน ระดับเสียง,เปลี่ยน ระดับเสียง
153,เปิดใช้งานการ ข้าม,เปิดใช้งานการ [player_setting : ข้าม]
154,บันทึกการตั้งค่า,บันทึกการตั้งค่า
155,ตั้งค่าความสว่าง ไปที่ห้าสิบเปอร์เซนต์,ตั้งค่าความสว่าง [change_amount : ไปที่ห้าสิบเปอร์เซนต์]
156,หรี่ ความสว่าง ลง,หรี่ ความสว่าง ลง
157,ลด ความสว่าง,ลด ความสว่าง
158,หรี่ ไฟ,หรี่ ไฟ
159,ลด แสงสว่าง,ลด แสงสว่าง
160,หรี่ ไฟ,หรี่ ไฟ
161,olly หรี่ ไฟ,olly หรี่ ไฟ
162,ชงกาแฟให้หน่อย,ชงกาแฟให้หน่อย
163,olly ชงกาแฟให้หน่อย,olly ชงกาแฟให้หน่อย
164,ฉันอยากดื่ม กาแฟ,ฉันอยากดื่ม กาแฟ
165,อยากดื่มกาแฟเดี๋ยวนี้,อยากดื่มกาแฟเดี๋ยวนี้
166,เป็นอย่างไรบ้าง,เป็นอย่างไรบ้าง
167,ว่าไง,ว่าไง
168,พวกเขา สามารถให้ ซื้อกลับบ้าน ได้ไหม,พวกเขา สามารถให้ [order_type : ซื้อกลับบ้าน] ได้ไหม
169,พวกเขาสามารถ ส่ง ได้หรือไม่,พวกเขาสามารถ [order_type : ส่ง] ได้หรือไม่
170,บริการส่ง,[order_type : บริการส่ง]
171,olly พวกเขา ส่งอาหาร ที่บ้านหรือไม่,olly พวกเขา [order_type : ส่งอาหาร] ที่บ้านหรือไม่
172,ตั้งปลุกตอน สิบโมงเช้า,ตั้งปลุกตอน [time : สิบโมงเช้า]
173,ตั้ง นาฬิกาปลุก พรุ่งนี้ เวลา หกโมงเช้า,ตั้ง นาฬิกาปลุก [date : พรุ่งนี้] เวลา [time : หกโมงเช้า]
174,ตั้ง ปลุก วันพฤหัสบดี เจ็ดโมงเช้า,ตั้ง ปลุก [date : วันพฤหัสบดี] [time : เจ็ดโมงเช้า]
175,ขอข่าวล่าสุดด้าน เทคโนโลยี,ขอข่าวล่าสุดด้าน [news_topic : เทคโนโลยี]
176,เล่า ข่าวล่าสุด ด้าน เทคโนโลยี ให้ฉันฟังที,เล่า ข่าวล่าสุด ด้าน [news_topic : เทคโนโลยี] ให้ฉันฟังที
177,เล่าข่าว ธุรกิจ ให้ฉันฟังบ้าง,เล่าข่าว [news_topic : ธุรกิจ] ให้ฉันฟังบ้าง
178,ข่าว ต่างประเทศ,ข่าว [place_name : ต่างประเทศ]
179,บอกสภาพอากาศให้ฉันที,บอกสภาพอากาศให้ฉันที
180,วันนี้ อากาศจะเป็นยังไง,วันนี้ อากาศจะเป็นยังไง
181,ตอนนี้ ฝนตก อยู่รึเปล่า,ตอนนี้ [weather_descriptor : ฝนตก] อยู่รึเปล่า
182,เล่น รายการเพลง ร็อค ของฉัน,เล่น รายการเพลง [music_genre : ร็อค] ของฉัน
183,เปิด เพลย์ลิสต์ michael jackson,เปิด เพลย์ลิสต์ [artist_name : michael jackson]
184,เล่นเพลงของ ว่าน ธนกฤต จาก เพลย์ลิสต์ ของฉัน,เล่นเพลงของ [artist_name : ว่าน ธนกฤต] จาก เพลย์ลิสต์ ของฉัน
185,เปิดเพลย์ลิสต์ แล้วเล่น เพลง ที่สามให้หน่อย,เปิดเพลย์ลิสต์ แล้วเล่น เพลง ที่สามให้หน่อย
186,เล่น เพลงล่าสุด จาก เพลย์ลิสต์ โปรด,เล่น [song_name : เพลงล่าสุด] จาก เพลย์ลิสต์ โปรด
187,เพิ่ม ระดับเสียง,เพิ่ม ระดับเสียง
188,เพิ่ม ระดับเสียง,เพิ่ม ระดับเสียง
189,ปิด เสียง,ปิด เสียง
190,เปิด ปลั๊ก,เปิด [device_type : ปลั๊ก]
191,เปิด ปลั๊ก,เปิด [device_type : ปลั๊ก]
192,เปิด ปลั๊ก ของฉัน,เปิด [device_type : ปลั๊ก] ของฉัน
193,เล่าเรื่องตลกให้ฟังหน่อย,เล่าเรื่องตลกให้ฟังหน่อย
194,เธอรู้จัก เรื่องตลก อะไรบ้าง ไหม,เธอรู้จัก เรื่องตลก อะไรบ้าง ไหม
195,กี่โมง,กี่โมง
196,บอกเวลาฉัน,บอกเวลาฉัน
197,กี่โมงแล้ว,กี่โมงแล้ว
198,dominoes ซื้อกลับบ้าน,[food_type : dominoes] [order_type : ซื้อกลับบ้าน]
199,มีร้าน พิซซ่า ที่ฉันชอบสำหรับ ซื้อกลับบ้าน ไหม,มีร้าน [food_type : พิซซ่า] ที่ฉันชอบสำหรับ [order_type : ซื้อกลับบ้าน] ไหม
200,ฉัน ซื้อกลับบ้าน จาก สเปน ได้ไหม,ฉัน [order_type : ซื้อกลับบ้าน] จาก [food_type : สเปน] ได้ไหม
201,ลบการแจ้งเตือนที่ฉันเพิ่งจะตั้งไป,ลบการแจ้งเตือนที่ฉันเพิ่งจะตั้งไป
202,ย้ายการแจ้งเตือนออก,ย้ายการแจ้งเตือนออก
203,แสดง นาฬิกาปลุก ที่ ฉัน ตั้ง ไว้,แสดง นาฬิกาปลุก ที่ ฉัน ตั้ง ไว้
204,ฉัน มี นาฬิกาปลุก ใดใด ไหม,ฉัน มี นาฬิกาปลุก ใดใด ไหม
205,ดูการแจ้งเตือน,ดูการแจ้งเตือน
206,สมุทรปราการ อากาศเป็นอย่างไรบ้าง,[place_name : สมุทรปราการ] อากาศเป็นอย่างไรบ้าง
207,สมุทรปราการ อากาศเป็นอย่างไร,[place_name : สมุทรปราการ] อากาศเป็นอย่างไร
209,ทำให้ สี ไฟ เหมาะกับการอ่านหนังสือ,ทำให้ สี ไฟ [color_type : เหมาะกับการอ่านหนังสือ]
210,ทำให้ ไฟ แลดูเป็นมิตร,ทำให้ ไฟ [color_type : แลดูเป็นมิตร]
211,ทำให้ ห้อง สว่างขึ้น,ทำให้ [house_place : ห้อง] สว่างขึ้น
212,ไฟ เริ่มเปิดขึ้น,ไฟ เริ่มเปิดขึ้น
213,วันนี้ วันที่เท่าไหร่,[date : วันนี้] วันที่เท่าไหร่
214,วันนี้ วันอะไร,[date : วันนี้] วันอะไร
215,บอกวันที่,บอกวันที่
216,วันนี้ อากาศเป็นอย่างไร,[date : วันนี้] อากาศเป็นอย่างไร
217,ข้างนอก ฝนตก มั๊ย,ข้างนอก [weather_descriptor : ฝนตก] มั๊ย
218,olly ข้างนอก ฝนตก มั๊ย,olly ข้างนอก [weather_descriptor : ฝนตก] มั๊ย
219,พรุ่งนี้ ต้องเอา ร่ม ไปด้วยมั้ย,[date : พรุ่งนี้] ต้องเอา [weather_descriptor : ร่ม] ไปด้วยมั้ย
220,เล่นดนตรีจาก รายการเพลงร็อก ของฉัน,เล่นดนตรีจาก [playlist_name : รายการเพลงร็อก] ของฉัน
221,เปลี่ยน สี ไฟ เป็น สีเขียว,เปลี่ยน สี ไฟ เป็น [color_type : สีเขียว]
222,เพิ่มเพลงนี้ไปที่รายการเพลงโปรด,เพิ่มเพลงนี้ไปที่รายการเพลงโปรด
223,นี่ คือ เพลง อะไร,นี่ คือ เพลง อะไร
224,olly ปิด ไฟ,olly ปิด ไฟ
225,ปิด ไฟ,ปิด ไฟ
226,ช่วยทำความสะอาด พื้น ให้หน่อย,ช่วยทำความสะอาด [house_place : พื้น] ให้หน่อย
227,เปิดใช้งาน ปลั๊กหม้อหุงข้าว,เปิดใช้งาน [device_type : ปลั๊กหม้อหุงข้าว]
228,ปิด ปลั๊กหม้อหุงข้าว,ปิด [device_type : ปลั๊กหม้อหุงข้าว]
229,ที่ กรุงเทพ ตอนนี้ กี่โมง,ที่ [place_name : กรุงเทพ] ตอนนี้ กี่โมง
230,ที่ ปักกิ่ง เป็นเวลากี่โมง,ที่ [place_name : ปักกิ่ง] เป็นเวลากี่โมง
231,กรุณาช่วยสั่ง ซูชิ จาก ซูชิฮานะ ให้หน่อยได้มั้ย,กรุณาช่วยสั่ง [food_type : ซูชิ] จาก [business_name : ซูชิฮานะ] ให้หน่อยได้มั้ย
232,ตั้ง นาฬิกาปลุก ตอน หกโมง เช้า,ตั้ง นาฬิกาปลุก ตอน [time : หกโมง] [timeofday : เช้า]
233,ตั้ง นาฬิกาปลุก ตอนบ่าย สี่โมง,ตั้ง นาฬิกาปลุก [timeofday : ตอนบ่าย] [time : สี่โมง]
234,olly ปลุกฉันตอน บ่ายสามโมง เพื่อไป คอนเสิร์ต,olly ปลุกฉันตอน [time : บ่ายสามโมง] เพื่อไป [event_name : คอนเสิร์ต]
235,แจ้งเตือนฉันตอน บ่ายสามโมง ให้ไป คอนเสิร์ต,แจ้งเตือนฉันตอน [time : บ่ายสามโมง] ให้ไป [event_name : คอนเสิร์ต]
236,ฉัน มี นาฬิกาปลุก ที่ตั้งไว้ สำหรับ เที่ยวบิน ตอนเช้า ไหม,ฉัน มี นาฬิกาปลุก ที่ตั้งไว้ สำหรับ [event_name : เที่ยวบิน] [timeofday : ตอนเช้า] ไหม
237,ฉัน ตั้ง นาฬิกาปลุก เพื่อ ตื่น ตอน เช้า หรือไม่,ฉัน ตั้ง นาฬิกาปลุก เพื่อ [alarm_type : ตื่น] ตอน [timeofday : เช้า] หรือไม่
238,มี การเตือน อะไรบ้าง,มี การเตือน อะไรบ้าง
239,ที่ ตลาดดวงแก้ว ฝนจะตก มั๊ย,ที่ [place_name : ตลาดดวงแก้ว] [weather_descriptor : ฝนจะตก] มั๊ย
240,วันนี้ ฝนจะตก มั๊ย,[date : วันนี้] [weather_descriptor : ฝนจะตก] มั๊ย
241,ข้างนอกเกิดอะไรขึ้นบ้าง,ข้างนอกเกิดอะไรขึ้นบ้าง
242,มีอะไรเกิดขึ้นใน อเมริกา บ้าง,มีอะไรเกิดขึ้นใน [place_name : อเมริกา] บ้าง
243,เกิดอะไรขึ้นบน โลก,เกิดอะไรขึ้นบน [place_name : โลก]
244,เกิดอะไรขึ้นที่ ขอนแก่น,เกิดอะไรขึ้นที่ [place_name : ขอนแก่น]
245,แสดง ข่าว บาง ข่าว จาก ไทยรัฐ ให้ฉันดูหน่อย,แสดง ข่าว บาง ข่าว จาก [media_type : ไทยรัฐ] ให้ฉันดูหน่อย
246,olly แสดง บาง ข่าว จาก ไทยรัฐ ให้ฉันดูหน่อย,olly แสดง บาง ข่าว จาก [media_type : ไทยรัฐ] ให้ฉันดูหน่อย
247,เล่นข่าว ไทยรัฐ,เล่นข่าว [media_type : ไทยรัฐ]
248,olly เดลินิวส์,olly [media_type : เดลินิวส์]
249,เปิดเพลง ฮิพฮอพ ให้หน่อย,เปิดเพลง [music_genre : ฮิพฮอพ] ให้หน่อย
